@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 50'

@attribute Airs_Center_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Airs_Center_X_2 numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Airs_Center_X_8 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Mass_Center_Y_0 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Airs_Center_X_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Airs_Triangle_1_X_0 numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Airs_Triangle_1_Y_4 numeric
@attribute Black_Pixel_4 numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Airs_Center_X_GLOBAL numeric
@attribute Mass_Center_Y_8 numeric
@attribute Mass_Center_X_2 numeric
@attribute Airs_Center_X_5 numeric
@attribute Mass_Center_X_8 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_X_3 numeric
@attribute Hough_Lines_Nb_4 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Center_X_1 numeric
@attribute Hough_Lines_DiagonalPos_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Black_Pixel_7 numeric
@attribute Airs_Length_Contours_4 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Hough_Lines_Horizontal_7 numeric
@attribute Hough_Lines_Horizontal_6 numeric
@attribute Airs_Center_X_6 numeric
@attribute Mass_Center_X_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_DiagonalPos_8 numeric
@attribute Airs_Triangle_1_X_7 numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
57.6923,0.611396,51.8519,23.0769,26.4323,3.7037,20.5128,33.3333,0.270139,0.846354,23.0769,66.6667,152.479,11.1111,-55.0426,8.49359,33.3333,42.395,0.052083,0.212393,53.0033,0.333333,0.132812,100,0.355903,23.0769,48.7179,62.8205,3,151.367,48.7179,60,0.298232,51.4323,68.3594,11.0577,262.5,0.019531,60,7.28331,100,0,47.4359,0.25641,24.9566,0.458333,0,146.154,0.460388,0,fire-brigade
39.0605,0.328163,43.75,0,25.1346,9.375,27.027,0,0.241533,0,48.6487,0,0.006101,15.625,-8.16327,4.16988,31.25,39.2993,0.1,0,48.6487,0.218468,0.3,33.3333,0.057143,31.5315,48.6487,48.6487,0,138.776,44.5946,0,0.193018,15.4195,110.204,10.2703,23,0.234841,12.5,0.884956,100,60,40.3021,0.777027,155.102,0.729238,0,51.3513,0.471344,0,fire-brigade
46.1242,0.229513,34.6154,0,25.5208,11.5385,25.6757,0,0.41309,0,48.6487,100,24.6213,19.2308,39.0625,6.6723,34.6154,45.0826,0.157813,0,43.3661,0.213514,0.529718,75,0.085938,29.7297,48.6487,45.9459,2,151.367,48.6487,0,0.546396,27.1267,180.664,12.0777,171.5,0.250521,16.6667,116.384,0,50,54.0541,0.677358,59.4683,0.699219,50,112.424,0.425744,0,fire-brigade
45.6687,0.461105,43.4783,0,22.517,17.3913,31.4286,0,0.268479,0,48.5714,100,106.132,8.69565,32.0871,8.30357,30.4348,45.3347,0.15625,0,47.1429,0.255357,0.498437,33.3333,0.048177,4.7619,48.5714,51.0425,1,139.886,48.5714,0,0.595079,126.953,161.133,12.5,231,0.290264,20,10.1478,100,40,58.5714,0.593571,78.125,0.722098,0,94.2857,0.4596,0,fire-brigade
47.4359,0.350374,38.0952,0,20.9709,9.52381,42.3077,0,0.207128,0,94.8718,100,53.8462,19.0476,8.65052,2.41327,33.3333,42.778,0.125,0,48.7179,0.393162,0.492279,50,0,7.69231,48.7179,43.5897,1,138.687,48.7179,0,0.472731,129.758,151.384,10.4827,0,0.243815,16.6667,0.847458,50,60,47.1101,0.560897,126.298,0.46006,33.3333,94.8718,0.553627,0,fire-brigade
44.1176,0.466132,38.4615,33.8235,23.1371,15.3846,26.4706,0,0.396235,0.80303,32.3529,100,167.647,11.5385,8.16243,8.91266,34.6154,37.6683,0.135281,0.304813,60.2941,0.230042,0.459984,66.6667,0.176768,8.82353,48.5294,47.1537,4,146.924,48.5294,0,0.084559,19.5133,156.107,10.9626,6,0.333173,33.3333,0.961538,66.6667,50,45.5882,0.643571,73.4619,0.417388,100,94.1176,0.533072,0,fire-brigade
51.3889,0.45463,42.8571,34.7222,25.1462,14.2857,11.1111,0,0.551599,0.787879,0,100,94.4444,10.7143,0,2.6936,32.1429,41.319,0.085859,0.306944,45.8333,0.12037,0.439095,100,0,12.5,48.6111,50,1,150.75,42.5505,0,0.259537,9.18274,133.15,12.7104,0,0.14657,40,0.925926,33.3333,40,45.8333,0.589364,18.3655,0.454545,0,94.4444,0.58405,0,fire-brigade
52.439,0.266686,58.3333,47.561,25.3838,16.6667,8.53659,0,0.6015,0.770647,29.2683,100,-75.6098,0,117.188,3.73476,25,45.3614,0.08631,0.292465,51.2195,0.081301,0.326675,80,0,90.2439,48.7805,52.439,1,135.203,44.1592,0,0.665161,48.8281,117.188,12.9573,15,0.140388,66.6667,114.154,33.3333,25,57.3171,0.687486,-7.0645,0.572569,0,110.898,0.455219,0,fire-brigade
44.7652,0.139503,22.2222,21.7949,21.2222,25.9259,0,0,0.248317,0,27.7972,100,103.135,7.40741,45.4545,8.85781,44.4444,45.1901,0,0,48.7179,0,0.35941,100,0.302189,23.0769,48.7179,52.5641,4,146.924,48.7179,0,0.83001,0,133.15,13.9083,124,0.342,50,134.743,33.3333,0,65.3846,0.331291,0.27008,0.287879,0,109.804,0.536419,0,fire-brigade
46.5116,0.071212,50,43.9394,26.625,15,0,33.3333,0.128846,0.791667,45.4545,66.6667,26.2495,0,-65.0888,10.6061,35,42.9031,0,0.472222,60.6061,0,0.240995,100,0.382479,9.09091,48.4848,56.2928,3,178.43,43.6364,33.3333,0.48468,0,133.136,15.7343,103,0.028846,50,1.57674,75,0,49.2812,0.35081,14.7929,0,0,3.0303,0.462461,0,fire-brigade
48.6487,0.245045,48.2759,48.6487,24.5051,20.6897,0,0,0.350718,0.833333,48.6487,100,-9.49089,3.44828,53.8747,11.4632,27.5862,46.4833,0,0.857572,39.1892,0,0.297467,100,0.24569,8.10811,41.8919,50,3,166.468,44.2012,0,0.546296,0,112.961,10.438,44,0.253507,66.6667,-0.771314,0,50,54.0391,0.368682,229.004,0,0,2.7027,0.424342,0,fire-brigade
48.2201,0.372104,19.2308,48.7179,25.704,26.9231,2.5641,0,0.171356,0.448029,48.7179,100,76.9231,15.3846,-33.7401,7.19603,38.4615,44.8217,0,0.462963,47.4359,0,0.379839,100,0.236559,44.4444,48.7179,61.5385,1,156.087,47.3157,0,0.51472,10.4058,135.276,13.7304,15,0.118472,60,10.5461,33.3333,50,61.396,0.487483,247.848,0.263441,0,22.1445,0.396023,0,fire-brigade
50,0.334978,30.4348,15.7895,25.3883,13.0435,14.4737,0,0.360276,0.890681,31.5789,100,-55.2632,17.3913,-40.0224,4.75382,39.1304,42.9328,0.080645,0.127558,43.9038,0.157895,0.263441,66.6667,0.183468,22.3684,48.6842,51.3158,2,150.884,44.8142,0,0.360287,10.4058,98.8554,10.6961,13,0.077778,40,0.877193,50,66.6667,47.3684,0.614035,20.8117,0.627688,0,94.7368,0.47052,0,fire-brigade
50.4805,0.08938,50,44.898,25.4813,18.75,22.449,42.8571,0.221625,0.817204,49.7229,57.1429,-7.02948,6.25,301.769,15.0099,25,48.1009,0.540427,0.591837,50,0.190653,0.598485,50,0.614749,14.2857,51.0204,58.1633,7,150.884,48.9796,0,0.561079,-114.099,150.884,25.8723,129.5,0.219758,57.1429,116.808,57.1429,50,61.2245,0.538568,338.382,0,75,95.9184,0.579564,0,fire-brigade
52.3256,0.388978,35.4839,0,22.6264,6.45161,46.723,0,0.348376,0,45.2326,60,2.32558,25.8065,4.7259,14.1557,32.2581,43.006,0.22136,0,41.8605,0.775748,0.342391,25,0.281944,37.2093,48.8372,50.5891,5,108.119,34.8837,0,0.541916,-14.1777,137.051,9.65622,300,0.362844,0,-0.696949,100,33.3333,50.946,0.034884,133.675,0.739084,33.3333,2.32558,0.509453,0,fire-brigade
47.3613,0.49266,29.4118,30.303,19.9016,29.4118,0,0,0.525584,0.557613,48.4848,100,15.0303,8.82353,302.378,11.1111,32.3529,34.5493,0,0.111036,48.4848,0,0.198718,100,0.540039,72.7273,34.8485,48.4848,1,124.918,45.9785,60,0.677459,0,62.4589,8.93551,153.5,0.119353,16.6667,2.29834,0,0,47.1565,0.282934,6.57462,0.737215,0,3.0303,0.456388,0,fire-brigade
50,0.592381,23.0769,47.1429,20.6811,30.7692,0,0,0.400787,0.703187,48.5714,100,31.4286,7.69231,16.7212,8.17276,38.4615,35.0049,0,0.466085,48.5714,0,0.186172,83.3333,0.351421,28.5714,45.7143,44.2857,2,103.164,40.5357,37.5,0.623656,0,54.0833,9.10299,65,0.172804,20,-5.147,33.3333,0,40.3571,0.419086,146.025,0.39255,0,-35.2381,0.320229,0,fire-brigade
48.3871,0.387312,15.3846,24.1935,19.8142,26.9231,0,0,0.359205,0.894823,58.0645,100,3.22581,19.2308,39.6694,9.67742,38.4615,26.279,0,0.174552,35.9623,0,0.244266,100,0.436027,9.67742,48.3871,51.6129,2,105.51,48.3871,50,0.69364,0,59.4008,10.1173,92.5,0.246465,20,108.39,66.6667,0,35.4839,0.451009,65.427,0.573864,0,3.22581,0.432828,0,fire-brigade
43.4491,0.53478,44.8276,33.3333,18.5383,10.3448,25.7576,0,0.334595,0.79592,33.3333,100,72.7273,10.3448,51.6529,5.50964,34.4828,30.0885,0.0625,0.301246,51.5152,0.19697,0.28643,50,0.318182,78.7879,48.4848,45.4545,1,111.054,39.3939,50,0.322511,39.6006,64.5661,10.6061,8.5,0.285556,50,1,100,0,30.7214,0.466825,72.314,0.68261,0,3.0303,0.442055,0,fire-brigade
39.4737,0.463238,42.1053,0,19.0476,5.26316,36.8421,25,0.505347,0,42.1053,0,89.7833,15.7895,-94.518,35.0114,36.8421,35.144,0.141304,0,42.1053,0.368421,0.393317,0,0.45475,47.3684,47.3684,47.3684,4,217.391,47.3684,0,0.581011,132.325,160.681,24.0275,105.5,0.470048,0,1.75439,0,0,44.332,0.346004,59.619,0.652135,0,14.17,0.331098,0,fire-brigade
85,0.875,16.6667,10,18.4896,16.6667,39.971,0,0.857143,0,47.5,25,80,16.6667,430.839,31.6667,50,50.1938,0.362193,0,32.5,0.675758,0.243386,0,0.353792,95,47.5,47.5,4,226.757,47.5,0,0.273601,-76.2729,226.757,34.0476,21.5,0.488912,0,56.553,0,50,55.5078,0.055556,-100.151,0.418871,0,5,0.423788,0,fire-brigade
39.4737,0.58458,5.55556,0,26.2324,16.6667,21.0526,0,0.337241,0,47.3684,50,110.526,27.7778,446.125,21.968,50,32.4035,0.098551,0,39.4737,0.182456,0.331628,0,0.562802,36.8421,42.1053,39.524,2,218.355,44.7368,0,0.447368,75.6144,151.229,24.4851,64.5,0.27969,0,7.855,0,0,44.1176,0.430857,346.566,0.663043,0,-23.9766,0.287161,0,fire-brigade
36.1345,0.271968,44.4444,0,22.623,11.1111,38.2353,0,0.153704,0,44.1176,0,5.88235,33.3333,25,27.6471,11.1111,33.7919,0.0875,0,44.1176,0.2,0.458974,0,0.414583,23.5294,47.0588,50,0,228.676,35.2941,0,0.394118,25,225,29.7059,68.5,0.280667,50,0.882401,0,0,52.9412,0.520739,50,0.746429,0,88.2353,0.413736,0,fire-brigade
39.5833,0.522201,38.4615,0,24.1379,15.3846,12.5,0,0.374889,0,40.625,0,-5.52326,15.3846,27.7008,32.5658,30.7692,34.8285,0.078947,0,33.8068,0.125,0.322222,100,0.313109,28.125,44.3182,53.125,0,240.651,46.875,0,0.570536,55.4017,219.088,29.6053,7.5,0.622807,0,103.274,0,0,56.25,0.478472,5.00617,0.736294,0,17.6958,0.402292,0,fire-brigade
45.6991,0.373704,30.303,15.2174,19.6919,12.1212,14.1304,0,0.235801,0.889423,34.7826,100,2.17391,24.2424,29.5858,4.8913,33.3333,35.7739,0.048077,0.123913,46.1656,0.15942,0.296474,55.5556,0,76.8116,48.913,42.2587,2,95.6587,48.913,28.5714,0.562888,3.69823,55.4734,8.65385,23.5,0.247863,41.6667,0.719424,40,42.8571,37.0802,0.447035,37.7219,0.586507,0,32.1739,0.337879,0,fire-brigade
39.5349,0.621008,31.0345,2.32558,21.7627,17.2414,0,0,0.452917,0,48.8372,100,24.8265,17.2414,79.1114,6.7345,34.4828,36.0137,0,0,41.3081,0,0.121528,42.8571,0,79.0698,30.2326,47.6744,3,101.997,47.6744,57.1429,0.582056,0,23.8715,4.84496,84.5,0.088889,55.5556,6.14101,100,0,50,0.112403,47.7431,0.492939,0,-3.87597,0.330747,0,fire-brigade
48.9362,0.250158,45.4545,24.4681,21.7883,18.1818,0,0,0.311755,0.820652,48.9362,100,0.508994,12.1212,61.4367,4.44033,24.2424,40.1724,0,0.233904,43.2987,0,0.204275,33.3333,0.460145,40.9574,41.4894,45.7968,3,102.368,42.6499,50,0.478343,0,47.259,7.53932,96.5,0.142995,71.4286,-0.416687,33.3333,0,45.9769,0.306099,9.20306,0.614855,0,29.8992,0.403691,0,fire-brigade
47.7273,0.655705,34.1463,17.0455,18.8151,12.1951,23.8636,0,0.496016,0.896226,30.6299,100,161.931,14.6341,91.7794,3.55918,39.0244,32.7489,0.073899,0.139141,51.2519,0.19697,0.266509,33.3333,0,37.5,48.8636,51.1364,2,92.5596,44.6111,57.1429,0.579817,3.55999,58.7398,7.67581,86,0.079245,0,116.673,100,0,44.3182,0.636364,-18.2412,0.53263,0,172.784,0.364024,0,fire-brigade
51.2821,0.328103,40.5405,16.6667,21.267,16.2162,5.12821,0,0.322822,0.877626,32.0513,100,170.077,21.6216,85.3616,4.2735,21.6216,33.5682,0,0.133553,38.3428,0,0.157143,42.8571,0,69.2308,48.7179,46.1538,1,108.642,42.9487,80,0.286288,9.87654,49.3827,9.34473,5.5,0.065961,50,3.38465,50,0,34.6154,0.565934,89.3378,0.455556,0,2.5641,0.373019,0,fire-brigade
85.3659,0.905488,6.66667,19.5122,19.2795,33.3333,10.9756,83.3333,0.892544,0.789409,37.9622,0,95.5979,23.3333,-27.8202,17.0732,36.6667,48.7903,0.092105,0.152544,43.8288,0.069106,0.32121,9.09091,0.322253,95.1219,51.9848,45.1219,6,107.341,47.6643,0,0.812092,6.92521,108.254,17.2657,237,0.572635,0,51.5071,0,50,76.8293,0.423954,-20.3288,0.511113,0,-40.3619,0.335358,60,fire-brigade
62.5,0.514517,22.2222,0,21.3,14.8148,0,62.5,0.149264,0,48.4375,25,28.8878,18.5185,85.2204,29.7297,44.4444,34.9266,0,0,40.8944,0,0.201974,33.3333,0.466596,76.5625,42.1875,65.625,8,128.475,48.4375,75,0.589252,0,73.046,16.9764,10.5,0.067067,16.6667,11.1762,75,0,35.6936,0.251379,7.3046,0.726692,0,84.375,0.550248,0,fire-brigade
54.2857,0.662619,12.5,37.1429,20.5,25,0,50,0.738667,0.732798,48.5714,33.3333,52.0635,25,232.005,12.0557,37.5,39.4347,0,0.34774,41.4286,0,0.341441,40,0.367534,97.1429,45.7143,52.8571,6,114.75,37.1429,0,0.820714,0,118.977,17.7003,146,0.377745,0,16.5118,0,0,75.7143,0.3328,5.94884,0.394678,0,2.85714,0.459623,0,fire-brigade
31.6263,0.306173,3.57143,0,21.064,14.2857,0,44.4444,0.439394,0,49.0566,22.2222,25.5422,32.1429,-85.2273,21.0606,50,22.8255,0,0,33.2667,0,0.253148,100,0.332668,95,38.3333,61.6667,9,108.471,31.6667,20,0.520018,0,67.1488,11.2879,186,0.129501,0,-0.73683,0,0,58.3333,0.321166,180.785,0.841439,0,-27.1015,0.358499,0,fire-brigade
48.3871,0.570453,19.2308,0,22.2222,19.2308,0,33.3333,0.21047,0,46.4286,66.6667,3.22581,19.2308,-144.642,21.6708,42.3077,36.2981,0,0,37.7273,0,0.287485,0,0.467439,80.6452,48.3871,51.6129,3,124.918,46.7742,0,0.438671,0,95.332,16.129,357,0.161738,0,1.05263,50,0,53.2258,0.286027,6.57462,0.579333,0,3.22581,0.496164,0,fire-brigade
60,0.657778,26.6667,30,26.0606,20,0,50,0.337037,0.367845,40,50,53.3333,6.66667,25.2525,37.037,46.6667,35.4837,0,0.143434,46.6667,0,0,0,0.515741,60,10,53.3333,2,277.778,35,100,0.502124,0,61.7284,2.59259,21,0.245885,0,98.0357,0,0,46.6667,0,92.5926,0.554924,0,6.66667,0.468774,0,fire-brigade
50,0.460565,8.33333,0,19.7222,25,0,0,0.50119,0,46.875,0,-62.5,25,122.727,19.6875,41.6667,31.2978,0,0,43.75,0,0.195455,0,0.140774,81.25,46.875,75,0,237.5,46.875,0,0.505208,0,100,14.0625,7.5,0.196875,0,4.49866,100,0,41.4114,0.441288,25,0.606111,0,6.25,0.488886,0,fire-brigade
47.0588,0.482208,13.3333,5.88235,27.459,20,0,0,0.20216,0,61.7647,0,88.2353,13.3333,175,10.5882,53.3333,35.6173,0,0,38.2353,0,0.205833,100,0,50,38.2353,47.0588,0,237.5,44.958,0,0.613889,0,125,14.7059,53,0.568382,0,-1.33472,0,0,50,0.254342,25,0.625,0,5.88235,0.419094,0,fire-brigade
39.4958,0.578431,33.3333,0,26.087,8.33333,8.82353,0,0.189614,0,47.0588,0,5.88235,41.6667,-62.5273,13.2992,16.6667,28.7047,0,0,47.0588,0,0.204875,0,0.141304,82.3529,47.0588,50,0,217.391,38.2353,0,0.381108,37.8072,122.873,17.1355,25.5,0.20471,100,1.92308,100,100,33.8373,0.319742,61.8002,0.763515,0,92.9864,0.44133,0,fire-brigade
70.8333,0.737847,26.3158,4.16667,21.6463,10.5263,47.9167,0,0.290638,0,47.9167,0,91.6667,10.5263,373.516,18.2099,52.6316,43.4536,0.318484,0,41.6667,0.527001,0.462963,0,0.719136,56.25,37.7976,47.9167,0,182.899,43.75,16.6667,0.316253,-32.2061,171.468,22.8395,15,0.546208,0,21.848,0,0,47.9167,0.402778,-135.927,0.505393,66.6667,4.16667,0.45481,0,fire-brigade
54.5455,0.732071,36.3636,0,20.1207,9.09091,45.4545,0,0.180918,0,49.52,100,25.1748,13.6364,14.4557,30.4348,40.9091,38.1855,0.119565,0,43.1818,0.363636,0.444746,50,0.375201,43.1818,47.7273,43.1818,3,207.939,47.7273,0,0.327778,151.229,207.939,22.7273,93.5,0.425725,0,-2.11569,0,50,45.932,0.508523,115.411,0.600123,0,4.54545,0.453063,0,fire-brigade
66.6667,0.439286,0,11.9048,22.3529,17.6471,0,42.8571,0.302381,0.883333,42.8571,0,90.4762,17.6471,446.429,39.2857,64.7059,36.8432,0,0.107937,30.9524,0,0.195578,0,0.522649,71.4286,45.2381,57.1429,7,172.194,47.619,20,0.53056,0,76.5306,17.8571,72,0.02381,0,10.5154,33.3333,0,59.5238,0.33424,12.7551,0.605993,0,4.7619,0.520894,0,fire-brigade
28.9474,0.508618,0,0,20.6349,21.4286,13.1579,0,0.28018,0,39.4737,100,21.5391,28.5714,12.7551,19.5489,50,25.3218,0.089286,0,20.8772,0.105263,0.368359,33.3333,0.21131,31.5789,44.7368,42.1053,1,175.51,44.7368,0,0.536417,51.0204,133.929,21.8045,5,0.269444,0,1.72414,0,0,47.3684,0.459146,318.878,0.629135,0,-27.1255,0.426908,0,fire-brigade
33.3333,0.237654,31.25,0,22.1748,25,0,40,0.148875,0,38.8889,40,-17.1717,6.25,-5.16529,42.6768,37.5,30.963,0,0,35.5159,0,0.244401,0,0.39899,9.25926,44.4444,44.4444,5,216.942,44.4444,0,0.383844,0,144.628,18.4343,200,0.46176,33.3333,1.85185,100,0,50,0.350644,20.6612,0.419095,0,5.55556,0.251556,0,fire-brigade
35,0.516682,36.1111,0,18.9358,2.77778,48.3333,0,0.436037,0,46.6667,77.7778,-5.21438,30.5556,-83.7742,21.3889,30.5556,35.924,0.149318,0,45,0.621863,0.563194,33.3333,0.078968,35.8333,38.4568,56.6667,9,135.031,35,0,0.184127,119.985,115.741,11.2963,82.5,0.34808,0,1.11111,50,60,41.9435,0.605,141.461,0.775432,25,123.333,0.514477,0,fire-brigade
50,0.712682,24.3902,0,20.4532,12.1951,13.8889,0,0.567363,0,48.6111,100,-1.41612,19.5122,67.1033,4.26357,43.9024,33.9048,0.05814,0,37.9032,0.094444,0.304757,25,0.154124,84.7222,48.6111,55.5556,1,113.575,44.4444,0,0.557894,5.40833,73.0124,8.85013,62,0.301801,30,0.40868,75,42.8571,54.1667,0.549621,65.5978,0.74516,0,94.4444,0.376864,0,fire-brigade
50.1067,0.122157,31.5789,8.97436,25.7576,5.26316,0,0,0.403913,0.913255,48.5671,100,13.273,21.0526,-11.2535,9.64912,42.1053,38.9425,0,0.058879,42.3077,0,0.450877,0,0.636204,17.9487,25.641,51.2821,3,141.967,48.7179,0,0.389156,0,128.116,3.30634,469,0.247368,80,3.53963,0,60,50,0.203846,173.13,0.500046,60,-5.12821,0.526284,0,fire-brigade
42.7679,0.29596,53.125,0,27.5794,6.25,14.2857,0,0.528259,0,48.5714,100,112.381,12.5,12.7551,16.5306,28.125,44.2837,0.071429,0,47.1739,0.142857,0.35554,50,0.046111,11.4286,48.5714,55.8772,3,178.345,38.5714,0,0.386508,22.3214,133.929,15.6122,76,0.515377,14.2857,8.35808,75,40,57.1429,0.545513,-127.551,0.727273,0,151.429,0.416676,0,fire-brigade
40.9443,0.353772,26.087,0,26.4753,13.0435,48.5714,0,0.486789,0,45.7412,75,18.032,21.7391,9.18274,16.5368,39.1304,41.9673,0.07447,0,42.8571,0.344262,0.374429,0,0.130798,3.80952,45,55.7143,4,146.924,34.2857,37.5,0.34289,56.8225,119.376,14.3723,47,0.684905,20,0.943396,75,25,48.5714,0.429524,-5.19024,0.704545,0,2.85714,0.566057,0,fire-brigade
63.9706,0.744179,35.9375,0,20.5257,9.375,49.2647,25,0.340928,0,63.2353,37.5,30.1441,23.4375,111.477,7.07587,31.25,41.6688,0.050794,0,47.0588,0.360434,0.332477,28.5714,0.201102,46.3235,49.2647,34.5588,8,71.4136,41.1765,22.2222,0.660371,2.1004,46.2088,6.15942,542.5,0,41.6667,11.3878,42.8571,22.2222,56.6176,0.410986,115.961,0.752229,0,-37.8622,0.438479,0,fire-brigade
52.7164,0.566964,32.8358,0,17.1287,13.4328,9.52381,25,0.368757,0,46.8254,50,33.3587,14.9254,-33.4862,9.65795,38.806,36.191,0.037025,0,38.5961,0.057239,0.366933,0,0.399531,22.2222,49.2063,38.6293,12,70.0385,49.2063,20,0.51265,1.98373,51.5771,6.55041,995.5,0.346553,27.7778,5.94025,44.4444,40,39.131,0.506124,139.115,0.748319,0,-64.2688,0.492541,0,fire-brigade
38.3929,0.442724,35.7143,16.9643,17.9613,14.2857,1.78571,0,0.319086,0.926328,54.9484,75,135.119,21.4286,-14.173,9.65321,28.5714,32.2161,0,0.123512,41.4602,0,0.276148,30,0.264621,67.8571,49.1071,33.9286,12,71.4136,49.1071,18.75,0.389387,2.1004,42.008,6.39234,535,0.283483,17.2414,0.591716,16.6667,0,36.6071,0.485568,-12.5111,0.695265,0,105.745,0.411826,0,fire-brigade
53.125,0.434985,41.5094,48.4375,20.7688,18.8679,0,0,0.347086,0.658012,49.2188,66.6667,-1.86543,5.66038,46.7866,6.13511,33.9623,41.1444,0,0.554555,49.2188,0,0.175176,100,0.727215,46.875,31.25,39.2942,6,73.1018,47.5282,5.88235,0.335517,0,29.1955,4.2739,57.5,0.516721,27.2727,0.515464,0,47.0588,38.9035,0.28666,-3.94157,0,0,67.6411,0.36551,0,fire-brigade
60.8696,0.493613,20,0,21.1844,15.5556,0,41.6667,0.230999,0,49.2754,25,21.7619,28.8889,2.1004,7.41441,35.5556,38.7893,0,0,38.4574,0,0.229819,46.6667,0.572861,42.5121,41.3043,65.5555,12,70.7856,49.2754,36.3636,0.490646,0,31.506,7.24638,491,0.289386,10,8.91265,0,18.1818,43.3072,0.311999,2.1004,0.721684,0,11.5942,0.590344,0,fire-brigade
50,0.466351,28.0702,1.69492,18.545,8.77193,47.4576,0,0.229218,0,49.1525,100,18.3375,21.0526,-3.71278,10.0683,42.1053,40.6098,0.420743,0,48.3051,0.547723,0.41791,33.3333,0.069079,73.7288,49.1525,46.6507,7,71.0044,51.6949,0,0.398555,88.152,126.977,7.38679,742,0.360757,22.2222,138.338,100,0,52.5424,0.45339,107.277,0.610989,62.5,114.009,0.341331,0,fire-brigade
55.5556,0.6264,21.5686,3.96825,20.0155,9.80392,28.5714,0,0.403952,0.953125,34.4961,100,11.7546,25.4902,12.207,4.7371,43.1373,39.5034,0.094401,0.039683,48.4127,0.208333,0.409126,36.3636,0,90.4762,49.2063,47.619,3,76.9043,48.4127,11.1111,0.502519,2.44141,63.4766,8.77976,346,0.26712,14.2857,-3.45788,50,33.3333,42.5488,0.461682,84.2615,0.692078,0,1.5873,0.386491,0,fire-brigade
41.6667,0.340969,17.9487,0,16.6869,7.69231,49.0741,0,0.105788,0,49.0741,83.3333,26.6835,20.5128,-8.68329,9.23203,53.8462,34.1847,0.156091,0,48.1481,0.642155,0.541667,16.6667,0.251708,75.9259,49.0741,44.4444,6,72.4481,40.7407,60,0.560981,30.3682,76.7734,7.9793,566,0.214765,0,2.90203,75,0,45.3704,0.399177,84.3426,0.710736,60,1.85185,0.513143,0,fire-brigade
46.6102,0.473442,28,3.38983,17.3408,24,18.6441,0,0.158061,0.966184,49.1525,100,20.6588,16,149.862,6.53402,32,35.1523,0.072464,0.022599,40.4705,0.144222,0.419851,0,0.256614,24.5763,49.1525,43.2203,7,71.4136,48.3051,30,0.525066,27.3052,59.8614,8.05699,547.5,0.129732,0,8.196,71.4286,0,40.3604,0.441757,119.923,0.66618,100,-20.5004,0.524069,0,fire-brigade
37.9599,0.396207,18,0,17.9013,14,9.48276,0,0.232188,0,49.1379,100,5.18573,24,-8.43331,6.53628,44,36.6327,0.052239,0,35.8973,0.086207,0.335062,33.3333,0.145025,17.2414,49.1379,44.6267,2,76.6991,41.3793,30,0.50258,13.366,50.1225,8.77509,423,0.174026,0,3.91438,0,10,41.0934,0.488195,79.8533,0.76498,0,1.72414,0.387671,0,fire-brigade
54.4776,0.514302,27.1186,0,18.5191,6.77966,20.1493,0,0.193866,0,48.1343,80,103.641,22.0339,2.1004,6.7056,44.0678,40.9629,0.085169,0,48.5075,0.146795,0.538556,14.2857,0.159516,68.6567,49.2537,52.1486,5,67.5247,43.2836,0,0.509003,35.7068,78.765,7.54921,956,0.329209,0,-4.31874,0,0,57.4627,0.490332,87.75,0.55542,100,20.7711,0.340681,0,fire-brigade
