@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_1_X_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Mass_Center_Y_0 numeric
@attribute Hough_Lines_Vertical_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_DiagonalPos_0 numeric
@attribute Hough_Lines_DiagonalNeg_0 numeric
@attribute Hough_Circles_Radius_0 numeric
@attribute Airs_Center_X_1 numeric
@attribute Airs_Triangle_1_X_1 numeric
@attribute Airs_Triangle_1_Y_1 numeric
@attribute Harris_Corners_X_1 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Hough_Lines_DiagonalPos_1 numeric
@attribute Hough_Lines_DiagonalNeg_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Harris_Corners_X_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_DiagonalPos_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Triangle_1_Y_3 numeric
@attribute Airs_Length_Contours_3 numeric
@attribute Harris_Corners_X_3 numeric
@attribute Mass_Center_X_3 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Black_Pixel_4 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Triangle_1_Y_4 numeric
@attribute Airs_Length_Contours_4 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Hough_Lines_Nb_4 numeric
@attribute Airs_Center_X_5 numeric
@attribute Airs_Triangle_1_Y_5 numeric
@attribute Airs_Triangle_2_X_5 numeric
@attribute Harris_Corners_X_5 numeric
@attribute Mass_Center_Y_5 numeric
@attribute Hough_Lines_Vertical_5 numeric
@attribute Hough_Lines_Horizontal_5 numeric
@attribute Hough_Lines_DiagonalPos_5 numeric
@attribute Hough_Lines_DiagonalNeg_5 numeric
@attribute Black_Pixel_6 numeric
@attribute Airs_Center_X_6 numeric
@attribute Airs_Triangle_1_X_6 numeric
@attribute Airs_Triangle_1_Y_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Mass_Center_Y_6 numeric
@attribute Hough_Lines_Vertical_6 numeric
@attribute Hough_Lines_Horizontal_6 numeric
@attribute Hough_Lines_DiagonalPos_6 numeric
@attribute Hough_Lines_DiagonalNeg_6 numeric
@attribute Black_Pixel_7 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Airs_Triangle_1_X_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Airs_Length_Contours_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_Vertical_7 numeric
@attribute Hough_Lines_Horizontal_7 numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Mass_Center_X_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Hough_Lines_Vertical_8 numeric
@attribute Hough_Lines_DiagonalPos_8 numeric
@attribute Hough_Lines_DiagonalNeg_8 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.2647,-9.88562,84.911,0.300267,0.377242,43.3333,16.6667,36.6667,3.33333,55.6985,56.4765,19.333,1,72.2222,95.5556,53.3333,0.778942,0.588659,100,0,0,0,27.4194,48.8889,144.579,29.0102,13.8889,0.112903,75,0,0,55.5556,93.3333,0.202947,0.491128,50,0,25,36.6667,79.3444,2.60146,65.5,32.5926,0.294183,0.206597,55.5556,0,33.3333,1.29032,87.7778,156.087,3,0.938172,0,0,0,38.8889,151.822,-4.29999,79.2593,0.343615,45.4545,0,36.3636,18.1818,8.78136,73.3333,61.8713,-16.5672,0.645591,0.638686,100,0,0,0,8.20789,48.8889,55.9313,-46.8376,163.892,72,0.398871,0.30634,0,0,0,0,0,0,0,0,0,0,fire
45.6535,26.4718,90.8,0.339877,0.437069,30.4348,26.087,21.7391,21.7391,54.7686,50.2382,21.5609,1,64.4814,96.9697,97.7273,0.785547,0.395133,73.6842,5.26316,0,21.0526,23.5821,49.2424,74.8595,-12.2791,98.4848,0.272436,12.5,62.5,25,25.0094,0.757576,0.236972,0.69844,50,0,16.6667,40.7414,71.9972,29.5343,121,42.9293,0.233615,0.363689,22.2222,22.2222,33.3333,0.135685,0,0,0,0,0,0,0,59.0909,55.5779,161.301,63.1313,0.61187,46.1538,7.69231,0,46.1538,7.30439,63.6364,35.303,105.146,0.6289,0.701158,42.8571,0,0,57.1429,7.28177,49.2424,120.294,48.1659,160.978,71.5,0.58479,0.852471,0,75,0,38.6364,102.751,0.367144,0.354542,0,100,0,fire
46.215,-32.2465,56.9764,0.353751,0.399757,44,10,32,14,51.9232,54.5138,18.8451,1,71.5517,79.4216,97.8448,0.788145,0.491761,88.8889,0,11.1111,0,33.4559,49.1379,-9.95624,34.7062,98.2759,0.150869,55.5556,44.4444,0,34.3596,82.7586,0.449684,0.574595,7.69231,15.3846,61.5385,56.4806,74.6417,67.9074,134,27.5862,0.390253,0.59171,15.3846,7.69231,46.1538,0.760649,0,0,0,0,0,0,0,57.1451,0.04626,52.077,94.8276,0.50906,21.4286,21.4286,35.7143,21.4286,1.74949,85.3448,72.4138,-0.166356,0.879234,0.088889,0,0,0,100,10.7759,45.2978,84.3426,1.72414,25.9516,1334,0.399916,0.702116,44.4444,0,0,22.4138,2.16263,0.189477,0.132392,0,100,0,fire
47.0754,105.047,78.1194,0.347326,0.44585,23.3333,36.6667,20,20,47.429,46.8471,19.3734,1,65.873,38.5367,70.3704,0.483052,0.347377,45.4545,0,54.5455,0,41.4286,49.2063,-14.3498,58.6191,73.8095,0.139312,66.6667,33.3333,0,6.34921,33.3333,0.239976,0.45213,75,12.5,0,53.5283,71.1899,-1.80922,235,0.793651,0.376523,0.495892,27.2727,18.1818,36.3636,1.22449,0,0,0,0,0,0,0,37.5352,146.748,82.2184,43.6508,0.484732,23.0769,15.3846,15.3846,46.1538,8.54875,65.0794,62.1216,157.451,0.748078,0.599472,91.6667,0,8.33333,0,6.21315,49.2063,72.449,36.6285,59.907,18,0.253638,0.539286,0,80,0,31.8278,60.2041,0.514678,0.163294,0,0,0,fire
49.2537,-6.6054,75.694,0.458283,0.426511,58.3333,16.6667,16.6667,8.33333,52.2761,43.5,23.0536,1,86.3636,81.0909,97.7273,0,0,0,0,0,0,0,48.8636,116.509,-20.9022,6.81818,0.73093,0,28.5714,0,48.8636,93.1818,0.287695,0.393522,66.6667,0,0,49.66,89.831,2.81234,96,82.5758,0.445262,0.491735,16.6667,0,58.3333,3.55731,32.9545,4.7259,1.5,0.056965,0,100,1,54.5455,4.7259,250.751,61.3636,0.287399,33.3333,44.4444,22.2222,0,8.69565,78.4091,81.6519,4.7259,0.773779,0.335346,33.3333,0,0,66.6667,0.197628,0,0,0,0,0,0,0,0,0,0,37.5,103.97,0.391458,0.34083,75,25,0,fire
42.4138,137.704,39.0747,0.401367,0.637627,55.5556,6.66667,28.8889,8.88889,55.3176,52.448,19.492,1,50.5038,102.968,76.5625,0.512825,0.62718,53.8462,7.69231,0,38.4615,15.7895,55.2083,95.8333,-12.8938,28.125,0.402256,0,16.6667,8.33333,47.9167,85.4167,0.739865,0.889669,33.3333,0,0,46.875,86.1804,3.07787,29.5,66.6667,0.304036,0.039839,50,0,0,1.24269,56.25,3.07787,19,0.013158,0,0,0,45.8333,3.07787,192.6,53.3854,0.243422,0,60,40,0,9.32018,52.0833,31.5141,116.742,0.50756,0.577855,42.8571,0,0,57.1429,8.51608,48.9583,110.803,-13.0208,169.283,399,0.382901,0.797772,33.3333,16.6667,0,14.5833,3.07787,0.111111,0.18235,100,0,0,fire
55.5556,-2.30319,23.5659,0.460059,0.503334,42.5,20,27.5,10,54.6596,51.128,19.3547,1,51.7544,-32.2537,10.5263,0.600659,0.791289,60,20,0,20,37.6812,49.1228,133.822,-5.16098,29.8246,0.488944,0,66.6667,33.3333,37.7193,92.3977,0.53688,0.548683,57.8947,10.5263,31.5789,46.6035,62.3824,2.1004,66.5,77.193,0.427835,0.361915,25,0,50,0.940758,0,0,0,0,0,0,0,36.8421,140.727,-2.0226,57.8947,0.634874,55.5556,33.3333,11.1111,0,4.11899,62.2807,49.1228,2.1004,0.638623,0.206247,0,0,0,100,6.83956,56.1404,96.6184,150.407,-6.30119,209,0.620201,0.695046,0,20,0,25.4386,2.1004,0.208935,0.140246,16.6667,66.6667,0,fire
48.1818,-30.0253,73.0177,0.375478,0.587006,31.25,31.25,27.0833,10.4167,56.2049,46.5844,20.4126,1,51.8456,10.9091,41.0909,0.512812,0.633958,37.5,37.5,0,25,26.9841,55.5315,96.3636,-66.1376,61.8182,0.233646,33.3333,58.3333,0,46.3636,92.7273,0.354821,0.536879,28.5714,28.5714,0,10,78.1053,187.307,12,47.2727,0.351066,0.420341,53.8462,7.69231,23.0769,0.37518,95.4545,2.51953,0,0.047619,0,0,0,45.4545,2.51953,-8.48783,40,0.247626,18.1818,18.1818,18.1818,45.4545,7.21501,42.7273,3.17978,-35.1604,0.462748,0.578757,25,0,0,75,7.09957,60,117.158,29.7594,118.158,41.5,0.575259,0.744002,0,0,0,37.2727,-14.4634,0.440017,0.255279,16.6667,83.3333,0,fire
49.2109,23.8146,33.8246,0.286527,0.428997,44.7368,15.7895,26.3158,13.1579,47.7244,52.2575,19.3204,1,63.1579,68.8388,84.2105,0.383408,0.432426,36.3636,9.09091,0,54.5455,16.6667,43.2114,103.057,80.7509,56.1404,0.383266,18.1818,18.1818,36.3636,37.7193,39.4737,0.239605,0.27751,66.6667,33.3333,0,35.0877,81.9445,-22.0588,163.5,40.3509,0.287865,0.536514,42.8571,0,42.8571,4.29825,0,0,0,0,0,0,0,51.7616,-3.0064,60.2908,47.3684,0.549578,30,40,30,0,6.52047,51.7544,31.2281,-59.4444,0.627648,0.599506,60,0,0,40,5.73099,70.1754,118.056,26.5664,161.111,55,0.71434,0.737198,33.3333,0,0,28.9474,141.667,0.249026,0.230542,0,100,0,fire
55.8418,-43.1818,78.2197,0.477098,0.45294,38.0952,33.3333,9.52381,19.0476,56.993,41.6966,25.4493,1,63.7931,83.0559,82.7586,0.726768,0.710256,66.6667,0,33.3333,0,0,48.2759,-14.5427,233.54,72.4138,0.426642,50,50,0,53.4483,68.9655,0.323591,0.184983,50,0,25,29.3103,138.776,-55.8539,71.5,18.9655,0.324527,0.297254,75,25,0,3.25123,0,0,0,0,0,0,0,82.7586,-162.388,281.247,85.468,0,100,0,0,0,13.7931,48.2759,9.80036,113.426,0.486695,0.536974,28.5714,0,0,71.4286,7.0936,48.2759,240.816,3.44828,220.408,1.5,0,0,0,100,0,44.8276,240,0.440069,0.700229,0,100,0,fire
39.7913,-11.4169,45.5983,0.519536,0.411052,25,20,20,35,55.7528,54.5924,25.7463,1,38.4615,39.6086,51.2821,0.66032,0.291293,40,10,20,30,19.3182,48.7179,-4.46084,60.2853,87.1795,0.483333,37.5,0,50,0,1.28205,0,0,0,0,0,24.359,111.054,211.4,40.5,35.8974,0.117521,0.265783,100,0,0,1.74825,73.0769,5.16529,7,0.174242,0,0,0,43.5897,130.324,272.088,70.5128,0.553577,33.3333,66.6667,0,0,9.84848,56.4103,58.6538,5.16529,0.522729,0.462792,75,0,0,25,8.79953,48.7179,173.037,133.333,108.471,17,0.650641,0.739299,0,66.6667,0,41.0256,-17.3847,0.449876,0.322265,25,75,0,fire
55.9322,122.386,23.6508,0.522042,0.257396,42.4242,21.2121,30.303,6.06061,52.8466,52.4217,25.5081,1,50,-37.3785,23.0769,0.525554,0.767047,50,25,12.5,12.5,26.6667,48.7179,109.524,-2.1164,22.6496,0.337634,33.3333,50,16.6667,48.7179,84.6154,0.600339,0.428167,42.8571,0,28.5714,8.97436,108.642,249.935,113.5,23.5043,0.146724,0.790741,100,0,0,0.2849,94.8718,207.407,0,0,0,0,0,37.1795,235.391,-5.11359,11.0256,0.282277,0,0,100,0,10.8262,52.5641,37.9487,207.407,0.419151,0.720427,50,25,0,25,11.0541,47.4359,103.704,106.995,-39.2157,50.5,0.640774,0.399849,0,20,0,2.5641,4.93827,0,0,0,0,0,fire
36.4541,-23.0223,2.87929,0.365827,0.280237,58.3333,20.8333,12.5,8.33333,44.6476,52.6043,20.0576,1,45.7143,-69.5238,84.2857,0.369924,0.32622,61.5385,0,7.69231,30.7692,17.3913,40.4596,-2.04082,-1.12521,60,0.362017,0,33.3333,50,35.7143,12.8571,0,0,50,0,50,25.7143,106.333,-75.465,220,47.1429,0.376497,0.522438,66.6667,0,16.6667,2.98137,0,0,0,0,0,0,0,68.5714,269.463,235.237,88.5714,0.130435,100,0,0,0,10.6211,67.1429,111.429,251.654,0.672867,0.771412,75,0,0,25,8.75776,48.5714,172.495,-24.5714,203.214,5,0.864286,0.748188,0,50,0,44.2857,183.754,0.424435,0.419406,0,100,0,fire
35.9477,114.108,10.2265,0.349218,0.290271,51.7241,20.6897,13.7931,13.7931,42.9392,43.1169,22.7922,0,48.0392,-76.4706,98.0392,0.375637,0.544004,66.6667,8.33333,0,25,36.9565,49.0196,137.135,206.408,72.549,0.531786,23.5294,0,29.4118,0,0.980392,0.029412,0.847826,0,0,0,49.0196,79.1313,4.7259,1050,41.1765,0.454655,0.414943,38.4615,0,53.8462,2.6428,69.6078,4.7259,1.5,0.242754,0,0,0,19.6078,235.819,83.0063,28.4314,0.204644,80,0,0,20,9.80392,61.7647,104.167,213.729,0.375857,0.688282,60,40,0,0,8.18414,49.0196,163.043,119.841,106.169,18.5,0.839111,0.708269,0,80,0,18.6275,206.049,0.162115,0.367176,33.3333,66.6667,0,fire
49.3863,7.56864,7.3424,0.550206,0.267843,37.2093,16.2791,46.5116,0,51.0013,46.7075,19.391,1,44.186,-9.30232,41.8605,0.578393,0.596422,37.5,0,62.5,0,29.7872,61.345,95.3488,-81.0083,23.2558,0.465288,27.2727,63.6364,0,46.5116,58.1395,0.357224,0.672928,30.7692,46.1538,7.69231,19.7674,104.12,203.712,233.5,13.9535,0.201227,0.252192,75,0,0,4.0574,67.4419,4.52694,6.5,0.031915,0,0,0,47.4071,245.873,100.659,48.8372,0.460366,30,0,70,0,17.1202,51.1628,95.3488,4.52694,0.315424,0.293745,12.5,50,0,37.5,8.06531,48.8372,144.862,148.505,36.2155,17.5,0.708798,0.655291,0,0,0,30.2326,140.189,0.222581,0.226335,0,100,0,fire
60.7159,-8.39227,16.4667,0.347283,0.432437,55.814,11.6279,30.2326,2.32558,52.3289,41.4296,21.3016,1,48.9362,71.0889,10.6383,0.646706,0.584411,0,0,60,40,23,70.2128,42.5532,192,78.0142,0.793458,0,100,0,52.1277,73.1588,0.259439,0.269939,28.5714,71.4286,0,51.07,96.2556,4,498,46.8085,0.49041,0.550427,37.037,0,55.5556,13.234,48.9362,4,600,0.289701,10,30,10,49.5231,216.418,120.118,19.1489,0.440024,66.6667,0,33.3333,0,9.48936,71.2766,50.2099,155.075,0.699198,0.762754,60,20,0,20,7.23404,48.9362,168,126.14,137.143,7.5,0,0,0,100,0,32.9787,-75.7583,0.262975,0.412112,50,50,0,fire
49.5614,142.202,10.7181,0.288041,0.384952,54.8387,3.22581,38.7097,3.22581,50.1316,49.1818,19.5455,1,46.0526,2.63158,42.6316,0.293202,0.640909,75,0,0,25,0,48.6842,-13.0777,170.961,1.31579,0.769495,0,50,25,51.3158,16.3743,0.209586,0.266921,55.5556,44.4444,0,52.6316,85.6961,3.30578,639.5,13.1579,0.437036,0.273762,87.5,12.5,0,7.99043,75,88.6796,15,0.203981,33.3333,0,3,43.4211,3.30578,280.471,1.31579,0.470909,60,0,40,0,21.4354,54.4481,147.737,166.744,0.457803,0.489118,50,16.6667,0,33.3333,8.75598,48.6842,102.479,144.627,24.7934,70,0.620854,0.581058,0,20,0,17.1053,6.61157,0.138158,0.136364,100,0,0,fire
54.4643,10.9589,15.3796,0.390436,0.278204,54.5455,0,45.4545,0,59.2857,61.2671,19.3789,1,56.7568,62.1622,93.2432,0.585283,0.536917,16.6667,0,33.3333,50,0,59.5773,70.4041,2.99603,1.35135,0.65129,0,42.8571,0,57.9932,1.9305,0.475675,0.527044,44.4444,55.5556,0,54.0541,88.3232,274.243,151,85.5856,0.566671,0.569072,54.5455,18.1818,9.09091,12.4426,50.5485,-30.0056,686,0.716825,66.6667,0,3,44.5946,238.519,-117.816,1.35135,0.3994,28.5714,0,71.4286,0,15.9102,52.7027,39.4913,-18.4354,0.613777,0.81242,62.5,0,25,12.5,6.17032,33.7838,60.5198,-7.23493,143.221,46,0.294829,0.28977,50,0,0,0,0,0,0,0,0,0,fire
39.3268,117.763,8.16857,0.287378,0.288747,58.3333,0,38.8889,2.77778,46.5231,45.6815,14.5974,1,41.4634,16.7862,19.5122,0.199565,0.076954,83.3333,0,0,16.6667,15.7895,30.4878,0.97561,169.283,59.7561,0.723516,0,60,0,51.2195,65.0406,0.427699,0.718636,28.5714,71.4286,0,53.6585,86.1804,3.07787,238,32.1951,0.333469,0.367187,47.3684,47.3684,5.26316,14.463,41.9044,184.485,161,0.272781,50,0,6,44.5184,189.44,68.2543,1.21951,0.345244,50,0,50,0,18.3569,53.6585,-37.0596,31.2917,0.485621,0.609199,41.6667,8.33333,0,50,8.98588,48.7805,116.959,110.152,53.7379,33.5,0.720605,0.678806,0,0,0,17.0732,101.57,0.14547,0.197473,100,0,0,fire
59.9379,35.7063,68.1268,0.386765,0.267666,48.5714,31.4286,14.2857,5.71429,53.0268,50.2976,22.5175,1,69.8113,51.5723,58.4906,0.700727,0.862096,0,33.3333,0,66.6667,20.1754,49.0566,1.88679,31.0585,58.4906,0.55124,0,25,16.6667,45.283,31.4465,0.402189,0.270414,57.1429,21.4286,14.2857,53.7736,86.1804,3.07787,320,64.1509,0.531454,0.227563,44.4444,0,33.3333,1.82059,7.54717,-21.5451,22,0.179337,0,0,0,55.6604,-55.3362,177.09,83.0189,0.556182,33.3333,0,66.6667,0,9.16915,54.717,60.8571,177.358,0.633872,0.67442,0,0,0,100,8.90434,49.0566,120.037,155.809,32.2366,38.5,0.738182,0.63372,0,33.3333,0,16.9811,126.193,0.141307,0.242228,50,50,0,fire
51.7857,-22.4603,44.4115,0.392578,0.655667,37.931,24.1379,20.6897,17.2414,49.8671,50.6156,26.1134,1,48.913,99.5769,73.913,0.514694,0.611777,37.5,0,0,62.5,13.7255,53.7104,125.138,-34.4273,39.1304,0.271867,0,50,30,47.8261,17.3913,0.31223,0.23117,63.6364,27.2727,9.09091,42.3913,89.7091,3.84468,140,78.2609,0.347826,0.6122,100,0,0,0.852515,0,0,0,0,0,0,0,75,-67.6022,203.214,79.3478,0.842484,100,0,0,0,11.9352,55.4348,105.956,184.116,0.627899,0.68338,33.3333,0,0,66.6667,8.31202,48.913,157.632,124.57,125.049,20,0.833187,0.823252,0,100,0,32.6087,-40.517,0.288913,0.407758,0,100,0,fire
51.2824,-17.6611,59.9679,0.494894,0.482254,16,52,20,12,53.3347,53.5246,20.9939,0,50,66.7716,75.4717,0.473579,0.712832,36.3636,36.3636,0,27.2727,22.6415,57.5472,24.9969,181.216,26.4151,0.455515,11.1111,66.6667,22.2222,48.1132,12.2642,0.32252,0.344033,50,21.4286,7.14286,40.566,86.5077,3.55999,533.5,77.3585,0.320335,0.605451,100,0,0,5.19758,0,0,0,0,0,0,0,70.7547,-86.5662,201.612,57.5472,0.599512,0,0,100,0,9.78996,56.6038,2.12686,-50.9368,0.493277,0.45218,0,33.3333,0,66.6667,8.25917,49.0566,137.059,161.532,55.6953,5,0.785153,0.679808,0,25,0,28.3019,-24.9199,0.273681,0.295433,0,100,0,fire
59.5782,-22.8914,51.5893,0.393185,0.487511,38.8889,19.4444,25,16.6667,51.1507,46.356,20.7806,0,70.5857,124.556,98.0769,0.761894,0.748387,40,0,0,60,0,43.2692,56.5052,-68.1204,81.7308,0.370308,14.2857,14.2857,0,54.1213,50,0.344831,0.264617,41.6667,41.6667,0,54.5475,83.3809,-17.2768,329.5,63.4615,0.484833,0.422613,50,0,50,0.147929,75,3.69823,0,0,0,0,0,63.4615,184.911,67.6247,50.9615,0.618132,50,0,50,0,8.83876,59.6154,64.4796,162.939,0.579936,0.551697,25,12.5,0,62.5,8.91272,49.0385,138.683,110.288,81.3609,171.5,0.773138,0.743064,0,57.1429,0,25,130.495,0.230884,0.263431,66.6667,33.3333,0,fire
54.4944,-22.6837,55.1498,0.376163,0.399312,53.0612,26.5306,14.2857,6.12245,46.1326,46.4636,21.1577,0,63.5593,29.6337,42.3729,0.763726,0.661228,100,0,0,0,0,54.4764,-21.2685,3.30578,26.1017,0.249765,0,35.7143,0,48.3051,13.5593,0.427225,0.378472,46.1538,23.0769,15.3846,50.8475,89.2562,287.603,131.5,51.6949,0.408706,0.471272,38.0952,14.2857,38.0952,1.54083,43.2203,3.30578,5,0.113131,0,0,0,74.5763,-42.9752,158.001,83.3333,0.717045,75,0,25,0,11.094,57.6271,56.7797,3.30578,0.576624,0.457435,45.4545,9.09091,0,45.4545,7.24191,49.1525,147.107,128.249,104.683,52,0.754237,0.839394,0,83.3333,0,33.0508,-82.098,0.311595,0.408977,20,80,0,fire
49.011,118.57,44.5002,0.491569,0.427407,76.4706,11.7647,0,11.7647,47.1154,50.7692,22.3077,0,48.4375,3.125,9.375,0.184295,0.682906,100,0,0,0,0,48.4375,-37.5,311.111,87.5,0.659858,75,0,0,50,28.125,0.398123,0.217515,60,0,40,46.875,161.111,11.1111,98.5,90.625,0.438597,0.579992,50,0,50,11.3542,26.778,11.1111,15.5,0.222256,50,0,2,75,-249.415,276.778,73.4375,0,0,0,0,0,17.9167,60.9375,84.0361,452.744,0.802891,0.325183,0,0,0,100,13.6458,48.4375,138.889,106.987,208.115,3,0.21875,0.191667,0,100,0,37.5,229.524,0.513052,0.312573,0,50,0,fire
49.5814,135.746,34.401,0.503164,0.3981,23.0769,50,11.5385,15.3846,48.3672,47.1647,27.4527,0,47.0588,2.94118,17.6471,0.236292,0.469939,25,0,0,75,0,51.4706,106.129,26.1997,23.5294,0.600129,20,40,0,47.0588,31.7647,0.411054,0.262892,50,0,16.6667,48.9253,114.431,9.18274,44,91.1765,0.477613,0.527349,83.3333,0,0,5.43672,33.8235,9.18274,6,0.074675,0,0,0,73.5294,9.18274,224.913,75.4902,0.181818,100,0,0,0,14.082,69.1176,32.2251,-126.961,0.724967,0.508822,25,0,0,75,11.2299,48.5294,243.343,124.118,191.736,19.5,0.860294,0.780303,0,100,0,35.2941,-178.055,0.31622,0.43465,33.3333,66.6667,0,fire
48.5208,135.872,31.0152,0.436563,0.39776,35,30,10,25,53.5185,46.3312,26.8868,0,48.75,150.902,80,0.38711,0.483806,0,40,0,60,22.8571,50,2.5,95.6268,21.6667,0.682316,37.5,62.5,0,48.9527,15,0.421496,0.294959,42.8571,28.5714,28.5714,45,101.913,334.694,74,72.5,0.490469,0.364897,50,0,25,0.928571,18.75,8.16327,0,0,0,0,0,83.75,-95.4257,204.957,97.5,0.914286,100,0,0,0,10,70,98.1395,34.3617,0.694048,0.279819,50,0,0,50,15.6429,48.75,134.694,117.2,269.388,317.5,0.126094,0.464711,33.3333,33.3333,33.3333,43.75,-78.4168,0.462783,0.447681,0,100,0,fire
48.3615,123.773,66.3691,0.443997,0.417428,23.8095,14.2857,23.8095,38.0952,58.8509,54.4248,23.8306,0,50,-60.8696,89.1304,0.584079,0.616833,25,0,12.5,62.5,27.027,48.913,65.5172,282.864,60.8696,0.543305,14.2857,42.8571,14.2857,47.8261,30.4348,0.508246,0.474486,36.3636,9.09091,45.4545,50.5299,85.7446,7.3046,651.5,86.9565,0.479294,0.314907,33.3333,0,66.6667,3.64277,46.7391,7.3046,9.5,0.10103,0,0,0,80.4348,-115.755,195.976,79.3478,0.812098,50,0,50,0,7.3443,72.8261,80.4348,7.3046,0.755521,0.284628,0,25,0,75,13.5723,53.2609,131.483,121.739,299.489,113.5,0.500055,0.577724,0,0,100,38.0435,-151.225,0.391664,0.464786,0,100,0,fire
45.4096,126.75,44.8859,0.436379,0.44468,33.3333,25,8.33333,33.3333,50,54.5578,24.4218,0,50,-4.93039,70.2703,0.643684,0.617153,14.2857,42.8571,0,42.8571,0,50,94.5946,-21.4664,27.027,0.568882,14.2857,28.5714,0,44.5946,19.8198,0.274671,0.347778,50,33.3333,16.6667,43.2432,128.571,8.16327,42,66.2162,0.476636,0.477005,0,0,100,2.00772,25.6757,8.16327,5,0.057143,0,0,0,74.3243,-178.426,248.356,76.4479,0.864286,100,0,0,0,10.1158,75.6757,54.262,-6.90738,0.82917,0.277848,66.6667,0,0,33.3333,14.5946,48.6487,159.184,132.432,261.224,42.5,0.259796,0.591447,12.5,25,50,37.8378,-67.1494,0.336724,0.429964,50,50,0,fire
52.8646,143.924,18.6815,0.262836,0.371672,35.5556,13.3333,24.4444,26.6667,51.4839,54.2101,25.115,1,53.9062,121.203,6.25,0.462588,0.465467,50,0,0,50,20.8955,49.2188,-8.51213,50.2389,40.625,0.239423,0,83.3333,16.6667,47.6562,67.1875,0.430265,0.264959,30.7692,15.3846,30.7692,39.0625,73.513,2.22767,35,65.625,0.163735,0.047767,20,0,80,0,0,0,0,0,0,0,0,78.125,-36.3852,146.484,79.375,0,50,0,50,0,8.8153,50,32.7344,144.798,0.211962,0.437873,57.1429,0,0,42.8571,4.08116,49.2188,129.205,1.5625,144.798,23,0.569738,0.594301,0,50,0,35.1562,-19.3636,0.306219,0.512438,33.3333,66.6667,0,fire
55.4455,44.9717,61.6925,0.293167,0.437766,43.5897,5.12821,25.641,25.641,52.5294,55.9632,21.0485,1,57.7739,25.3441,51.7413,0.615313,0.683232,25,0,0,75,29.4686,45.5224,-6.44085,152.375,2.98507,0.20521,22.2222,22.2222,11.1111,49.2537,19.403,0.382751,0.279436,31.25,25,18.75,51.4925,71.4136,2.1004,553,38.806,0.097677,0.536235,83.3333,0,16.6667,0.108155,2.23881,4.2008,0,0.019324,0,0,0,69.403,-45.7018,157.473,65.6716,0.623062,50,0,50,0,8.17651,48.5075,-25.6574,-95.3181,0.423877,0.51975,0,0,0,100,3.59074,63.4328,117.622,29.8507,140.727,120.5,0.819456,0.833922,0,33.3333,0,25.3731,-37.2486,0.218518,0.419114,60,40,0,fire
