%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
13.5,8,7.5,33.5,12,16,12,10,5.5,flood
14.5,5.5,12.5,23.5,17,19.5,17.5,11.5,3,flood
20,3.5,22.5,18,22.5,22.5,6,8,0,flood
11,13.5,6,9.5,18.5,8.5,5,24,19.5,flood
32.5,13.5,8,19,10,7.5,14.5,16,21,flood
17,23,3,17,5,9,14,10,26.5,flood
15,12,7,7,8,6,21,32.5,12.5,flood
33.5,17.5,8,8,7.5,5,46.5,14.5,22.5,flood
8,4.5,6.5,50.5,23,39,13,8,5.5,flood
0,7.5,2,27.5,12.5,32.5,7,7.5,0,flood
0,15,0,19,16.5,22.5,27.5,12.5,7.5,flood
4.5,8,10,21.5,17.5,21,13.5,4.5,2.5,flood
0,8.5,9.5,26,18.5,21.5,15,17,5.5,flood
0,1,8,32,23.5,8,7.5,7,19,flood
0,0,23,17,19.5,0,8.5,15,17,flood
6,3,14,31,23,10,18.5,17,5,flood
0.5,8.5,12,34,18,20,18,17,12.5,flood
5,2,11.5,22,22,18.5,23.5,14.5,11.5,flood
17,6,5,8.5,9.5,12,20,17.5,17.5,flood
25,15.5,0,8.5,11.5,8.5,33,13.5,18.5,flood
13,7,21,6.5,5.5,13.5,45.5,17.5,10.5,flood
16,18,11.5,8.5,11,7,12.5,19,11,flood
15,20,3,7.5,0,0,22,23,18,flood
16.5,1,11,25,23.5,26,13,14.5,0,flood
6.5,19.5,16.5,23,10.5,35.5,19,2,0,flood
0,25.5,7.5,40,24.5,31.5,20,2,0,flood
8.5,21,19.5,35,13,23,25,15,0,flood
15.5,17,30,26,18.5,29,21.5,11.5,0,flood
11,3.5,19,24.5,14,21,40.5,12,13.5,flood
0,12,6,51,16,24,13.5,15,16,flood
9.5,6,18,53,13.5,12,18.5,10,7,flood
12.5,5.5,17,19,21,16.5,20,12,2,flood
7.5,8.5,33.5,21,19,25.5,11.5,10.5,2,flood
15.5,10.5,3,4.5,19,13.5,13.5,21,10.5,flood
14.5,10,13,11,9,17,16.5,12.5,16.5,flood
11.5,16.5,8.5,3.5,7,10,42.5,22,12.5,flood
22.5,9.5,27.5,8,22,4,25,17.5,13.5,flood
26.5,21,18,7.5,0,0,23.5,32,13,flood
8.5,25.5,3,46,7.5,12,3.5,12,20,flood
14,8,23,4.5,5.5,7,12,11.5,19,flood
0,23.5,18.5,12,7,11,8,24,12.5,flood
17.5,17.5,4.5,22.5,10,8.5,17,23,11,flood
0,28.5,16,10,8.5,2.5,12,25,28,flood
8,46,5,0,10,0,0,11.5,0,gas
27.5,46.5,13,2,17,13,6,19.5,0,gas
0,19,5.5,0,5,5,10,23,1,gas
14.5,55.5,9,11,18,11,10.5,33,0.5,gas
29.5,32.5,2,26,29,0,22.5,5.5,6,gas
35.5,18.5,35.5,27.5,39,15.5,23.5,14.5,13,gas
5.5,14.5,19.5,14,15,3.5,17,30,31.5,gas
15,12,15,29.5,36,37,10,3,18.5,gas
6,16,13,8,23.5,11,11.5,9,12,gas
21.5,19,30,31,21.5,20.5,6,8,11.5,gas
15.5,12,0,25,5.5,10.5,1,3.5,5.5,gas
15,7.5,15.5,18.5,7.5,8,5.5,28,1,gas
9,7.5,9.5,8.5,7.5,3,5.5,3,7.5,gas
15.5,16,15,5.5,9,9.5,2,4.5,4.5,gas
7,21,9,2,10,3,2,9,1,gas
5.5,19.5,14.5,25,37,22.5,14.5,17,25,gas
13,19,12.5,31.5,22.5,30,13,15,25.5,gas
5,9,15.5,24.5,29.5,10,17.5,25.5,26.5,gas
27.5,13.5,22.5,28.5,19.5,27.5,22.5,27.5,36.5,gas
24.5,22.5,15,18,32,21.5,29.5,31.5,44,gas
0,20.5,0.5,4.5,4.5,1.5,0,3,0,gas
15,8,4,8.5,5.5,8.5,0,5,13.5,gas
19.5,5.5,11.5,0,17.5,2,0,2,4.5,gas
4,10.5,8,12.5,4.5,1,0,10,14,gas
9.5,4,8,13.5,3.5,10.5,0,9.5,7.5,gas
9,13.5,15.5,20,10.5,15.5,0,13,20,gas
17,28,20.5,7.5,17.5,18,0,14,9.5,gas
25,10.5,11.5,7,19,14,0,7,11,gas
24,16.5,6,12,26,8,6.5,37.5,38.5,gas
25.5,11.5,10,19.5,25,26,19,45,53.5,gas
11.5,21,20.5,3,9.5,4,8,12,10.5,gas
19,14,8,10,15.5,5.5,3,5,14,gas
23,7,18,18.5,16,20.5,14.5,10,24.5,gas
31.5,31.5,12.5,21.5,31.5,29,17.5,22,16.5,gas
10,32.5,15.5,21.5,18,21,2.5,26.5,31,gas
36,45,21,22.5,26,23.5,11.5,15,12,gas
12.5,22.5,35,20,27,17,23.5,10.5,16.5,gas
14.5,18,8.5,23,21,12,19.5,16.5,10,gas
9.5,11,14.5,21.5,32.5,16.5,30.5,15.5,9.5,gas
10.5,11.5,30,21,22,20,22.5,17.5,12.5,gas
15,15.5,32.5,15,26.5,17,2,9,8,gas
19,88.5,0,45.5,10,3.5,12,2.5,4,gas
21,10.5,32,16.5,21,19,14,28.5,4,gas
19.5,22.5,6.5,7.5,22,19.5,6,7,4,gas
29.5,29,17,20,26,20.5,21.5,25,7,gas
24,14,20,2,12.5,0,0,0,0,gas
46,31.5,17.5,13.5,10.5,0,0,7,4,gas
30.5,6.5,7.5,5,9,1,6.5,6,5.5,gas
5,24.5,15.5,15,9,12,5.5,6,7,gas
6,18,13.5,1,22,9,4,23,14,gas
10.5,8.5,5.5,30.5,27,12,10.5,13.5,7.5,gas
8.5,23,10,24,26,12.5,8.5,19,13.5,gas
20,10.5,7.5,30,17.5,13,27,8.5,15,gas
14.5,7.5,14.5,32.5,3,9,13,12,8.5,gas
14,12.5,8.5,11.5,10,8,6.5,1,9.5,gas
28,54,37,8.5,16,11,0,9.5,9,gas
28.5,25,26.5,11,12.5,6,0,22,9,gas
20.5,52.5,20.5,16.5,12.5,1,0,7.5,13.5,gas
18.5,29,14.5,13,9.5,4.5,0,17.5,2,gas
18.5,23.5,30,15,8.5,8,3,8.5,2,gas
28,34.5,27,4.5,8.5,5,0,5,3.5,gas
35,22.5,27,7.5,18.5,19,23,16.5,19.5,gas
10.5,45,15.5,13,31,14,7,18,8.5,gas
18.5,19.5,9,20,22,20,15,13.5,19,gas
27.5,10.5,4,17.5,30.5,16.5,31,20.5,19,gas
3,9,16,29,31.5,23,22.5,12.5,16.5,gas
8.5,118.5,17.5,20.5,6.5,25,7.5,4.5,15,gas
7.5,7,12.5,8.5,13.5,29.5,10.5,7.5,11,gas
13.5,11,18,2.5,10,19,10.5,8.5,12.5,gas
12.5,4,7,31,21,14,14.5,10.5,19.5,gas
12.5,15.5,4.5,7,14,13,30,6.5,0,gas
4,2.5,6.5,13,11.5,3.5,8.5,10,0,gas
2.5,7.5,5,1.5,0,0,7,0,0,gas
0,0,0,15.5,7,20.5,0,0,0,gas
4.5,6.5,1,15,0,4.5,7.5,0,4,gas
45,14,28.5,8.5,15.5,4,0,1,6,gas
32,9,8.5,11.5,11.5,10.5,0,2,1,gas
14.5,35,5,13.5,21,13.5,0,1,14,gas
0,21,0,20.5,32,20.5,1,11.5,14,gas
5,9.5,0,10,21,13.5,6,11,13,gas
17,27,13,0,14.5,12,0,6,12,gas
17,12.5,18.5,21.5,25,24,5.5,13,42.5,gas
15,35.5,9.5,10,17,19.5,3.5,22,22,gas
19.5,28,33,23,24,14.5,30,26.5,20,gas
19.5,19,18.5,18,25,12.5,42,23,8.5,gas
18,24,19,26,24.5,25,19.5,15.5,15,gas
46.5,28,33.5,15,25.5,7,9.5,10.5,5.5,gas
12,15.5,5.5,19.5,15.5,15,11.5,16,16,gas
7.5,8.5,19,19,12,15,23.5,2,11.5,gas
20,34,21,0,24.5,16,22.5,9,18.5,gas
13.5,48,58.5,30.5,25,28.5,22.5,32,27,gas
38.5,43,22.5,31,7,9,25,34,31,gas
31,31.5,19,17.5,18,33.5,17,19,32,gas
30.5,39.5,0,21,18,5.5,20,22,9.5,gas
22,46,25,24.5,32.5,21.5,23.5,18,30.5,gas
11,22,17.5,9.5,20.5,8.5,1,14,3.5,gas
20,28,8,9.5,5.5,17.5,0,7.5,14,gas
15.5,15.5,18,19.5,9.5,10.5,0,9,6,gas
17.5,23.5,7,8,5.5,21,1.5,15.5,21,gas
14.5,15.5,23.5,1,17.5,13.5,4,29,12,gas
54.5,9.5,28,24.5,27.5,22,5,26.5,15.5,gas
5,37.5,11.5,23.5,29,24.5,10,3,9.5,gas
9.5,5.5,11,22,14.5,37,9.5,0,7.5,gas
5.5,9.5,14.5,15.5,3,17.5,8,8.5,13.5,gas
6.5,8.5,29.5,19,11,13,29.5,9.5,15.5,gas
12.5,7.5,8.5,18,7,28.5,10.5,19.5,22.5,gas
6,9.5,7.5,9,6.5,0,9.5,7,4.5,gas
10.5,16,12.5,3,4,0,3,12,7,gas
10,7.5,6,7,2.5,6.5,4.5,2,7.5,gas
3,0,3,9,9,3,3,1,4,gas
14,27,16,2,17.5,8,0,18,4,gas
10.5,23,23.5,7,15.5,10.5,1.5,25,43,gas
11.5,24,10,9,8,10.5,3.5,21,10,gas
24,25,12.5,13,14.5,20,2,35,21,gas
21.5,26,7,16.5,23.5,23,24,24,14.5,gas
0,0,0,26.5,14,7.5,0,0,0,gas
6,1,7.5,24,3.5,5.5,0,0,0,gas
16.5,11.5,7.5,23.5,9,0,11.5,10,10,gas
6.5,10,11,12,13,6,0,0,2.5,gas
3,0,0,24.5,24.5,16,0,0,3.5,gas
21,7,17.5,0,14,8,0,20,9,gas
11.5,18.5,10.5,6,9.5,20.5,0,6,8,gas
23,19.5,16.5,6,10.5,16.5,4.5,7,14.5,gas
22.5,22,20,10.5,28.5,23,4.5,27.5,1,gas
12.5,25.5,4.5,9,20.5,29.5,4,18.5,3.5,gas
0,0,5,20,80.5,24.5,4,0,0,injury
0,1,4,22,88.5,21,0,0,3.5,injury
0,0.5,2.5,12.5,5.5,47,4,0,0,injury
0,0,2.5,27,5,28,2,0,0,injury
0,0,2,29,12,66.5,0,0,3,injury
0,0,0,37.5,38,46,0,0,0,injury
0,0,15,12,11,38,6,0,0,injury
0,0,0,19,15,27.5,0,0,0,injury
0,0,0,29.5,20.5,40,0,0,0,injury
0,0,9.5,13.5,48,41,0,0,5.5,injury
3,1.5,13,34,4,11,0,9,0,injury
3.5,0,14,19,13,50,0,0,6,injury
0,1,5.5,20,4,20,1,19.5,2,injury
0,0,7,17.5,4,18.5,0,3,4,injury
0,0,6.5,31,3,34,7.5,1.5,5,injury
0,0,0,9.5,20.5,20.5,0,0,0,injury
0,0,0,9,6,23.5,0,0,0,injury
0,0,0,14,5.5,12,0,0,0,injury
0,0,0,12.5,77,33,0,0,0,injury
0,0,0,15.5,16,33,0,0,0,injury
0,1,2,40,5,34,0,6,4.5,injury
0,2.5,14,22.5,5,31,0,8.5,7,injury
0,0,3,39.5,8,27,6,0,1,injury
0,0,3.5,25,20,27.5,0,0,1.5,injury
0,0,18.5,61,6.5,35,0,0,4,injury
0,0,14.5,13,8,28.5,14.5,9,0,injury
12,2,6,33,4.5,16,0,4,6.5,injury
4.5,0,32.5,30,2.5,14.5,0,6,0,injury
0,7,2,27,17.5,13.5,0,0,5.5,injury
0,0,3.5,48.5,3.5,15,8,1.5,0,injury
0,0,11.5,6.5,39,16.5,6.5,1.5,0,injury
0,0,1,19.5,3.5,14,9,10.5,0,injury
0,0,5.5,22,49,11,8,4.5,0.5,injury
66,0,1,12.5,20,13.5,11,11,1,injury
61,0,2,47,3,6.5,0,4,0,injury
0,0,0,34,8,64.5,0,0,0,injury
0,0,1,26.5,8,26.5,0,0,1,injury
0,0,0,34,13,35.5,0,0,0,injury
0,0,0,30,9.5,44,0,0,1,injury
0,0.5,0,17.5,22.5,33,0,0,0,injury
0,0,0,19,3,15.5,0,0,0,injury
0,0,5,81.5,11,31.5,7.5,9,5,injury
0,0,18,43,12,38.5,11,6.5,6,injury
0,0,5.5,30,7,26.5,6,3,4,injury
5,0,14.5,29,5,16,0,8.5,7,injury
2,2,20,20.5,88.5,22,0,0,3,injury
0,4,9.5,865,1.5,15,0,9,2,injury
5,0,12,67.5,2.5,18.5,0,11,0,injury
0,2,3,112,4.5,24,1,0,0.5,injury
4,0,4.5,33.5,9,16,0,0,1,injury
0,0,0,9,3.5,72,0,0,0,injury
0,0,0,18,51.5,27.5,0,0,0,injury
0,0,0,23,6.5,14.5,0,0,0,injury
0,0,0,17,3,19,0,0,0,injury
0,0,0,17,1.5,21.5,0,0,0,injury
0,0,0,43,7,29,0,0,0,injury
0,0,0,28,8.5,18.5,0,0,0,injury
0,0,0,21,4,36.5,0,0,0,injury
0,0,0,16,5.5,33.5,0,0,0,injury
0,0,0,19.5,3.5,35,0,0,0,injury
1.5,0,4.5,19,8,34,0,0,4,injury
0,0,0,19,8.5,28.5,0,0,0,injury
0,0,0,23,14,38,0,0,0,injury
0,2,0,18,4,50.5,0,0,2,injury
0,0,0,13,6,32,0,0,0,injury
0,5.5,7.5,15.5,5,53.5,0,0,6,injury
0,0,4.5,14.5,4,26,2,0,0,injury
0,0,0,27,6,40.5,0,0,0,injury
0,0,0,27,294.5,28,0,0,0,injury
0,0,0,7,17.5,33,0,0,0,injury
0,0,0,20.5,5,33.5,0,0,0,injury
0,0,0,16.5,4,11,0,0,0,injury
0,1,2,18,9,18,0,0,0,injury
0,0,0,17,33.5,31,0,0,0,injury
1,0,0,9.5,48.5,21.5,1,0,0,injury
0,0,0,0,22,23,0,0,0,injury
0,0,0,12.5,21.5,27.5,0,0,0,injury
0,0,0,17,14.5,56.5,0,0,1,injury
0,0,0,19,24.5,27,0,0,0,injury
1,0,6,19,5,19.5,0,0,2,injury
10.5,4,0,90,3.5,41,0,0,3,injury
1.5,0,0,39.5,17.5,12,0,0,4.5,injury
5,0,0,37,3,5.5,0,0,5,injury
0,0.5,15,158.5,6,13,0,6.5,0,injury
5.5,0,4.5,20.5,5,39,0,7,0,injury
24.5,0,8,541,1.5,21,0,3.5,0,injury
2,0,0,27.5,7,39.5,1,1,0,injury
13,0,0,480,8,27,2,5,12.5,injury
4.5,2.5,0,31,5.5,20.5,9.5,4,0,injury
0,0,0,20,6,29.5,0,0,0,injury
0,0,0,36,7.5,39,0,0,0,injury
0,0,0,19.5,6,42.5,0,0,0,injury
2,0,0,41.5,11,35,0,0,0,injury
0,0,0,18,14.5,25.5,0,0,0,injury
2.5,1,1.5,19,3,36.5,0,0,1,injury
0,2.5,0,19,9.5,38,0,0,2,injury
0,0,0,18,130,29.5,0,0,0,injury
0,0,0,17,45,25,0,0,0,injury
0,0,4,13,4,33.5,14,1,0,injury
0,0,2,14,8,17,4.5,0,0,injury
0,0,0,252.5,6.5,12,0,0,0,injury
0,0.5,0,34.5,3,9,4,0,0,injury
4,0,0,23,6.5,24.5,0,0,7.5,injury
4.5,4.5,9,46.5,3.5,19.5,3,5,0,injury
0,0,2.5,53,6.5,20.5,0,2.5,0,injury
8,0,41.5,54.5,6,7.5,6,4.5,0,injury
9,1.5,0,23.5,12,9,3,0,0,injury
0,0,40,20,6.5,20,0,6,0,injury
0,2,1,28.5,2.5,15,0,3,0,injury
0,2.5,4,25.5,3,14,0,5,0,injury
12,0,12,104.5,3.5,14,0,1,0,injury
0,2,9,25.5,13.5,19.5,5,0,0,injury
0,0,2,26,21.5,15.5,1,1,0,injury
0,4,6.5,24.5,3,39,5,1,0,injury
9.5,2,4,28.5,4,19.5,0,0,1.5,injury
10.5,0,8,37,5.5,15.5,0,3,1.5,injury
20.5,5,4.5,25,18.5,15.5,0,2,6,injury
3,0,8,17,6.5,14.5,8.5,0,0,injury
18,0,0,47.5,2,17,0,0,5.5,injury
9.5,4.5,13.5,12.5,22.5,33.5,10.5,124,24.5,paramedics
11.5,8.5,11.5,2.5,29,12,6.5,221,25.5,paramedics
9,7.5,21,10,267.5,19.5,3.5,18.5,15.5,paramedics
32,6,11.5,25,53,8.5,0.5,9.5,12.5,paramedics
41,3.5,12.5,4,134.5,5,6,25.5,27,paramedics
2,1,9.5,2,1.5,3,9.5,1,4.5,paramedics
0.5,0,19,5,4.5,5,7.5,5.5,4,paramedics
32.5,0.5,13.5,2,4.5,0,20.5,0,5.5,paramedics
1,0,7.5,4.5,8.5,0,5.5,0,15.5,paramedics
1,0,13,0,9,2,3.5,0,7.5,paramedics
8.5,1,10.5,2,3.5,1,5.5,4,22,paramedics
2,0,7.5,0,3.5,2,6.5,11,3.5,paramedics
5,3,8.5,0,7,1,4.5,0,5.5,paramedics
4.5,0,7.5,2,6,1,5,7,3,paramedics
10,0,4.5,0,5.5,2,4.5,17.5,1.5,paramedics
37.5,2,9.5,1.5,7.5,3,8.5,4,17.5,paramedics
2,3.5,15.5,0,9.5,3,8.5,1,20.5,paramedics
10.5,2.5,5.5,0,4,1.5,2.5,2.5,7.5,paramedics
5,2.5,4.5,15,8.5,1,0.5,10,17.5,paramedics
30.5,4,5.5,0.5,7,1,2,5,9.5,paramedics
8.5,3,0.5,28,1.5,0,3.5,1,8,paramedics
5,3,1.5,1.5,1.5,0,2.5,2,5.5,paramedics
5.5,2.5,2.5,5.5,5.5,0,2.5,1,4,paramedics
5.5,1,6.5,0,2.5,0,7.5,1,3.5,paramedics
3,0,7,0,9,1.5,2.5,0,6.5,paramedics
7.5,0,4.5,0,8,2,3.5,3,8,paramedics
5,1,1.5,0,10.5,1,6.5,2,23,paramedics
4,0,16.5,1,8,1,2.5,3,8,paramedics
12,1,7.5,2,6.5,3,3.5,2,6.5,paramedics
5.5,1,12.5,3.5,44.5,6.5,4.5,11,4.5,paramedics
28.5,2.5,6.5,0,5,0,9.5,3,7.5,paramedics
17,2.5,4,2,4,4,9,2,12.5,paramedics
12,7.5,0,7,4,7,7.5,3,11.5,paramedics
15.5,2.5,0,8,5,4,4,14.5,4.5,paramedics
8.5,4,11.5,3,2.5,3,8.5,7,12.5,paramedics
7,11.5,9,0,5.5,7,12.5,6.5,16.5,paramedics
21,19,0,0,11.5,9,8,14,9.5,paramedics
4.5,0,19,3,6,23.5,2.5,8,10,paramedics
1.5,5,13.5,9,7.5,4.5,0,10,6,paramedics
0.5,4,19,5.5,8,8.5,6.5,2.5,21.5,paramedics
1.5,0,4,1,2.5,0,1,2,26.5,paramedics
0.5,3,4,1,2,2,11,0,0.5,paramedics
17.5,3,2.5,1.5,2,0,21.5,4,5.5,paramedics
4,0,4.5,2,8,1,4,0,0,paramedics
0.5,1,11.5,4,1.5,4,3.5,1,1.5,paramedics
7.5,1.5,16.5,2,2.5,3,2.5,0,0,paramedics
1,0,15.5,13,2.5,2,2,3,19.5,paramedics
5,2,14.5,0,4.5,0,8.5,1,12.5,paramedics
3,3,19.5,2,4,0,2,1,30.5,paramedics
7.5,1,21.5,1,4.5,0,7.5,1,24.5,paramedics
4.5,8,2.5,3,5.5,0,0,0,5.5,paramedics
7.5,3.5,9,2,10.5,0,1,0,8.5,paramedics
11.5,3.5,9.5,8.5,3.5,5,3,0,3,paramedics
7,4.5,7.5,4,11,0,7.5,0,6,paramedics
11.5,2.5,2.5,4,4.5,0,3.5,0,3,paramedics
16.5,5,0,0,24,2,9.5,3,14.5,paramedics
32,3.5,10.5,5,1.5,0,15.5,6,12.5,paramedics
27,7,13,0,6,1,10.5,2,14.5,paramedics
5,18.5,9,0,8,6,5.5,12.5,15.5,paramedics
23.5,13,20.5,2.5,1.5,1,11.5,9,14.5,paramedics
17.5,2.5,0,4,12,3,5.5,3,25,paramedics
3,4,0,2.5,3,5.5,5.5,11,14.5,paramedics
24.5,9.5,10,1,48,4,3,29,8,paramedics
6.5,8.5,0,1.5,8.5,8.5,14,20,12,paramedics
12.5,5,4.5,49.5,5.5,24,39.5,24,2.5,paramedics
1,7,90.5,3,3,0,6.5,3,2.5,paramedics
1.5,1,6.5,2,4,1,4.5,0,1.5,paramedics
4,5,14.5,0,13,0,7,10,7.5,paramedics
4,2.5,30,2,2.5,1,9.5,0,11.5,paramedics
1,2,12,2,4,4,7.5,3,1.5,paramedics
15.5,14.5,11,0,3,0,2.5,0,12.5,paramedics
7,2.5,15.5,0,2.5,0.5,9.5,0,11.5,paramedics
4,23.5,0,2,5,9.5,6.5,27.5,10,paramedics
6.5,5.5,17.5,0.5,4.5,1,7.5,17.5,9.5,paramedics
34,6.5,3,5,4.5,6,2.5,7,7.5,paramedics
1.5,8,22.5,5.5,4,9.5,9.5,16,20.5,paramedics
5.5,3,18.5,0,5.5,0,20.5,1.5,10.5,paramedics
40.5,3,22.5,1.5,1.5,2,4.5,3,26.5,paramedics
28,1,23.5,0,3.5,6,7,3,27.5,paramedics
23,3.5,26.5,1,8.5,3,5.5,3.5,19.5,paramedics
7.5,2,16.5,0,4.5,1,8,0,14.5,paramedics
12.5,26.5,7,3,8.5,10.5,7.5,22,11.5,paramedics
17,0,0,12,1,21,12.5,30.5,1.5,paramedics
2.5,31.5,9.5,7,4.5,17.5,12.5,14.5,19.5,paramedics
11.5,5.5,0,9.5,3,23,14.5,25,1,paramedics
4,0,1,2.5,6.5,0,4.5,1,0.5,paramedics
0,0,12.5,2,9.5,0,6.5,2,7.5,paramedics
0,3.5,15.5,13,3,0,2.5,0,1,paramedics
0,0,0,2,2.5,0,2.5,1.5,0,paramedics
0,1,10.5,1,4,0,2.5,0,1,paramedics
5,19.5,6.5,1.5,3,0,2.5,2.5,3,paramedics
0,0,10.5,2,7,14,2.5,6,9.5,paramedics
6,19.5,7.5,19,50,21.5,2.5,12.5,7,paramedics
0.5,4,16.5,3,1.5,5,7,3.5,5.5,paramedics
0,6.5,9,1,11.5,8,12,2,8,paramedics
0,26,6,7.5,6.5,12,2.5,2,4.5,paramedics
0,0,8.5,0,4.5,0,4.5,2,2.5,paramedics
4.5,8.5,8,5,3,3,2.5,0,1.5,paramedics
1.5,3,10,5,3.5,2,7.5,2,3.5,paramedics
3,2.5,9,4,8.5,8.5,4.5,5,2.5,paramedics
5.5,0,9.5,7,4,0,5.5,0,4.5,paramedics
3.5,1.5,17.5,1,3.5,2,0.5,0,5.5,paramedics
0,5.5,6.5,2,3,1,2.5,0,3.5,paramedics
7.5,6,14,6.5,2.5,6,4.5,2,6.5,paramedics
2.5,2,5.5,2.5,5,2,6.5,0,2.5,paramedics
0.5,5,15.5,3,4.5,1,4.5,0.5,7,paramedics
0.5,10,16,8,3.5,15.5,5.5,1,0,paramedics
2,6,13,3.5,8.5,6.5,8.5,2.5,8.5,paramedics
0.5,9,15.5,4.5,2.5,8.5,13.5,4,12,paramedics
0,1,10.5,8.5,5.5,4,13.5,10.5,2.5,paramedics
5,11,13.5,0.5,83.5,0,7.5,1,0,paramedics
15,1,12.5,1,1.5,0,6.5,5,2.5,paramedics
4,2,10.5,3,2,0.5,2.5,2,12.5,paramedics
4.5,0,18.5,1,101,0,3.5,4,0.5,paramedics
1,0,10.5,3,2.5,1,1,2,2.5,paramedics
1,1,11,12,10.5,42,11.5,1,1,paramedics
1.5,6,13.5,3,19,6,11.5,6.5,6,paramedics
2,4,11,4,13,16,17.5,12,13.5,paramedics
0,4,25,1,14,23.5,11,18,0,paramedics
32.5,7,15,1,10.5,15,10.5,14,22.5,paramedics
7,1,2.5,2,4,0,0,1.5,10.5,paramedics
19,1,14.5,2,5,0,1,0,14.5,paramedics
12,0,31.5,12.5,3.5,0,5.5,2,10,paramedics
37,6,19.5,2,1.5,1,0,5.5,9.5,paramedics
21.5,4.5,23,2,4.5,0,2.5,1,4.5,paramedics
0,198,0,0.5,5.5,2.5,0,11.5,0,person
0,25.5,0,2,2.5,2.5,0,19,0,person
2,10,0,2,6.5,2,8,13,0,person
14.5,23,0,4.5,1.5,0,6.5,19.5,2,person
2,30.5,0,0,4,0.5,8,130.5,0,person
0,19.5,0,0,10,0,4.5,24.5,0,person
6.5,24.5,0,0,90,0,0,22.5,3,person
1,13.5,0,1,2,0,0,24,3,person
8.5,15.5,0,2.5,4.5,0,0,25,2.5,person
11,14,0,3,4,0,0,27,7,person
0,55.5,0,0,8.5,0,0,22.5,0,person
0,42.5,0,0,21,0,0,32.5,0,person
0,293,0,0,23,0,0,64.5,0,person
0,340,0,0,3,0,0,63.5,0,person
0,17.5,0,0,9,0,8,25,13,person
3,14.5,2,1,2.5,0,0,9,0,person
0,27.5,9.5,0,15.5,0,5,19,5,person
0,20.5,14.5,6,88,1,0.5,39.5,0,person
4,20.5,0,2,2,1,4.5,16,0,person
6,14.5,0,1.5,3,1,25,13,0,person
6,21,1,1,1.5,1,0,18,0,person
3,22.5,0,3,5,2,1,17.5,0,person
4,81,0,0,3.5,1,2,29.5,0,person
0,14.5,5.5,0,5,0,5.5,23,0,person
0,22,55.5,0,19.5,2,15,181,0,person
1,31.5,0,0,4,0,0,18.5,3,person
9,17,0,0,8.5,0,0,17.5,3.5,person
4,16,0,7,6,0,0,22.5,11.5,person
0,14,0,0,0,0,10,7.5,9,person
6.5,12,0,1,5,0,0,29.5,16,person
0,29,0,1,5.5,0,1,30.5,1.5,person
0,701,0,0,2.5,0,0,45.5,0,person
4,17.5,6.5,0.5,7.5,0,8,18.5,7.5,person
0,28.5,1.5,1.5,6.5,0,2,33,0.5,person
0,761.5,0,0,5,2,1,47,0,person
7,29.5,0,0,6,0,3,40.5,5,person
6.5,11.5,0,0,15,0,3,20,18.5,person
28.5,14.5,0,0,2.5,0,0,15,37,person
7.5,16.5,0,0,51.5,0,0,4,23,person
33,11.5,0,0,7.5,0,0,12.5,10.5,person
0,13.5,0,0,5.5,2,4,32.5,0,person
0,19,0,0,11.5,1,6.5,18.5,0,person
0,14,0,0,6,0.5,4.5,41.5,0,person
11,34,0,3,21,2,8,25.5,0,person
2,20.5,0,0,13.5,1,7,23.5,0,person
7.5,15,0,0,4.5,1,0,29.5,0,person
0,14.5,1,2,17,0,0,4.5,0,person
7,12,10,2.5,88.5,0,7,25.5,0,person
7.5,12.5,13.5,8.5,28.5,2,12.5,18,0,person
0,24.5,6.5,0,25,1,13,7.5,0,person
4,19,0,1,4,0,0,23,4,person
8.5,19.5,0,5,1.5,0,0,37.5,6.5,person
6.5,16.5,0,2.5,21.5,0,0,40.5,7,person
0,19,0,2,4.5,0,0,25,0.5,person
0,20,0,1,5,0,0,34.5,2,person
9.5,17.5,0,0,11,3,0,18,0,person
3,16,0,0,0,0,0,14.5,3,person
7.5,25.5,0,0,3,0,0,28,5,person
0,20.5,0,0,9.5,0,0,54.5,0,person
7,13.5,0,0,22,0,0,11,12,person
3.5,15.5,0,0,1,0,0,17,6,person
10.5,11.5,0,5,2,0,0,30.5,12.5,person
4.5,15.5,0,4,12.5,0,0,28.5,8,person
9.5,15,0,0,7.5,0,0,24,12,person
6,35,0,0,11.5,0,0,12.5,7.5,person
0,15,0,0,12,0.5,0,14,0,person
2.5,12.5,0,2.5,9,3.5,0,23.5,0,person
0,34,7,0,16,0,6,204,0,person
3,23.5,0,2,12,0,3,23.5,2,person
0,53,6.5,0,28.5,0.5,7.5,34,0,person
0,139.5,0,0,4,0,0,19,0,person
2.5,14,0,0.5,12.5,0,0,15,4,person
5,11.5,0,4,7,0,0,11,12,person
7.5,18,0,6,5,0,0,19,5,person
2,19,0,0,4,0,0,24.5,0,person
5,28.5,0,0,5.5,0,0,22,3,person
