%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
508,572,268,521,20.5,23,52.5,40,133.439,173.681,191.321,286.049,20.3803,32.8602,51.6798,11.9769,casualty
624,616,278,580,40,25.5,25,14.5,145.48,124.267,101.196,78.3259,30.7404,36.2302,49.359,25.3718,casualty
641,429,393,573,22,30.5,61,37,97.0538,162.066,227.019,210.593,37.1422,20.0457,41.8273,19.2524,casualty
788,676,677,496,20.5,31,46.5,40,206.409,154.309,205.806,302.534,23.02,18.3551,32.9351,32.4167,casualty
434,393,438,459,49,39.5,78.5,59.5,161.823,290.635,309.831,383.203,31.481,22.2218,46.3297,10.7309,casualty
303,329,369,188,20.5,50,63,18,132.468,227.22,268.333,65.7401,44.5911,11.9252,51.0072,5.85152,casualty
274,325,279,190,22,24,63.5,15,141.196,169.681,260.233,74.0833,50.314,16.4736,51.3139,7.23169,casualty
232,375,249,260,17.5,75,53.5,44,111.983,383.044,184.978,162.936,50.835,16.8198,40.0705,14.6343,casualty
352,339,306,254,29,25,76,62.5,177.48,172.167,251.789,256.09,51.3364,11.0621,32.5137,14.1181,casualty
441,363,393,379,28,22,48,53,223.137,148.853,207.907,178.735,30.4097,15.0114,41.1693,19.2393,casualty
354,513,757,586,8,20,140,23.5,118.912,152.368,133.48,128.61,28.8417,37.4095,45.6811,7.69679,casualty
491,419,508,409,22.5,22.5,83,16.5,243.723,124.953,336.073,173.095,15.1197,20.9576,47.6263,27.9782,casualty
403,261,355,300,29.5,34.5,55,2,270.836,227.037,245.362,136.426,21.576,18.4822,34.8088,34.5833,casualty
370,350,447,511,41,55,36.5,29,287.22,317.161,128.066,174.652,30.3436,39.9222,32.4847,20.2796,casualty
435,223,411,323,19,35,21.5,44,164.711,194.451,116.61,302.191,21.7129,14.1883,46.2044,27.512,casualty
340,264,525,321,12.5,22.5,28.5,11,103.154,113.64,126.267,110.569,52.7921,30.8835,42.7422,10.746,casualty
548,516,343,715,22,30.5,12,31.5,128.326,170.066,77.3553,181.38,23.7148,27.4474,54.0002,18.6958,casualty
757,479,774,595,36,47,62,21,379.22,268.877,335.789,287.966,18.8671,27.5635,39.9892,22.9556,casualty
479,273,459,447,27,27,67,15,199.581,181.823,283.647,141.74,31.3845,8.39646,43.8527,10.0791,casualty
207,766,1066,599,9,26.5,85.5,27,57.9411,138.267,344.458,282.936,5.95752,31.3568,36.186,18.1383,casualty
423,329,341,283,24.5,39,81.5,40.5,158.267,186.451,268.174,139.037,29.4385,19.7084,34.7948,12.1128,casualty
401,528,494,504,71,33.5,53,54.5,362.759,202.208,205.563,187.806,45.2952,29.5486,35.2632,18.6777,casualty
354,515,369,339,30,44.5,83,77.5,162.995,142.711,289.245,258.517,42.5824,29.1249,43.3018,14.8978,casualty
291,414,341,218,21,31,45,40.5,158.024,186.066,173.421,139.38,54.1936,17.3627,49.6155,10.4906,casualty
245,394,279,234,47.5,25,58.5,22,291.262,176.51,250.576,78.2254,52.4642,15.1972,37.149,8.496,casualty
321,345,465,352,13.5,28.5,69,33.5,93.8406,157.581,276.475,167.723,36.9188,9.57141,31.0743,10.5811,casualty
386,434,493,428,38.5,61.5,68.5,24.5,298.978,383.546,327.688,193.238,22.0718,44.0096,39.9351,12.9656,casualty
535,432,593,649,30,8,47,20.5,187.823,67.598,207.078,117.397,16.9125,53.0741,45.2161,20.0289,casualty
392,297,578,366,17.5,17.5,68.5,23.5,202.752,139.296,287.889,143.439,35.4339,6.84524,47.0513,24.1118,casualty
423,341,540,283,63.5,22,44.5,7.5,131.64,149.196,164.35,141.397,19.9028,17.3177,37.5984,8.95238,casualty
308,226,205,309,35.5,30,48.5,55,139.238,217.48,169.664,251.161,36.3306,13.5,46.9695,32.2444,casualty
279,263,319,286,32,18.5,74,48,144.953,182.953,260.617,192.735,21.8401,46.8197,42.0612,11.8613,casualty
327,296,299,399,55.5,15.5,18,33,172.978,186.368,99.9828,146.794,21.3559,47.8075,50.2428,13.6859,casualty
299,326,289,346,25,25.5,53,59.5,102.368,203.823,188.735,240.919,19.0728,41.3466,45.6509,24.148,casualty
225,194,127,218,24.5,19,27.5,25.5,110.811,147.539,89.7817,107.782,30.3153,32.5665,48.553,11.8473,casualty
725,686,284,709,21.5,25,29,32.5,149.439,172.267,120.51,207.179,38.2579,26.6483,46.7209,24.2892,casualty
354,286,428,474,34.5,17,46,29.5,146.894,143.882,260.049,351.12,33.9059,27.8765,48.4106,22.925,casualty
474,635,679,508,56,37.5,56,14.5,278.676,352.978,259.019,140.811,24.3588,23.683,42.7381,22.6131,casualty
458,612,709,787,26,18.5,36.5,28.5,125.338,202.61,171.38,258.35,31.183,39.7777,30.578,29.8778,casualty
378,384,578,681,16.5,24.5,30.5,38,119.64,170.752,117.095,184.108,26.6274,22.4297,50.0337,19.6505,casualty
222,227,310,218,8.5,20.5,73,22.5,96.1838,117.296,297.588,150.267,30.0783,20.2483,49.2789,27.5287,casualty
433,225,97,226,51.5,24,15.5,50,178.492,111.539,50.4264,174.25,39.1445,12.0022,33.9437,32.51,casualty
406,212,250,224,41.5,20,69.5,36.5,154.125,103.054,250.718,164.551,31.472,11.5281,47.4528,33.6376,casualty
340,209,287,233,41.5,18,32.5,33.5,134.208,137.154,125.924,294.978,40.9284,16.0826,41.6222,20.3333,casualty
411,226,268,406,43.5,21,12,30,133.037,127.196,143.397,142.752,31.787,19.83,43.2522,23.8344,casualty
541,472,267,383,35.5,38,40.5,41,155.924,237.765,158.208,140.794,41.7858,32.672,47.9485,17.7918,casualty
526,487,292,327,19.5,28.5,50,33.5,137.054,168.409,180.25,145.723,26.7035,19.712,51.3817,13.2086,casualty
392,434,358,277,31,28,71.5,38,185.48,221.137,284.718,158.309,36.1667,33.563,44.5991,16.4592,casualty
431,335,490,335,36.5,39,57.5,76.5,190.208,184.451,217.948,312.86,20.8646,20.3657,34.8135,14.3808,casualty
328,462,311,241,22.5,32,51,21.5,118.468,198.794,287.505,82.0833,48.1209,25.1025,33.5844,10.0324,casualty
372,374,386,473,28.5,30,29,40.5,165.095,179.48,127.924,143.38,43.341,25.8783,50.3348,17.3759,casualty
241,286,231,199,32.5,29,47.5,19,292.149,178.995,164.007,97.0538,43.0741,16.3795,52.6092,10.1441,casualty
447,286,227,290,21,34,18.5,60,210.167,173.48,70.3259,241.019,44.5573,14.5635,53.3736,13.3677,casualty
348,299,281,263,32.5,90.5,29,63,208.208,350.375,96.0244,229.99,40.4996,21.5915,49.9284,14.9973,casualty
286,264,308,334,36,26,70,49,309.078,142.853,250.617,167.421,40.914,20.6521,49.9583,13.5349,casualty
191,29,345,306,15.5,0,34.5,30.5,142.468,0,209.037,217.723,51.0568,0,44.5722,11.908,electricity
215,90,133,220,18.5,1.5,11,16,157.296,59.2132,73.598,100.083,34.9797,12.037,36.2885,8.52869,electricity
248,84,226,326,3.5,3.5,6,45,138.083,54.3848,59.3137,185.279,48.2024,12.9206,41.702,8.23944,electricity
163,128,176,183,8.5,15.5,14,39,137.497,99.1543,153.882,182.794,55.65,13.7363,47.4117,7.02137,electricity
288,170,311,219,22.5,25.5,20,41,192.409,119.782,126.711,156.794,53.7198,14.2436,54.915,8.19004,electricity
261,456,508,145,16.5,29.5,23.5,16.5,86.3259,158.409,161.238,86.8112,49.1636,12.0285,48.1858,8.66667,electricity
230,66,326,266,35,9,11,18,128.995,31.4558,113.255,76.5685,52.0886,5.30952,51.285,9.19006,electricity
212,159,331,214,13.5,15.5,12.5,15.5,64.1838,67.8406,95.8406,60.669,52.2797,9.80765,54.6069,8.40653,electricity
308,132,374,269,31.5,6.5,22,44.5,144.752,52.8701,135.196,171.179,51.3306,6.93077,54.1637,7.52437,electricity
273,557,486,433,4.5,8.5,22,62,85.2132,147.64,204.995,232.191,39.0864,18.1895,56.4655,17.817,electricity
190,48,299,306,23,8,14,44.5,128.024,28.6274,107.054,274.149,50.7478,4.25185,50.25,9.43571,electricity
186,222,316,160,15.5,20.5,57.5,14.5,137.64,115.64,330.919,74.669,55.2847,10.962,52.1357,6.91769,electricity
206,235,359,110,17,21.5,25,14,114.225,116.953,113.397,53.598,41.962,9.95988,50.934,4.33333,electricity
191,275,254,155,11.5,34.5,25,18,117.497,155.238,97.5391,70.9117,57.2319,15.3281,50.4275,6.95926,electricity
341,275,388,136,30.5,11.5,22.5,19,153.338,106.669,136.267,73.7401,52.0415,10.2645,53.0127,9.5,electricity
122,114,209,276,12,20,18,24.5,81.2548,76.5685,89.7401,139.439,57.9643,10.1263,44.2912,11.1655,electricity
153,142,277,149,11.5,21,16,12.5,103.497,86.7107,305.865,54.7696,57.7647,12.1734,50.796,7.73763,electricity
158,71,157,111,21.5,8,18,28,121.296,43.9411,130.225,91.196,56.874,3.18802,33.8333,5.30208,electricity
162,95,349,201,13,23,11,49.5,104.569,85.0538,103.74,168.836,56.6346,6.37681,51.6423,8.24596,electricity
184,148,232,235,11.5,8,9.5,13,128.326,49.5563,112.527,82.9117,37.7378,11.0226,54.3934,7.38462,electricity
322,100,225,285,28.5,1.5,12.5,47.5,199.238,54.3848,161.983,177.664,48.774,16.6111,56.0034,9.63914,electricity
280,95,269,232,8.5,2.5,8,17.5,155.154,45.5563,139.74,87.1543,55.2778,8.97778,53.7241,5.89216,electricity
379,50,242,288,10.5,1.5,16.5,34,178.125,29.8995,97.1543,256.25,49.9611,2.22222,50.0228,5.70588,electricity
143,248,289,291,8.5,5.5,28,27,91.0122,76.8701,238.451,103.196,58.1264,4.87982,57.1674,4.93287,electricity
253,107,265,207,14.5,8,9,34.5,133.983,34.6274,152.326,180.551,57.4843,3.8638,52.2323,6.79107,electricity
257,125,242,68,7.5,6.5,21.5,10,157.983,69.2132,154.61,42.2843,35.684,13.1026,52.5276,5,electricity
225,184,269,192,13.5,5.5,25,17.5,132.811,85.6985,203.681,77.1543,55.343,11.1475,56.6046,7.24834,electricity
78,250,286,151,5.5,12,20.5,15,53.2132,100.527,181.74,74.0833,60.9939,11.7512,36.1763,6.50159,electricity
279,281,426,183,23,17,17.5,8,221.823,128.811,147.154,59.9411,57.0101,7.90059,52.9363,5.46012,electricity
200,232,299,267,5.5,5.5,22.5,15.5,114.669,107.841,216.066,88.0833,57.4121,10.6341,54.7444,9.16874,electricity
225,62,188,200,28,4,26,15.5,171.823,20.1421,186.167,77.4975,49.9036,5.01852,56.2452,11.6911,electricity
525,224,843,574,5.5,4.5,12,38.5,182.184,67.2132,146.569,147.38,28.4529,3.28704,47.4694,25.4193,electricity
263,7,990,643,6,0,27,45.5,63.4558,0,328.735,185.179,11.4322,0,38.7721,28.4088,electricity
1072,215,1005,674,19,14.5,38,27.5,228.652,68.669,379.848,101.439,25.8845,54.5,38.6752,19.9171,electricity
318,12,765,593,4.5,0,14.5,57,111.456,0,129.154,265.019,22.8333,0,43.4804,13.8878,electricity
137,201,429,261,15,6.5,7.5,10.5,85.7401,68.8701,96.4264,79.3553,54.3222,8.21538,56.4259,7.74603,electricity
289,558,641,389,2,27.5,10,14,83.4558,156.853,47.1127,125.397,10.7778,15.1943,59.2444,10.7708,electricity
318,179,375,264,22.5,6.5,5,22,148.61,58.7279,90.9706,85.0538,51.9753,8.4141,52.0476,7.28747,electricity
386,335,560,259,9.5,15.5,14,38,119.456,112.326,128.225,147.137,44.563,7.61819,32.4758,10.3971,electricity
399,675,862,410,11.5,26,18.5,28,107.74,198.652,100.811,206.451,38.7843,12.9658,51.197,10.1634,electricity
123,117,211,188,21.5,7.5,26,30,101.296,79.3553,173.338,143.338,55.231,8.95219,51.6779,12.496,electricity
202,80,160,242,16,0,15,34.5,164.61,0,92.9117,132.066,47.858,0,33.6593,10.7184,electricity
222,54,181,127,30.5,3,35.5,13.5,181.38,26.1421,233.179,56.1421,48.0956,3.24444,33.7673,10.9156,electricity
74,145,190,137,12.5,17,10.5,18.5,71.8406,71.6985,87.2548,67.9828,59.1428,11.2609,54.0536,9.45753,electricity
79,112,179,263,1,19.5,36.5,23.5,58.9706,89.0538,178.208,98.0833,62.5,16.1557,25.4563,13.8824,electricity
442,118,449,305,32.5,2.5,40,50,190.551,24.4853,204.108,171.421,49.141,1.36667,53.1613,8.11,electricity
405,93,310,268,14.5,3.5,22,35,150.125,30.7279,176.853,134.652,52.6085,8.45238,55.9125,7.81112,electricity
353,65,320,185,18,3.5,27,36.5,154.711,28.7279,122.853,130.066,35.2488,4.11111,55.2346,5.1484,electricity
270,112,315,146,14,5,10,34,131.397,48.6274,161.74,121.48,57.2563,3.13333,58.1151,7.55105,electricity
299,72,616,340,17.5,3,37.5,21.5,259.581,40.1421,228.066,78.8112,22.6048,12.1667,50.1155,9.30891,electricity
394,509,408,414,12,16.5,13.5,32.5,195.681,167.296,61.8406,212.208,42.5926,29.4471,51.6333,21.3967,electricity
189,206,361,233,5,13,16.5,10.5,115.941,93.2548,85.9828,61.9411,39.4444,13.3965,52.8337,8.27493,electricity
254,321,437,281,5,13.5,21.5,7.5,133.941,119.154,116.024,46.0416,38.8889,17.0802,50.264,3.57576,electricity
236,574,520,322,2,28.5,15,17.5,80.8701,192.066,77.2548,101.497,10.5926,15.1825,56,14.8868,electricity
388,248,134,552,2,7,13,25,125.941,83.1127,50.7696,200.652,0,15.3333,56.0516,13.734,electricity
257,575,680,304,4.5,10.5,16,8.5,71.3553,144.811,97.397,80.669,51.4444,14.4524,50.2488,11.8517,electricity
248,444,571,307,2,13,23,15,74.3848,149.397,106.711,85.0122,48.5556,15.8319,55.6421,9.12179,electricity
142,714,621,566,7,22,25.5,23.5,48.6274,146.953,148.853,124.953,59,25.4012,41.658,13.0495,electricity
354,717,812,259,3.5,29,27.5,19.5,181.841,164.752,143.095,87.6396,20.4444,13.8136,47.9095,9.8897,electricity
191,546,649,297,6.5,26,12.5,25.5,62.0416,188.51,125.841,105.782,47,18.1041,34.7519,16.2279,electricity
256,200,306,252,22,12.5,31,18,130.368,71.4975,205.279,66.9117,36.989,14.3849,54.3992,8.54705,electricity
309,200,315,239,15,11.5,21.5,21,157.539,81.8406,175.095,99.8822,56.8762,6.74049,55.0326,5.36566,electricity
408,544,754,210,9.5,31,35,18,131.497,148.167,226.451,86.5685,42.4094,12.6859,45.3008,8.42124,electricity
249,133,256,212,4.5,2.5,9.5,11.5,136.527,64.0416,90.669,55.3553,49.6921,13.5444,58.2025,4.32755,electricity
315,480,701,180,6.5,26.5,17,10.5,89.9411,189.723,147.539,64.1838,15.9206,14.661,46.9291,7.37179,electricity
322,41,387,282,26.5,5,26,49.5,169.581,22.1421,143.882,171.664,46.3543,2.5,49.9509,7.17368,electricity
261,59,292,218,18,5.5,12,43.5,154.711,30.3848,122.083,143.865,51.5886,4.07576,54.4289,7.89596,electricity
398,39,432,289,16.5,2.5,17.5,60.5,191.64,17.8995,224.752,235.262,35.8899,2.73333,53.909,13.6883,electricity
326,125,382,181,26,0,18.5,61,194.995,0,198.267,196.534,45.9983,0,52.123,16.2623,electricity
222,13,294,125,25.5,2,13.5,42,161.924,9.65685,145.296,177.279,55.7083,2,51.775,11.2976,electricity
70,46,232,229,1.5,0,2,0.5,25.8995,0,26.8284,45.5563,58.7778,0,58.5,4.66667,electricity
458,143,168,62,1,9,16.5,0,28.4853,54.2843,89.1543,0,0,6.27778,56.6278,0,electricity
100,57,85,73,3,1.5,2,3.5,61.3137,27.6569,24.9706,25.8995,62.4444,1.58333,61.6667,1.88889,electricity
515,722,1017,401,2.5,22,0,17,43.3137,143.338,0,82.5685,31,10.4966,0,12.4062,electricity
513,639,706,575,14,9.5,22.5,26.5,132.912,142.811,177.924,159.338,56.8444,6.72222,45.1633,14.1944,electricity
349,191,286,161,23.5,16.5,13.5,13,185.439,104.811,99.1543,67.598,48.5548,14.9798,55.8401,5.39611,electricity
342,210,445,153,19,9.5,14,9,160.368,77.3553,139.64,48.2843,51.9174,5.99035,56.6992,4.38492,electricity
324,472,745,290,12,14.5,15,10.5,83.2548,159.296,160.569,73.2548,53.6938,13.0694,54.2876,5.375,electricity
389,273,435,287,10.5,18.5,13.5,26.5,296.409,116.468,128.468,149.581,32.9771,9.14064,51.9919,5.7637,electricity
290,304,368,301,13.5,13.5,12,35,125.154,125.983,90.5269,124.652,49.286,8.91975,43.6041,7.26901,electricity
163,53,187,253,26,9,7,43,126.853,32.2843,64.0416,151.279,50.7308,5.15556,49.9647,9.05544,electricity
143,49,100,252,18,12,4.5,8,115.054,39.9411,60.0416,154.811,54.6944,5.89286,51.269,14.6548,electricity
200,17,185,203,17.5,1,6,46,142.953,8.82843,109.113,174.108,30.5253,4,41.5222,7.18798,electricity
133,99,252,119,13.5,4.5,10.5,40,119.497,78.8701,175.74,139.137,46.1785,7.18148,54.7478,6.12607,electricity
180,36,104,248,25,3,2.5,31,135.681,24.7279,82.8701,150.811,50.9429,3.88333,39.8667,13.8641,electricity
230,99,338,216,20,5.5,38,43,142.368,47.2132,243.48,164.451,56.0752,6.20404,54.1906,6.13178,electricity
196,95,278,338,16,12,20,41.5,118.225,68.0833,103.882,242.149,55.1943,3.50331,52.9305,8.99581,electricity
349,64,393,329,33,7.5,30.5,26.5,151.823,23.2132,236.35,99.7817,50.7806,2.5,38.4133,8.73681,electricity
165,174,181,241,15.5,12,7.5,40.5,105.154,73.2132,80.2843,158.693,57.7686,12.6615,54.2457,9.53994,electricity
195,125,244,217,13,16.5,24.5,43,100.083,59.4975,161.581,145.622,56.704,9.94817,43.8037,6.46193,electricity
181,106,198,216,26,17,29.5,28,140.51,64.0833,124.569,117.196,53.3078,7.71349,46.8458,10.9852,electricity
156,108,220,114,17.5,13.5,35,10,122.468,47.3553,146.652,59.1127,57.4429,7.06944,49.8371,4.375,electricity
200,141,313,222,23.5,9.5,32,56.5,121.782,51.3553,144.167,186.635,56.1995,6.82738,52.2119,10.6645,electricity
142,139,220,261,14.5,21.5,15,25,99.1543,77.6396,97.2548,84.9117,58.8466,7.14497,54.1517,10.603,electricity
116,146,322,248,2.5,6.5,30.5,30,82.8701,47.4558,224.066,108.51,61.8833,5.22265,52.3153,10.5848,electricity
184,148,127,136,13.5,9.5,27.5,17,149.296,165.983,87.4975,80.9117,38.9316,14.4862,38.3995,9.2458,electricity
227,284,403,90,10.5,41.5,20.5,7,157.941,362.919,229.238,31.799,30.6278,21.5784,47.9327,3.26786,electricity
208,211,251,243,15.5,5.5,14,19.5,128.142,145.154,214.167,84.4264,38.42,21.7139,41.46,8.9834,electricity
223,150,218,188,26,8.5,23,14.5,152.853,112.184,143.196,77.2548,45.9815,23.3986,48.8303,8.11602,electricity
216,141,194,145,13.5,8.5,17,9,163.64,101.355,141.882,64.7696,46.8457,20.6472,38.7679,7.14047,electricity
43,16,64,75,0.5,0,0.5,1,22,6,15.4142,18.4853,31.1667,0,62.3333,1.66667,electricity
408,290,426,188,17.5,21.5,8.5,6.5,159.64,121.782,85.8406,50.5269,46.8038,9.06848,58.7106,3.72166,electricity
548,339,357,547,9.5,23.5,18.5,12.5,185.74,121.782,122.711,103.113,30.9952,9.85579,52.9479,12.048,electricity
278,356,46,525,7.5,18.5,3.5,14,66.6274,143.296,36.2426,146.711,42.6555,6.54279,62.4167,6.33718,electricity
38,63,124,73,1.5,1.5,1.5,2.5,16.2426,25.8995,57.8995,25.6569,30.8889,0.740741,61.3889,2.17778,electricity
200,152,213,193,24,10.5,30,35,133.196,50.5269,127.681,121.823,52.9419,10.5241,56.0111,9.38654,electricity
187,160,195,248,15.5,15,10,34,115.154,64.0833,84.4264,137.48,57.2695,10.5397,55.7583,8.00595,electricity
221,28,133,234,12.5,0,7,39,145.983,2,82.7696,146.309,53.4977,0,56.15,7.78497,electricity
268,126,252,234,9.5,25,18,40.5,256.995,108.368,174.51,171.037,57.9746,7.95986,51.583,3.71331,electricity
232,64,300,230,12,4,19.5,25,144.711,32.9706,114.426,120.368,57.6574,4.44167,54.6362,8.70159,electricity
186,147,155,203,14.5,6.5,11.5,10.5,118.811,66.0416,65.0122,67.4558,57.8013,7.77137,54.2157,7.27828,electricity
32,421,531,254,4,35.5,25,30.5,15.3137,185.38,151.338,168.066,61,14.1188,52.3654,11.8885,electricity
195,177,146,211,22.5,4.5,8,15.5,179.238,79.6985,73.1127,70.669,42.5572,8.85802,46.7909,10.8637,electricity
215,173,428,192,6,4.5,41.5,31,107.941,78.8701,314.635,174.652,37.2028,4.2037,54.291,13.328,electricity
279,334,303,479,11,3.5,29.5,22.5,165.74,122.184,121.924,134.468,33.7003,13.9762,47.9314,18.484,electricity
201,243,216,119,8.5,26.5,11,13,168.083,113.782,104.426,78.4264,30.3464,27.9383,39.0343,8.06923,electricity
134,120,159,128,16,28.5,3.5,1,105.397,164.894,46.1421,97.9411,40.9345,8.78671,42.0476,2.25,electricity
285,374,300,204,30,21.5,26,15,170.995,203.681,155.338,71.2548,44.375,18.4031,40.6746,11.7878,electricity
143,311,364,155,3.5,24.5,32.5,14,83.6985,200.409,162.894,49.598,51.6429,18.6824,35.849,6.63889,electricity
170,184,212,68,7.5,22,16,6,130.326,139.439,154.853,28.9706,54.4048,11.9152,50.1698,3,electricity
459,225,510,250,12.5,31,14.5,30.5,129.154,136.167,252.61,152.752,13.7891,15.6982,23.7462,23.4497,fire-brigade
563,270,622,247,7,67,12.5,49,153.355,296.475,222.468,158.593,34.0429,17.042,28.9211,26.9262,fire-brigade
568,353,494,227,13.5,43.5,6.5,78.5,181.397,194.995,229.154,266.032,27.4866,19.655,43.203,26.3673,fire-brigade
653,383,560,317,13.5,40.5,12.5,50.5,211.296,181.865,232.953,221.321,25.4783,20.9337,25.5619,36.9187,fire-brigade
666,337,438,388,15.5,31.5,21.5,42.5,213.924,149.581,227.581,202.693,38.0612,13.1463,33.9825,34.9232,fire-brigade
598,173,639,427,27,22.5,4,36.5,232.309,87.6396,146.87,217.179,29.6168,15.6731,20.4667,45.9889,fire-brigade
735,406,602,279,16,28,9,21,215.539,168.167,111.941,78.2254,31.399,36.6811,24.2432,33.2963,fire-brigade
798,320,504,267,4.5,22.5,8,53,215.154,154.267,270.368,190.451,40.4615,42.4751,20.5556,53.8175,fire-brigade
742,360,457,320,21,30.5,27.5,19.5,221.681,152.409,256.551,160.267,35.8016,17.437,25.4714,37.3427,fire-brigade
709,389,437,215,3.5,16.5,5,24,210.326,184.024,138.083,112.368,29.2802,35.6822,25.0417,24.2334,fire-brigade
707,365,749,341,16,31.5,24,52,261.338,160.066,238.752,234.25,21.657,39.1853,34.9098,37.0129,fire-brigade
892,462,650,246,22,40,44,20.5,250.569,163.054,166.794,122.225,26.0583,31.6473,25.3655,14.0491,fire-brigade
840,374,854,310,25,29,16.5,10,198.953,137.681,221.782,188.024,26.0003,16.9483,38.5871,19.875,fire-brigade
931,88,1062,652,41,4.5,11.5,49,228.551,44.3848,232.61,455.103,14.1234,4.51852,24.1546,24.5159,fire-brigade
912,535,619,171,5.5,26,31.5,23.5,252.669,273.054,242.551,80.468,28.6053,22.975,38.965,13.4503,fire-brigade
461,410,324,217,11,30.5,6.5,23.5,229.882,157.439,83.8406,128.61,27.591,41.39,18.0053,32.5178,fire-brigade
894,460,671,244,4.5,43.5,14.5,17.5,229.698,188.35,234.953,120.953,14.4648,29.1338,25.1619,48.1439,fire-brigade
820,473,747,296,11.5,19,13,31,230.125,202.51,140.669,113.338,24.596,38.7896,30.2126,14.9949,fire-brigade
716,412,767,223,19.5,21,17,5,230.61,160.853,146.368,30.6274,29.0232,36.4036,34.9307,48.65,fire-brigade
776,401,729,242,15.5,37,19.5,14,218.61,173.966,139.012,77.598,24.5124,17.0929,28.1773,30.8875,fire-brigade
701,249,559,175,146.5,25,43.5,9,235.338,133.782,247.664,58.2843,38.2876,24.5275,31.642,30.756,fire-brigade
669,292,610,173,86,0.5,31.5,20.5,180.971,278.066,256.066,92.8112,33.304,61.6667,36.4179,17.6423,fire-brigade
773,317,665,179,158,7.5,45,13.5,283.037,276.752,270.25,80.669,24.7059,60.6889,34.1461,11.0494,fire-brigade
1014,488,720,147,7.5,26,45,18.5,250.125,285.279,262.25,62.3259,22.8011,38.4637,27.4147,10.2241,fire-brigade
781,429,548,160,101.5,43,28,24.5,238.811,231.539,229.338,79.2965,29.9773,32.3786,43.4521,11.752,fire-brigade
555,541,467,304,13,28,18.5,37.5,224.51,176.167,162.61,126.066,30.0338,25.8966,33.8623,23.1511,fire-brigade
731,592,562,337,24.5,55.5,30,31,161.681,323.889,244.794,122.995,37.2946,20.5707,32.2566,17.9775,fire-brigade
864,644,624,222,17,92,30,27.5,169.924,355.328,146.409,87.7817,30.3564,16.5225,42.3378,13.737,fire-brigade
828,555,816,472,29,37.5,22,38.5,150.468,169.38,212.51,150.894,39.706,18.6701,49.2232,26.0757,fire-brigade
744,569,480,323,12.5,22.5,50.5,30,145.64,157.924,250.978,96.8528,36.1571,21.8028,31.0857,23.599,fire-brigade
670,385,601,224,62,15,37.5,27,438.191,144.125,166.066,97.196,17.4498,27.526,36.3816,17.1626,fire-brigade
755,382,751,273,14,14,32.5,20,166.711,164.853,238.551,121.882,29.5815,44.4524,42.4193,20.6917,fire-brigade
689,251,486,259,103.5,29.5,35.5,15,245.622,109.439,164.912,182.368,27.1421,18.2545,30.1231,28.1806,fire-brigade
945,366,748,210,60,24.5,41.5,15,372.132,141.439,274.007,160.368,21.957,34.4099,34.4624,16.6444,fire-brigade
801,399,691,152,115.5,21,40,18.5,207.012,218.309,248.451,64.3259,34.1703,23.9206,36.3384,9.80259,fire-brigade
558,270,475,70,82,34,39,14.5,232.61,114.652,272.108,43.0122,32.6918,17.8674,28.425,7.00363,fire-brigade
608,261,530,153,119.5,9.5,39,29.5,399.764,262.409,242.451,89.4386,24.3692,42.9561,32.3836,15.8845,fire-brigade
862,389,545,43,13.5,28,46,7.5,201.64,253.439,287.078,25.2132,23.8883,19.0962,30.9715,3.57778,fire-brigade
619,268,513,133,16,49.5,37,21,231.497,233.321,248.451,65.397,36.5685,28.3112,43.7203,11.0576,fire-brigade
913,548,632,127,12.5,58.5,32,17.5,222.711,256.225,257.279,59.4975,23.2691,23.3397,38.3793,8.00317,fire-brigade
553,182,429,162,29.5,32.5,27,21,235.598,247.179,128.142,115.882,17.9654,34.8615,22.0527,26.6607,fire-brigade
517,221,526,174,28,2.5,55,27.5,247.966,268.468,473.99,109.782,20.7251,31,33.5513,22.1617,fire-brigade
501,240,493,139,58.5,15,27.5,25.5,470.375,209.338,227.095,86.9533,31.3286,19.6191,40.9954,13.539,fire-brigade
705,411,558,152,125.5,55,123,22.5,286.752,209.941,291.279,73.6396,26.7047,43.3939,41.7306,10.7522,fire-brigade
632,292,608,208,18,32,27.5,31,217.338,218.451,227.48,105.681,38.0265,29.4495,33.5309,20.3579,fire-brigade
684,365,724,129,26.5,61.5,76.5,18,195.74,248.777,256.86,62.9117,25.4889,14.8193,29.8981,10.7444,fire-brigade
