%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
25.2639,16.4775,0,19.875,4.08254,12.9908,12.9778,12.226,4.87963,fire-brigade
15.1964,16.8615,0,0,17.9333,6.51923,34.3481,17.7778,9.34667,fire-brigade
30.8274,20.6247,0,0,19.8133,3.625,36.7698,18.1151,8.72063,fire-brigade
14.1726,22.5917,5.58333,15.9333,2.08889,19.3725,20.25,19.3056,13.5787,fire-brigade
11.375,33.7704,4.62719,8.66667,8.75758,18,16.277,4.75,17.7506,fire-brigade
18.5,34.375,13.9333,13,12.0266,23.8426,8.94048,5.93056,18.9921,fire-brigade
4.5963,19.9975,24.9542,23.9091,15.127,3,10.6944,0,28.6701,fire-brigade
23.8882,16.2758,10.4151,8.1,10.0058,30.0792,12.2222,23.3,5.93333,fire-brigade
18.6634,23.4824,17.7487,18.2204,24.8205,8.74327,0,0,0,fire-brigade
22.7672,14,0,23.5833,6,17.0563,15.7083,0,6.75,fire-brigade
22.3304,20.7059,36,24.2955,10,17.8551,2.22222,0,0,fire-brigade
26.2062,9.59576,26.0722,17.9111,12.25,17.9775,3.25,0,0,fire-brigade
19.8636,10.25,17.6373,16.5675,12.3333,13.9444,4.68518,0,0,fire-brigade
13.0079,11.8333,8.5,15.217,11.7667,30.7835,3.90123,0,24.1402,fire-brigade
24.3762,15.7738,0,15.6556,26.9269,17.955,10.875,1,25.4253,fire-brigade
9.68056,8.91667,15.9286,14.7748,0,22.85,17.2222,37.2148,8.3,fire-brigade
23.9977,16.0568,11.1883,15.5333,11.8333,17.6766,23.628,26.592,4.62879,fire-brigade
34.5079,21.7651,4.67564,19.9722,3.63889,8.5,26.75,18.8066,6.31069,fire-brigade
22.7334,30.368,5.45053,0,6.35926,24.5,27.1448,24.8875,11.4122,fire-brigade
27.7083,20.1032,6.14286,19.7454,15.6249,16.7583,36.164,21.0014,6.87719,fire-brigade
24.3333,16.9057,0,12.9259,17.6296,0,34.3833,28.258,9.67798,fire-brigade
39.25,7.37158,0,0,26.9139,7,38.25,20.9442,0,fire-brigade
29.2661,19.925,17.7778,13.7111,34.5185,15.8622,27.2671,20.0718,0,fire-brigade
12.5595,6,27.7392,19.2273,0,12.3906,29.6975,14.7376,0,fire-brigade
12.5204,0,28.4822,22.9003,0,0,17.1734,10.7005,0,fire-brigade
23.6882,17.5,21.7485,34.1962,18.5,21.2853,23.7758,12.655,0,fire-brigade
1.65556,15.25,27.6667,13.1944,9.58474,20.414,18.6029,4.75,0,fire-brigade
14.8773,13.8667,31.2657,32.8817,20.613,23.1798,24.6751,6.65799,0,fire-brigade
18.2357,18.3438,3,12.8416,0,23.3758,22.8642,23.5,7.83333,fire-brigade
6.80555,13.7836,0,11.9841,24.625,21.8517,22.6012,0,37.8111,fire-brigade
20.3538,19.125,21.6238,13.3657,9.47042,27.6417,17.4763,6.8,0,fire-brigade
16.0499,17.25,31.7024,14.8065,17.1103,22.1333,16.6775,6.72424,0,fire-brigade
17.8741,11.9375,14.7037,21.5933,2.5,21.1794,24.328,22.6176,5.5098,fire-brigade
20.8037,20.1778,1.33333,31.9325,4.5,24.0162,18.9444,0,18.9667,fire-brigade
26.2698,16.7015,0,25.3658,23,11.9573,24.3963,10.2462,0,fire-brigade
30.3472,0,0,22.7346,0,36.4948,22.7755,0.944444,27,fire-brigade
25.5222,3.43561,0,15.1133,22.7973,9.38571,12.0317,0,19.0256,fire-brigade
11.0712,15.25,0,22.1437,13.5925,24.669,35.7549,5.875,0,fire-brigade
20.1444,22.1063,7.20833,35.1722,0,35.4271,15.4352,36.2762,18.2315,fire-brigade
11.8333,19.5,0,11.5444,0,21.168,20.9605,0,0,fire-brigade
27.2222,11.1481,17.6667,35.1333,9,30.497,23.3251,4,0,fire-brigade
21.1667,0,17.3295,0,8.5,31.0306,24.7722,18,0,fire-brigade
26.2667,19.5,14.4048,14.75,0,32.9502,28.558,13,0,fire-brigade
27.3436,21.5079,26.7883,15.2333,0.666667,29.1925,17.6399,26.0118,8.60709,fire-brigade
25.023,26.6591,12.2776,5,7.75,23.619,19.046,18.9861,10.8856,fire-brigade
16.0333,27.8402,14.4323,0,19.7863,12.9201,20.25,20.5487,6.87346,fire-brigade
24.935,14.6156,1.33333,13.5,5.606,8.76923,35.2,22.442,13.8805,fire-brigade
23.2568,22.1667,6.58889,15.5152,32.6139,23.4979,13.632,23.2765,10.5347,fire-brigade
15.7063,17.0545,6.3875,15.608,6.75,28.3753,27.8682,20.9872,12.1477,fire-brigade
17.1604,18.0926,31.5411,16.3063,17.75,0,24.715,11,26.96,fire-brigade
20.3776,9.26667,29.464,11.9259,13.0741,16.1944,33.5101,10.3171,0,fire-brigade
19.9893,12.25,19.2159,21.5956,2.5,22.998,17.1799,13.298,5.30556,fire-brigade
16.2808,25.0234,17.8778,12.9596,13.5,30.8251,32.3148,15.8992,4.95833,fire-brigade
27.1506,19.515,9.36111,34.2657,14.2738,17.738,19.1049,21.2801,1.77778,fire-brigade
24.042,16.325,1,23.6667,15.5647,29.6091,24.1711,13.2083,0,fire-brigade
21.9095,0,32.8466,16.1875,3.57143,25.7294,30.8472,19.935,0,fire-brigade
18.5698,24.5,30.6667,22.5648,6.94805,20.0632,25.6528,18.7291,0,fire-brigade
17.0792,18.9722,6.90686,21.2593,28,21.3884,18.2894,22.988,2.5,fire-brigade
6.66667,4.94444,12.318,0,14.1481,0,17.5222,33.75,19.3361,fire-brigade
13.9463,20.2439,5.87302,0,0.444444,34.0326,8.23704,13.3333,18.7036,fire-brigade
29.8652,16.4834,5.3,21.88,2.89048,33.6781,5.30952,1.375,25.0721,fire-brigade
15.6984,10.8403,18,0,5.05556,30.0534,19.0417,19.4706,6.625,fire-brigade
31.0012,17.6277,3.75,0,8.85185,17.4167,22.3325,37.6667,8.93827,fire-brigade
27.5093,30.3947,0,26.5962,22.625,16.7872,5.97222,39.3333,0,fire-brigade
31.7538,7.29153,10.0529,17.917,25.3148,14.0869,6.02778,0,11,fire-brigade
22.6689,18.7987,5.93939,29.1574,30.8056,7.28114,25.4362,2.63333,0,fire-brigade
12.2636,16.6875,12.8333,22.9444,0,10.7642,29.2619,0,0,fire-brigade
22.7361,26.0139,38.2222,16.221,5.18371,13.2023,19.443,8,0,fire-brigade
31.3735,18.112,2,25.3704,0,8.3125,20.25,16.0667,7.05115,fire-brigade
23.7249,20.347,0,20.2714,12.0921,15.0731,11.4067,0.944444,32.8835,fire-brigade
21.7569,19.1355,0,15.0286,18.6875,28.6098,3.49351,12.6909,10.9701,fire-brigade
38.5,16.774,0,0,18.2596,13.3255,4.75,0,19.9007,fire-brigade
20.1997,25.8735,3.25926,20.7778,4.5,19.1241,8.94444,30.5,17.6875,fire-brigade
7.98082,26.4141,7.88095,14.022,9.31944,31.1707,7.27778,11.75,11.037,fire-brigade
21.275,17.0345,8.08333,19.5465,14,21.5045,17.5842,0,6.28571,fire-brigade
10.6944,10.8462,25.5298,0,14.3407,15.8191,16.7287,10.8468,0,fire-brigade
11.1804,33.4276,13.6664,17.5028,16.7224,21.9439,20.9322,10.8516,0,fire-brigade
10.9759,20.3519,9.25,15.22,18.4316,25.4405,9.5,19.0556,0,fire-brigade
19.8409,26.1333,4.25,34.537,0,27.2815,12.3333,22.1639,8.44444,fire-brigade
16.0844,17.9028,23.1642,23.5071,0,23.2663,29.3545,21.5238,20.3333,fire-brigade
13.4259,18.3,8.15741,21.5856,0,34.211,10.2917,20,22.1923,fire-brigade
21.9852,7.66667,0,27.0643,0,21.6945,18.8272,0,0,fire-brigade
19.9037,0,19.0421,16.7889,0,34.4792,28,20.2222,0,fire-brigade
12.381,13.3234,10.5888,20.6876,9.25,7.41184,36.5,8.29862,6.24583,fire
38,20.1513,2.66667,17.4853,14.6685,4.7,0,20.2242,0,fire
35.2381,9.5,11.2424,35.6288,14.8145,7.03995,38.25,6.69583,4.25,fire
30.619,19.3269,0,30.0042,15.3738,5.76389,20,9.29167,2.26543,fire
39.5,21.6472,5.47639,32.386,4.3254,14.2906,0,8.32421,16.1932,fire
36.963,16.9648,1.88889,20.5517,0,13.5317,33,18.4,0,fire
23.2909,20.5386,4.86111,22.75,0,19.1296,33.9188,34.3453,6.83333,fire
0,22.6103,2.94444,30.3745,2.22222,14.8283,31.3841,27.4489,5.58333,fire
38.8333,21.5735,4.7037,29.1111,0,16.8889,31.813,16.0404,3.25,fire
36.8606,22.9162,4.88889,24.1667,0,17.3788,30.2254,17.5944,10.8452,fire
14.8256,33.3976,5.12037,13.1667,8.96825,23.6818,12.6013,23.2419,7.53623,fire
5.29167,17.3348,16.0707,11.2513,10.6167,34.4869,18.1848,28.7793,5.87576,fire
21.5167,17.1946,15.3623,15.6317,0,34.2581,15.5146,25.8442,8.6859,fire
16.2366,21.3876,17.5902,13.3595,18,19.522,23.1783,31.5048,5.06061,fire
20.372,24.5032,10.0625,17.6799,39.7333,16.1217,28.4091,22.3285,0,fire
17.9111,19.3103,10.5754,22.9917,6.66422,14.25,36.5,12.7063,0,fire
20,26.3692,3.32576,17.1685,11.4032,7.2594,38.3333,0,4.16667,fire
21.75,19.353,6.65333,18.4349,12.976,4.92803,24.0208,0,0,fire
17.25,18.58,10.1574,0,18.0946,2.425,17.4069,7.86765,0,fire
34.4295,15.25,0,17.1667,9.33574,8.2376,24.4444,13.3047,0,fire
38.85,25.6795,4.25783,19,0,14.2619,29.6026,31.1333,1.36667,fire
16.4245,21.133,3.25926,0,0,6.12121,26.2143,0,18.8995,fire
35.8714,20.1198,4.89583,34.5327,0,6.25,0,38.0667,8.21296,fire
18.7,24.5085,5.84375,20.8608,13.25,0,20.6667,10.2424,8.90303,fire
36.7,17.9251,2,39.75,7.39286,5.33333,0,13.5025,0,fire
32.7778,24.0155,12.2385,20.3235,0,25.3833,19.7104,40.6667,15.6979,fire
19.4903,22.8056,15.147,18.2,0,29.125,32.627,0,18.1919,fire
19.5,1.375,16.5449,12.5,0,35.5606,28.3081,34.7451,16.516,fire
14.036,39,16.5694,0,0,19.5111,12.5476,23.4815,11.5782,fire
11.5098,0,21.7688,9.63333,0,0,20.6238,5.02381,18.0315,fire
26.2816,22.2231,14.9368,3,0,35.1241,14.25,32.25,14.0298,fire
19.3016,0,18.0574,3.625,0,35.6352,20.725,32.2404,16.4773,fire
24.2421,0,17.1556,0,0,29.5,27.3016,0,11.2231,fire
12.16,0,18.7646,0,0,34.1083,12.7985,0,19.2993,fire
22.2749,40.6667,23.4948,14.5,0,0,26.787,13.4537,15.4268,fire
27.375,19.8853,8.875,17.9834,16.1,8.69444,35.5597,21.0858,4.16667,fire
11.5714,22.6707,16.1317,17.7635,23.9111,15.5595,38.8718,20.7037,2.16667,fire
24.6435,18.0427,8.48081,33.2133,0,16.0404,0,21.3375,1.41667,fire
12.0801,30.0425,21.3766,0,0,10.6548,24.042,24.2483,1.33333,fire
14.4646,27.0193,19.1743,0,20.25,8.99242,35.2335,24.3829,0,fire
19.7083,24.4986,0,30.6632,0,11.3016,32.3205,8.82456,0,fire
21.849,21.4264,6.85119,17.122,3.12121,0,21.9476,0,7.31944,fire
40.3333,15.2996,0,29.782,0,0,32.5556,0,16.2889,fire
0,13.0433,2.25,33.7899,5.33333,7.25,34.1121,9.44118,0,fire
18.0926,22.8362,18.5,21.3101,3.9,0,32.3651,7.77099,8.88889,fire
22.0022,23.801,9.88924,8.3125,0,32.569,22.7512,4.75,12.6111,fire
40.5,12.2011,3.91595,14.6346,5.36508,12.9991,26.8167,4.36111,12.2222,fire
24.5526,21.5572,3.84368,30.5583,4.19444,11.2778,33.75,3.63704,20.7708,fire
25.9149,16.3314,5.21855,12.5,14.9524,7.75,30.4468,39.5,0.75,fire
0,7.35238,0,23.6847,19.0642,12.0268,25.1858,3.33333,10.7302,fire
0,22.1313,3.75152,20.0742,0,18.0556,28.9667,10.5,10.5,fire
17.2037,24.2376,10.9048,8.59375,0,0,19.2235,14.5,0,fire
0,25.6154,3.25,32.8214,2.36111,0,20.25,17.1159,6.68889,fire
40.1389,8.15556,0,0,15.0938,6.20833,20.2458,0,0,fire
26.125,15.1722,5.29777,19.741,1,0,32.7766,4.42857,4.0641,fire
30.2937,21.761,0,11.5,0,15.0394,30.9084,28.733,5.12121,fire
32.0767,23.4551,12.0417,25.048,0,24,21.051,18.2662,10.7233,fire
16.3803,24.06,12.7533,0,0,12.75,22.6733,25.5708,13.7058,fire
28.4088,24.858,13.1793,18.2263,0,22.8333,19.4004,23.0417,10.1948,fire
22.0314,15.5903,21.5443,18.9769,0,0,26.4884,26.5278,17.3945,fire
40.3333,20.0726,11.6209,23.9911,1.75,0,23.8348,16.3914,9.69345,fire
35.6482,21.1458,7.42146,15.2143,7.25,6.03704,28.0272,12.2778,4,fire
0,12.9208,17.5556,24.327,14.5938,12.1742,22.9569,15.7059,17.8112,fire
23.5,19.3262,1,29.2567,2.69444,8.125,35.7052,23.9711,1.875,fire
0,21.3439,3.33333,28.2533,1.97917,4.875,37.5063,14.0614,6.39815,fire
22.3995,25.0596,9.82835,10.6667,0,25.8333,8.58333,23.5168,12.4641,fire
24.0175,17.3131,16.0056,19.8687,0,0,23.2153,20.3625,18.4713,fire
33.0714,19.3757,12.8882,16.7543,0,24.0458,20.6077,17.0508,9.46071,fire
36.25,20.8608,0,31.2333,0,13.1833,28.0568,13.0373,10.3142,fire
34.6667,23.746,8.97778,14.3877,0,25.4885,23.7652,12.7778,18.7509,fire
27.2697,28.3468,10.0397,0,0,20,29.3122,31.8455,8.31667,fire
34.0699,14.7698,3.45139,23.5556,0,12.5556,30.2054,12.3519,6.74503,fire
31.7041,20.2528,8.16835,22.8718,0,0,28.6012,19.819,14.716,fire
28.8827,14.7376,0,10.5667,0,13.222,31.272,12.9333,8.03023,fire
34.4696,19.0783,2.5,19.875,0,13.1944,22.7524,14.3293,19.7422,fire
36.9729,20.5328,1.63492,0,6.19048,0,12.8333,6.1517,3.83333,fire
31.5,16.2155,0,38.5524,2.98765,0,37.7917,9.15865,0,fire
19.7778,24.8691,0.833333,8.1,6.07672,0,26.5795,6.5,15.0333,fire
21.1111,11.9288,4.4,21.1173,21.4012,1.93519,23.2229,16.7346,23,fire
38,23.0833,3.92172,35.5903,17.4295,0.833333,17.75,8.39734,0,fire
0,22.044,13.6098,32.2172,1.36667,15.1479,23.4457,7.72222,13.9563,fire
35.3744,27.0378,6.33333,25.8125,0,19.8705,24.6967,27.6959,8.93277,fire
31.1624,18.4903,11.9543,19.625,0,26.2407,18.3496,24.4238,13.069,fire
36.4448,23.1136,6.89931,27.7917,0,24.8851,25.1862,0,18.8029,fire
23.4874,20.9582,15.4432,24.25,0,27.5,20.6341,20.3598,9.49116,fire
6.43333,25.6752,4.9625,13.4776,2.25,29.6875,33.5537,0,0,fire
26.325,27.6875,5.91111,18.6667,6.02037,0,27.0394,19.4,0,fire
0,4.16468,0.75,16.607,10.56,11.6481,0,16.2111,0,fire
20.25,21.7276,11.5324,10.8155,17,0,23.9587,0,14.7222,fire
27.125,17.2636,0,20.0373,3.07937,8.49333,33.2795,0,0,fire
18.64,16.939,15.9989,24.1382,0,25.7333,19.577,0,17.4144,fire
31.6806,13.1816,8.2209,11.75,0,23.9167,32.3029,18.0341,12.8077,fire
29.0743,17.099,8.47606,23.4356,0,21.678,15.3333,15.0618,13.8939,fire
39,21.5938,14.4375,25.9264,0,17.5,32.7521,17.8906,8.07143,fire
40.5,10.332,9.79286,27.4375,0,17.3333,23.9933,16.8772,4.75598,fire
14.4375,0,8.58333,37.8288,21.9024,0.625,24.7763,3.38095,0,fire
32.75,6.15556,2.53571,19.625,24.5208,1.43519,29.746,3.5,10.2222,fire
21,18.1333,0,20.9083,10.8173,9.04103,27.2786,0,0,fire
30.6667,21.5344,2.1875,18.1667,16.8571,0,34.5,10.2532,11.6771,fire
28.25,23.161,1.875,37.6782,7.64667,0,14.25,21.7461,8.82407,fire
24.1453,27.7708,0,25.6167,0,0,22.8214,10.9621,10.4775,fire
22.4673,23.1144,13.7279,18.2303,2.75,14.6667,17.2722,20.625,19.8241,fire
0,17.8961,2,11.9357,1.5,3.75,39.5,23.6453,3.07407,fire
0,17.8245,8.47661,31.8117,3.11905,0,18.8258,3,5.91111,fire
31.1111,28.5006,5.38636,34.963,5.49301,0,37.75,17.8465,0.833333,fire
28.9849,21.927,5.47685,11.25,0,11.9603,22.619,21.9101,10.8086,fire
35.2836,17.2203,10.6368,20.1931,0,26.2111,24.9114,18.2248,9.25,fire
32.6651,21.9331,14.6638,18.875,0,20,20.8396,24.2273,16.4846,fire
37.9167,14.5675,9.79762,18.85,0,12.5,25.3912,18.8283,18.132,fire
35.3125,19.7222,19.2219,24.8886,0,0,18.9974,12,20.2226,fire
20.6063,16.1532,10.8264,17.9057,25.2346,18.1302,6.42095,0,0,fire
34.2222,22.6369,13.5976,24.4636,10.9111,29.9,34.3,35.75,18.6667,fire
19.3859,20.3786,5.5,16.6417,0,13.7579,25.3718,21.5,21.0667,fire
33.8611,16.539,12.3033,14.2396,33,20.2741,20.1628,32,0,fire
0,22.9294,8.17544,27.5,7.53333,0,24.6826,32.6212,10.9842,fire
9.08642,16.6336,0,20.9519,16.3333,6.38889,28.1859,25,0,fire
22.0867,20.0539,7.75733,20.825,3.22222,0,23,4.88889,0,fire
31.3182,26.463,0,24.9769,26.6667,12.4601,18.4375,30.5022,9.24731,fire
20.7,18.3585,0,21.0556,24.6667,4.53648,0,0,6.12222,fire
32.762,17.8966,0,11.5833,38.2667,16.2148,16.4074,19.3333,7.83333,fire
33.7833,0,17.9333,14.1506,21.4275,24.8675,3.4152,24.6756,10.4375,flood
0,0,34.25,25.1631,17.581,14.9328,17.6217,27.0538,1.5,flood
18.75,0,34.6226,13.1029,23.7646,14.8518,4.86364,15,0,flood
35.4444,5.62179,23,21.8384,24.7585,22.0571,4.25,0,0,flood
0,0,36.201,16.2193,24.808,19.0315,17.3402,17.1891,0,flood
21.494,27.3173,37.9015,16.3845,23.0655,11.7698,12.8554,14.9556,5.12879,flood
18.8476,18.952,27.2892,20.231,18.5579,22.2819,17.4275,14.3363,15.2781,flood
15.279,22.3993,34.6183,21.4683,17.5287,17.4697,22.1643,18.3799,10.8704,flood
16.2812,32.2073,6.69192,30.4324,21.4558,18.375,29.2232,17.5833,9.44574,flood
33.9362,16.0833,31.5942,29.4379,21.5867,15.4507,13.59,17.2414,18.3358,flood
0,8.15625,0,17.7395,22.7169,15.5163,23.2333,18,0,flood
17.4998,13.8194,13.3008,13.7418,18.6657,0,27.3402,26.8704,18.5,flood
25.575,20.8686,19.1556,11.7617,13.6091,24.1373,19.4537,32.1032,20.25,flood
25.8611,7.69963,20.8111,23.1555,18.0039,21.5139,21.6075,20.247,4,flood
9.80952,5.85897,40,26.9988,18.7976,19.1833,19.537,7.9,0,flood
18.418,36.4943,18.8966,25.632,13.3532,22.1402,14.8767,20.9542,11.6,flood
28.1167,30.8179,25.4444,20.8576,16.6,24.8084,22.5648,23.9917,15.5778,flood
19.3524,20.8806,9.5,30.4413,19.7858,15.3553,25.5,17.291,17.9117,flood
21.7952,2.7,3,27.8071,21.0143,18.6497,29.7544,30.25,8.83333,flood
19.9118,20.7194,32.0185,20.9678,14.8694,22.2503,34.9861,24.2278,23.6662,flood
35.6226,7.82121,24.9759,16.4132,17.3572,13.6881,6,3,0,flood
39.7333,0,31.8269,21.6869,22.7318,21.5943,8.66929,29.6238,8.6,flood
0,0,31.5,24.7686,20.0796,24.6379,17.0163,15.9445,11.469,flood
39,0.833333,26.4152,23.5148,22.9688,14.7541,17.0463,27.6898,1.62963,flood
19.1296,0,22.0769,19.8404,20.0978,18.8398,28.7338,16.7993,10.3198,flood
15.8926,18.125,8.75,26.1106,21.2478,22.775,16.8778,25.5013,15.7596,flood
12.6121,29.5,19.0035,24.3144,25.174,28.8815,10.7273,20.2889,16.1479,flood
28.1912,28.6522,20.0389,16.8222,26.2482,15.4808,24.4422,17.7625,18.1102,flood
11.4729,31.129,16.5369,15.7608,17.7441,13,22.3041,27.4368,11.9333,flood
30.8889,17.5486,13.6364,26.791,22.0922,19.2342,17.45,18.4596,16.6117,flood
0,5.48148,0,30.183,24.5548,20.7373,14.8889,0,0,flood
31.3831,2,0,23.5167,21.0863,23.443,22.4429,21.3433,21.4333,flood
31.0691,3.97778,8.78571,23.5,24.8736,19.7534,12.5103,24.0285,0,flood
22.8707,22.9097,39,25.7776,30.897,21.6985,18.9167,16.4646,13.9152,flood
31.1068,19.4621,12.3766,22.326,18.071,16.9705,15.3545,19.7488,0,flood
32.2714,10.3968,0,24.0396,13.0575,17.5385,21.75,0,0,flood
32.0051,14.7223,14.875,31.0278,15.972,16.0473,20.1984,28.375,4,flood
26.0491,12.3037,0,20.8856,22.418,16.2667,40.5,24.1287,24.8627,flood
0,20.4192,1.5,32.9371,11.218,14.5547,14.6631,23.4,0,flood
37.8,16.1614,0,28.48,20.4069,18.0417,16.9643,29.5833,6.2,flood
15.7143,21.6698,26,32.4735,19.7704,20.909,16.25,14.7885,14.5346,flood
12.8068,7,6.44444,23.4616,16.6068,24.225,26.4902,16.5083,16.2204,flood
19.6167,19.8596,26.3125,20.6387,24.0721,19.0681,23.8106,21.1778,17.2925,flood
23.7625,21.8646,29.4333,22.3253,11.2292,20.2333,17.25,18.9176,19.0792,flood
12.3904,6.36806,13.4333,18.7356,18.6352,13.4993,17.9919,15.5712,3.3,flood
21.3987,28.4204,26.8417,23.2626,24.1922,13.8889,24.8333,16.4841,21.5686,flood
19.4056,35.0722,16.3769,28.8194,8.71111,4.64974,22.25,30.7833,15.6511,flood
24.6294,33.6142,21.25,17.7614,15.0189,13.4479,17.9412,29.3704,16.4271,flood
14.2798,13.7527,12.5,28.355,27.5245,10.186,12.8889,23.1587,17.6201,flood
20.4025,22.4747,21.3889,20.1875,19.2323,19.2088,24.6383,21.2642,17.6464,flood
36.8667,0,35.8768,22.1362,22.5358,20.0173,11.1538,25.3686,12.4565,flood
31.6551,0,34.619,16.5361,28.3632,25.6103,15.9167,15.1964,13.3038,flood
29.3686,0,29.8333,16.5196,25.8565,23.1155,5.16667,13.1857,10.5537,flood
28.316,37.6667,35.25,15.1179,23.2345,20.4655,35.5084,7.25,0,flood
0,5.77778,25.5443,19.8349,27.5693,14.6491,0,9.68304,0,flood
26.9938,40.5,1.125,15.1335,21.9274,18.1442,21.5519,22.5681,17.5335,flood
20.6806,23.9226,31,26.7421,22.3615,8.77155,21.1889,21.275,15.2183,flood
23.8198,16.75,35.1786,19.0412,14.2237,16.4731,16.4,18.8466,16.9,flood
26.7588,26.5661,30.9114,24.9033,11.6094,20.0644,23.5435,16.6823,14.7489,flood
14.5106,21.6878,30.7593,27.4137,22.7481,13.8833,15.2637,25.5125,12.3558,flood
34.2214,9.95412,18.3772,24.4579,23.1741,14.7828,19.0722,23,0,flood
19.3704,8.1803,28.6387,31.4846,23.7776,14.8095,18.5133,24.3125,0,flood
34.9911,1.11111,33.75,19.3098,27.6269,17.1547,18.2016,27.0019,11.2443,flood
0,10.1788,29.6667,31.7072,20.61,14.2718,18.7164,0,0,flood
39.5833,5.9881,30.0882,25.9991,25.8659,14.9402,11.8391,24.4643,0,flood
25.8438,37.9646,10.125,27.3069,23.6836,11.4057,13.25,11.1458,15.6077,flood
26.4846,27.4276,29.1667,24.8876,28.8365,18.1097,17.5333,11.7042,11.1288,flood
22.6692,21.5741,27.7197,21.6682,25.1334,21.288,9.33333,7.03333,20.132,flood
18.6655,20.1167,23.3,22.5,21.9509,22.0688,21.45,21.4924,16.7201,flood
15.6944,18.6143,21.3472,18.0005,21.1426,18.7611,22.0023,22.2973,9.99167,flood
38.5,16.1519,38.3782,27.1063,23.2363,15.7441,26.2,32.3485,0,flood
34,21.55,14.9578,26.1788,19.1107,20.5978,10,18.8578,0,flood
35.2463,7.55625,34.1819,22.8902,19.649,12.1036,6.88333,26.9117,3.75455,flood
33.7732,5.35758,35.7459,25.4486,22.6941,17.5047,12.7187,19.3673,14.6667,flood
25.3417,7.98571,29.0387,14.438,26.4204,15.0948,24.4821,9.4494,0,flood
23.1335,20.5494,13.9583,27.0477,24.8769,17.6396,24.3,22.2389,15.8932,flood
8.17454,18.8364,15.9792,31.8878,27.9449,6.99259,10.1684,28.6955,19.606,flood
21.8868,23.5942,11.25,25.9214,15.3008,7.72593,9.89286,32.5139,19.601,flood
19.8423,17.3674,10.5694,22.3307,22.7116,11.7133,23.9278,20.7865,29.1579,flood
14.4424,23.8911,17.7946,31.8857,15.7755,18.4007,20.8853,18.7653,18.1482,flood
37.003,2.87037,37.3782,29.3765,16.2785,18.4481,19.3317,25.925,8.74747,flood
0,14.9111,13.5,25.9542,14.8743,20.0851,22.5,26.6611,0,flood
0,25.4386,0,37.8911,15.1651,17.6157,23.7697,28.0567,16.5028,flood
19.3704,5.66964,37,29.6277,22.7291,21.7208,12.0301,18.4198,5.96667,flood
0,5.3268,36.3772,30.5923,22.183,13.723,15.7515,19.2304,4.06061,flood
0,40.5,5.66518,24.7009,26.7995,18.6565,19.987,14.4589,16.1212,flood
0,0,8.91728,18.0745,21.6203,0,7.14932,16.8869,14.25,flood
38.8667,15.0333,33.0357,25.2858,16.116,11.0861,26.1066,18.2305,2.5,flood
40.6667,5.58762,24.287,28.6755,22.8522,23.9568,17.625,27.5421,12.0879,flood
36.8,37.25,22.3384,19.295,21.6459,19.1456,9.39901,23.6684,10.2477,flood
18.6695,29.2381,35.7,19.6516,7.22222,20.9312,15.7508,19.7289,5.66667,flood
17.8215,22.0803,0,36.5778,9.97315,29.1929,22.1583,25.7083,15.233,flood
26.0325,27.3333,19.0448,13.3262,18.3667,33.2111,21.1052,22.0112,29.4444,flood
22.0368,8.66052,9.72436,21.1077,22.0017,8.27652,25.4681,24.7138,15.0008,flood
20.3608,20.4788,2.66667,32.8333,0,0,24.7271,16.5396,23.0185,flood
29.6798,0.5,14.8409,21.6304,22.3815,19.8589,6.62719,20.3673,0,flood
37.7436,11.5178,24.6722,29.1887,24.9844,17.3978,12.7837,19,0,flood
0,17.2443,33.7532,30.075,22.9065,19.446,29.9935,18,0,flood
37.8726,10.8294,31.6867,30.3186,21.3393,13.8665,13.3817,21.6,0,flood
33.9726,16.1592,15.6675,22.2529,24.8683,15.7957,11.9554,13.1341,0,flood
36.3722,14.1016,24.2895,20.2235,15.6532,22.2244,10.1449,19.2917,21.3735,flood
0,10.1389,37,31.3318,22.469,19.3174,13.1297,25.4939,21.3232,flood
37.4323,6.54167,23.9444,29.2314,22.0831,14.5366,17.8638,22.0833,15.2143,flood
34.8961,19.8699,17.2053,22.0368,24.7906,13.6074,22.3243,6.25,11,flood
38.2413,10.3958,21.8408,23.8295,22.644,13.9452,14.5952,9.86032,10,flood
15.8287,31.45,34.8167,20.8773,23.7562,14.6182,26.4692,22.2493,17.619,flood
25.2326,23.5296,24.4495,34.7727,12.2778,28.3333,25.1414,20.7911,14.575,flood
17.8998,18.7167,13.5,18.4921,6.19048,36.6226,23.4984,20.5965,15.9066,flood
17.7713,30.7719,18.7896,4.30903,19.1222,19.5,25.1271,16.7719,24.0057,flood
