%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  White_Pixel_0 NUMERIC
@ATTRIBUTE  White_Pixel_1 NUMERIC
@ATTRIBUTE  White_Pixel_2 NUMERIC
@ATTRIBUTE  White_Pixel_3 NUMERIC
@ATTRIBUTE  White_Pixel_4 NUMERIC
@ATTRIBUTE  White_Pixel_5 NUMERIC
@ATTRIBUTE  White_Pixel_6 NUMERIC
@ATTRIBUTE  White_Pixel_7 NUMERIC
@ATTRIBUTE  White_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
23,-23,0.5,22,-22,0,24,-24,1,34,-34,4.5,71,-71,2,23,-23,3,31,-31,7.5,37,-37,2,23,-23,1,casualty
11,-11,1,33,-33,0,50,-50,3,61,-61,3.5,58,-58,5.5,59,-59,4,14,-14,1,102,-102,6,48,-48,5.5,casualty
4,-4,0,43,-43,0,51,-51,2.5,64,-64,4,66,-66,7.5,53,-53,4,28,-28,3,119,-119,6.5,61,-61,1,casualty
18,-18,1.5,31,-31,2,78,-78,7,64,-64,5,124,-124,3.5,111,-111,7.5,42,-42,9,50,-50,5.5,45,-45,8.5,casualty
68,-68,2.5,20,-20,0,63,-63,10,48,-48,4.5,131,-131,7.5,14,-14,2,55,-55,13.5,15,-15,2.5,50,-50,16,casualty
126,-126,11.5,158,-158,6,179,-179,23.5,293,-293,25.5,261,-261,25,27,-27,4.5,164,-164,40,132,-132,38,0,0,0,casualty
39,-39,0,116,-116,8.5,149,-149,28.5,96,-96,3,192,-192,13,65,-65,6,112,-112,16,102,-102,15,29,-29,5.5,casualty
61,-61,5,111,-111,16.5,122,-122,0,116,-116,10,118,-118,4.5,160,-160,11.5,56,-56,15.5,126,-126,12.5,59,-59,6.5,casualty
83,-83,5,106,-106,4,133,-133,19,123,-123,19.5,202,-202,10,84,-84,12.5,96,-96,14,84,-84,7.5,50,-50,17,casualty
56,-56,9.5,63,-63,9.5,79,-79,18,156,-156,8.5,113,-113,4.5,96,-96,10,62,-62,13,114,-114,11.5,46,-46,9,casualty
160,-160,17.5,173,-173,0,187,-187,10,325,-325,57,273,-273,11,214,-214,27,152,-152,25.5,375,-375,36.5,201,-201,34.5,casualty
234,-234,18.5,212,-212,4.5,276,-276,29.5,319,-319,46,226,-226,11,296,-296,40,206,-206,59,394,-394,35,50,-50,8.5,casualty
292,-292,21,113,-113,1.5,286,-286,40,120,-120,6,417,-417,33,144,-144,5,158,-158,36,219,-219,34,166,-166,17,casualty
238,-238,21.5,171,-171,18,322,-322,21.5,188,-188,17.5,150,-150,0,343,-343,29.5,314,-314,30.5,400,-400,35.5,119,-119,13,casualty
275,-275,24,135,-135,7.5,214,-214,26,309,-309,17.5,249,-249,11.5,314,-314,20,237,-237,30,319,-319,24.5,161,-161,50.5,casualty
106,-106,18.5,155,-155,11.5,199,-199,0,306,-306,21.5,158,-158,3,231,-231,22.5,63,-63,19,269,-269,24.5,74,-74,7.5,casualty
125,-125,14,154,-154,7.5,190,-190,18.5,214,-214,22,182,-182,5,134,-134,17.5,107,-107,25,193,-193,16.5,97,-97,16,casualty
164,-164,19.5,182,-182,6,187,-187,13.5,192,-192,12.5,355,-355,23.5,151,-151,26,166,-166,49.5,96,-96,11,49,-49,7,casualty
182,-182,18,157,-157,9.5,126,-126,0,174,-174,13.5,169,-169,12,108,-108,8.5,121,-121,17.5,127,-127,15,96,-96,12.5,casualty
63,-63,2,148,-148,20.5,186,-186,11,100,-100,5.5,284,-284,14,273,-273,24,156,-156,18,185,-185,20.5,31,-31,6,casualty
109,-109,6.5,63,-63,4,67,-67,4.5,177,-177,6.5,179,-179,8,87,-87,7.5,63,-63,17,33,-33,6,13,-13,2,casualty
50,-50,2,38,-38,1.5,37,-37,0,108,-108,5.5,34,-34,5.5,80,-80,7,57,-57,5.5,72,-72,5.5,64,-64,16,casualty
128,-128,0,121,-121,10,79,-79,1.5,9,-9,0,202,-202,51,104,-104,14,94,-94,13.5,89,-89,11.5,32,-32,2,casualty
15,-15,0,89,-89,6.5,13,-13,0,64,-64,10.5,145,-145,10.5,134,-134,11.5,104,-104,0,89,-89,22.5,68,-68,11.5,casualty
52,-52,2,88,-88,6,92,-92,9,127,-127,8.5,99,-99,4,78,-78,10.5,75,-75,23.5,99,-99,9.5,51,-51,20,casualty
172,-172,15,196,-196,9,110,-110,12,233,-233,19.5,160,-160,6.5,230,-230,24,157,-157,45.5,224,-224,20,33,-33,5,casualty
295,-295,0,251,-251,10,230,-230,55.5,94,-94,27,210,-210,14.5,153,-153,12.5,162,-162,23,210,-210,16.5,58,-58,16,casualty
138,-138,5,147,-147,18.5,183,-183,11.5,125,-125,26,293,-293,22.5,191,-191,14.5,164,-164,25,197,-197,24,113,-113,21,casualty
129,-129,15.5,209,-209,14,236,-236,19.5,218,-218,24,328,-328,24.5,240,-240,34.5,180,-180,26,230,-230,28.5,122,-122,41,casualty
145,-145,15.5,160,-160,16.5,166,-166,20,374,-374,21,145,-145,3.5,263,-263,16.5,149,-149,18,268,-268,23,128,-128,42.5,casualty
127,-127,18.5,164,-164,52.5,77,-77,14.5,168,-168,9,302,-302,24.5,6,-6,0,111,-111,33.5,90,-90,8,120,-120,10,casualty
136,-136,12.5,5,-5,0,96,-96,7.5,110,-110,11,289,-289,13.5,115,-115,15,82,-82,25.5,87,-87,14,108,-108,4.5,casualty
11,-11,2,15,-15,0,28,-28,0,61,-61,8,123,-123,5.5,46,-46,7,7,-7,0,76,-76,16.5,51,-51,1.5,casualty
8,-8,0,24,-24,0,60,-60,4.5,62,-62,3.5,76,-76,2,98,-98,9,40,-40,6.5,71,-71,12.5,25,-25,0.5,casualty
9,-9,0.5,9,-9,0,46,-46,5.5,63,-63,8.5,85,-85,6.5,25,-25,5.5,54,-54,15,37,-37,4.5,2,-2,0,casualty
84,-84,0.5,43,-43,3.5,74,-74,4,144,-144,13,339,-339,16.5,35,-35,0,64,-64,25.5,76,-76,9.5,100,-100,4,casualty
130,-130,8.5,2,-2,0,89,-89,0,84,-84,12.5,231,-231,19,74,-74,4,71,-71,12.5,79,-79,10.5,88,-88,0,casualty
118,-118,12.5,28,-28,0,87,-87,7,104,-104,9.5,245,-245,31,71,-71,0,76,-76,23.5,65,-65,10.5,79,-79,15,casualty
63,-63,5,32,-32,6.5,71,-71,3,172,-172,21,220,-220,15.5,30,-30,0,91,-91,16,116,-116,13,97,-97,2,casualty
55,-55,3,7,-7,0,93,-93,4,142,-142,22,264,-264,14,71,-71,10,82,-82,27,100,-100,9.5,117,-117,14.5,casualty
57,-57,2,159,-159,13.5,156,-156,16,199,-199,17,212,-212,9,124,-124,18.5,99,-99,23,162,-162,19,60,-60,8.5,casualty
74,-74,6,111,-111,15.5,254,-254,11.5,172,-172,7,223,-223,6,133,-133,16.5,135,-135,19.5,232,-232,21.5,57,-57,6,casualty
47,-47,2,214,-214,23.5,231,-231,17.5,164,-164,21,240,-240,11.5,285,-285,26,144,-144,38.5,213,-213,23,117,-117,21.5,casualty
180,-180,9.5,214,-214,17.5,123,-123,9,194,-194,43,174,-174,8.5,114,-114,8,114,-114,32,238,-238,15.5,92,-92,16.5,casualty
143,-143,15.5,157,-157,14.5,164,-164,7,234,-234,21,213,-213,12.5,169,-169,13.5,127,-127,19,249,-249,19.5,157,-157,23,casualty
57,-57,9.5,83,-83,0,79,-79,3,193,-193,9,292,-292,17.5,28,-28,0,94,-94,30.5,105,-105,11.5,111,-111,0,casualty
84,-84,2,68,-68,0,101,-101,9.5,144,-144,8,342,-342,19.5,105,-105,8.5,104,-104,27.5,68,-68,9.5,90,-90,16,casualty
126,-126,5,76,-76,5.5,59,-59,4,227,-227,20,386,-386,13.5,77,-77,3,115,-115,25.5,142,-142,8.5,165,-165,3,casualty
48,-48,10.5,36,-36,0,135,-135,10,226,-226,11.5,280,-280,5,162,-162,17,98,-98,14.5,137,-137,17,147,-147,23.5,casualty
82,-82,7.5,131,-131,14,10,-10,0,230,-230,44,252,-252,18.5,28,-28,0,104,-104,15,172,-172,19,141,-141,16.5,casualty
51,-51,0,61,-61,8.5,122,-122,0,106,-106,20.5,121,-121,6.5,96,-96,13.5,89,-89,38,148,-148,10,57,-57,0,casualty
29,-29,2,14,-14,0,97,-97,5,158,-158,17.5,151,-151,17,20,-20,0,29,-29,3.5,160,-160,19.5,106,-106,3,casualty
64,-64,2.5,171,-171,0,65,-65,3,144,-144,21.5,133,-133,4,56,-56,5,67,-67,8,109,-109,3,73,-73,0,casualty
51,-51,2.5,123,-123,9,44,-44,0,172,-172,19.5,202,-202,11.5,37,-37,0,95,-95,24.5,126,-126,12,102,-102,2,casualty
88,-88,5,66,-66,0,107,-107,9,132,-132,13.5,169,-169,11.5,107,-107,12.5,123,-123,33,104,-104,8,98,-98,8,casualty
139,-139,8.5,137,-137,6,144,-144,0,247,-247,30,226,-226,19,146,-146,23,134,-134,21,116,-116,18,68,-68,15,casualty
113,-113,14,134,-134,11,130,-130,0,172,-172,11,140,-140,2.5,180,-180,20.5,110,-110,28,197,-197,15,87,-87,27.5,casualty
95,-95,7,140,-140,16.5,197,-197,14.5,167,-167,20,217,-217,8,204,-204,24,130,-130,39,161,-161,19.5,101,-101,32.5,casualty
137,-137,5,181,-181,16.5,195,-195,19,172,-172,18,206,-206,10.5,201,-201,14,99,-99,26,193,-193,19.5,48,-48,11,casualty
111,-111,12.5,156,-156,15,211,-211,15,161,-161,10.5,130,-130,2,286,-286,21,157,-157,19.5,244,-244,16,61,-61,8,casualty
110,-110,0,129,-129,12,37,-37,0,161,-161,14,125,-125,11.5,74,-74,0,98,-98,12,232,-232,13,103,-103,7,casualty
75,-75,3,51,-51,0,145,-145,11.5,152,-152,13.5,199,-199,8.5,174,-174,16.5,65,-65,17,194,-194,18,86,-86,2.5,casualty
73,-73,5,45,-45,0,101,-101,0,233,-233,25.5,140,-140,16,158,-158,15.5,87,-87,11,229,-229,13.5,96,-96,0,casualty
78,-78,2,154,-154,9.5,55,-55,0,187,-187,12,199,-199,14.5,10,-10,0,142,-142,17.5,167,-167,17,111,-111,10,casualty
87,-87,0,106,-106,0,96,-96,6.5,237,-237,33.5,285,-285,15.5,70,-70,9,190,-190,57,147,-147,14,131,-131,4,casualty
130,-130,3,120,-120,0,160,-160,6.5,284,-284,40.5,481,-481,30,166,-166,0,126,-126,26.5,286,-286,37.5,291,-291,82,casualty
214,-214,44.5,2,-2,0,228,-228,25,271,-271,49,303,-303,15,117,-117,3,95,-95,21.5,355,-355,35,154,-154,0,casualty
57,-57,3.5,96,-96,10.5,172,-172,20,190,-190,61.5,208,-208,13.5,168,-168,9,87,-87,7,324,-324,37,181,-181,8,casualty
157,-157,7.5,14,-14,0,187,-187,20.5,265,-265,58,406,-406,16,274,-274,29,109,-109,23.5,266,-266,24.5,167,-167,0,casualty
178,-178,11.5,153,-153,0,126,-126,14,368,-368,36.5,187,-187,6,133,-133,18.5,14,-14,0,382,-382,32.5,199,-199,0,casualty
82,-82,0,27,-27,0,73,-73,4.5,143,-143,9.5,207,-207,8.5,88,-88,7,52,-52,15.5,98,-98,8,96,-96,16,casualty
42,-42,4.5,154,-154,14,90,-90,9,111,-111,19.5,81,-81,7,50,-50,0,34,-34,5,233,-233,10,141,-141,8,casualty
65,-65,12,200,-200,0,74,-74,3.5,102,-102,13.5,151,-151,6,105,-105,9.5,100,-100,22.5,144,-144,12,53,-53,1,casualty
83,-83,0,7,-7,0,87,-87,3.5,157,-157,11,127,-127,5.5,83,-83,2.5,63,-63,14,232,-232,12,96,-96,4,casualty
107,-107,3,71,-71,5.5,48,-48,2.5,91,-91,12.5,203,-203,11,93,-93,10.5,99,-99,26.5,90,-90,12,82,-82,13,casualty
143,-143,0,206,-206,5,169,-169,6.5,362,-362,20.5,606,-606,31,95,-95,5,253,-253,60.5,234,-234,10,308,-308,29,casualty
361,-361,44,167,-167,15.5,264,-264,29,300,-300,31.5,623,-623,58.5,87,-87,0,79,-79,0,47,-47,8,292,-292,48,casualty
323,-323,31.5,154,-154,17,70,-70,0,218,-218,19.5,503,-503,40,14,-14,0,180,-180,50,78,-78,8,235,-235,27.5,casualty
170,-170,56.5,168,-168,6,167,-167,7,91,-91,14.5,554,-554,27,10,-10,0,258,-258,61,146,-146,17,248,-248,11,casualty
281,-281,27,105,-105,8.5,89,-89,7.5,116,-116,17.5,399,-399,30.5,186,-186,29.5,146,-146,6.5,234,-234,17.5,208,-208,30.5,casualty
165,-165,12,200,-200,28.5,239,-239,24,246,-246,23,299,-299,21,252,-252,26.5,84,-84,45,213,-213,23,118,-118,21.5,casualty
249,-249,7,200,-200,6.5,212,-212,18.5,175,-175,23,233,-233,16.5,198,-198,24,87,-87,13,222,-222,23.5,87,-87,15.5,casualty
187,-187,13,231,-231,8.5,258,-258,16.5,336,-336,18.5,185,-185,5.5,312,-312,62.5,199,-199,41,329,-329,26,74,-74,17,casualty
197,-197,20.5,210,-210,8.5,189,-189,18,338,-338,49.5,274,-274,9,181,-181,15,121,-121,19.5,304,-304,26.5,162,-162,20.5,casualty
114,-114,8.5,158,-158,22,332,-332,22,119,-119,6,373,-373,13.5,247,-247,30,155,-155,20,295,-295,22.5,36,-36,4,casualty
150,-150,13,203,-203,6,157,-157,17.5,284,-284,25.5,170,-170,5.5,260,-260,18.5,71,-71,8.5,269,-269,25,97,-97,11.5,casualty
121,-121,3,281,-281,24,222,-222,22.5,112,-112,32.5,264,-264,20,196,-196,15.5,111,-111,28,191,-191,25,106,-106,16,casualty
258,-258,17,165,-165,8.5,171,-171,15,261,-261,22,228,-228,18.5,185,-185,18.5,125,-125,20.5,181,-181,22.5,142,-142,21,casualty
251,-251,17.5,168,-168,14,209,-209,20,267,-267,33,232,-232,11.5,300,-300,28,160,-160,46,299,-299,24,113,-113,32,casualty
183,-183,18.5,191,-191,11,153,-153,19,235,-235,13.5,119,-119,1,330,-330,36.5,112,-112,22.5,305,-305,22,84,-84,15,casualty
146,-146,14,100,-100,59.5,31,-31,0,202,-202,7.5,101,-101,0,156,-156,18,257,-257,28,272,-272,22,120,-120,17,electricity
126,-126,10,89,-89,23.5,7,-7,0,175,-175,5.5,81,-81,1,197,-197,10.5,179,-179,2,266,-266,15,138,-138,25.5,electricity
110,-110,6,90,-90,0,56,-56,0,204,-204,5.5,103,-103,5,112,-112,5.5,74,-74,1,204,-204,18,167,-167,40,electricity
115,-115,4,69,-69,11,6,-6,0,65,-65,5.5,175,-175,7,198,-198,16.5,169,-169,8,218,-218,18,145,-145,16,electricity
122,-122,15,97,-97,16,7,-7,0,201,-201,4.5,182,-182,10,229,-229,33,245,-245,4.5,292,-292,15,109,-109,27,electricity
61,-61,0,7,-7,0,63,-63,0,38,-38,4,96,-96,7,116,-116,15.5,93,-93,17,88,-88,6.5,22,-22,6,electricity
103,-103,11,30,-30,4,28,-28,0,42,-42,6.5,86,-86,8.5,75,-75,13.5,86,-86,2,174,-174,17.5,71,-71,40.5,electricity
123,-123,12,24,-24,3,26,-26,0,1,-1,0,51,-51,5.5,122,-122,12,69,-69,3,167,-167,6,58,-58,8.5,electricity
83,-83,11,19,-19,1,0,0,0,48,-48,7,144,-144,5.5,5,-5,0,74,-74,4.5,141,-141,10,62,-62,11,electricity
125,-125,6.5,25,-25,4,6,-6,0,30,-30,1,113,-113,3,80,-80,6,50,-50,7,184,-184,8.5,62,-62,12,electricity
1,-1,0,135,-135,19,95,-95,13.5,163,-163,10.5,95,-95,1,103,-103,10,163,-163,10.5,223,-223,18,81,-81,9.5,electricity
46,-46,3,135,-135,17,82,-82,7,133,-133,3.5,138,-138,8.5,90,-90,7.5,247,-247,6.5,155,-155,8.5,56,-56,15.5,electricity
133,-133,8,94,-94,12.5,36,-36,3,76,-76,8.5,162,-162,13.5,4,-4,0,197,-197,15,119,-119,11,57,-57,13,electricity
28,-28,2,162,-162,21,76,-76,6.5,242,-242,4.5,83,-83,3.5,3,-3,0,203,-203,9,271,-271,20,111,-111,18.5,electricity
11,-11,1,133,-133,14,74,-74,4,144,-144,6.5,72,-72,1,180,-180,10.5,205,-205,7.5,243,-243,13.5,105,-105,8,electricity
120,-120,14,80,-80,8,0,0,0,139,-139,5.5,116,-116,3,128,-128,8.5,141,-141,6,239,-239,24,111,-111,34,electricity
85,-85,4,99,-99,7,12,-12,0,107,-107,2.5,160,-160,4,25,-25,1,210,-210,8.5,184,-184,12.5,88,-88,13,electricity
164,-164,3.5,148,-148,0,0,0,0,128,-128,2.5,168,-168,2.5,72,-72,3.5,91,-91,12.5,133,-133,9.5,92,-92,6,electricity
6,-6,0,167,-167,8.5,6,-6,0,52,-52,6,91,-91,2,216,-216,13,125,-125,7.5,263,-263,8.5,34,-34,5.5,electricity
86,-86,4,122,-122,15.5,25,-25,4.5,139,-139,3.5,200,-200,7.5,19,-19,0,201,-201,8.5,203,-203,12.5,127,-127,13,electricity
164,-164,23,120,-120,35,14,-14,0,152,-152,10.5,215,-215,10.5,243,-243,0,171,-171,28.5,284,-284,8,121,-121,20,electricity
77,-77,7,26,-26,0,0,0,0,92,-92,4.5,96,-96,3,6,-6,1,73,-73,6.5,149,-149,8,75,-75,11.5,electricity
91,-91,7,3,-3,0,0,0,0,123,-123,3.5,37,-37,0.5,25,-25,3.5,44,-44,14,137,-137,5,77,-77,13.5,electricity
66,-66,0,36,-36,6,2,-2,0,109,-109,3.5,69,-69,0.5,41,-41,11.5,48,-48,7,124,-124,8,31,-31,5,electricity
73,-73,2.5,0,0,0,0,0,0,90,-90,3.5,75,-75,3.5,4,-4,0,44,-44,9,129,-129,11,75,-75,13.5,electricity
66,-66,8.5,33,-33,0,73,-73,0,49,-49,7,98,-98,5,5,-5,0,58,-58,3,110,-110,5.5,44,-44,8,electricity
71,-71,8.5,20,-20,0,3,-3,0,25,-25,1,61,-61,3,89,-89,11.5,40,-40,2,113,-113,7,55,-55,5,electricity
3,-3,0,3,-3,0,11,-11,1.5,104,-104,10.5,91,-91,6.5,62,-62,3.5,101,-101,3,116,-116,8,92,-92,9.5,electricity
77,-77,7,22,-22,0,75,-75,0,71,-71,1.5,113,-113,5,80,-80,7.5,90,-90,6,113,-113,3.5,42,-42,7,electricity
70,-70,0,29,-29,7,27,-27,0,57,-57,6.5,70,-70,0,78,-78,8.5,44,-44,1.5,146,-146,5.5,47,-47,14,electricity
94,-94,11,139,-139,29,64,-64,0,44,-44,5.5,235,-235,9.5,62,-62,0,243,-243,18.5,323,-323,20,105,-105,21,electricity
187,-187,13,61,-61,2,0,0,0,206,-206,8.5,144,-144,8.5,77,-77,0,110,-110,10,316,-316,11,119,-119,24.5,electricity
210,-210,29,125,-125,27.5,24,-24,0,198,-198,10.5,233,-233,6.5,0,0,0,171,-171,42,313,-313,7.5,142,-142,27,electricity
66,-66,3,214,-214,24,71,-71,12.5,82,-82,0,202,-202,14,163,-163,16.5,330,-330,14.5,250,-250,11.5,138,-138,26.5,electricity
17,-17,0,173,-173,20,114,-114,12.5,105,-105,0,278,-278,8,78,-78,5,178,-178,25.5,336,-336,15,160,-160,29,electricity
61,-61,7,69,-69,22,41,-41,0.5,53,-53,5.5,125,-125,5.5,36,-36,6,124,-124,12.5,160,-160,14.5,46,-46,8.5,electricity
138,-138,10.5,37,-37,2.5,0,0,0,99,-99,4.5,143,-143,9,0,0,0,167,-167,11,101,-101,15.5,17,-17,1.5,electricity
44,-44,1,105,-105,14,27,-27,0,70,-70,2.5,167,-167,1,12,-12,1.5,86,-86,12.5,175,-175,13.5,78,-78,13,electricity
34,-34,3,108,-108,10,3,-3,0,74,-74,5.5,143,-143,3.5,189,-189,0,73,-73,3,145,-145,8.5,52,-52,10.5,electricity
128,-128,6.5,64,-64,1.5,3,-3,0,205,-205,7.5,141,-141,9,83,-83,15,161,-161,14,167,-167,11.5,65,-65,12.5,electricity
56,-56,0,52,-52,0,17,-17,0,65,-65,3.5,48,-48,0,99,-99,8,35,-35,2.5,87,-87,3,62,-62,9.5,electricity
105,-105,10,4,-4,0,117,-117,0,28,-28,1,69,-69,0,101,-101,11.5,35,-35,0,118,-118,10,51,-51,6.5,electricity
102,-102,9.5,16,-16,0,19,-19,0,29,-29,1,48,-48,0,96,-96,10,53,-53,6,110,-110,9,34,-34,0,electricity
60,-60,7,22,-22,0,118,-118,0,42,-42,1,80,-80,0,78,-78,11.5,54,-54,1.5,84,-84,6.5,56,-56,5.5,electricity
33,-33,0,52,-52,3,120,-120,0,83,-83,4.5,40,-40,0,91,-91,4,16,-16,0,68,-68,13,89,-89,6,electricity
46,-46,0,32,-32,0,87,-87,0,32,-32,2.5,26,-26,0,78,-78,1,47,-47,2,86,-86,5,45,-45,3,electricity
54,-54,6,47,-47,0,3,-3,0,54,-54,0.5,51,-51,0,87,-87,6.5,47,-47,6.5,125,-125,11,40,-40,3,electricity
29,-29,0,74,-74,0,6,-6,0,11,-11,0,84,-84,0,94,-94,11.5,69,-69,10,143,-143,7,39,-39,2,electricity
89,-89,0,1,-1,0,23,-23,0.5,60,-60,0.5,117,-117,0,63,-63,8.5,116,-116,10.5,95,-95,11.5,17,-17,1,electricity
76,-76,0,43,-43,0,14,-14,1,7,-7,0,81,-81,0,85,-85,6,117,-117,10.5,118,-118,4,58,-58,17.5,electricity
4,-4,0,71,-71,10,22,-22,4,122,-122,10,61,-61,3,123,-123,12.5,85,-85,11.5,140,-140,10.5,44,-44,6,electricity
58,-58,6,73,-73,10,239,-239,0,116,-116,2,95,-95,4,125,-125,12.5,79,-79,8.5,197,-197,8,23,-23,4,electricity
88,-88,9.5,16,-16,0,72,-72,14.5,67,-67,4,176,-176,10,25,-25,4,184,-184,7,113,-113,11.5,32,-32,0,electricity
139,-139,1,37,-37,0,38,-38,0,66,-66,3.5,68,-68,0,131,-131,5.5,131,-131,13.5,165,-165,12.5,47,-47,8,electricity
36,-36,1,88,-88,4,239,-239,0,54,-54,1.5,108,-108,5,89,-89,10,132,-132,9.5,117,-117,1,35,-35,8,electricity
159,-159,34,17,-17,0,0,0,0,55,-55,4,157,-157,9.5,206,-206,0,197,-197,12,178,-178,11,85,-85,31.5,electricity
157,-157,10,33,-33,6.5,0,0,0,76,-76,6.5,186,-186,9.5,347,-347,0,192,-192,9.5,191,-191,9.5,91,-91,17,electricity
161,-161,12.5,7,-7,0,0,0,0,157,-157,5.5,156,-156,3.5,3,-3,0,152,-152,8,241,-241,9.5,132,-132,19,electricity
135,-135,18.5,69,-69,10.5,0,0,0,165,-165,5.5,120,-120,2.5,3,-3,0,173,-173,8.5,206,-206,15.5,127,-127,21.5,electricity
137,-137,16,86,-86,13,0,0,0,150,-150,9.5,148,-148,4.5,37,-37,0,302,-302,12.5,151,-151,15.5,134,-134,18,electricity
39,-39,2,27,-27,0,33,-33,0,26,-26,1,76,-76,2,23,-23,2.5,76,-76,1.5,49,-49,2.5,38,-38,0,electricity
6,-6,0,9,-9,0,8,-8,0,5,-5,0,18,-18,0,25,-25,0,23,-23,0,12,-12,0,8,-8,0,electricity
10,-10,0,7,-7,0,5,-5,0,5,-5,0,6,-6,0,9,-9,0,12,-12,0,10,-10,0,12,-12,0,electricity
20,-20,0,16,-16,2,34,-34,5.5,36,-36,0,68,-68,2,8,-8,0.5,52,-52,3.5,44,-44,4.5,20,-20,1,electricity
87,-87,8,70,-70,8.5,9,-9,0,35,-35,0,75,-75,2,17,-17,1,70,-70,6,61,-61,4.5,46,-46,2,electricity
90,-90,9,61,-61,9,179,-179,0,101,-101,3.5,89,-89,4,166,-166,12,97,-97,4,171,-171,23.5,9,-9,0,electricity
83,-83,8,41,-41,8,142,-142,0,57,-57,3.5,110,-110,6,87,-87,7.5,169,-169,5.5,75,-75,7,222,-222,0,electricity
96,-96,8,30,-30,2,56,-56,1.5,93,-93,1.5,50,-50,6,95,-95,5,113,-113,6,161,-161,9,26,-26,1,electricity
115,-115,1,2,-2,0,30,-30,4.5,67,-67,2.5,124,-124,2,73,-73,3,123,-123,7.5,122,-122,4,49,-49,10,electricity
88,-88,6,18,-18,0,27,-27,2.5,46,-46,1,95,-95,1,103,-103,3,87,-87,5.5,136,-136,7.5,42,-42,8,electricity
115,-115,17,166,-166,25.5,38,-38,0,282,-282,16.5,124,-124,3.5,37,-37,1,131,-131,6.5,298,-298,21,183,-183,36.5,electricity
143,-143,16,177,-177,25,14,-14,2.5,293,-293,7.5,114,-114,1,128,-128,5.5,18,-18,1.5,240,-240,5.5,261,-261,22,electricity
196,-196,21,101,-101,11.5,0,0,0,266,-266,5.5,258,-258,4.5,229,-229,0,168,-168,6.5,358,-358,10,187,-187,50,electricity
303,-303,19,115,-115,2,45,-45,3,17,-17,0,250,-250,5,77,-77,0,361,-361,17.5,271,-271,18.5,126,-126,20.5,electricity
147,-147,16,236,-236,26,57,-57,0,376,-376,8.5,152,-152,1,101,-101,6.5,17,-17,0,183,-183,2,279,-279,53.5,electricity
138,-138,7,78,-78,11.5,1,-1,0,52,-52,5.5,202,-202,9,65,-65,5.5,298,-298,9.5,198,-198,17,83,-83,12,electricity
72,-72,8,123,-123,18,73,-73,2.5,135,-135,6,78,-78,1,163,-163,9.5,159,-159,11.5,266,-266,18,105,-105,16,electricity
100,-100,12,94,-94,15,19,-19,0,110,-110,9.5,138,-138,6.5,2,-2,0,197,-197,13,190,-190,13.5,90,-90,14,electricity
93,-93,3,109,-109,15,47,-47,8,41,-41,4.5,124,-124,5,185,-185,15.5,86,-86,0,241,-241,11,107,-107,15.5,electricity
27,-27,1,176,-176,21,78,-78,32.5,116,-116,4.5,194,-194,9.5,49,-49,3.5,181,-181,9,221,-221,15.5,109,-109,33,electricity
104,-104,11,107,-107,18.5,65,-65,46,88,-88,8.5,91,-91,3,131,-131,9.5,238,-238,14.5,224,-224,19.5,113,-113,22.5,electricity
59,-59,2,168,-168,22.5,91,-91,11,54,-54,2,160,-160,8.5,76,-76,2.5,287,-287,19.5,269,-269,21,7,-7,2,electricity
83,-83,2,144,-144,20.5,60,-60,2.5,26,-26,4,247,-247,19.5,15,-15,2.5,261,-261,9.5,221,-221,19.5,109,-109,19,electricity
7,-7,0,189,-189,25,95,-95,14,65,-65,2,176,-176,7,67,-67,4,231,-231,14.5,311,-311,26,77,-77,31,electricity
0,0,0,171,-171,6.5,30,-30,0,35,-35,0,233,-233,16,86,-86,4.5,263,-263,11.5,231,-231,20,128,-128,19.5,electricity
111,-111,13,99,-99,12.5,39,-39,0,208,-208,12,162,-162,4,290,-290,30,95,-95,6,231,-231,20,67,-67,4,electricity
81,-81,14,128,-128,0,47,-47,0,236,-236,12.5,155,-155,3,262,-262,24.5,286,-286,15.5,310,-310,22,16,-16,0,electricity
