%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.211039,0.443686,0.429459,4,0.0957792,0.285582,0.455745,2,0.21645,0.503678,0.585367,2,0.0941558,0.67184,0.189191,1,fire-brigade
0.176263,0.485226,0.505274,0,0.0959596,0.460386,0.686462,2,0.189394,0.514321,0.49143,3,0.108586,0.551764,0.33189,2,fire-brigade
0.214616,0.282915,0.254699,3,0.0888067,0.287821,0.691392,2,0.185014,0.495294,0.60683,4,0.086494,0.566483,0.27874,1,fire-brigade
0.236842,0.400323,0.294794,2,0.139354,0.384383,0.486073,2,0.189593,0.63249,0.666153,0,0.0885167,0.455903,0.266693,1,fire-brigade
0.175309,0.502743,0.604597,2,0.0646091,0.203509,0.762048,1,0.168724,0.496553,0.668995,2,0.134156,0.542701,0.294484,3,fire-brigade
0.147099,0.432091,0.281772,4,0.0464238,0.222693,0.663165,2,0.14278,0.495084,0.263705,6,0.071525,0.633596,0.162909,2,fire-brigade
0.132759,0.456341,0.467609,1,0.0715517,0.335835,0.656349,3,0.116379,0.471588,0.407225,2,0.0646552,0.845517,0.123556,3,fire-brigade
0.205706,0.352621,0.470155,2,0.0635067,0.269885,0.772358,1,0.202025,0.53351,0.36525,2,0.111827,0.424752,0.33095,2,fire-brigade
0.185928,0.415894,0.497654,3,0.0440252,0.146724,0.761384,1,0.191824,0.564108,0.525961,4,0.121069,0.508043,0.37334,1,fire-brigade
0.0815907,0.405752,0.20464,10,0.0434093,0.237905,0.774011,4,0.0713219,0.417011,0.547318,7,0.0525579,0.475206,0.207586,5,fire-brigade
0.099157,0.443154,0.2763,8,0.0323163,0.33855,0.705012,4,0.115315,0.372701,0.32164,9,0.0624247,0.512601,0.14237,5,fire-brigade
0.111098,0.50899,0.313479,12,0.0630213,0.621191,0.852943,5,0.127085,0.270447,0.334154,11,0.0568814,0.286359,0.164529,3,fire-brigade
0.10033,0.406475,0.386819,9,0.0771173,0.658479,0.629604,7,0.123737,0.313626,0.46415,11,0.0269037,0.298451,0.180288,2,fire-brigade
0.0699029,0.544362,0.437709,6,0.0459547,0.459165,0.731834,4,0.112714,0.560435,0.428211,13,0.0349515,0.257508,0.143373,2,fire-brigade
0.191742,0.513886,0.475415,1,0.106787,0.419853,0.517415,2,0.177978,0.484021,0.459423,1,0.118652,0.192073,0.174423,3,fire-brigade
0.232725,0.442554,0.298304,4,0.108866,0.641883,0.715524,2,0.147979,0.59143,0.440145,3,0.0508475,0.174133,0.259669,2,fire-brigade
0.237609,0.314201,0.313008,4,0.169825,0.349917,0.387325,2,0.121356,0.613442,0.491242,0,0.074344,0.34411,0.311255,2,fire-brigade
0.279833,0.426528,0.551589,2,0.125809,0.44659,0.480273,1,0.190102,0.380125,0.339257,2,0.0841813,0.186269,0.164191,2,fire-brigade
0.188516,0.250484,0.176544,1,0.200969,0.207293,0.174672,3,0.119682,0.538794,0.623744,1,0.066413,0.334373,0.316296,2,fire-brigade
0.294466,0.471338,0.369243,0,0.231225,0.682435,0.627697,0,0.375494,0.42096,0.443357,0,0.102767,0.269831,0.179454,0,fire-brigade
0.331597,0.516625,0.585438,0,0.230903,0.519769,0.572173,0,0.345486,0.305345,0.262037,1,0.03125,0.127778,0.0944444,0,fire-brigade
0.216964,0.544841,0.405556,0,0.158929,0.611676,0.700328,0,0.247321,0.417589,0.367077,2,0.0455357,0.14934,0.125263,0,fire-brigade
0.295652,0.545678,0.3875,0,0.201449,0.45775,0.528796,0,0.286957,0.391181,0.226985,1,0.0231884,0.115942,0.0755556,0,fire-brigade
0.221893,0.469475,0.290598,0,0.252959,0.342631,0.527269,0,0.341716,0.37924,0.370624,1,0.0310651,0.115385,0.0961538,0,fire-brigade
0.116463,0.30767,0.395983,9,0.0465492,0.430485,0.484432,4,0.128595,0.403754,0.586533,11,0.0544572,0.175191,0.133967,5,fire-brigade
0.104271,0.290427,0.294279,6,0.0445754,0.60812,0.796689,3,0.152381,0.424435,0.464365,11,0.0571429,0.400093,0.182342,6,fire-brigade
0.138451,0.302749,0.355155,6,0.0533967,0.509494,0.702406,3,0.145788,0.287286,0.3023,7,0.0504076,0.321244,0.207363,3,fire-brigade
0.118067,0.34538,0.549734,6,0.0440754,0.312844,0.730889,3,0.140211,0.421043,0.604429,7,0.0577025,0.427706,0.223844,6,fire-brigade
0.15197,0.42389,0.459616,5,0.0694184,0.364026,0.716491,3,0.162959,0.410969,0.414332,8,0.0749129,0.419574,0.18857,3,fire-brigade
0.191176,0.330922,0.199912,6,0.0752483,0.237745,0.384985,3,0.128533,0.278501,0.528748,7,0.0700917,0.573233,0.235512,2,fire-brigade
0.157566,0.572602,0.32357,7,0.0513158,0.327616,0.697993,2,0.0837171,0.353711,0.455031,3,0.0560855,0.570085,0.229843,3,fire-brigade
0.135166,0.415908,0.417585,6,0.0410392,0.135435,0.519523,2,0.14119,0.316597,0.460345,5,0.0786898,0.586697,0.217745,4,fire-brigade
0.131253,0.481983,0.307403,3,0.0551881,0.232138,0.658454,2,0.179206,0.399569,0.539172,6,0.0901199,0.557786,0.454729,4,fire-brigade
0.148459,0.525899,0.392251,4,0.072479,0.245379,0.3834,5,0.109594,0.321712,0.54579,3,0.0378151,0.413638,0.224998,3,fire-brigade
0.133663,0.397977,0.325954,9,0.0537647,0.263314,0.738174,3,0.155653,0.164169,0.370075,9,0.0763297,0.360903,0.261962,3,fire-brigade
0.156481,0.369241,0.339719,9,0.0489583,0.280883,0.685591,4,0.0998843,0.360321,0.470801,4,0.0657407,0.626072,0.280351,3,fire-brigade
0.110884,0.528974,0.552372,6,0.0401124,0.348259,0.784114,3,0.108968,0.453356,0.494885,7,0.0694941,0.474709,0.178451,3,fire-brigade
0.139286,0.457334,0.388473,9,0.0455628,0.45885,0.722319,4,0.138853,0.353355,0.557114,8,0.0608225,0.387382,0.209037,3,fire-brigade
0.135668,0.335939,0.442032,9,0.0483183,0.55952,0.846184,3,0.143323,0.382883,0.468911,5,0.061747,0.508837,0.314453,5,fire-brigade
0.137197,0.333804,0.401999,1,0.0862069,0.489455,0.759215,3,0.143067,0.672176,0.575035,1,0.0902421,0.464216,0.31335,2,fire-brigade
0.220773,0.468446,0.357494,2,0.0830918,0.460573,0.668828,2,0.178744,0.481,0.520818,3,0.0859903,0.622513,0.191099,2,fire-brigade
0.243261,0.39562,0.443915,2,0.0956354,0.246192,0.55744,2,0.231707,0.310709,0.398486,2,0.118742,0.354071,0.131666,0,fire-brigade
0.20979,0.37868,0.476442,3,0.0681818,0.36526,0.812454,1,0.18648,0.502306,0.360519,0,0.111305,0.376024,0.277001,1,fire-brigade
0.214221,0.406677,0.450398,2,0.0869565,0.588152,0.76121,2,0.163949,0.448573,0.522625,1,0.0860507,0.496742,0.12695,0,fire-brigade
0.10695,0.553363,0.497825,2,0.143588,0.439765,0.385814,4,0.162446,0.532736,0.468499,3,0.132812,0.413228,0.329814,4,fire-brigade
0.216562,0.518675,0.393023,3,0.15125,0.405822,0.381481,4,0.154688,0.328368,0.301469,5,0.0340625,0.177715,0.127273,1,fire-brigade
0.192743,0.372884,0.315713,6,0.13643,0.319156,0.192237,5,0.170392,0.353772,0.353135,5,0.0133527,0.0679487,0.0518868,0,fire-brigade
0.211751,0.422376,0.446715,5,0.122486,0.238634,0.154582,3,0.110056,0.185289,0.189171,4,0,0,0,0,fire-brigade
0.152807,0.358361,0.268663,5,0.15821,0.531502,0.427456,7,0.133899,0.383564,0.342818,6,0.0198727,0.142926,0.106164,1,fire-brigade
0.140584,0.564387,0.427148,6,0.0996169,0.342092,0.371732,6,0.0860595,0.175621,0.414249,6,0.0583554,0.668853,0.592159,2,fire-brigade
0.16036,0.333477,0.252745,6,0.0805405,0.295359,0.352112,2,0.102342,0.105873,0.449485,4,0.0655856,0.65619,0.508193,2,fire-brigade
0.144505,0.553508,0.479448,4,0.0590991,0.620764,0.658545,2,0.148108,0.260737,0.294174,4,0.0691892,0.473915,0.290061,2,fire-brigade
0.211241,0.338721,0.249985,5,0.0948478,0.233447,0.203453,2,0.142389,0.300742,0.455612,6,0.0662763,0.515361,0.34672,2,fire-brigade
0.202932,0.367235,0.371734,3,0.137396,0.365275,0.519906,3,0.171888,0.177324,0.268267,4,0.0830698,0.58977,0.542019,1,fire-brigade
0.114487,0.531636,0.499275,4,0.0955734,0.265525,0.429642,4,0.0843058,0.490151,0.480196,3,0.0354125,0.0214286,0.0234742,2,fire-brigade
0.103175,0.429558,0.387935,4,0.0840175,0.664308,0.799338,1,0.130268,0.579711,0.261735,5,0.0487137,0.560228,0.12404,2,fire-brigade
0.147039,0.541257,0.496161,6,0.114474,0.319374,0.611766,7,0.0924342,0.2841,0.573465,4,0.0291118,0.313125,0.274781,3,fire-brigade
0.141769,0.444144,0.48497,4,0.0793612,0.544697,0.791558,2,0.116216,0.372241,0.252424,4,0.0540541,0.694274,0.181933,2,fire-brigade
0.125471,0.387538,0.231064,4,0.0256591,0.198986,0.817407,2,0.0663842,0.617284,0.515066,4,0.0706215,0.574427,0.339494,4,fire-brigade
0.193028,0.47699,0.417448,5,0.0849673,0.309743,0.768528,2,0.174292,0.553935,0.247901,2,0.0897603,0.283297,0.186256,0,fire-brigade
0.213152,0.407137,0.459962,3,0.0707483,0.253609,0.766651,3,0.236281,0.52932,0.432785,2,0.105669,0.435162,0.266784,0,fire-brigade
0.218648,0.279594,0.302697,4,0.0736597,0.255524,0.813595,2,0.216783,0.41008,0.457677,3,0.0988345,0.433874,0.248368,1,fire-brigade
0.250579,0.61378,0.573444,2,0.106481,0.187725,0.497189,0,0.245949,0.473479,0.348776,2,0.103588,0.284494,0.151063,1,fire-brigade
0.255319,0.503945,0.571044,3,0.0732861,0.304577,0.817481,1,0.272459,0.387852,0.374671,2,0.12766,0.289892,0.210047,0,fire-brigade
0.16654,0.456615,0.538532,5,0.0912789,0.469909,0.744433,3,0.163488,0.665313,0.474437,5,0.064836,0.241278,0.211726,3,fire-brigade
0.190067,0.281234,0.333707,4,0.0860155,0.359695,0.667675,2,0.1601,0.541357,0.444656,4,0.0618757,0.334926,0.242647,3,fire-brigade
0.185429,0.599098,0.510473,7,0.0743177,0.348445,0.67542,2,0.169834,0.580194,0.334353,5,0.0545809,0.358918,0.213715,2,fire-brigade
0.175638,0.473472,0.386552,5,0.082131,0.259006,0.704815,2,0.15899,0.427375,0.32129,5,0.0640954,0.388088,0.233465,2,fire-brigade
0.167196,0.567923,0.45654,5,0.0859259,0.27155,0.759074,2,0.121481,0.507699,0.384269,7,0.0383069,0.240897,0.127267,1,fire-brigade
0.179326,0.323358,0.32644,4,0.0857646,0.454082,0.628385,2,0.13506,0.308556,0.569754,4,0.0427565,0.325763,0.219382,2,fire-brigade
0.186262,0.13844,0.259839,4,0.104651,0.844584,0.722325,3,0.127476,0.396279,0.515315,3,0.0462963,0.310782,0.189394,2,fire-brigade
0.189877,0.420118,0.333992,3,0.116377,0.712367,0.732363,4,0.115087,0.396218,0.585031,3,0.040619,0.202056,0.190392,2,fire-brigade
0.159184,0.185517,0.285688,2,0.112245,0.587023,0.746485,2,0.195238,0.415525,0.302493,4,0.0605442,0.305388,0.225136,2,fire-brigade
0.179382,0.429587,0.454783,4,0.138398,0.331153,0.486805,2,0.171501,0.29752,0.47751,5,0.0406683,0.344262,0.105769,1,fire-brigade
0.217683,0.482392,0.443933,1,0.110366,0.721738,0.751217,1,0.235976,0.377163,0.409479,2,0.0652439,0.293864,0.182927,0,fire-brigade
0.215344,0.484857,0.410774,1,0.130688,0.683085,0.717335,0,0.213228,0.430553,0.528704,4,0.0402116,0.17342,0.138889,0,fire-brigade
0.175242,0.513155,0.398317,2,0.0932302,0.768818,0.751601,2,0.187621,0.316936,0.638519,5,0.0421663,0.257223,0.172727,0,fire-brigade
0.183468,0.269419,0.219056,3,0.094422,0.748501,0.624629,4,0.166667,0.337737,0.370936,3,0.0299059,0.168981,0.131069,1,fire-brigade
0.167026,0.401031,0.362529,3,0.0875193,0.69057,0.70797,2,0.164869,0.380703,0.365124,6,0.0308166,0.179035,0.133505,1,fire-brigade
0.254545,0.585606,0.471746,0,0.223377,0.385955,0.384016,0,0.27013,0.201479,0.562925,0,0.201299,0.444994,0.496392,0,fire-brigade
0.321429,0.145022,0.0982143,0,0.24026,0.44839,0.425781,0,0.25974,0.417558,0.778478,0,0.152597,0.312611,0.278937,0,fire-brigade
0.240591,0.384954,0.321326,0,0.211022,0.511065,0.523878,0,0.262097,0.614161,0.627297,0,0.200269,0.4236,0.216126,0,fire-brigade
0.207176,0.381649,0.224984,0,0.208333,0.316127,0.498714,0,0.216435,0.250595,0.827381,0,0.201389,0.341687,0.304813,0,fire-brigade
0.154158,0.771857,0.505011,0,0.175456,0.422733,0.332898,0,0.22211,0.491699,0.525191,0,0.156187,0.337182,0.237516,0,fire-brigade
0.157319,0.386478,0.349869,4,0.0460556,0.210545,0.861359,1,0.144551,0.542867,0.399157,4,0.0930233,0.339514,0.184366,3,fire-brigade
0.182202,0.625047,0.561775,2,0.06546,0.297032,0.587761,2,0.211463,0.388817,0.474178,5,0.106184,0.264027,0.218818,2,fire-brigade
0.148719,0.498163,0.505128,4,0.0744782,0.432091,0.60294,2,0.158918,0.677913,0.517023,5,0.0827799,0.242662,0.157792,2,fire-brigade
0.186689,0.462266,0.440572,4,0.125656,0.270425,0.130477,3,0.194145,0.695826,0.471563,4,0.114057,0.341912,0.285021,1,fire-brigade
0.179382,0.248528,0.250148,4,0.0885876,0.713684,0.711734,0,0.194515,0.584688,0.375427,4,0.0734552,0.253256,0.147714,2,fire-brigade
0.126243,0.407887,0.28271,4,0.0863422,0.693992,0.73112,4,0.0837258,0.509315,0.550003,4,0.0375458,0.226538,0.244792,2,fire-brigade
0.14625,0.351917,0.48153,5,0.0869643,0.698778,0.738889,3,0.119643,0.429605,0.422577,8,0.0366071,0.219318,0.144805,2,fire-brigade
0.141284,0.442942,0.456485,5,0.0886015,0.735936,0.598741,3,0.122925,0.533166,0.462852,5,0.0431034,0.283504,0.148657,2,fire-brigade
0.158359,0.279205,0.511951,4,0.0814359,0.670356,0.588256,2,0.142769,0.375479,0.362017,5,0.0525128,0.205926,0.201709,2,fire-brigade
0.163035,0.316985,0.338866,3,0.131168,0.394112,0.318939,4,0.146793,0.235248,0.414668,6,0.00760691,0.0592105,0.046875,0,fire-brigade
0.219677,0.6432,0.577362,3,0.101078,0.352613,0.688179,2,0.189128,0.382351,0.479193,3,0.0862534,0.624858,0.262747,0,fire-brigade
0.286616,0.559479,0.32895,2,0.0934343,0.312392,0.732115,1,0.190657,0.441537,0.312456,1,0.0978535,0.407738,0.193184,2,fire-brigade
0.285647,0.339195,0.220842,2,0.127111,0.218438,0.530334,2,0.166979,0.379523,0.341631,4,0.043621,0.226985,0.134285,0,fire-brigade
0.278133,0.404377,0.328261,1,0.157928,0.421912,0.501977,0,0.210358,0.466628,0.37126,1,0.0741688,0,0,0,fire-brigade
0.330864,0.333252,0.46534,1,0.115432,0.301649,0.721838,0,0.276543,0.364511,0.273556,3,0.0845679,0.471193,0.0769547,0,fire-brigade
0.0953243,0.512271,0.350052,6,0.0631976,0.26532,0.289029,5,0.107391,0.469425,0.519128,8,0.0559578,0.468491,0.446127,3,fire-brigade
0.132505,0.265941,0.284162,6,0.0649351,0.373627,0.383037,2,0.115754,0.299675,0.414605,6,0.0564653,0.557359,0.308568,3,fire-brigade
0.091701,0.521,0.301723,5,0.0511562,0.259957,0.311179,4,0.122426,0.445032,0.540411,6,0.0468799,0.485737,0.263424,3,fire-brigade
0.123958,0.473542,0.220576,6,0.0538194,0.658603,0.474374,3,0.105903,0.324302,0.720943,5,0.0486111,0.314844,0.356597,3,fire-brigade
0.0994774,0.321112,0.517929,5,0.0310105,0.276296,0.822895,2,0.116376,0.241196,0.420885,6,0.0726481,0.516562,0.364325,2,fire-brigade
0.130331,0.415094,0.43567,10,0.0398896,0.2808,0.720051,6,0.124524,0.349643,0.266127,11,0.0620716,0.424738,0.385078,5,fire-brigade
0.111277,0.473171,0.354401,7,0.0562253,0.203575,0.617391,4,0.0904726,0.476645,0.551102,9,0.0464099,0.320249,0.305561,4,fire-brigade
0.106315,0.395655,0.443982,3,0.0417622,0.181419,0.74333,3,0.115483,0.481453,0.377369,8,0.0524573,0.411206,0.185127,3,fire-brigade
0.128898,0.389185,0.424295,8,0.0437052,0.457348,0.834497,3,0.109589,0.409756,0.390155,6,0.0489237,0.3798,0.211087,2,fire-brigade
0.0973591,0.479251,0.327192,5,0.0708288,0.236581,0.672415,3,0.10174,0.439032,0.319934,4,0.0540343,0.519037,0.267592,3,fire-brigade
0.205474,0.247688,0.264005,4,0.0849673,0.546975,0.742786,2,0.158088,0.521905,0.542583,1,0.0866013,0.305759,0.314638,3,fire-brigade
0.209302,0.364441,0.431687,3,0.105116,0.668356,0.82433,2,0.206047,0.362143,0.477436,2,0.0976744,0.546488,0.375544,1,fire-brigade
0.219512,0.565764,0.529738,0,0.094235,0.267076,0.702726,2,0.222284,0.360143,0.377145,3,0.106984,0.775216,0.289082,0,fire-brigade
0.207737,0.209231,0.409638,2,0.0853206,0.630911,0.796635,2,0.213037,0.35423,0.62454,1,0.0985692,0.567917,0.399702,1,fire-brigade
0.20093,0.481993,0.462359,4,0.0916279,0.734841,0.781492,3,0.177209,0.472593,0.36068,0,0.0883721,0.432949,0.35543,2,fire-brigade
0.155382,0.439875,0.317061,5,0.0690104,0.196508,0.458734,2,0.120009,0.35701,0.492112,6,0.0575087,0.468755,0.249646,2,fire-brigade
0.104917,0.387876,0.388391,5,0.0586911,0.333422,0.549655,4,0.125346,0.331669,0.372361,7,0.0432825,0.534078,0.195695,3,fire-brigade
0.1145,0.451437,0.356058,6,0.0743243,0.535297,0.664061,3,0.133674,0.498481,0.528614,7,0.0325055,0.294937,0.216172,2,fire-brigade
0.0983193,0.647195,0.331859,5,0.0806723,0.474997,0.563148,3,0.135924,0.597788,0.488296,6,0.0340336,0.261811,0.173474,2,fire-brigade
0.0957481,0.404088,0.540504,5,0.0764362,0.493005,0.717383,3,0.137131,0.375262,0.36106,7,0.0326193,0.275895,0.201406,2,fire-brigade
0.439206,0.52332,0.368488,0,0.184864,0.249417,0.451124,0,0.33995,0.570643,0.349299,0,0.171216,0.489891,0.267639,0,fire-brigade
0.346341,0.385397,0.329953,0,0.195122,0.131854,0.227879,1,0.331707,0.528337,0.380474,0,0.129756,0.419109,0.262798,0,fire-brigade
0.405303,0.473299,0.510391,0,0.219697,0.367578,0.509226,0,0.286932,0.468171,0.413687,0,0.092803,0.238402,0.193229,0,fire-brigade
0.401328,0.44373,0.312612,0,0.243833,0.403617,0.414516,0,0.270398,0.677605,0.485621,0,0.105313,0.313399,0.198566,0,fire-brigade
0.275021,0.436151,0.513542,0,0.143818,0.242944,0.713595,0,0.353238,0.685057,0.409433,1,0.184188,0.386328,0.231539,0,fire-brigade
0.307692,0.504143,0.463288,2,0.116758,0.215072,0.425495,1,0.211996,0.758661,0.442709,2,0.113095,0.645063,0.236329,2,fire-brigade
0.263134,0.392952,0.415222,2,0.100543,0.386222,0.56473,2,0.225996,0.75472,0.41172,2,0.127717,0.299122,0.186777,3,fire-brigade
0.313641,0.366385,0.345967,3,0.130505,0.364906,0.625407,2,0.237916,0.603724,0.59622,2,0.0923738,0.370277,0.244898,2,fire-brigade
0.264214,0.589096,0.523825,1,0.123746,0.220936,0.539885,2,0.216973,0.560156,0.423079,2,0.083194,0.303794,0.245227,2,fire-brigade
0.251147,0.460605,0.366016,2,0.118481,0.503409,0.638777,2,0.216938,0.432878,0.423419,2,0.0809345,0.334769,0.21732,2,fire-brigade
0.190213,0.578132,0.44,2,0.12383,0.376256,0.672443,2,0.216596,0.364511,0.385418,0,0.159149,0.31127,0.295163,1,fire-brigade
0.193434,0.636163,0.447378,0,0.10101,0.179692,0.720326,0,0.288889,0.386219,0.483794,2,0.229798,0.322529,0.259768,3,fire-brigade
0.326625,0.610514,0.451892,0,0.19195,0.23799,0.496554,1,0.342105,0.354851,0.418638,0,0.177245,0.440234,0.360447,2,fire-brigade
0.262195,0.482771,0.27589,2,0.174797,0.44414,0.602657,0,0.353659,0.328656,0.417606,0,0.169377,0.349846,0.261592,2,fire-brigade
0.275884,0.5256,0.393428,1,0.11553,0.312713,0.698581,2,0.248737,0.286756,0.738263,0,0.154672,0.679911,0.309482,1,fire-brigade
0.404138,0.373974,0.527302,0,0.151724,0.301259,0.687238,0,0.271724,0.18295,0.494444,0,0.182069,0.349305,0.296479,0,fire-brigade
0.363248,0.425154,0.250561,0,0.230769,0.339359,0.509081,0,0.309117,0.271377,0.276824,0,0.14245,0.31089,0.166239,0,fire-brigade
0.394636,0.345817,0.446592,0,0.213602,0.22247,0.521511,0,0.244253,0.194046,0.369375,2,0.0363985,0.125479,0.0802469,0,fire-brigade
0.319892,0.287654,0.387634,1,0.184588,0.66369,0.762961,0,0.243728,0.459499,0.492676,0,0.0761649,0.221291,0.249815,0,fire-brigade
0.359048,0.409286,0.399365,0,0.262857,0.39877,0.427708,0,0.217143,0.293672,0.277127,1,0.0428571,0,0,0,fire-brigade
0.130997,0.495736,0.206899,2,0.104568,0.325463,0.359338,2,0.134731,0.362466,0.624746,4,0.0767021,0.371708,0.244483,3,fire-brigade
0.130195,0.621035,0.704264,3,0.109416,0.238704,0.454038,3,0.224351,0.433175,0.337512,5,0.0970779,0.64239,0.546554,2,fire-brigade
0.125275,0.520209,0.395707,2,0.0744811,0.43219,0.61328,3,0.135043,0.447006,0.560557,4,0.0622711,0.513114,0.340344,2,fire-brigade
0.116545,0.659857,0.399329,2,0.0837669,0.473128,0.554124,1,0.180021,0.49579,0.436697,4,0.0770031,0.561353,0.424758,2,fire-brigade
0.131766,0.356892,0.238476,3,0.0800984,0.433367,0.757341,2,0.163477,0.368518,0.527973,6,0.0647895,0.606247,0.309806,3,fire-brigade
0.156736,0.370055,0.355568,7,0.0619861,0.600572,0.761827,4,0.0895636,0.304299,0.509368,3,0.0340291,0.359385,0.178656,2,fire-brigade
0.123742,0.228448,0.211995,8,0.0586818,0.642249,0.697822,2,0.111836,0.272946,0.390821,6,0.04309,0.652686,0.19734,2,fire-brigade
0.142433,0.41055,0.508488,4,0.0581614,0.537691,0.713662,3,0.105847,0.430512,0.499229,5,0.050813,0.578091,0.316046,2,fire-brigade
0.155225,0.48008,0.353734,6,0.0675057,0.582049,0.672297,3,0.103356,0.587022,0.447033,3,0.0549199,0.532898,0.371086,4,fire-brigade
0.199017,0.258424,0.332152,9,0.0779221,0.363135,0.309506,3,0.127413,0.302504,0.326728,5,0.0412425,0.495694,0.237007,3,fire-brigade
0.0769737,0.54171,0.498214,5,0.0440789,0.459905,0.704738,4,0.119342,0.221807,0.203578,6,0.0539474,0.559582,0.200722,5,fire-brigade
0.129675,0.381406,0.332699,7,0.060871,0.338431,0.444742,3,0.148616,0.59342,0.69715,5,0.0692893,0.473646,0.469416,6,fire-brigade
0.162523,0.361264,0.430569,4,0.0712025,0.380816,0.57022,1,0.182866,0.652066,0.710327,4,0.0836347,0.610817,0.23532,3,fire-brigade
0.132745,0.565306,0.463431,3,0.0555077,0.357726,0.669423,3,0.144363,0.667795,0.63914,3,0.0787435,0.624638,0.217249,3,fire-brigade
0.0796401,0.597138,0.44091,3,0.0457964,0.362145,0.697528,4,0.0996508,0.382867,0.388032,5,0.0611066,0.591039,0.277124,5,fire-brigade
0.204633,0.268225,0.320049,0,0.0823681,0,0,0,0.351351,0.370456,0.250684,0,0.185328,0.529365,0.371021,0,fire-brigade
0.244792,0.609399,0.599806,1,0.109375,0.482759,0.73272,0,0.289583,0.51538,0.403082,0,0.122917,0.425392,0.254113,1,fire-brigade
0.271605,0.44273,0.603395,0,0.166667,0.557385,0.576482,0,0.245885,0.54307,0.659442,0,0.134774,0.430187,0.33941,1,fire-brigade
0.259136,0.659254,0.543638,0,0.128738,0.501006,0.687859,0,0.27907,0.458956,0.331256,2,0.076412,0.281112,0.163677,0,fire-brigade
0.142287,0.494234,0.336626,0,0.0864362,0.384448,0.654233,1,0.192154,0.552005,0.432444,0,0.120346,0.484844,0.379681,2,fire-brigade
0.24166,0.516296,0.431291,7,0.0817418,0.304919,0.491472,3,0.185638,0.336718,0.348436,5,0.0608607,0.330488,0.192217,2,fire-brigade
0.236678,0.533973,0.396392,2,0.0753968,0.469789,0.723386,3,0.192177,0.361185,0.47381,5,0.0844671,0.43048,0.244826,2,fire-brigade
0.236061,0.462112,0.33226,3,0.0684848,0.329575,0.547471,2,0.154545,0.323373,0.280692,3,0.0981818,0.320949,0.19599,2,fire-brigade
0.245915,0.522005,0.395709,4,0.109477,0.350452,0.612711,3,0.18573,0.268833,0.254241,4,0.0492919,0.250095,0.150769,1,fire-brigade
0.232491,0.735308,0.337608,4,0.126319,0.341416,0.530808,2,0.198273,0.422163,0.439666,4,0.0582028,0.236958,0.220687,2,fire-brigade
0.233916,0.414492,0.428656,4,0.123776,0.340498,0.677336,1,0.127622,0.457544,0.381537,4,0.0174825,0.0735931,0.0448718,0,fire-brigade
0.247591,0.635127,0.469029,3,0.115653,0.41663,0.548612,2,0.20339,0.507133,0.523908,4,0.0561648,0.245517,0.15113,1,fire-brigade
0.225084,0.55813,0.260204,2,0.0986622,0.454219,0.592936,3,0.197659,0.561604,0.481158,3,0.070903,0.176906,0.15065,2,fire-brigade
0.232213,0.693456,0.315113,4,0.160079,0.234048,0.468441,5,0.193017,0.302443,0.267605,5,0.00658762,0.0600414,0.041847,0,fire-brigade
0.140323,0.485764,0.37481,4,0.0718894,0.622858,0.661237,3,0.137097,0.29689,0.456538,5,0.0562212,0.432447,0.286197,2,fire-brigade
0.197948,0.415322,0.422603,5,0.0915916,0.552378,0.676367,2,0.137137,0.259977,0.511182,3,0.0548048,0.260511,0.124486,2,fire-brigade
0.221029,0.48375,0.376806,4,0.0979818,0.412745,0.503404,3,0.171875,0.38772,0.631311,4,0.063151,0.37779,0.228671,2,fire-brigade
0.151433,0.472703,0.40763,3,0.0817496,0.48148,0.684751,2,0.174661,0.445167,0.33618,4,0.0699849,0.683462,0.153676,2,fire-brigade
0.179692,0.59318,0.440453,3,0.109846,0.29641,0.425067,2,0.161231,0.485233,0.574983,3,0.0532308,0.288205,0.220333,2,fire-brigade
0.106542,0.383547,0.420541,7,0.0533155,0.289636,0.301708,5,0.0912328,0.447906,0.288766,9,0.0445038,0.44743,0.319511,3,fire-brigade
0.132447,0.392476,0.589397,6,0.0565863,0.270917,0.365278,5,0.101216,0.668061,0.653976,9,0.0501958,0.394762,0.280756,4,fire-brigade
0.125,0.257452,0.352916,8,0.0704331,0.552555,0.48483,3,0.109455,0.415813,0.401883,5,0.0433105,0.285998,0.22189,4,fire-brigade
