%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0181008,1,0.108605,43.5,0.102478,36,0.100529,128.5,0.0328599,5,0.0654414,66.5,0.0771373,138,0.00473406,-1,0.0601504,0,fire
0.0390909,12,0.121515,120,0.16,55.5,0.118485,45,0.0530303,10.5,0.0757576,0,0.0918182,42,0.0745455,35.5,0.0936364,1.5,fire
0.00332907,-1,0.13265,354,0.0775928,4,0.151601,123.5,0.0422535,70.5,0.0893726,20,0.0619718,34,0.0555698,54.5,0.0676056,11.5,fire
0.062763,11.5,0.108345,35,0.146914,97,0.214586,892.5,0.0396213,21,0.00806452,-1,0.113604,27.5,0.0525947,1.5,0.0596073,8,fire
0.0190476,1,0.15873,464,0.127337,33,0.166843,32,0.0705467,2,0.12381,6,0.0853616,168.5,0.00776014,-1,0.0853616,0,fire
0.0813953,34,0.154393,5,0.138243,33.5,0.107235,33,0.0923773,-1,0.105297,2,0.0859173,33,0.0717054,18.5,0.135013,42,fire
0.17807,21,0.160526,8.5,0.15614,33,0.114035,34.5,0.000877193,-1,0.138596,0,0.116667,30,0.14386,77,0.161404,34,fire
0.103509,61.5,0.104094,28,0.0929825,28,0.0923977,66,0.0321637,-1,0.0994152,10,0.0888889,17.5,0.0888889,22.5,0.143275,34,fire
0.0413534,22,0.149302,26.5,0.126745,30,0.110634,2.5,0.00966702,-1,0.111171,4,0.121912,6.5,0.108485,51.5,0.0891515,35,fire
0.0998825,4,0.146298,29.5,0.185664,50.5,0.145711,11.5,0.108108,-1,0.116334,22.5,0.147474,102.5,0.137485,123.5,0.060517,12,fire
0.0160735,5,0.147723,95.5,0.0593188,41,0.121699,33.5,0.083429,17.5,0.130501,48,0.105243,44.5,0.0275545,-1,0.097589,0,fire
0.0496278,1.5,0.156741,112,0.124897,13.5,0.181969,101.5,0.112076,25,0.149711,18,0.131514,244,0.0587262,3,0.0971878,1,fire
0.0211594,2,0.0753623,232.5,0.0985507,81.5,0.19971,54.5,0.103768,59,0.171884,10.5,0.110435,78.5,0.013913,-1,0.0802899,0,fire
0.00528541,3,0.154334,103.5,0.162086,66.5,0.187456,116.5,0.108527,106.5,0.10148,180.5,0.122974,7.5,0.0665962,24,0.120155,19,fire
0.0228328,4.5,0.176084,1,0.200851,113.5,0.198916,79.5,0.0445046,741,0.117647,0,0.0460526,8,0.128483,35,0.0963622,42.5,fire
0.184803,27.5,0.126642,25.5,0.150094,2,0.137899,5,0.00562852,-1,0.133208,0,0.115385,24,0.0947467,12,0.0750469,9.5,fire
0.0888594,8.5,0.20557,32.5,0.269231,17.5,0.224138,18,0.0212202,0,0.149867,0,0.157825,7.5,0.12069,3.5,0.237401,7,fire
0.188209,8.5,0.111111,21.5,0.163265,13.5,0.150794,61,0.0498866,-1,0.178005,1,0.121315,23,0.0612245,16.5,0.230159,37.5,fire
0.175,-1,0.279762,14,0.191667,1,0.267857,26,0.0654762,0,0.121429,0,0.164286,21,0.0845238,0,0.204762,5,fire
0.0596562,0.5,0.242669,28,0.191102,14.5,0.285137,328.5,0.0262892,0,0.174924,0,0.158746,20.5,0.0586451,5,0.186047,4.5,fire
0.180172,36,0.185345,33.5,0.108621,10.5,0.112931,0,0,-1,0.143103,23,0.143966,20,0.109483,7,0.135345,31,fire
0.106335,10,0.208899,94,0.140271,19,0.115385,24,0.0550528,-1,0.128205,35.5,0.125943,32.5,0.158371,187,0.0791855,15,fire
0.140625,50.5,0.185938,2.5,0.1375,13,0.0820312,3.5,0,-1,0.06875,0.5,0.05,2,0.154688,93,0.133594,38.5,fire
0.118401,12,0.196078,36,0.159125,3,0.162142,57,0.00226244,-1,0.131976,1.5,0.116139,41,0.150075,20.5,0.133484,36.5,fire
0.156391,5.5,0.102256,5,0.173684,27.5,0.155639,21,0.0894737,-1,0.118797,0,0.149624,13,0.0834586,2,0.147368,17,fire
0.37037,24.5,0.488889,24.5,0.259259,0.5,0.185185,5.5,0.0222222,-1,0.348148,40,0.27037,9,0.251852,-1,0.12963,2.5,fire
0.071875,0.5,0.3125,7.5,0.334375,27.5,0.1875,18,0.2,4.5,0.115625,1.5,0.275,2.5,0.1125,2.5,0.296875,20,fire
0.300505,17,0.282828,26.5,0.0631313,2,0.136364,7.5,0.378788,-1,0.184343,7.5,0.166667,1,0.156566,9.5,0.325758,34.5,fire
0.123478,2.5,0.25913,58.5,0.189565,10,0.154783,18,0.0486957,0,0.173913,3.5,0.161739,17.5,0.206957,0,0.203478,11.5,fire
0.14693,-1,0.399123,110,0.188596,5.5,0.263158,8.5,0.0701754,1,0.203947,1.5,0.157895,11.5,0.125,6.5,0.190789,10.5,fire
0.12963,14,0.567901,10,0.401235,0.5,0.41358,1.5,0.0308642,-1,0.111111,1.5,0.253086,4,0.216049,1.5,0.259259,1,fire
0.239496,14.5,0.441176,11.5,0.218487,11,0.344538,3,0.113445,0,0.252101,-1,0.277311,7.5,0.231092,6,0.189076,5.5,fire
0.09375,3,0.3125,60.5,0.171875,1,0.333333,5.5,0.200521,0.5,0.216146,3,0.138021,7,0.276042,7,0.169271,11,fire
0.345238,7,0.396825,4,0.0198413,-1,0.162698,0,0.047619,-1,0.293651,4,0.289683,0,0.25,-1,0.18254,5,fire
0.400621,39.5,0.397516,15,0.301242,-1,0.0714286,0.5,0.0590062,0,0.267081,7,0.226708,4.5,0.18323,2,0.164596,4,fire
0.0720081,36.5,0.0618661,33.5,0.0593306,10,0.169371,98.5,0.193205,631.5,0.179513,95.5,0.108012,149.5,0.14858,32.5,0.0811359,23,flood
0.0126133,-1,0.01892,6,0.0685849,44.5,0.125345,71.5,0.188412,100.5,0.125345,273.5,0.139929,561.5,0.130075,55.5,0.0193142,1,flood
0.0522329,15.5,0.0163477,5,0.119219,127,0.168262,564,0.210526,484.5,0.117624,15,0.121611,16.5,0.0598086,30,0.0151515,-1,flood
0.0864806,48,0.128626,54,0.0974275,116,0.15052,64,0.137931,136,0.179529,113,0.0946907,11,0.0892173,35.5,0.0153257,0,flood
0.00871212,2,0.0496212,-1,0.057197,52.5,0.146212,82.5,0.144318,73,0.1,145,0.157576,85.5,0.149621,87,0.0484848,10,flood
0.123276,33.5,0.108621,12.5,0.0991379,3.5,0.133621,101,0.17931,270,0.134483,18.5,0.108621,38.5,0.202586,89.5,0.0698276,12.5,flood
0.159722,28,0.128472,9.5,0.112269,12.5,0.0856481,224.5,0.145833,229.5,0.178241,74.5,0.127315,16,0.240741,50,0.166667,25,flood
0.187831,11.5,0.201058,12,0.174603,59,0.177249,188.5,0.230159,191.5,0.232804,14,0.146825,14.5,0.175926,8.5,0.103175,6,flood
0.174667,10,0.130667,1.5,0.197333,36,0.189333,226.5,0.188,73.5,0.162667,57,0.164,19,0.189333,14,0.166667,12,flood
0.111437,8.5,0.14565,161.5,0.116325,12,0.0840665,55.5,0.172043,145,0.124145,91.5,0.13001,16.5,0.229717,133,0.159335,31.5,flood
0.0574866,112,0.137255,49,0.125223,82,0.149287,140.5,0.126114,127.5,0.0953654,60.5,0.131016,35,0.101159,13,0.0155971,0,flood
0.154545,159.5,0.155024,38.5,0.132536,45.5,0.0205742,0.5,0.0980861,7,0.0129187,-1,0.170335,41,0.100957,11,0.091866,4,flood
0.160457,42,0.165264,40,0.171274,46,0.0402644,1,0.0799279,54.5,0.129808,24,0.20012,38,0.167067,10.5,0.0865385,21.5,flood
0.122807,248,0.0877193,155,0.17278,59,0.082403,20.5,0.139288,114.5,0.0116959,1,0.187666,68.5,0.188729,22.5,0.136629,10,flood
0.113648,127.5,0.167742,32.5,0.129529,49.5,0.137469,30.5,0.0813896,17.5,0.0828784,66.5,0.176675,597,0.187593,56,0.0997519,5.5,flood
0.197628,19.5,0.15415,12,0.121212,26.5,0.139657,186,0.233202,91.5,0.221344,30,0.0922266,15,0.251647,16,0.13834,7.5,flood
0.251812,24.5,0.181159,6,0.123188,9.5,0.182971,79,0.211957,16,0.269928,43.5,0.13587,4,0.268116,35.5,0.175725,12.5,flood
0.185455,34,0.155152,16.5,0.0981818,2,0.10303,238.5,0.198788,0.5,0.105455,241.5,0.0836364,1,0.178182,15.5,0.186667,16.5,flood
0.147913,8.5,0.151543,388,0.0399274,39.5,0.131579,182,0.259528,121,0.156987,80.5,0.0916515,18,0.0753176,4.5,0.0653358,18,flood
0.146939,10,0.12551,13.5,0.0989796,15.5,0.109184,15,0.308163,37.5,0.178571,286.5,0.0938776,10.5,0.156122,1.5,0.132653,29.5,flood
0.0412277,29.5,0.0613834,3,0.103527,122.5,0.110399,160.5,0.190105,150.5,0.0705451,36,0.0641319,44.5,0.0508475,14,0.0545121,-1,flood
0.0206319,4.5,0.0186976,0,0.0805932,37,0.144423,131,0.194713,76.5,0.135397,78,0.132818,93.5,0.177305,52,0.0651193,11,flood
0.00878049,3,0,-1,0.0741463,8.5,0.173171,213.5,0.170732,73.5,0.128293,62.5,0.143415,124.5,0.12878,83.5,0.04,9.5,flood
0.0261538,10,0.0271795,12.5,0.054359,17.5,0.132821,114.5,0.191795,609.5,0.154872,321,0.125641,39.5,0.12359,75,0.00871795,0,flood
0.0263158,2.5,0.0561741,-1,0.0728745,15,0.109312,40,0.101721,32.5,0.0966599,34,0.119939,80,0.165486,29.5,0.0632591,31,flood
0.199346,9,0.0816993,1.5,0.0925926,4,0.214597,195,0.164488,157,0.198257,11,0.122004,23,0.234205,21,0.124183,21,flood
0.148148,6,0.181658,6,0.197531,23.5,0.324515,34,0.283951,45,0.141093,1,0.188713,2.5,0.21164,31,0.153439,9,flood
0.179063,26.5,0.0587695,7,0.108356,3.5,0.177227,72,0.151515,232.5,0.0762167,20.5,0.140496,26,0.187328,24.5,0.162534,21.5,flood
0.213166,39.5,0.0971787,16,0.183908,58.5,0.165099,212,0.132706,94,0.0679206,25.5,0.131661,24,0.128527,8,0.14838,17.5,flood
0.148213,19,0.115083,120,0.100262,9.5,0.205754,264,0.170881,169.5,0.105493,24,0.104621,32,0.181343,27.5,0.0767219,25,flood
0.0681481,24.5,0.122963,71,0.0688889,13,0.117778,160,0.16963,102,0.148148,475,0.0577778,15.5,0.100741,22.5,0.02,0,flood
0.0986207,46,0.0917241,3.5,0.00827586,-1,0.106207,279.5,0.237241,267,0.105517,71,0.0944828,37,0.204138,68.5,0.157931,35.5,flood
0.0802721,40.5,0.092517,151,0.112925,18.5,0.0816327,47.5,0.202041,298,0.188435,205.5,0.0802721,43,0.101361,36.5,0.17415,-1,flood
0.126207,31.5,0.0937931,14,0.0627586,19.5,0.151724,383.5,0.186207,201.5,0.124828,26.5,0.125517,227.5,0.151034,18.5,0.0917241,27,flood
0.0735294,43.5,0.112745,73,0.133578,135,0.108456,230,0.20098,65.5,0.129289,229.5,0.0857843,41,0.108456,19,0.0202206,0,flood
0.134034,14,0.107143,32,0.0642857,15,0.12479,35.5,0.0852941,72.5,0.0558824,10,0.0911765,82.5,0.163866,35.5,0.136975,58,flood
0.106926,53,0.0753247,122,0.052381,25,0.017316,4.5,0.129004,224,0.0424242,1,0.160173,71.5,0.135931,32.5,0.135931,31.5,flood
0.0756824,45,0.0744417,181,0.0707196,32,0.038048,2.5,0.118693,238.5,0.0194376,1,0.110422,33.5,0.11952,52.5,0.102564,41,flood
0.0722008,16.5,0.0926641,7,0.0521236,13.5,0.0227799,58.5,0.107722,60,0.0675676,467,0.142085,102.5,0.15251,62.5,0.104247,25,flood
0.0422078,35.5,0.150325,79,0.0503247,48,0.0237013,7,0.0038961,-1,0.0525974,11.5,0.124351,122,0.146753,64.5,0.127273,45,flood
0.133127,23.5,0.187307,25,0.100619,16,0.119195,8,0.263158,48,0.210526,16.5,0.0913313,10,0.0789474,2,0.00464396,-1,flood
0.0804598,20,0.265645,75,0.0868455,17.5,0.153257,29,0.228608,54,0.219668,111.5,0.16092,23,0.0868455,9,0.0485313,2,flood
0.172414,30.5,0.18652,17.5,0.0141066,-1,0.189655,23.5,0.242947,0,0.224138,94,0.0846395,-1,0.257053,5.5,0.0799373,3.5,flood
0.0475382,3,0.263158,25.5,0.0237691,0,0.113752,27.5,0.0848896,11,0.225806,108.5,0.178268,14,0.196944,14,0.0271647,0,flood
0.0617143,12,0.246857,36.5,0.0297143,0,0.141714,58,0.126857,15,0.132571,8.5,0.133714,27,0.107429,16.5,0.088,4.5,flood
0.07,45.5,0.0790909,27,0.0724242,71,0.119394,287.5,0.16,1206,0.122424,37,0.0557576,29,0.118485,0,0.080303,41.5,flood
0.104482,23.5,0.0745098,3.5,0.045098,25.5,0.0837535,953.5,0.166387,1959,0.0596639,13,0.0616246,13.5,0.103641,55.5,0.0997199,62,flood
0.109163,44.5,0.0879525,51.5,0.0489253,34.5,0.115385,734.5,0.0936086,877,0.0738122,82,0.0774887,15.5,0.10379,53.5,0.10888,48.5,flood
0.108308,58,0.0766154,12,0.0621538,36,0.100615,864.5,0.122154,1010.5,0.0941538,53.5,0.0535385,23,0.128923,76.5,0.0950769,80.5,flood
0.0763575,118.5,0.0613688,26.5,0.0582579,57,0.111991,724.5,0.0851244,128.5,0.0735294,1092.5,0.0967195,29.5,0.112839,62.5,0.0548643,25.5,flood
0.142628,23,0.10016,21.5,0.0705128,7.5,0.113782,293.5,0.167468,192,0.103365,343.5,0.0488782,2.5,0.111378,11,0.149038,31.5,flood
0.138158,21,0.115954,13,0.153783,13.5,0.114309,81.5,0.166941,272.5,0.184211,95.5,0.0871711,3.5,0.0970395,26.5,0.0995066,21,flood
0.170875,11,0.124579,10,0.101852,93.5,0.121212,84.5,0.117003,100.5,0.0942761,10,0.0875421,22.5,0.15404,5,0.145623,37,flood
0.15595,28.5,0.138211,18,0.0731707,7,0.107169,216.5,0.158167,144,0.105691,478.5,0.075388,9.5,0.115299,16,0.133777,33.5,flood
0.152477,23.5,0.0982972,12,0.0665635,9,0.115325,329,0.145511,171.5,0.0990712,6.5,0.0897833,21.5,0.149381,34.5,0.125387,34.5,flood
0.0823245,31.5,0.123487,54.5,0.0755448,28,0.0387409,1.5,0.08523,116,0.120581,155,0.130266,61,0.129298,38.5,0.0401937,8,flood
0.0909091,21,0.16129,45.5,0.12434,5,0.00821114,0,0.0645161,21,0.108504,49.5,0.164223,71,0.123167,35,0.055132,26,flood
0.130307,36.5,0.162146,70,0.0418632,18.5,0.0182783,9,0.0271226,5.5,0.117335,-1,0.122052,40.5,0.145637,99.5,0.136203,42.5,flood
0.152367,33.5,0.142012,24,0.0843195,0,0.035503,19,0.125,102,0.0110947,-1,0.123521,27.5,0.118343,15.5,0.153846,41,flood
0.191961,4,0.120591,65.5,0.131255,14.5,0.0812141,17,0.293683,112,0.0369155,6,0.180476,27.5,0.0910582,29,0.1895,21.5,flood
0.0410798,34,0.0152582,0,0.0525235,42,0.148768,424.5,0.111796,36.5,0.131749,89,0.0695423,97,0.193369,146.5,0.0842136,38.5,flood
0.0902853,58,0.0462261,14,0.0570603,53,0.146623,14,0.213796,747,0.137595,175.5,0.0855905,66,0.110509,33.5,0.123871,690.5,flood
0.116327,51.5,0.0791837,-1,0.120816,55.5,0.144898,254.5,0.159184,25.5,0.133061,276,0.097551,337,0.149796,193,0.126939,173.5,flood
0.103039,61.5,0.0578206,39.5,0.114529,161.5,0.113417,356,0.150111,52.5,0.0978503,31.5,0.0744996,53,0.0815419,60.5,0.0637509,11,flood
0.0345238,22,0.0619048,1,0.138492,76.5,0.140873,105,0.153175,318.5,0.0646825,28,0.093254,39,0.114286,70.5,0.0698413,25.5,flood
0.188586,37.5,0.0628619,3.5,0.110008,193.5,0.123242,93.5,0.243176,52.5,0.158809,128.5,0.108354,6,0.181969,25.5,0.145575,26.5,flood
0.175481,36,0.139423,16,0.0849359,4,0.15625,288,0.144231,324.5,0.182692,37,0.100962,19,0.194712,38.5,0.155449,27,flood
0.129501,34.5,0.0408587,1,0.0955679,7.5,0.112188,176.5,0.183518,28,0.141274,54.5,0.0907202,12.5,0.201524,50,0.112188,20,flood
0.150559,35,0.111111,13.5,0.100592,19.5,0.0657462,568.5,0.0802104,141.5,0.0940171,58.5,0.0946746,38,0.166995,31,0.0887574,18.5,flood
0.134316,15,0.180999,7.5,0.104013,13,0.128583,299.5,0.117117,397,0.0999181,125.5,0.127764,8,0.111384,9.5,0.0843571,19.5,flood
0.0683871,33,0.11871,53,0.0819355,29,0.135484,116.5,0.189032,295.5,0.142581,459,0.10129,35.5,0.0967742,28.5,0.0129032,0,flood
0.0564626,26,0.113605,26,0.172789,56.5,0.116327,94.5,0.187075,205,0.153741,69,0.116327,49.5,0.101361,35,0.00340136,-1,flood
0.0475,27,0.048,4,0.0705,34.5,0.149,144,0.194,171,0.107,19,0.0755,29,0.1175,44,0.0455,11,flood
0.0194766,8,0.133901,16.5,0.13025,142.5,0.13451,97.5,0.194157,223,0.08521,257.5,0.116859,46.5,0.0614729,5,0.0115642,0,flood
0.0102222,2,0.0373333,0.5,0.0755556,41.5,0.139556,116.5,0.213778,91.5,0.168444,24.5,0.0924444,52.5,0.0946667,43,0.0168889,-1,flood
0.0995025,55,0.064953,11.5,0.0638474,80.5,0.112493,542,0.139856,142.5,0.144831,1086,0.0588723,16.5,0.108071,57,0.0812604,48,flood
0.0997442,33.5,0.0915033,63.5,0.0417732,19.5,0.0838306,1047.5,0.103723,425.5,0.0974709,157,0.0568343,7.5,0.118784,92,0.108269,53,flood
0.0820312,58.5,0.0848214,8.5,0.0560826,18,0.126674,606.5,0.167411,441.5,0.101004,143,0.0764509,44,0.0887277,60.5,0.125558,33,flood
0.082975,42,0.0432583,17.5,0.0607134,12.5,0.0946117,1233.5,0.133822,643.5,0.0720971,129,0.091576,54,0.10043,64.5,0.0786744,52.5,flood
0.049425,9.5,0.0557866,28.5,0.0641057,63.5,0.0937118,980.5,0.131392,829.5,0.0907756,57,0.0863714,106.5,0.108392,34,0.0760949,41.5,flood
0.055,23,0.117857,25,0.0928571,13.5,0.113571,159,0.198571,86,0.222857,0,0.107857,41,0.115714,38,0.075,7.5,flood
0.0653021,36.5,0.143762,153.5,0.133528,93,0.115984,434.5,0.209552,14,0.08577,27.5,0.0760234,43,0.0623782,24,0,-1,flood
0.030303,21,0.0674747,8.5,0.11596,19.5,0.107071,136,0.18303,368.5,0.126869,139,0.0638384,36.5,0.123636,151.5,0.0347475,12.5,flood
0.0554511,39,0.0709586,3,0.0671992,49.5,0.081297,158,0.200188,235,0.112782,68.5,0.0906955,48.5,0.112312,81,0.0615602,19,flood
0.0638298,31,0.0359768,11,0.073501,63,0.0820116,80.5,0.175629,182.5,0.073501,63,0.108317,99,0.0789168,41,0.0185687,13.5,flood
0.137931,26.5,0.141139,14,0.0649559,12,0.141941,187,0.164395,271,0.10826,73.5,0.0769848,7,0.150762,54.5,0.159583,29,flood
0.12782,28.5,0.148872,14,0.087218,5.5,0.146617,356.5,0.0721805,436.5,0.0601504,8,0.0669173,14.5,0.187218,38.5,0.133083,23.5,flood
0.157183,122,0.167141,36,0.0789474,4,0.117354,337.5,0.06899,519,0.0938834,507,0.0917496,19,0.168563,3.5,0.124467,4,flood
0.165079,27.5,0.119048,17,0.081746,5,0.115873,395,0.113492,293.5,0.0706349,396.5,0.153175,32,0.129365,33.5,0.0674603,2,flood
0.130736,13,0.0839827,0.5,0.103896,7,0.109957,314.5,0.222511,154.5,0.0857143,444.5,0.116017,36.5,0.0909091,21.5,0.144589,19,flood
0.0725624,23,0.0589569,5,0.0801209,17,0.108088,156.5,0.265306,342,0.155707,27.5,0.114135,37,0.153439,33.5,0.1678,67,flood
0.0018018,-1,0.201802,8,0.241441,124.5,0.124324,15,0.264865,32,0.145946,78,0.347748,46,0.241441,102,0.254054,2.5,flood
0.0178891,-1,0.194097,31,0.0742397,13.5,0.0599284,18.5,0.221825,194.5,0.126118,99,0.170841,34.5,0.18068,29,0.169052,44.5,flood
0.0585938,24.5,0.111607,21.5,0.0837054,41,0.0965402,118.5,0.265067,8,0.161272,24.5,0.109375,53,0.148438,10.5,0.0758929,19,flood
0.00136054,-1,0.104762,0,0.0863946,27.5,0.136054,113.5,0.244898,323.5,0.120408,15.5,0.153061,267.5,0.217007,48.5,0.070068,19.5,flood
0.0284091,9,0.0689394,211.5,0.12803,60.5,0.179167,749.5,0.203409,230.5,0.0590909,7,0.142045,54,0.0753788,53.5,0.125758,30.5,flood
0.0594923,-1,0.00951877,0,0.0988895,192,0.156002,125,0.194077,223.5,0.0682179,2,0.124008,15,0.0846113,11,0.0761502,41.5,flood
0.0197256,15,0.0594626,28,0.0751858,267.5,0.104345,201.5,0.109491,170,0.115495,152,0.114637,1297,0.124929,75,0.0288736,14,flood
0.0114322,5.5,0.080343,109,0.107336,844.5,0.0898698,61.5,0.101302,64,0.107653,113.5,0.105113,181.5,0.143855,73,0.0717688,51.5,flood
0.0220588,0.5,0.0181373,6.5,0.0772059,78.5,0.0901961,1448,0.135049,334.5,0.112255,92,0.105147,87.5,0.0879902,68,0.0421569,32.5,flood
0.362245,13,0.0561224,1,0.0561224,1.5,0.0867347,0.5,0.326531,29,0.265306,3,0.27551,13,0.372449,4.5,0.127551,0.5,flood
0.304688,7,0.324219,6.5,0.0585938,0,0.125,4,0.226562,4.5,0.0742188,4,0.285156,5.5,0.234375,6,0.191406,10,flood
0.360294,3.5,0.0551471,0.5,0.128676,2,0.102941,3,0.301471,1.5,0.158088,3,0.194853,12.5,0.224265,0.5,0.136029,0,flood
0.329825,25,0.305263,13.5,0.101754,1.5,0.192982,4.5,0.140351,5.5,0.0596491,1.5,0.175439,10.5,0.340351,11,0.210526,3.5,flood
0.357466,10.5,0.334842,18,0.00904977,-1,0.00904977,-1,0.00452489,-1,0.60181,-1,0.316742,0,0.176471,47.5,0.271493,6,flood
0.0862637,44,0.100549,133,0.107143,41.5,0.138462,102,0.179121,822,0.18022,426.5,0.0741758,37.5,0.112637,49,0.0192308,0,flood
0.0339506,4.5,0.208848,39,0.095679,20,0.233539,91,0.126543,12.5,0.25,70,0.122428,37.5,0.0895062,4.5,0.145062,-1,flood
0.000862069,-1,0.206897,53,0.0862069,20.5,0.0913793,31.5,0.175862,114.5,0.20431,97,0.109483,127,0.0793103,4,0.00775862,0,flood
0.0409266,11.5,0.142857,1.5,0.0857143,86,0.117375,60,0.202317,93,0.149807,67.5,0.0903475,31,0.0664093,17,0.112741,-1,flood
0.0492063,19.5,0.17619,74,0.130159,69.5,0.142063,67,0.185714,253,0.11746,39,0.0936508,29.5,0.0230159,0,0,-1,flood
0.0478448,27.5,0.0758621,115.5,0.0883621,42,0.134052,160,0.179741,622.5,0.136207,440.5,0.0922414,562,0.0943966,46,0.0965517,53,flood
0.00554939,1.5,0.100999,22.5,0.0799112,39.5,0.140954,49.5,0.191454,56,0.201998,486,0.104329,81,0.132075,42,0.129856,43.5,flood
0.054386,37,0.0828947,44.5,0.113158,25,0.113158,322.5,0.262719,121,0.123246,522.5,0.0982456,57,0.0899123,30,0.0649123,26.5,flood
0.0697802,35.5,0.111538,54.5,0.131868,75.5,0.173077,227,0.174725,220.5,0.078022,5,0.151099,279.5,0.107143,34,0.0637363,15,flood
0.0309917,19,0.0942149,23,0.102893,78.5,0.168595,101,0.169421,499.5,0.113223,15,0.096281,51,0.0760331,50.5,0.0421488,32,flood
0.222222,7,0.0577778,1.5,0.0711111,2,0.293333,2,0.453333,39.5,0.244444,1,0.44,30,0.311111,12.5,0.204444,0,flood
0.377778,20,0.266667,5.5,0.2,3,0.111111,3,0.16,5.5,0.142222,6.5,0.315556,14,0.213333,10,0.195556,1.5,flood
0.3025,25.5,0.245,14,0.08,2,0.1325,78.5,0.0675,0,0.0675,6,0.1825,18.5,0.21,2,0.13,1,flood
0.311005,28.5,0.076555,3,0.15311,12.5,0.105263,3.5,0.19378,11.5,0.0598086,0,0.174641,15.5,0.23445,17,0.188995,2.5,flood
0.319853,3.5,0.268382,9,0.297794,11.5,0.0992647,6.5,0.0588235,0,0.00735294,-1,0.220588,11.5,0.227941,24,0.191176,3,flood
0.143599,10.5,0.134083,26,0.0683391,4.5,0.0683391,4,0.191176,151.5,0.139273,406.5,0.0778547,-1,0.0640138,4,0.116782,26.5,flood
0.195055,38,0.167582,17,0.0989011,11,0.225275,0,0.178571,54.5,0.119505,14,0.14011,0,0.133242,13,0.081044,18,flood
0.181481,19.5,0.146914,17,0.164198,66.5,0.201235,144.5,0.0950617,88,0.0333333,6,0.133333,9,0.195062,21,0.130864,12.5,flood
0.185924,23,0.111345,16,0.0378151,3,0.105042,8.5,0.115546,238.5,0.12395,207.5,0.139706,29,0.198529,24,0.108193,6,flood
0.212727,4,0.149091,22.5,0.278182,106,0.210909,138.5,0.136364,9,0.0345455,1,0.161818,7,0.205455,15,0.152727,14.5,flood
0.078373,87,0.126984,50.5,0.160218,11.5,0.0372024,8,0.135417,119.5,0.167659,42,0.116071,6.5,0.13244,32,0.121528,91.5,gas
0.0748988,1.5,0.107692,808,0.110121,56,0.0574899,32,0.145344,106.5,0.106478,48.5,0.18583,126.5,0.157085,1450.5,0.0360324,28.5,gas
0.0491551,29,0.127496,119.5,0.0865335,56,0.00614439,-1,0.152074,214,0.184844,262,0.187916,556.5,0.166923,139,0.0430108,17.5,gas
0.0993548,18,0.18129,303.5,0.132903,33,0.0948387,37.5,0.127097,131,0.236129,53.5,0.215484,127,0.208387,501.5,0.0541935,8.5,gas
0.0953437,150.5,0.189024,634,0.00443459,-1,0.145787,65.5,0.176829,328,0.0232816,-1,0.16796,67.5,0.108647,276,0.0997783,12,gas
0.118182,43,0.148052,632,0.141558,59.5,0.0987013,39.5,0.114286,283,0.140909,94,0.107143,36,0.137013,39,0.0649351,23,gas
0.123162,16.5,0.114583,570,0.145833,26.5,0.0827206,35,0.110294,373,0.0802696,24,0.09375,37,0.129902,37,0.0876225,18,gas
0.171165,153,0.146307,47.5,0.104403,39,0.0795455,8,0.101562,118.5,0.106534,52,0.0866477,24,0.0539773,9,0.105824,33,gas
0.0857843,25,0.117034,109,0.110294,9,0.0765931,27,0.137868,77.5,0.101716,23,0.140931,150.5,0.0882353,3,0.0735294,32.5,gas
0.115891,72.5,0.0723684,61,0.0814777,40.5,0.0845142,32.5,0.114372,69.5,0.120445,35,0.0612348,21,0.0531377,25,0.103239,31,gas
0.186391,204.5,0.0389546,0.5,0.0581854,5.5,0.188363,263.5,0.119329,9,0.140039,28,0.0872781,0.5,0.107002,29,0.0586785,7,gas
0.117874,109,0.0574879,8,0.109179,33,0.159903,584.5,0.111111,129.5,0.149275,19,0.0855072,71,0.0608696,16.5,0.0294686,2,gas
0.134783,15.5,0.100966,7,0.111594,19.5,0.113043,16,0.0980676,8,0.120773,76.5,0.00628019,0.5,0.0850242,10,0.0748792,227.5,gas
