%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Black_Pixel_25 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Airs_25 NUMERIC
@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE  Contours_size_10 NUMERIC
@ATTRIBUTE  Contours_size_11 NUMERIC
@ATTRIBUTE  Contours_size_12 NUMERIC
@ATTRIBUTE  Contours_size_13 NUMERIC
@ATTRIBUTE  Contours_size_14 NUMERIC
@ATTRIBUTE  Contours_size_15 NUMERIC
@ATTRIBUTE  Contours_size_16 NUMERIC
@ATTRIBUTE  Contours_size_17 NUMERIC
@ATTRIBUTE  Contours_size_18 NUMERIC
@ATTRIBUTE  Contours_size_19 NUMERIC
@ATTRIBUTE  Contours_size_20 NUMERIC
@ATTRIBUTE  Contours_size_21 NUMERIC
@ATTRIBUTE  Contours_size_22 NUMERIC
@ATTRIBUTE  Contours_size_23 NUMERIC
@ATTRIBUTE  Contours_size_24 NUMERIC
@ATTRIBUTE  Contours_size_25 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Harris_Corners_25 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Length_Area_25 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_25 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_25 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
18,133,101,0,111,135,112,78,21,74,70,120,114,129,74,101,113,74,113,84,114,112,0,0,96,2.5,18.5,2,0,0,0,2,0,3,4,3.5,17,3,17.5,0,5,14,0,5,11.5,12.5,0,0,0,3,11.0711,71.7401,51.799,0,0,0,50.9706,49.3137,18.4853,33.3137,28.4853,60.0833,30.1421,63.4975,50.1421,52.6274,57.2548,0,0,0,58.1838,0,0,0,0,1,4,8,0,2,3,568,6,3,4,8,6,571,6,4,2,4,2,4,5,5,2,0,0,4,11.0711,71.7401,51.799,0,0,0,50.9706,49.3137,18.4853,33.3137,28.4853,60.0833,30.1421,63.4975,50.1421,52.6274,57.2548,0,0,0,58.1838,0,0,0,0,22.7333,10.0845,5.25,0,0,0,18.25,0,21.7778,5.40278,11.0794,8.33333,6.86111,13.2952,0,17.675,11.211,0,18.0667,7.7029,15.5858,0,0,0,17.6667,22.3333,11.1913,4.25,0,0,0,22.75,0,8.5,5.55556,8.9127,12.1201,4.72222,11.5156,0,19.625,7.78571,0,7.9,18.1268,10.9012,0,0,0,4.66667,road-block
32,131,91,23,78,20,115,58,49,7,3,145,126,134,120,126,134,14,133,64,127,119,0,54,118,4.5,15,1,0,3,0,0,2,15,0,0,15,6,16,1,1,11.5,1.5,8.5,8.5,11.5,0,0,0,6,16.7279,63.2548,50.1421,0,39.3137,0,47.6569,32.4853,27.5563,0,0,58.4264,64.2843,62.9117,49.3137,50.9706,57.3553,6.24264,0,0,57.3553,0,0,0,0,3,1,7,2,6,1,591,5,5,2,1,3,4,8,3,577,4,4,4,6,4,4,0,3,539,16.7279,63.2548,50.1421,0,39.3137,0,47.6569,32.4853,27.5563,0,0,58.4264,64.2843,62.9117,49.3137,50.9706,57.3553,6.24264,0,0,57.3553,0,0,0,0,21.7407,10.8833,0.75,0,8,0,0,2.5,10.8333,0,0,10.5,14.4167,13.2398,1,9,14.8341,2.22222,19.1314,4.12255,14.2803,0,0,0,12.6667,21.2963,11.0567,3.5,0,10.25,0,0,11,2.6,0,0,14.9103,5.13889,10.184,8.75,10.75,8.77319,2.22222,10.3775,19.6569,10.2654,0,0,0,7.58333,road-block
26,79,119,3,89,24,111,94,92,33,9,137,200,126,109,113,123,3,151,46,91,53,4,53,114,0,12,6.5,0,1,1,0,0.5,23.5,0,1,16.5,6,15.5,1,3,12,0,12.5,5.5,12.5,8.5,0,0,12,0,0,54.2843,0,50.1421,13.6569,0,50.1421,16.4853,22.4853,6.82843,64.3259,83.1127,60.669,49.3137,50.9706,56.7696,0,0,0,46.1838,28.0416,0,0,0,1,4,4,2,10,2,7,2,4,6,1,6,7,6,584,580,6,4,7,6,4,4,6,3,8,0,0,54.2843,0,50.1421,13.6569,0,50.1421,16.4853,22.4853,6.82843,64.3259,83.1127,60.669,49.3137,50.9706,56.7696,0,0,0,46.1838,28.0416,0,0,0,0,16.125,7.67821,0,12.5,2,0,0.666667,5.59685,0,23,11.2966,7.2,13.0333,2,10,11.8333,0,16.3133,2.76515,18.5156,3.96078,0,0,11.9556,0,19,6.38205,0,23.5,10.75,0,11.8333,6.16162,0,23.5,13.7544,6.41296,9.6757,11.25,9.25,7.04167,0,10.631,21.3939,16.9822,3.87843,0,0,9.20278,road-block
199,142,129,29,78,124,130,28,89,52,101,80,100,154,142,148,68,22,117,134,119,37,21,21,117,0,16,9,0,1,0,9,1,3.5,0,13,12,2.5,10,0,4,8,0,3,15.5,15,4,0,0,0,0,0,55.1127,0,42.1421,50.1421,56.7696,15.6569,0,0,44.7696,39.9411,38.9706,57.9411,0,52.6274,30.6274,0,0,0,36.2843,21.3137,0,0,0,5,1,4,3,641,589,12,2,8,4,5,8,2,4,565,3,6,3,556,1,5,2,2,1,3,0,0,55.1127,0,42.1421,50.1421,56.7696,15.6569,0,0,44.7696,39.9411,38.9706,57.9411,0,52.6274,30.6274,0,0,0,36.2843,21.3137,0,0,0,0,14.6611,5.62179,0,18,0,17.2381,2.5,15.9127,0,18.641,5.77083,2.74167,10.4,0,16.625,4.89583,0,9.25926,12.7188,17.75,3.5,0,0,0,0,17.15,8.32479,0,21.5,0,17.4444,23,3.23016,0,19.1218,6.70833,3.125,8.075,0,10.875,3.63333,0,3.09259,14.8898,14.85,4.25,0,0,0,road-block
0,93,158,152,47,77,151,13,175,142,176,161,171,145,207,117,175,3,180,171,112,99,137,104,170,0,0,11.5,0,0,0,3,0.5,0,4.5,5.5,17.5,9,10.5,0,8,19,0,3,17.5,12,11.5,0,0,1,0,0,57.3553,0,0,0,48.4853,0,0,48.9706,52.6274,61.4975,0,57.3553,0,0,63.7401,0,0,0,0,0,0,0,0,0,5,588,7,1,1,629,2,1,7,23,14,3,9,1,2,5,4,7,4,1,10,4,1,643,0,0,57.3553,0,0,0,48.4853,0,0,48.9706,52.6274,61.4975,0,57.3553,0,0,63.7401,0,0,0,0,0,0,0,0,0,0,9.08333,0,0,0,19.5,0,0,4.35185,19.8395,8.62381,12.5889,7.83911,0,17.9111,10.7675,0,10.3333,11.0762,19.75,7.01587,0,0,22.5,0,0,7.88302,0,0,0,21,0,0,7.12963,13.4136,11.3214,8.08889,19.3038,0,21.7611,9,0,6.41667,13.1524,18.0917,7.92063,0,0,7,road-block
302,218,117,30,73,3,163,20,142,56,98,155,170,204,63,170,108,11,174,87,136,118,84,214,171,0,23,7,0,1.5,0,6.5,0,6.5,1,11.5,16,5,13.5,0,9,11.5,0,6,11,16.5,5,7,0,6.5,0,30.9706,52.2843,0,0,0,54.0416,0,0,35.3137,42.5269,52.0833,0,59.8406,0,55.9411,42.5269,0,0,0,0,24.1421,0,0,0,1,5,2,4,3,4,1,4,4,4,2,8,4,570,2,587,10,1,649,8,7,10,2,6,2,0,30.9706,52.2843,0,0,0,54.0416,0,0,35.3137,42.5269,52.0833,0,59.8406,0,55.9411,42.5269,0,0,0,0,24.1421,0,0,0,0,9.95436,4.11905,0,17.3333,0,19.7756,0,16.3333,15,19.5725,8.56469,2.7,8.89701,0,15.7778,5.86957,0,16.75,6.09957,15.4266,2.25,3.85256,0,20.7436,0,11.373,5.78571,0,23.0833,0,18.8718,0,4.22222,1.5,20.3732,7.40844,10.15,13.4558,0,15.5,4.75776,0,9.5,18.1991,16.3357,2.9,7.29487,0,5.64103,road-block
185,166,138,291,209,11,163,342,68,146,163,233,222,125,22,122,170,3,211,47,157,91,10,131,239,0,6,10,0,0,0,2,0,3.5,5,5.5,20.5,3.5,7.5,0,4,13,0,7,0,16.5,10.5,0,0,13,0,0,51.1127,0,0,0,0,0,0,0,23.5563,65.9828,0,56.0416,0,49.3137,57.598,0,0,0,0,0,0,0,0,1,1,2,6,1,1,600,3,6,15,6,4,547,8,1,598,6,4,611,5,1,4,7,2,4,0,0,51.1127,0,0,0,0,0,0,0,23.5563,65.9828,0,56.0416,0,49.3137,57.598,0,0,0,0,0,0,0,0,0,14.7407,4.6,0,0,0,18,0,16.8889,9,13.1051,10.5405,8.0582,3.77778,0,19.75,9.64744,0,10.6619,0,16.25,7.20635,0,0,13.6936,0,15.9074,6.81667,0,0,0,22,0,9.77778,13.6667,9.0697,11.0604,12.418,5.75556,0,14.75,5.82692,0,11.9452,0,17.3889,6.25397,0,0,10.0067,road-block
8,144,156,41,127,64,147,74,13,3,81,143,66,119,31,79,93,0,97,65,60,148,129,27,182,0,0,16,2.5,3,3.5,3,7.5,0,0,8,16.5,5.5,8,0,0,7,0,0,6.5,7.5,9.5,0,2.5,9,0,0,62.0833,0,0,54.3848,13.6569,33.2132,0,0,38.6274,56.669,0,50.2843,20.8284,37.3137,40.6274,0,0,0,27.2132,0,0,0,0,1,1,6,8,632,2,2,6,3,2,1,6,27,6,618,601,10,0,7,5,3,4,2,1,7,0,0,62.0833,0,0,54.3848,13.6569,33.2132,0,0,38.6274,56.669,0,50.2843,20.8284,37.3137,40.6274,0,0,0,27.2132,0,0,0,0,0,0,8.08032,17.2667,10.3333,10.619,20.5,3.04444,0,0,19.4375,9.5404,11.1296,12.975,0,0,6.42857,0,0,4.37607,20.9556,8.11028,0,2.13333,15.8825,0,0,8.00959,22.2667,8.55556,16.3333,21.1667,21.5556,0,0,21.5,9.53283,18.5185,4.25,0,0,3.21429,0,0,21.7393,21.8722,12.5746,0,14.9333,7.84615,road-block
15,146,24,16,275,65,37,41,0,0,40,110,66,107,149,141,133,49,43,96,132,73,122,21,67,0,33.5,0,0,0,0,0,1,0,0,5.5,10,13.5,12.5,5,5,16,0,6,0,7,2,1,0,0,0,58.0833,0,0,0,0,0,0,0,0,0,0,63.4975,43.3553,51.799,0,0,0,0,0,0,0,0,0,0,3,11,2,5,16,1,1,6,0,0,1,5,5,11,6,30,4,4,7,4,5,2,6,1,2,0,58.0833,0,0,0,0,0,0,0,0,0,0,63.4975,43.3553,51.799,0,0,0,0,0,0,0,0,0,0,0,13.5491,0,0,0,0,0,0,0,0,21.2424,5.67745,6.50617,18.6267,6.63333,18.3333,10.25,0,20.2424,0,16.25,21.6667,8.5,0,0,0,10.8036,0,0,0,0,0,0,0,0,21.0606,11.801,8.28395,8.28905,18.3667,18.65,7.8125,0,3.75758,0,19,20,9.25,0,0,road-block
136,26,108,127,179,67,209,158,233,293,201,38,22,151,193,201,56,201,239,166,151,379,302,316,177,7.5,1.5,0,2,0,2,8,7,0,0,11,4.5,0,12.5,1,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2132,50.1421,0,0,0,0,0,0,0,0,0,0,5,4,3,2,560,1,1,15,2,5,2,6,2,4,547,493,7,3,2,593,11,2,3,3,570,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2132,50.1421,0,0,0,0,0,0,0,0,0,0,20.3,2.77778,0,21.7778,0,9.66667,14,5.66071,0,0,18.5,3.25926,0,16.8778,2.5,15.7222,5.03704,0,0,0,0,0,0,0,0,6.3,1.77778,0,8.55556,0,7.33333,14.125,16.8571,0,0,16.9091,3.92593,0,7.63556,15.5,12.0278,5.14815,0,0,0,0,0,0,0,0,road-block
99,41,79,20,39,22,168,61,63,3,188,24,29,189,115,177,23,0,28,144,149,25,122,61,159,0,1.5,0,0,0,0,11,0,0,0,15.5,3,0,15.5,1,13,3.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8406,0,0,0,0,0,0,0,0,0,0,0,1,2,18,2,14,8,577,2,14,1,2,2,1,10,578,56,4,0,3,1,1,1,595,654,27,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8406,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11.5,0,0,0,13.5205,2.5,0,11.4877,11.5,14.6276,2.7619,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,15.0909,0,0,0,14.711,3.66667,0,11.9747,8.25,10.2952,2.7619,0,0,0,0,0,0,0,0,road-block
3,118,45,41,105,77,124,181,0,133,129,45,28,112,112,152,70,25,245,131,113,17,69,115,71,0,13.5,0,0,2.5,1.5,4,0,0,0,8.5,4,0,10,2.5,10,7,0,0,0,0,0,0,0,0,0,32.6274,0,0,38.7279,0,0,0,0,0,32.0416,19.3137,0,53.1127,52.3848,0,30.6274,0,0,0,0,0,0,0,0,1,3,5,4,2,2,613,1,0,3,2,4,3,5,5,3,4,1,2,12,2,2,1,2,2,0,32.6274,0,0,38.7279,0,0,0,0,0,32.0416,19.3137,0,53.1127,52.3848,0,30.6274,0,0,0,0,0,0,0,0,0,15,0,0,4.53333,5.5,2.35417,0,0,0,17.6933,3,0,18.8478,1.73333,15.3,4.38095,0,0,0,0,0,0,0,0,0,8.58519,0,0,3.36667,3.75,7.375,0,0,0,15.951,6,0,14.9167,9.86667,15.625,5.02381,0,0,0,0,0,0,0,0,road-block
150,62,115,44,136,198,76,44,219,47,187,99,108,169,167,155,140,0,12,144,75,86,372,276,117,0,8.5,0,0,3,9.5,4,0,0,6.5,17,0,0,8.5,4,15.5,0,0,0,0,0,0,0,0,1,0,0,0,0,88.6274,31.8995,0,0,0,0,63.7401,0,0,57.6985,0,60.669,0,0,0,0,0,0,0,0,0,1,2,551,5,7,5,4,1,4,2,8,1,2,2,2,12,4,0,2,609,2,2,1,1,571,0,0,0,0,88.6274,31.8995,0,0,0,0,63.7401,0,0,57.6985,0,60.669,0,0,0,0,0,0,0,0,0,0,12.1333,0,0,5.33333,18.0183,3.5,0,0,20.9167,9.31324,0,0,15.1974,15.375,9.92294,0,0,0,0,0,0,0,0,3.75,0,22.6333,0,0,5.5,13.5409,10.25,0,0,20.5,10.5118,0,0,17.4281,20.5,7.66219,0,0,0,0,0,0,0,0,7,road-block
79,133,96,142,136,79,166,103,137,310,6,172,74,168,63,53,182,12,132,154,164,420,189,260,108,0,0,5.5,3.5,2,0,2,4.5,0,0,0,13.5,0,17,1,2,14,1.5,1,11,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0833,0,0,0,0,0,0,0,0,0,0,0,6,616,5,3,1,3,2,5,1,1,2,1,4,3,636,3,1,6,9,3,6,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0667,3.2381,12.8611,0,20,6.03704,0,0,0,9.72026,0,14.3039,0,10,13,1.77778,21,11.545,0,0,0,0,0,0,0,11.6,9.47619,14.0556,0,18,20.4074,0,0,0,13.2952,0,9.85784,0,9,10.5714,1.77778,3.5,16.1234,0,0,0,0,0,road-block
103,33,130,121,133,112,146,177,14,214,18,161,183,6,159,151,151,6,29,125,160,4,268,380,147,0,1,2,1,1,0,1,14.5,0.5,0,2,14.5,0,0,9,0,11,0,0,13.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,59.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,552,4,1,575,21,2,6,5,6,6,5,9,546,2,6,4,8,5,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,59.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1.5,10,0,10.75,13.6229,1.33333,0,22.5,9.39943,0,0,11.7444,0,13.1742,0,0,10.1296,0,0,0,0,21.7778,0,11.5,17.5,1.75,3.16667,0,10,12.3296,22.6667,0,23,12.7227,0,0,7.10556,0,6.75,0,0,17.1481,0,0,0,0,8.13889,road-block
47,183,151,8,11,2,175,140,84,40,189,34,105,184,95,117,2,0,166,45,144,71,126,118,128,0,0,4,0,0,0,14,15.5,8.5,2,18,4.5,0,0,4,1,0,0,0,0.5,0,2.5,3,0,0,0,0,52.6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,4,2,1,4,7,6,2,4,2,2,1,6,11,4,0,1,2,4,13,2,4,546,0,0,52.6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,11.0159,17.6263,4.78431,18,13.2585,3.25926,0,0,11.25,23,0,0,0,22.6667,0,12.9333,5.61111,0,0,0,0,19.0833,0,0,0,14.8135,9.2509,21.5392,23,13.4423,3.92593,0,0,3,1.5,0,0,0,18.3333,0,12.0667,5.16667,0,0,road-block
158,38,45,113,145,124,160,136,118,103,55,144,213,170,60,96,163,88,52,169,147,117,196,187,153,0,2.5,0,8.5,4,0,4,5.5,0,0,6.5,12,0,16.5,5.5,5,15.5,0,0,16,0,0,0,0,0,0,0,0,48.8701,0,0,0,0,0,0,0,0,0,56.669,0,0,59.4975,0,0,0,0,0,0,0,0,1,2,14,7,9,19,2,2,6,6,2,4,2,2,14,2,4,4,3,5,6,1,5,1,7,0,0,0,48.8701,0,0,0,0,0,0,0,0,0,56.669,0,0,59.4975,0,0,0,0,0,0,0,0,0,5,0,10.4551,2.94444,0,17.125,4.87879,0,0,20.7436,5.875,0,15.4369,2.4,21.25,10.5021,0,0,12.4253,0,0,0,0,0,0,5.5,0,4.60256,4.5,0,13.25,20.303,0,0,20.1282,9.4881,0,9.01692,8.75,18.6875,8.46283,0,0,13.092,0,0,0,0,0,road-block
67,93,131,108,72,122,128,161,3,0,120,148,86,20,150,131,146,37,102,2,135,157,106,13,151,0,0,2,1,0,0,0,15,0,0,0,12,5.5,3.5,14,0,11.5,5.5,0,0,0,0,0,0,15.5,0,0,19.6569,49.3137,0,0,0,0,0,0,0,57.598,25.3137,0,0,0,58.1838,19.5563,0,0,0,0,0,0,0,1,3,1,32,8,4,612,6,2,0,3,2,4,5,21,549,1,4,4,2,9,1,2,4,10,0,0,19.6569,49.3137,0,0,0,0,0,0,0,57.598,25.3137,0,0,0,58.1838,19.5563,0,0,0,0,0,0,0,0,0,8.72222,11.5,0,0,0,13.0525,0,0,0,11.6495,10,22.2381,10.0585,0,15.7483,3.75758,0,0,0,0,0,0,10.6998,0,0,8.91667,2.75,0,0,0,13.3568,0,0,0,15.8333,4.75,2.7619,10.6511,0,11.3764,4.30303,0,0,0,0,0,0,11.0624,road-block
94,181,104,207,267,305,19,68,231,17,151,122,228,83,265,317,39,52,96,92,38,244,26,248,57,0,11,0,2.5,2,6.5,0,0,5,1,0,0,8,0,12,9,5,0,0,0,0,5,0,9,0,0,61.598,0,0,37.6569,22.1421,0,0,0,0,0,0,0,0,66.4264,0,0,0,0,0,0,0,0,0,0,1,3,644,4,601,60,3,656,6,5,2,7,627,2,6,575,5,4,3,1,5,21,4,2,3,0,61.598,0,0,37.6569,22.1421,0,0,0,0,0,0,0,0,66.4264,0,0,0,0,0,0,0,0,0,0,0,16.9091,0,6.33333,10.75,12.88,0,0,5.85556,22,0,0,16.8182,0,16.3042,14.4444,3.5,0,0,0,0,12.3,0,10.375,0,0,16.195,0,4.66667,6.29167,5.17556,0,0,20.5111,23,0,0,5.98182,0,9.56667,9.81944,4,0,0,0,0,6.6,0,11.8056,0,road-block
