%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_25 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_25 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
17.3095,0,0.75,0,8.72222,0,0,8.01212,0,16.1288,0,5.5,0,0,0,22.2083,20.8333,2,16.0741,0,23.2222,4.5,0,23.5,5.04167,19.9643,0,2,0,16.8333,0,0,3.99697,0,20.3788,0,21,0,0,0,2.16667,3,1.5,22.5926,0,1.77778,3.5,0,14,17.6218,flood
0,0,0,0,0,12.6042,0,10.6608,0,14.6087,3.66667,11.8333,0,0,0,0,0,0,0,0,21.3333,6.7625,0,0,0,0,0,0,0,0,5.79167,0,11.3182,0,15.0226,9.91667,10.8333,0,0,0,0,0,0,0,0,8.33333,13.875,0,0,0,flood
23,11.2778,0,0,0,0,0,0,13.8095,2.73333,14.5,11.8333,0,0,0,6.96296,4,0,22.6667,0,11.75,23.5,1.88889,6.09259,0,23.5,10.5556,0,0,0,0,0,0,9.28571,3.26667,21.75,8.16667,0,0,0,2.89815,2.5,0,23.3333,0,3.25,4,6.36111,3.05556,0,flood
0,0,0,14.119,12.7039,2.66667,6.62179,11.1736,11.4005,0,12.5595,2.44444,0,0,0,0,0,0,0,0,20.2222,18.0833,9.08654,7.16188,14.8,0,0,0,11.75,17.4746,22.7333,20.0179,14.2535,10.7503,0,3.46429,1.77778,0,0,0,0,0,0,0,0,17.1111,20.0278,8.64744,12.6683,13.65,flood
0,6,19.1958,8.83333,21.9333,0,0,0,10.2429,21.9524,8.59676,16.5664,0,0,0,0,16.3333,7.66667,23.6667,7.49032,0,11.6667,8.49545,14.3583,10.8333,0,23.5,6.80423,19.9167,21.2667,0,0,0,2.8381,2.7619,14.5396,16.9091,0,0,0,0,2.5,2.5,23.6667,14.6671,0,4.5,10.9545,8.19167,2.16667,flood
0,0,10,0,22.7333,3.5,14.625,10.2989,7.08333,14.0026,18.823,3,0,0,0,0,0,0,0,0,1.3125,14.4206,11.8032,0,0,0,0,4.5,0,3.06667,5,2.375,13.7407,10.1786,12.7967,17.1914,5.58333,0,0,0,0,0,0,0,0,11,16.6236,8.32773,0,0,flood
0,0,5.6886,17.95,11.8333,2.63333,10.2292,15.9683,6.25556,5.73077,5.9,0,0,0,0,0,0,0,0,0,0,6.22222,12.7836,0,17,0,0,14.6441,21.7833,13,7.36667,3.91667,5.45556,4.5,8.16667,4.75,0,0,0,0,0,0,0,0,0,0,12.4444,10.7403,0,23.5,flood
0,0,7.40741,0,0,0,0,15.7917,16.5,11.5,10.6575,0,0,0,0,0,0,0,0,0,21.6667,8.91576,18.0787,13.1833,10.6667,0,0,15.2407,0,0,0,0,4.25,13.6786,8.75,13.2853,0,0,0,0,0,0,0,0,0,6.66667,13.7033,15.8148,8.61111,6.25,flood
0,5.87037,17.5404,9.62753,11.2671,13.7924,6.08244,10.0577,22.75,13.2656,7.66667,0,0,1.77778,0,0,0,0,0,0,19.623,6.68889,22.6204,1.61111,14.1607,0,11.1296,15.1375,9.92929,5.32057,16.4275,9.5539,13.0604,3.75,13.0382,0.916667,0,0,1.77778,0,0,0,0,0,0,17.9444,5.51389,21.5926,8.38889,17.4635,flood
0,0,15.5833,10.0414,0,11.9698,11.3339,18.5,15.7222,17.5312,2.7619,0,6.6625,6.45614,0,0,0,0,0,0,0,13.575,14.1162,15.3889,6.32644,0,0,9.25,14.9319,0,10.1763,13.3995,15.6161,3.27778,6.51042,2.7619,0,18.9292,5.0016,0,0,0,0,0,0,0,16.8447,11.6717,22.1889,10.3321,flood
0,0,20.0222,11.7349,7.43056,16.9133,8.33053,0,12.25,20.5,9.88056,0,15.5325,20,1.77778,0,0,0,0,0,0,19.5606,10.9198,3.62963,13.8855,0,0,16.3111,11.2813,9.72531,11.1209,8.45542,0,13.1732,4.30952,4.18889,0,19.6341,5.7,1.77778,0,0,0,0,0,0,18.2386,7.55309,21.4537,10.3375,flood
0,21.8718,18.9,9.42783,17.3417,9.31027,6.09259,18.8725,2.41667,11.5542,3.59167,8.5,6.65972,7.77273,0,0,0,0,0,22.0606,0,10.3736,0,13.9278,9.78732,0,20.6218,11.8333,11.4444,9.90556,11.6416,22.537,16.0907,2.96667,13.2129,4.80278,2,10.2477,10.6818,0,0,0,0,0,21.2424,0,12.2024,0,19.7259,9.90853,flood
0,20.2135,9.39734,9.58791,22.0952,12.7261,14.442,18.6225,15.6737,13.1424,0,0,3.55556,5.93889,0,0,0,0,17.5185,15.8167,21.8611,7.34846,14.8333,9.85926,5.33333,0,19.9259,9.43297,17.9679,20.5238,10.6089,9.68116,15.368,8.20723,7.95,0,0,5.71235,11.1889,0,0,0,0,21.7037,16.3429,21.5397,8.13249,20.9306,7.76296,2.55556,flood
0,0,15.2632,11.8611,10.4875,8.32128,20,10.8229,6.25,13.6058,19.5278,10.0607,0,9.30952,0,0,0,0,0,10.7,0,13.8056,9.60606,6.20833,2.8,0,0,14.5814,13.6759,6.93611,12.5619,12.5,15.1271,2.41667,10.8475,7.40476,12.0863,0,2.86508,0,0,0,0,0,20.6667,0,7.62346,9.15152,9.9375,5.96296,flood
0,0,19.1742,10.2922,12.5286,9.51521,6.50067,12.8303,2.5,13.0769,11.4306,10.6398,0,0,0,0,0,0,0,0,0,18.7459,3.42063,9,15.725,0,0,19.1272,10.6572,18.3587,14.3966,9.18182,12.1018,4.3,13.6282,7.19167,12.3468,0,0,0,0,0,0,0,0,0,17.5929,7.07936,18.7778,14.25,flood
0,0,13.6763,15.2046,12.1296,7.13571,13.619,20.149,3.37821,15.0357,15.0651,3.80303,0,10.4333,0,0,0,0,0,9.83333,23.6667,11.2335,3.72222,16.6667,13,0,0,9.89372,13.2042,10.7901,10.291,14.7262,18.7424,5.02564,12.629,6.95365,5.91667,0,3.11667,0,0,0,0,0,20.7778,23.6667,11.7709,3.11111,21.1111,14.25,flood
0,18.381,17.2753,6.66,14.2322,2.5,5.33333,9.75806,16.25,4.62719,13.3233,0,0,0,0,0,0,0,0,19.7778,22.7037,5.17874,22,9.87358,10.1678,0,22.9048,13.4502,8.57333,13.0904,21.6667,15.9167,12.8774,20.5389,6.42456,5.55455,0,0,0,0,0,0,0,0,22.7778,22.2593,6.49868,20.9167,14.6699,10.5927,flood
0,22.7333,20.0179,7.86288,14.5843,1.61905,8.28846,11.6009,18.25,6.5,16.7778,0,0,0,0,0,0,0,0,13.5,0,5.49993,20.3578,12.8173,7.44508,0,22.7333,12.3631,6.46515,10.8611,6.88095,12.9551,10.1111,17.1389,7.84375,6.7963,0,0,0,0,0,0,0,0,19.3939,0,6.62401,19.902,19.5995,6.5075,flood
0,0,0,0,18.0331,0,9.5,9.76667,13.7685,9.66667,11.3144,0,0,0,0,0,0,0,0,0,0,6,13.2381,0,0,0,0,0,0,15.3565,0,5.75,18.7333,10.582,6.33333,22.3447,0,0,0,0,0,0,0,0,0,0,2.25,4.19048,0,0,flood
0,18,4,4.16667,17.375,11,2,3.5,14.4222,17.5429,7.06944,9.00557,1.77778,0,0,0,0,0,0,0,12.4004,10,8.98529,0,12.9855,0,22.5,11.75,11.1333,2.5,2.25,1.5,0.916667,15.1778,18.6429,11.2222,14.3732,23.2222,0,0,0,0,0,0,0,12.7502,5.125,18.0784,0,21.3188,flood
22.7333,12.2222,0,0,0,0,0,7.41667,0,11.3512,0,0,16.7857,0,0,9.375,19.6515,7.33333,20.625,12.8333,0,0,0,10,7.75,2.73333,3.25397,0,0,0,0,0,18.9167,0,18.3415,0,0,17.9464,0,0,1.5,9.12879,16.5833,21.5,16.2924,0,0,0,1.5,2,flood
0,0,4.94444,0,16,2.58333,0,12.1111,13.2083,4.25,7.98765,0,0,0,0,0,0,0,0,0,5.25,0,17.1667,0,13.25,0,0,19.0556,0,22.25,20.6667,0,15.1508,13.2917,3,5.46914,0,0,0,0,0,0,0,0,0,1.5,0,14,0,7.25,flood
0,0,0,0,0,0,0,1,16.5,20.5,10.6429,14,0,0,0,0,0,0,0,0,14.8919,0,0,11.5,3,0,0,0,0,0,0,0,5.83333,21.5,20.5,13.5476,2.19444,0,0,0,0,0,0,0,0,8.45288,0,0,0.833333,2.5,flood
0,0,12.1,7.49222,10.5263,13.391,9.61325,0,11.5084,4.28333,8.92344,0,0,0,0,0,0,0,0,0,13.2133,2,16.4451,2,15.5238,0,0,14.9833,13.6937,12.6686,14.9613,8.66631,0,5.21885,3.38333,3.32057,0,0,0,0,0,0,0,0,0,18.8083,22,20.7879,21,22.3333,flood
0,0,8.02963,12.5931,12.7791,13.3542,10.1194,0,15.4833,3.18519,15.5275,15.4444,0,0,0,0,0,0,0,0,19.3407,10.0117,20.9127,6.74026,14.7013,0,0,15.6222,13.0615,12.3444,13.8889,11.6783,0,5.47037,3.18519,7.12372,3.33333,0,0,0,0,0,0,0,0,19.3284,17.9401,21.0556,18.5844,21.0714,flood
0,0,9.9568,12.7028,13.2224,17.9949,9.16667,3,17.3819,9.5,10.7308,3.375,0,0,0,0,0,0,0,0,19.7448,10.2454,19.2375,3.36667,12.5864,0,0,12.7018,17.1838,14.1347,15.0008,11.1667,1.5,7.64815,6.44444,6.66667,2.375,0,0,0,0,0,0,0,0,18.7411,11.1991,20.1562,16.3833,18.7894,flood
0,0,15.0656,14.2898,10.4948,16.9924,11.0833,6.48205,16.5852,5.11243,12.8722,0,0,0,0,0,0,0,0,0,17.2579,10.4082,19.6278,13.906,10.1096,0,0,14.6667,17.5511,13.4215,5.02431,15.3667,5.12821,9.04815,5.15873,5.54815,0,0,0,0,0,0,0,0,0,16.0575,9.66399,17.4444,18.0342,15.5273,flood
0,0,17.1391,14.8178,12.6364,11.669,7.6292,6.0282,16.0143,8.60417,7.96296,1.5,0,0,0,0,0,0,0,0,21,11.1793,23.5,6.65625,15.3819,0,0,14.6919,15.6162,9.61707,16.4838,4.5042,5.12821,12.9857,6.625,10.4815,11,0,0,0,0,0,0,0,0,20,10.811,23,18.122,20.4663,flood
10.0308,0,0,15.125,8.87963,10.8646,10.8571,18.9192,9.40278,12.189,13.4804,7.71429,0,12.3718,13,13.7407,0,0,0,0,22.8667,4.5,17.1389,7.7971,14.4008,18.8333,0,0,16.3775,8.74074,11.9717,5.14286,15.5354,19.1389,11.6963,6.73529,6.22619,0,4.91026,6.2037,3.74074,0,0,0,0,18.8667,11.6,9.22222,18.1594,14.1129,flood
15.5417,6.13889,0,11.7708,2.5,0,13.0667,21.5,13.07,14.75,16.9365,5.37356,14.8889,15.8991,3,18.25,0,0,19,13.419,0,7.47619,11.8,11.4444,6,10.7,15.5278,0,14.125,13,0,19,21,7.37198,12.5,15.6032,7.60632,20.8889,12.1272,4.75,4,0,0,17,18.6667,0,7.2381,8.4,2.22222,1.5,flood
10.7857,0,0,18,0,0,0,23,12.5251,12.5,12,12.0055,4.74444,17.3056,2.5,2.7619,3,0,5,3.66667,10.7725,17.1355,5.875,12.5,1.77778,12.8571,0,0,2,0,0,0,22.5,13.3631,21.7222,16.5,11.0572,8.04444,12.5599,3.66667,4.2381,1.5,0,16.5,19.3333,6.65079,15.9651,8.25,3,1.77778,flood
21.5333,4.56944,4.22222,0,5.99608,0,0,23,12.5924,14.446,14.4989,17.5625,0,17.5924,2.7619,11.0256,0,0,0,14.4,10.4222,3.93333,15.5758,16.6429,9.72876,13.4,13.6944,2.22222,0,4.81176,0,0,22.5,15.6015,19.5337,16.9091,16.875,0,9.95356,2.7619,4.12821,0,0,0,20.2667,11.4289,7.93333,18.1288,17.8571,8.85173,flood
21.3333,8.22222,9.55556,0,0,0,0,0,9.92064,21,8.6,14.6667,14.9545,0,19.5,11.9611,0,6.22222,22.7333,8.2119,15.3214,14.1556,10.2665,13.7639,3.04762,20.3333,16.0741,1.55556,0,0,0,0,0,16.6989,18.8333,15.1,22.5,19.8485,0,8.44444,9.74522,0,1.66667,22.3333,11.777,11.1964,11.9111,6.94628,6.51389,3.33333,flood
4.55556,23.5,21.5,8.16488,0,9.73333,2,13.2667,19.6667,13.4469,2.5,7.25,5.53125,0,0,3.83333,10.4323,9.04286,0,0,19.1458,22.9167,17.25,5.66667,0,7.44444,15,8,14.7944,0,3.33333,8.5,12.0667,2.5,10.8156,21,9.5,19.4062,0,0,4.88889,10.6825,13.5048,0,0,19.375,5,8.71111,20.3333,0,flood
23.3333,2.5,7.75,0,13.75,0,0,0,5.51852,13.6771,3.75758,9.5,18.5,0,15.9108,2.44444,12.1272,3.25926,16.7333,0,20.7778,9.91361,8.57692,15.8333,0,23.6667,21,6,0,17.6042,0,0,0,16.5926,11.4792,18.8788,13.3182,21.4444,0,10.6182,6.44444,4.00439,3.25926,20.3,0,15.7778,12.8556,10.1838,3.86111,0,flood
0,0,5.92857,16.6169,1.5,0,0,0,11.1845,20.6786,13.7879,6.96111,17.056,19.8611,0,8.03846,5.5,1.33333,3,8.08333,0,0,7,9.36508,10.3371,0,0,13.3095,8.17143,2,0,0,0,9.39286,9.30476,21.3258,9.3,19.1387,15.8194,0,9.49252,2.03571,1.33333,20.25,8.5,0,0,10,6.70189,7.26244,flood
0,13.2573,13.1212,18.1991,2,0,0,0,18.25,14.6568,5.99444,6.46931,14.5,20.5238,6.1891,10.1243,15.5,0,0,0,20.8728,3.25,15.3868,4.60349,7.55556,0,11.3137,4.09091,9.03704,9,0,0,0,14.2949,17.5679,20.5148,11.7417,23.5,21.2381,10.1538,8.94055,1.58333,0,0,0,18.0877,7.75,9.57037,19.7429,17.2889,flood
0,0,0,12.873,0,0,0,21.75,6.19529,19.75,8.66057,10.5,17.5625,13.6204,21.3333,7.82051,20,10,6.69444,9,0,16.1254,4.61842,15.2451,4.12121,0,0,0,9.1627,0,0,0,18.9167,7.3064,16.6667,10.5258,21,14.6728,11.6389,19.6667,8.99359,2,1.5,14.0556,14.5,0,21.1083,7.45614,5.76961,6.2803,flood
0,0,1.5,3,6,0,0,7.36296,10.4395,13.105,16.8986,0,0,0,0,0,0,0,0,0,20.902,13.625,9.56905,1.33333,0,0,0,9,1.5,23,0,0,13.4704,8.25725,8.63309,9.66667,0,0,0,0,0,0,0,0,0,19.0784,21.75,13.5321,4.36667,0,flood
0,0,15.3,13.4667,13.2727,14.1667,4,14.0121,8.59223,0,14.5,20.25,0,0,0,0,0,0,0,0,3.88095,17.4583,6.84799,12.6716,0,0,0,4.53889,12.2917,17.4091,11.1218,2.5,14.4956,6.50399,0,5.75,8.20833,0,0,0,0,0,0,0,0,5.09259,20.4912,10.7244,14.4208,0,flood
0,0,0,19.7451,12.5263,23.3333,9.42857,7.74713,10.9962,16.2698,0,17.0222,0,0,0,0,0,0,0,0,0,11,21,13.7917,2.5,0,0,0,4.52941,4.48684,1.66667,4.42857,13.6782,16.75,14.5675,0,17.7778,0,0,0,0,0,0,0,0,0,10.5556,22.5,20.0417,22.75,flood
4.22222,0,13.5,6,0,3.90476,2.5,2.33333,22.5556,10.9364,5.06061,0,13.6444,9.32879,12.8179,3,11.5501,0,0,0,9.13375,16.2111,10.5957,14.381,14.3855,16.7778,0,3,2.5,0,3.2381,2,17.3333,23.2222,19.7303,16.303,0,20.3556,7.61667,6.47969,1.5,5.82018,0,0,0,16.1162,17.4439,7.33774,22.5833,14.9974,flood
22.3333,0,13.4722,3.75758,0,4,0,0,11.6667,11.9614,19.4491,2.22222,0,0,0,0,0,0,0,0,0,14.774,12.1369,1.33333,15.4267,23.3333,0,13.7201,21.2424,0,1.5,0,0,4.80556,5.78246,18.224,13.2222,0,0,0,0,0,0,0,0,0,6.9375,17.7024,20.6667,19.2933,flood
0,0,7.21439,13.3545,17.9518,9.11111,12.4017,1.66667,9.20238,8.4342,0,14.5,0,0,0,0,0,0,0,0,13.7977,6.58974,0,10.2868,13.8158,0,0,12.5228,15.5079,16.4335,9.86984,8.36721,1.66667,10.2857,7.50333,0,2,0,0,0,0,0,0,0,0,14.9921,12.641,0,15.7402,13.0515,flood
0,0,7.60602,12.7513,15.0716,8.20098,11.9343,1.66667,11.2859,3.48889,22,0,0,0,0,0,0,0,0,0,12.3768,8.49084,22.2667,10.1786,3,0,0,10.0509,8.07407,14.6743,9.59395,7.12193,1.66667,7.6939,2.63889,4,0,0,0,0,0,0,0,0,0,17.9396,17.3993,22.2667,17.131,21.9167,flood
0,0,11.3509,14.6869,16.2151,14.7917,8.73254,2.26667,8.00699,8.80651,0,10.869,0,0,0,0,0,0,0,0,18.6981,8.38586,0,8.5625,9.97778,0,0,11.5609,13.7172,14.4697,12.9071,11.3429,2.26667,13.8007,7.26533,0,3.30952,0,0,0,0,0,0,0,0,18.2695,8.74141,0,17.9375,12.7222,flood
0,0,15.1875,10.6204,15.7796,17.9136,11.25,11.3468,18.4246,11.176,11.0833,1.38095,0,0,0,0,0,0,0,0,20.6474,9.55838,0,10.1399,0,0,0,15.8006,13.8315,15.2367,17.6494,6.5,5.4902,8.31796,7.99819,2.83333,4.11905,0,0,0,0,0,0,0,0,20.7147,10.8886,0,16.4752,0,flood
0,0,9.08333,11.5321,10.9153,11.0648,10.7667,0,14.721,5,14.9477,2.26667,0,0,0,0,0,0,0,0,17.8077,7.0037,17.996,7.27222,11.0833,0,0,16.6167,17.625,10.6206,10.5775,12.6006,0,10.207,5.6875,4.53399,3.06667,0,0,0,0,0,0,0,0,17.0385,7.73519,16.886,15.4361,7.88889,flood
0,0,6.76389,19.9946,9.22851,10.6,15.6537,9.25657,7.79599,17.0727,15.4604,0,0,0,0,0,0,0,0,0,16.6481,9.33545,5.425,20.7429,9.77048,0,0,5.25,18.9744,7.73677,2.75,11.8796,14.0101,8.75062,18.294,14.355,0,0,0,0,0,0,0,0,0,22.3704,10.5991,16.925,20.7429,16.7419,flood
0,0,1.06667,15.3781,3,14.3725,2,7.4127,0,14.272,18.5,11.6111,22.1296,14.2564,0,10.6667,5.5,0,1.61111,0,0,0,9.87634,0,0,0,0,7.46667,13.5151,18.2,10.5392,8.25,7.4127,0,16.8557,21.75,8.27778,22.3796,2.55769,0,1.25,0.75,0,9.88889,0,0,0,11.3172,0,0,flood
21.4444,0,0,12.3321,5.11905,0,0,13.8791,23.25,14.1566,9.51746,0,0,0,0,6.66667,0,0,0,0,1.66667,11.6239,16.3221,7.66667,11.7238,22.7778,0,0,11.5192,2.36905,0,0,4.78898,18,21.9016,8.68651,0,0,0,0,1.83333,0,0,0,0,17.3333,12.3868,18.3381,15.1111,11.0714,flood
0,17.25,0,0,0,0,18.5238,8.25,14.1399,0.75,0,4.30833,0,5.5,0,14.7587,14.4515,10.8333,5.8375,0,1.66667,0,11.7611,19.1026,18.6296,0,4.16667,0,0,0,0,22.3333,21.5,14.6406,3,0,6.39583,0,0.75,0,18.8889,12.1868,1.77778,18.3792,0,16.5,0,14.0481,16.4744,18.2778,flood
16.6667,0,0,12.1173,0,0,21,12.3323,7.72421,3.25,18.404,7.11168,0,0,0,12.0921,6.23445,0,0,0,11.75,17.5977,11.0309,0,8.75556,12.5833,0,0,12.6667,0,0,23.4167,13.3374,7.49895,8.25,18.8949,6.46078,0,0,0,5.39841,4.75598,0,0,0,10.5,18.2828,7.99411,0,12.3889,flood
0,0,8.57305,13.4928,8.97845,17.2333,7.34615,23,11.2031,12.9417,14.1503,0,0,0,0,0,0,0,0,0,15.5154,0,13.4327,0,10.0607,0,0,11.4381,19.5723,12.1226,17.6185,16.8782,3,13.7007,6.21667,9.73215,0,0,0,0,0,0,0,0,0,21.8692,0,12.9241,0,9.80476,flood
0,0,10.3117,16.9487,5.70021,18.6709,8.26549,20.7481,14.5729,21.6288,8.31429,0,0,0,0,0,0,0,0,0,8.99519,0,14.1389,1,15.8112,0,0,11.2645,17.3105,9.8891,18.6936,11.4237,5.06296,5.8125,4.86364,4,0,0,0,0,0,0,0,0,0,17.0187,0,20.25,8.75,20.8077,flood
0,0,8.28037,5.63228,12.3712,18.3904,14.0332,0,12.05,23,11.75,2,0,0,0,0,0,0,0,0,15.5357,0,21,6,0,0,0,10.8319,5.26217,14.303,5.12281,11.2698,0,2.3,1.5,3.25,1.5,0,0,0,0,0,0,0,0,21.131,0,23.5,11.75,0,flood
0,0,6.70994,13.7197,11.4758,15.2074,11.9124,19.6288,12.5,0,0,0,0,0,0,0,0,0,0,0,14.5833,2,22,12.1294,0,0,0,13.2844,13.3528,10.2932,12.7056,14.6724,5.05871,2.875,0,0,0,0,0,0,0,0,0,0,0,22,22.5,22.5,18.5594,0,flood
0,0,11.6838,17.5133,11.5912,14.2569,4.42262,21.0278,9.1,0,0,0,0,0,0,0,0,0,0,0,12.3386,0,16.1317,0,0,0,0,7.51464,16.0056,9.16752,15.1806,9.31548,2.38889,2.5,0,0,0,0,0,0,0,0,0,0,0,21.8588,0,21.5111,0,0,flood
0,7.14506,0,23.5,12.3,1.875,0,0,19.3333,6.29167,3.625,0,12.5005,0,0,13.004,1.33333,0,7.12333,0,0,0,12.5802,0,0,0,7.82716,0,23,12.85,5.5,0,0,9.5,6.71667,10,0,15.236,0,0,20.5618,23.6667,0,14.3158,0,0,0,3.64198,0,0,gas
0,10.7391,0,21.5,7.66667,14.9206,0,0,17,12.5128,4,0,11.3919,0,10.0519,10.5924,0,0,6.75,0,0,22.1212,5.875,17.7045,0,0,17.913,0,18.9524,8.66288,15.3611,0,0,15.25,13.1683,5.75,0,15.4998,0,11.9148,17.141,0,0,14.75,0,0,3.58333,5.875,5.07576,0,gas
0,0,0,0,7.83333,3.75,0,0,22.25,7.33333,6.75,0,14.3772,0,17.612,11.8028,0,0,12.9444,0,0,22.5,13.0833,1,0,0,0,0,0,7.66667,10,0,0,21.25,10.3786,11.7083,0,16.3544,0,14.5726,9.01667,0,0,16.3889,0,0,2,5.5,5,0,gas
0,11.7674,0,17.5307,14.1621,11.1325,0,0,13.75,14.3692,5.33333,0,14.6886,0,14.2528,12.6667,4.5,0,4.625,0,0,19.9608,10.5609,7.80556,0,0,14.632,0,14.8491,13.8999,17.2863,0,0,13.2292,9.45266,3.5,0,10.2843,0,12.1648,12.4679,18.75,0,17.4167,0,0,4.12745,5.6183,8.73611,0,gas
10.5,15.8,17.8,11.1736,8.92181,0,0,4.36944,10.0959,7.95343,10.7381,4,4.40941,15.7381,5.98485,0,0,11.8667,2.77778,0,0,12.4506,20.6944,4.58974,0,10.5,7.2,20.375,13.9766,9.39046,0,0,11.0317,11.529,8.61127,18.2619,23.5,12.3639,7.37281,17.3561,0,0,2.48333,23.2222,0,0,8.97531,13.5437,10.7874,0,gas
7.16667,21.5333,18.1474,10.7585,3.62963,13.3704,15.941,16.2919,9.32211,10.9048,12.5,8.17391,4.875,0,13.9792,0,0,0,20.1667,2.25,9.8,9.87094,17.75,7.72716,16.9912,20.9,17.8167,20.9744,11.0668,16.6296,19.5926,9.26389,11.8483,12.2897,18.9762,3.63333,16.9722,22.375,0,4.5,0,0,0,19.125,11,1.75,12.1818,2.25,14.6562,5.07456,gas
0,0,0,15.1852,0,2.5,0,18.2974,13.8571,9.5,22.8889,7.24924,11,0,0,0,0,0,0,0,12.381,11,12.7083,10.1616,16.0512,0,0,0,4.51852,0,2,0,5.8468,12.6231,17.125,9.11111,17.4141,23.5,0,0,0,0,0,0,0,8.13095,17.75,2.66667,10.9242,11.0629,gas
3.08333,6.86667,21.5,17.5625,7,0,14.6677,11.7435,12.6905,5.85185,21.2,3.73504,0,0,0,0,0,13.8667,5,0,12.3301,13.4688,16.0042,16.3224,8.02273,22.9167,22.2,3.5,22.5,4,0,11.0052,10.4444,10.381,7.62037,14.25,21.9829,0,0,0,0,0,2.56667,23.5,0,3.87179,9.26693,15.812,6.25412,18.8864,gas
0,20.3333,0,12.6244,18.2667,2.66667,14.0833,5.33623,15.4402,7.5,17.9246,4,0,10,0,0,0,0,8.33333,0,10.7153,11.9815,10.3201,10.0844,17.4295,0,22.3333,0,9.91667,8.61667,5.66667,4.58333,18.7681,9.5812,22.25,11.8944,20.5,0,1.5,0,0,0,0,23.4667,0,13.3611,6.64352,14.7473,4.58222,20.5897,gas
6.16667,20.0175,5.01212,0,10.5625,1.66667,11.9289,17.4351,2.52381,14.2101,21.8889,0,0,0,0,0,21.9127,0,16.1905,0,19.1101,10.5741,10.9226,20.1212,5.30312,21.0833,20.7544,21.697,0,8.125,3.66667,5.26444,5.5,6.11905,7.28066,13.8889,0,0,0,0,0,3.44444,0,22.7619,0,12.2708,8.68254,14.0042,6.08333,19.1238,gas
18,13.7641,18.8596,3.125,19.4308,21,3.37121,0,13.5847,0,11.75,1.25,4.15476,0,21.2698,6.66667,10.881,0,5.2381,0,22.5,5.22222,0,8.60256,0,1.5,10.7635,11.7456,6,9.83846,1.5,5.37879,0,5.16399,0,10.5,3.5,4.09524,0,21.0635,11.8333,4.97619,0,18.1905,0,21,5.73611,0,19.8974,0,gas
