%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
188,0,0,0,120,0,13.875,21.6146,151,0,15.0679,12.7817,171,0,7.13889,1.44444,152,52.5269,16.5337,9.53509,207,52.6274,16.7889,14.8,89,0,5.0625,3.25,102,0,5.5,6,162,0,7.75,11.5,118,20.3848,18.6419,18.7454,160,61.2548,7.02879,5.90657,105,74.5685,6.78571,8.85714,79,28.7279,3.86905,19.5238,34,0,0,0,48,18.7279,9.74074,1.87037,77,0,5.25,1.5,49,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,172,57.8406,9.25019,8.86973,110,28.3848,7.81987,13.4024,167,0,2.66667,6,106,0,0,0,67,0,17.9444,22.5278,flood
0,0,0,0,37,0,0,0,39,0,23,3.5,188,49.598,9.8351,12.7531,22,0,0,0,89,25.3137,18,12.9167,172,44.1421,16.0667,10.7833,156,39.6985,15.5349,16.5849,87,30.0416,10.0501,3.84423,173,54.2843,5.81845,7.90476,120,55.1127,9.41667,5.01389,2,0,0,0,39,0,16.5,23,20,0,4,1.5,40,0,0,0,57,0,0,0,93,0,0,0,0,0,0,0,14,7.65685,2.5,23,0,0,0,0,7,0,0,0,147,57.598,15.8542,17.3125,121,49.9411,7.70833,5.5,170,64.1838,9.65059,16.3713,41,0,0,0,flood
0,0,0,0,183,0,0,0,131,54.8701,14.1603,3.94872,75,34.6274,18.9167,21.25,103,44.0416,6.58148,17.0185,54,31.6569,11,1.5,33,22.4853,4.5,1.58333,106,58.4264,17.1042,16.5972,81,38.8701,5.77583,4.50682,126,48.5269,17.409,9.66972,136,54.2843,13.3,9.3125,59,0,12.6667,2.5,104,47.1127,14.3611,22.2222,34,0,8.55556,5.44444,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,22,0,22,22.5,164,59.2548,13.6473,13.8736,88,22.9706,1.88889,1.33333,154,77.3553,5.72932,18.5276,87,0,17,22.1667,flood
0,0,0,0,0,0,0,0,85,0,18.0454,17.2192,119,58.3848,2.95184,8.79545,128,54.4264,9.52006,8.59506,64,46.1838,18.2463,17.0689,99,55.1127,7.1875,8.6,73,0,8.86728,6.37037,79,48.2843,13.6833,8.94167,120,59.0122,13.5985,7.64616,99,34.0416,11.0675,17.1061,34,26.1421,2.375,6.125,0,0,0,0,3,0,0,0,22,0,0,0,55,0,0,0,25,0,6,1.5,9,0,0,0,0,0,0,0,10,0,21.7778,22.7778,59,0,0,0,89,76.4264,5.52381,10.2407,10,0,20.5,23.3333,24,0,0,0,89,59.0122,15.8046,16.0715,flood
0,0,0,0,0,0,0,0,91,35.1127,13.75,12.0833,141,65.4558,12.9405,12.2429,91,60.669,15.8046,11.4361,154,139.539,11.5568,16.8364,88,18.1421,9.74874,8.70783,44,42.7696,7.31511,7.7726,62,50.5269,16.3137,11.2157,80,58.4264,15.0769,8.5,89,73.1127,17.6786,17.5952,44,34.0416,4.87255,6.79902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30.0416,19.8396,19.7807,110,87.8406,7.83678,7.65493,37,0,0,0,5,0,0,0,65,43.1127,13,17.5455,flood
0,0,0,0,0,0,0,0,57,22.9706,12.9195,12.7077,125,97.8406,4.78986,8.3501,126,85.9828,13.3875,15.1165,128,73.7401,12.0197,14.0775,66,0,17.1237,15.1801,59,44.7696,9.89105,6.26587,53,42.0416,19.5106,11.8783,73,60.4264,14.8623,8.10533,67,61.6985,17.0023,13.021,33,26.6274,4,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,17.4228,18.9957,54,49.5563,8.01587,11.4127,44,0,0,0,2,0,0,0,111,88.3259,9.78253,16.7124,flood
0,0,0,0,0,0,0,0,83,59.8406,10.1588,12.1444,84,40.8701,9.28662,6.86566,101,42.7696,12.9811,12.3786,72,30.3848,7.06695,13.6809,84,63.9828,12.7499,13.2997,3,0,0,0,89,73.0122,14.4902,15.0392,41,32.8701,4.87719,6.11404,58,43.2132,13.641,2.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,16,18.5,67,65.4558,4.0625,6.29861,34,26.0416,20.7429,20.7429,57,42.6274,7.23077,17.7083,92,62.5685,13.2917,14,flood
0,0,0,0,0,0,0,0,93,38.5269,17.404,14.1231,77,48.8701,4.60952,8.32698,126,67.8406,17.4367,15.5974,58,30.3848,5.41905,14.1952,78,61.9828,14.6014,14.7477,35,27.2132,5.17778,3.87778,58,44.8701,17.3889,10.0111,64,46.4264,8.75873,7.62302,53,40.0416,14.2037,3.7963,11,7.65685,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,61,50.7696,13.3283,19,25,0,0,0,76,56.0833,14.285,16.1265,89,67.8406,13.0895,13.971,flood
0,0,0,0,0,0,0,0,70,47.9411,11.0057,5.75,158,89.7401,13.2245,15.0682,121,60.7696,13.3771,12.6113,119,70.3259,12.1712,15.8063,114,67.8406,16.7146,15.2314,99,32.6274,19.0143,16.45,33,20.7279,9.41975,2.41975,102,59.3553,13.3301,4.75957,115,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19.5563,22.1414,22.2323,128,82.5685,11.3511,11.0028,66,8.82843,14.6496,19.2222,133,67.4975,13.0392,18.242,32,0,2.75,4.6,flood
0,0,0,0,3,0,0,0,68,69.9828,18.0407,9.1626,123,60.1838,11.1021,11.9236,66,27.799,12.8889,2.36111,234,59.0122,9.04287,9.46319,86,48.5269,11.8048,18.2333,84,48.1838,12.2421,12.2421,42,27.2132,3.62778,4.87778,116,64.7696,13.5497,7.68323,11,6.82843,1.5,2,6,0,0,0,9,6.82843,0,0,21,21.6569,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,111,0,0,0,58,0,0,0,110,64.5685,14.2344,13.0188,104,55.9411,9.57143,13.9286,89,56.7696,18.0357,14.7912,127,74.0833,13.3268,12.7475,flood
35,0,0,0,134,0,0,0,118,53.4975,10.2009,10.0126,148,50.0416,8.95513,11.5128,132,76.9117,14.425,20.8481,135,69.2548,13.4231,6.21037,78,7.65685,1.97778,6.81111,102,60.669,11.1478,12.0476,95,52.0416,18.6016,14.7556,142,68.4264,13.3851,11.2869,145,74.0833,13.5,13.6522,22,0,1.5,5,0,0,0,0,15,0,2.22222,2.55556,73,0,0,0,45,0,0,0,92,0,0,0,22,0,0,0,0,0,0,0,22,0,21.0476,21.2857,34,18.7279,22.2037,22.3148,166,87.4975,11.6945,7.09374,44,0,0,0,11,0,6,23.5,103,59.8406,11.2473,12.8925,flood
0,0,0,0,8,0,0,0,48,29.4558,20.0291,18.2598,167,74.669,10.0279,10.2121,81,20.7279,13.8366,9.75672,159,63.0122,8.40334,10.8056,55,27.2132,5.94872,18.766,93,64.9117,17.3056,18.9722,42,24.9706,3,4.5,74,50.2843,13.125,2.25,7,0,0,0,2,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,74,46.1838,18.2463,16.794,134,68.7696,9.17222,11.1167,90,56.5269,17.9304,19.6447,100,62.669,16.813,16.1662,flood
0,0,0,0,76,0,0,0,94,56.0833,16.6546,14.7696,142,65.8406,9.29874,10.8728,189,49.3137,8.36667,7.93333,186,71.2548,12.0974,9.45171,114,67.0122,13.807,16.2069,113,0,10.9039,9.73008,19,0,2.5,3,187,77.598,14.3662,10.383,40,23.799,3.38333,4.11905,32,0,0,0,46,0,0,0,56,0,5.37281,7.17168,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,18.3772,17.4336,108,0,0,0,101,63.7401,13.2562,14.0434,73,44.9706,1.75,10,81,32.3848,17.6306,21.7787,84,48.7696,6.5,9.10684,flood
0,0,0,0,0,0,0,0,101,63.9828,14.7477,13.9746,92,48.5269,10.6056,12.1228,170,66.4264,7.95417,14.7333,172,63.0122,17.8208,12.3235,91,30.0416,10.5265,13.7613,61,0,2.5,2,49,0,6.25,5,80,49.6985,12.0384,6.12281,51,32.6274,5.12879,6.16572,43,33.3137,9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,129,71.8406,11.4982,15.2537,21,6.82843,23.5,22,67,37.4558,5.30556,19.4471,86,55.598,16.7222,15.8433,flood
0,0,0,0,49,32.8701,17.7275,20.0275,60,66.5685,13.1333,7.18333,168,108.811,6.18119,7.47078,144,68.2843,11.8125,9.94792,109,66.669,10.716,8.17901,59,40.0416,12.943,12.3533,97,0,15.6237,13.4958,5,0,0,0,122,70.4264,11.2115,8.87051,90,0,0,0,5,0,0,0,37,22.7279,2.11667,19.7333,33,22.9706,3.38333,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,42.8701,14.9064,19.9181,6,0,0,0,33,0,22.2323,21.7778,79,32.0416,4.16941,5.26745,125,32.9706,11.375,8,79,28.6274,10.4815,3.99074,128,80.5685,11.2267,17.1693,flood
0,0,0,0,18,0,21.3333,22.5,81,0,18.5022,14.7248,136,0,12.6175,4.34683,149,83.1127,10.0625,9.67361,140,77.598,14.3279,11.0482,42,26.1421,2.5,3.8,81,0,12.3045,12.0364,57,0,0,0,103,68.7696,14.4778,10.4616,88,59.598,10.6174,9.79103,16,0,0,0,30,21.5563,5.7,22.3,24,0,2.5,3.9,7,0,0,0,29,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,58,0,12.2037,11.9259,19,0,11.119,10.6905,86,54.3259,6.16838,6.16838,76,0,0,0,26,21.5563,4.40741,22.2593,145,55.9411,11.75,12.1833,flood
20,0,0,0,28,20.1421,21.05,22.25,32,0,11.6667,2.5,146,106.569,6.77778,8.37654,96,55.6985,15.4401,8.48733,142,39.4558,7.53048,8.88156,90,6.24264,12.5284,10.9005,89,58.4264,17.5,14.6526,53,0,8.27778,4.77778,110,61.598,15.9014,11.5827,80,36.8701,11.2532,4.48187,53,32.0416,6.72222,4.92222,26,15.8995,1.61111,9.88889,38,24.9706,6.15,2.75,14,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,41,24.6274,21.119,20.869,82,48.4264,8.15556,7.82222,81,48.4853,0,0,43,28.9706,6.83333,21.2222,100,63.9828,13.4978,13.6337,flood
0,0,0,0,67,40.9706,15.6667,21.7833,53,25.799,15.0889,14.1524,65,44.3848,5.0787,14.0463,185,63.598,14.7595,15.1967,47,23.6569,9.57407,15.9074,77,0,7.04545,13.9615,77,0,12.7143,8.78572,70,42.3848,13.6365,13.4746,62,37.9411,6.25,6.73958,89,59.6985,12.2608,3.82057,57,0,0,0,13,0,0,0,37,0,0,0,55,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,19.1903,20.0819,97,62.9117,13.5116,15.0959,29,20.1421,3.25,2.5,101,12.4853,7.33333,7.22222,80,34.8701,13.9005,21.0748,74,45.0122,6.90095,8.17782,flood
0,0,0,0,0,0,0,0,88,110.167,13.0729,10.2812,106,53.8406,16.6487,17.635,165,69.2548,9.35978,13.5406,167,67.0122,13.1673,14.8554,67,38.2843,5,7.1,95,55.6985,16.9816,16.615,53,30.8701,4.58061,4.72113,113,64.1838,8.23375,8.55573,108,45.1127,15.4035,4.89596,84,50.2843,10.7607,8.28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22.7778,22.7778,149,74.3259,10.339,14.4583,8,0,0,0,14,0,3.11111,23.4444,93,0,17.1267,13.6642,flood
0,0,0,0,0,0,0,0,44,22.3848,22.1282,22.2051,250,57.7401,15.4988,15.5142,109,42.5269,11.7513,12.1217,206,45.3553,13.6712,12.9632,100,31.3137,13.2531,14.6728,182,61.799,8.53827,5.04321,96,41.1127,5.08547,4.41453,123,56.3848,7.78788,8.56061,82,35.1127,5.68182,5.25,102,54.5269,13.3492,2.69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,22.2917,21.8333,109,46.8701,3.55229,11.3203,93,0,19.3268,20.7908,71,24.9706,13.7397,21.9873,flood
0,0,0,0,8,0,0,0,2,0,0,0,177,124.409,19.3197,18.3635,97,38.1421,2.07407,10.6667,194,73.2548,15.6329,16.2037,38,19.5563,2.54545,2.90909,111,73.0122,17.3515,19.7857,107,51.2548,8.8442,8.12681,150,62.5269,13.1496,17.394,136,63.4975,14.2607,8.2091,136,63.0122,11.2967,8.98815,2,0,0,0,30,0,0,0,8,0,0,0,19,0,0,0,22,0,0,0,4,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,181,76.5685,11.1262,12.8661,70,46.8284,1.66667,18,86,48.6274,14.4153,20.2249,flood
0,0,0,0,0,0,0,0,30,17.6569,21,2.75,142,88.9117,9.37153,15.1632,153,66.7696,19.4512,16.7895,180,62.7696,7.94796,15.2782,121,55.1127,6.04167,9.7803,114,67.7401,14.2765,14.117,46,25.3137,15.6944,5.11111,83,47.1127,12.4545,5.5,104,65.3553,13.893,7.55746,17,9.07107,2.26667,2.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,103,64.5685,13.5738,13.8042,87,52.7279,2.86111,3.22222,110,0,0,0,104,60.0833,15.5797,14.0635,flood
0,0,0,0,0,0,0,0,61,34.8701,19.89,19.7703,182,65.3553,10.4144,13.3058,173,90.4264,13.1613,18.7398,176,62.8701,10.0726,14.0521,40,20.9706,3.13889,3.26389,123,59.0122,15.9117,15.7469,105,36.1421,13.2556,7.75556,125,62.4264,16.6541,12.913,124,67.8406,13.5433,6.88909,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,37.1127,19.3718,18.5693,85,43.8995,1.51111,2.88889,4,0,0,0,109,0,14.8735,13.5901,flood
0,0,0,0,0,0,0,0,149,41.4558,13.2562,11.5961,100,51.799,3.875,10.6667,136,76.669,14.9246,13.6629,69,52.6274,1.66667,4.66667,75,52.6274,15.5,21.5,73,53.1127,5.47619,11.3968,120,61.0122,10.2229,6.74869,61,48.1838,8.40351,9.17509,82,65.3553,15.6961,16.7157,71,57.598,6.56944,13.9306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28.9706,12.0278,22.5,19,0,22.3,22.3,19,11.6569,1.375,11,137,100.326,12.6117,8.19508,67,23.5563,7.32037,20.7093,flood
0,0,0,0,0,0,0,0,74,54.8701,17.6574,6.01852,167,54.2843,11.85,12.475,140,66.7696,15.4732,11.4315,60,51.799,1.25,2.33333,76,0,0,0,88,44.9706,11.1667,16.6667,145,52.3848,7.43333,5.43333,82,57.9411,12.0909,13.0322,80,52.6274,8.25,20.875,88,54.8701,9.44048,14.8571,0,0,0,0,102,69.3553,15.3791,16.8928,37,25.5563,19.1571,3.84286,26,16.7279,2.75926,3.14815,55,36.0416,14.7821,3.62179,23,13.8995,1.61905,1.83333,51,32.6274,21,18.625,51,26.3848,4.00142,5.56553,18,11.8995,10.6333,11.1333,17,9.07107,2.73333,22.2667,47,45.4558,7.15625,19.8958,91,55.9411,10.1682,11.5864,68,0,0,0,flood
0,0,0,0,0,0,0,0,73,51.8406,17.3737,16.1794,54,24.1421,1.91667,8.41667,123,80.0833,13.9353,11.308,119,81.0122,18.763,10.818,14,8.82843,0,0,89,22.1421,12.0542,8.67083,114,77.598,13.3075,15.1974,127,61.3553,8.59791,12.6573,87,58.4264,8.73077,13.6923,14,0,0,0,0,0,0,0,48,38.8701,7.52847,7.01389,5,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,21.625,19.625,36,0,0,0,127,83.8406,12.4755,13.3508,13,0,23.5,23,70,48.0416,2.67284,11.0864,98,60.4264,9.85667,11.9267,flood
0,0,0,0,17,0,0,0,55,41.9411,18.5,17.4236,75,40.8701,8.56956,12.5612,73,58.5269,16.0298,9.66272,29,11.0711,1.13333,1.53333,84,56.7696,14.2083,13.0379,87,45.3553,12.314,11.1881,94,40.3848,13.5042,9.29342,106,62.4264,17.5531,10.9952,117,81.7401,12.2818,18.8849,39,25.799,3.63095,4.95238,41,0,0,0,24,17.6569,8,1.5,18,0,0,0,30,0,0,0,61,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,72,52.669,16.1263,15.4765,64,51.8995,3.44444,4.61111,88,72.669,10.3284,20.4713,118,61.4975,11.5546,11.5638,flood
0,0,0,0,0,0,0,0,50,44.2843,19.75,16.5,78,44.0416,10.3447,7.31061,100,57.0122,10.928,10.0426,105,80.4264,16.4192,10.1378,78,53.4558,5.83333,12.6222,32,15.3137,12,7.5,119,86.0833,12.9114,15.1129,119,58.4264,3.875,5.73333,105,65.2548,15.899,16.156,22,0,3,4,0,0,0,0,73,59.598,13.3542,9.44765,15,13.6569,21,1.5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42.3848,19.9318,18.0606,38,0,0,0,69,63.1127,5.55556,11.8457,18,0,22.2381,21.381,43,0,1.125,5.83333,124,0,4.32296,7.1031,flood
6,0,0,0,39,30.3848,5.87037,11.1296,79,50.7696,17.5404,15.1375,135,76.4264,9.62753,9.92929,90,56.7696,11.2671,5.32057,185,67.3553,13.7924,16.4275,111,60.669,6.08244,9.5539,91,0,10.0577,13.0604,32,20.1421,22.75,3.75,116,75.2548,13.2656,13.0382,48,29.3137,7.66667,0.916667,117,0,0,0,0,0,0,0,10,6.24264,1.77778,1.77778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,57,0,19.623,17.9444,118,50.9706,6.68889,5.51389,31,20.7279,22.6204,21.5926,35,21.8995,1.61111,8.38889,154,58.1838,14.1607,17.4635,flood
0,0,0,0,6,0,0,0,140,55.9411,15.5833,9.25,242,51.799,10.0414,14.9319,2,0,0,0,198,41.5563,11.9698,10.1763,154,68.5685,11.3339,13.3995,116,55.598,18.5,15.6161,64,18.9706,15.7222,3.27778,135,57.1127,17.5312,6.51042,24,0,2.7619,2.7619,13,0,0,0,122,54.2843,6.6625,18.9292,73,32.8701,6.45614,5.0016,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,32,0,0,0,3,0,0,0,179,62.3259,13.575,16.8447,147,54.8701,14.1162,11.6717,85,29.799,15.3889,22.1889,118,51.3553,6.32644,10.3321,flood
0,0,0,0,120,0,0,0,40,43.6985,20.0222,16.3111,107,41.3553,11.7349,11.2813,169,69.9411,7.43056,9.72531,145,43.799,16.9133,11.1209,156,68.669,8.33053,8.45542,1,0,0,0,123,60.0833,12.25,13.1732,48,25.799,20.5,4.30952,79,40.0416,9.88056,4.18889,191,0,0,0,113,47.6985,15.5325,19.6341,93,52.6274,20,5.7,14,6.24264,1.77778,1.77778,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,20,0,0,0,78,37.9411,19.5606,18.2386,119,32.2843,10.9198,7.55309,77,48.3848,3.62963,21.4537,149,60.4264,13.8855,10.3375,flood
26,0,0,0,49,0,21.8718,20.6218,85,0,18.9,11.8333,173,72.4264,9.42783,11.4444,114,49.799,17.3417,9.90556,189,72.4264,9.31027,11.6416,65,0,6.09259,22.537,90,0,18.8725,16.0907,54,0,2.41667,2.96667,138,70.7696,11.5542,13.2129,53,0,3.59167,4.80278,29,0,8.5,2,168,81.9411,6.65972,10.2477,91,0,7.77273,10.6818,49,0,0,0,216,0,0,0,12,0,0,0,0,0,0,0,86,0,0,0,40,0,22.0606,21.2424,1,0,0,0,134,0,10.3736,12.2024,112,0,0,0,128,34.9706,13.9278,19.7259,115,56.669,9.78732,9.90853,flood
0,0,0,0,72,0,20.2135,19.9259,122,56.9117,9.39734,9.43297,137,72.4264,9.58791,17.9679,40,0,22.0952,20.5238,191,41.1127,12.7261,10.6089,127,64.1838,14.442,9.68116,101,0,18.6225,15.368,101,20.4853,15.6737,8.20723,122,58.4264,13.1424,7.95,179,0,0,0,243,0,0,0,179,0,3.55556,5.71235,113,0,5.93889,11.1889,52,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,91,24.7279,17.5185,21.7037,112,55.4975,15.8167,16.3429,49,0,21.8611,21.5397,105,0,7.34846,8.13249,144,63.4558,14.8333,20.9306,133,51.9411,9.85926,7.76296,49,19.3137,5.33333,2.55556,flood
0,0,0,0,5,0,0,0,94,65.4975,15.2632,14.5814,119,94.9117,11.8611,13.6759,92,59.9411,10.4875,6.93611,174,56.7696,8.32128,12.5619,83,50.9706,20,12.5,76,43.4558,10.8229,15.1271,53,18.4853,6.25,2.41667,106,67.598,13.6058,10.8475,58,37.4558,19.5278,7.40476,87,55.6985,10.0607,12.0863,4,0,0,0,46,25.5563,9.30952,2.86508,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,32.9706,10.7,20.6667,2,0,0,0,128,101.397,13.8056,7.62346,60,54.5269,9.60606,9.15152,60,23.3137,6.20833,9.9375,93,43.4558,2.8,5.96296,flood
