%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Contours_size_0 NUMERIC
@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE  Contours_size_10 NUMERIC
@ATTRIBUTE  Contours_size_11 NUMERIC
@ATTRIBUTE  Contours_size_12 NUMERIC
@ATTRIBUTE  Contours_size_13 NUMERIC
@ATTRIBUTE  Contours_size_14 NUMERIC
@ATTRIBUTE  Contours_size_15 NUMERIC
@ATTRIBUTE  Contours_size_16 NUMERIC
@ATTRIBUTE  Contours_size_17 NUMERIC
@ATTRIBUTE  Contours_size_18 NUMERIC
@ATTRIBUTE  Contours_size_19 NUMERIC
@ATTRIBUTE  Contours_size_20 NUMERIC
@ATTRIBUTE  Contours_size_21 NUMERIC
@ATTRIBUTE  Contours_size_22 NUMERIC
@ATTRIBUTE  Contours_size_23 NUMERIC
@ATTRIBUTE  Contours_size_24 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
42,7,0,1,0,17.7714,21,68,2.5,0,7,0,9.38333,12.8333,63,0,0,562,0,0,0,36,1.5,34.7279,1,34.7279,13.1111,22.7778,115,0.5,80.0416,4,80.0416,7.5,22.6667,21,2.5,0,9,0,2.75,11.5,77,0,0,554,0,0,0,37,0,0,5,0,0,0,30,0,0,638,0,0,0,75,3,53.0711,2,53.0711,8.05556,1.77778,34,0,0,2,0,0,0,70,0,0,569,0,0,0,75,2,0,2,0,13.25,2.75,114,0,0,7,0,0,0,76,3.5,52.3848,1,52.3848,6.01429,22.4857,35,1,26.4853,2,26.4853,8,11.75,80,0,52.6274,576,52.6274,0,0,51,4.5,36.3848,9,36.3848,4.73545,10.4894,90,19,0,4,0,14.8474,11.702,4,0,0,2,0,0,0,31,1,0,3,0,0,0,121,0,0,1,0,0,0,60,0,0,585,0,0,0,1,0,0,2,0,0,0,76,4.5,0,2,0,4.7037,6.53241,paramedics
0,0,0,0,0,0,0,30,2,23.3137,4,23.3137,11.5,8,0,0,0,0,0,0,0,54,1,82.4853,1,82.4853,5.33333,16.5,139,5,62.9706,2,62.9706,11.1852,17.3519,51,2.5,36.8284,2,36.8284,18.0667,16.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,11.5,14.2426,2,14.2426,12.5418,10.8349,0,0,0,0,0,0,0,6,0.5,0,2,0,23.6667,23.6667,111,10,112.912,3,112.912,8.2303,20.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2.5,28.7279,1,28.7279,22.8833,10.3667,121,10.5,57.6985,2,57.6985,14.156,8.79519,59,0,0,3,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,62,6.5,0,1,0,20.6282,13.5513,0,0,0,0,0,0,0,81,1.5,46.4853,586,46.4853,1.5,6.75,171,1.5,56.2426,2,56.2426,3.97778,9.55556,74,2.5,92.3848,4,92.3848,21.4,13.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,98,5,19.6569,4,19.6569,10.4861,19.6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,11,7.65685,5,7.65685,11.9179,3.66667,0,0,0,0,0,0,0,71,6.5,91.0122,2,91.0122,19.641,13.8718,82,10,53.1127,2,53.1127,19.5,10.7667,9,0,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5.5,31.2132,2,31.2132,21.2879,8.22348,111,15.5,56.7696,10,56.7696,9.68073,10.2769,26,0,0,4,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,78,8.5,0,546,0,18.4732,7.26786,0,0,0,0,0,0,0,56,1,31.4142,614,31.4142,4.66667,9.16667,158,1.5,63.0711,3,63.0711,5.75,19.5278,54,2,70.6274,2,70.6274,16,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,2,0,23.6667,23.6667,89,4.5,53.2132,2,53.2132,1.43519,9.71296,5,0,0,2,0,0,0,0,0,0,0,0,0,0,97,0,0,2,0,0,0,0,0,0,0,0,0,0,93,17.5,72.669,3,72.669,15.5202,10.7184,77,8,48.2843,3,48.2843,19.9375,9.5,17,2,0,4,0,1.5,10.75,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6.5,61.6985,572,61.6985,18.1748,18.9161,93,10,51.6985,4,51.6985,7.94542,11.308,16,0,0,12,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,87,12.5,46.2843,4,46.2843,15.5833,6.92708,0,0,0,0,0,0,0,77,6,94.4264,2,94.4264,10.3889,20.0833,167,2,50.7279,4,50.7279,9.56944,14.1736,70,0,43.3137,1,43.3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,2,0,0,0,84,4.5,27.6569,4,27.6569,13.2623,18.537,60,0,0,2,0,0,0,0,0,0,0,0,0,0,125,7,20.1421,17,20.1421,16.5016,10.1491,0,0,0,0,0,0,0,79,24,103.539,1,103.539,17.4583,11.9861,51,3,28.1421,2,28.1421,22.8333,6,67,17,76.0833,1,76.0833,5.82353,18.3333,0,0,0,0,0,0,0,35,3,0,4,0,1.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5.5,48.0416,594,48.0416,11.0084,5.90067,117,7,43.4558,2,43.4558,10.4524,9.89683,22,0,0,3,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,84,8,44.2843,2,44.2843,19.9479,14.4167,0,0,0,0,0,0,0,49,25.5,60.9706,1,60.9706,15.75,12.6667,182,1.5,59.5563,2,59.5563,4.11111,12.3889,55,0.5,35.0711,2,35.0711,8.33333,5.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,100,2.5,95.5563,1,95.5563,3.26667,22.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,13,30.1421,1,30.1421,13.474,6.18032,0,0,0,0,0,0,0,90,10.5,0,1,0,7.71888,6.86633,98,13.5,53.0122,7,53.0122,16.8143,11.0746,17,4,19.3137,4,19.3137,3.25,20,0,0,0,0,0,0,0,26,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6.5,52.0416,576,52.0416,18.7517,15.1573,114,9,59.598,9,59.598,18.854,13.4248,23,1,0,4,0,1.5,6,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,56,7.5,0,622,0,19.9944,11.7111,0,0,0,0,0,0,0,35,2,52.1421,2,52.1421,14.6667,12.5,124,1.5,51.4142,2,51.4142,7.5,13.7222,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,77,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4.5,50.8701,9,50.8701,12.5679,2.84568,0,0,0,0,0,0,0,33,1.5,0,1,0,22.5556,16.8889,106,9,78.4264,3,78.4264,6.14683,19.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6.5,0,11,0,3.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8.5,40.8701,2,40.8701,18.9132,9.96919,109,8.5,58.2843,5,58.2843,13.2475,15.5177,30,6,0,2,0,3.5,4.25,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,111,15.5,108.87,5,108.87,9.51634,15.0514,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,102,8,100.77,3,100.77,16.0812,20.5292,14,0,0,1,0,0,0,0,0,0,0,0,0,0,65,6.5,9.65685,10,9.65685,5.72917,12.6875,0,0,0,0,0,0,0,71,13,0,609,0,16.877,15.5556,29,3,10.4853,5,10.4853,22.5,3,64,13,52.7696,2,52.7696,6.87698,15.3803,0,0,0,0,0,0,0,92,14,45.6985,3,45.6985,9.07134,17.8959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,124,9.5,61.799,12,61.799,13.4231,3.3125,10,1,0,2,0,2,1.5,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,54,3.5,37.5563,3,37.5563,22.631,11.5238,0,0,0,0,0,0,0,66,5,59.799,2,59.799,4.66667,21.3,156,1.5,78.0416,3,78.0416,19.7037,21.3704,61,1,0,1,0,10.8333,11.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,74,1,48.4853,3,48.4853,6.25,11.5,133,0,0,4,0,0,0,0,0,0,0,0,0,0,73,6.5,0,2,0,6.58025,4.82099,0,0,0,0,0,0,0,50,10,36.2843,2,36.2843,20,17.5667,118,9.5,47.2132,2,47.2132,13.7037,11.5602,6,0.5,0,5,0,1.33333,23.6667,0,0,0,0,0,0,0,80,10.5,0,1,0,14.7403,21.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,9.07107,3,9.07107,22.7333,2.26667,96,3,50.9706,4,50.9706,1.88889,4,41,5.5,0,4,0,5.48485,3.37121,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,68,7.5,0,622,0,18.8333,9.91667,0,0,0,0,0,0,0,49,3,30.2426,10,30.2426,12.0556,16.5556,152,2.5,53.0711,3,53.0711,11.0833,17.8333,32,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,0,0,0,80,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,6,0,8.83333,7.88889,0,0,0,0,0,0,0,64,14,0,3,0,17.5,15.2143,104,7,53.4558,44,53.4558,12,13.4048,29,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5.5,39.2132,612,39.2132,16.7597,8.0974,117,10,53.9411,6,53.9411,16.7604,9.18542,1,0,0,4,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,90,7.5,51.2132,635,51.2132,16.0084,7.07407,0,0,0,0,0,0,0,83,5,67.799,3,67.799,18.5,10.3,111,0.5,65.5563,3,65.5563,0.666667,4.33333,78,2,0,1,0,22.3333,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,51.799,13,51.799,4.175,5,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4.5,0,17,0,19.5,19.5,0,0,0,0,0,0,0,76,12,50.7696,1,50.7696,9.23016,5.97123,82,7,54.8701,1,54.8701,13.3082,17.9735,21,0,0,6,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,28.3848,6,28.3848,18.256,3.83333,103,9,99.598,2,99.598,10.1243,5.16931,21,0,0,2,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,108,8,0,6,0,17.222,4.95513,0,0,0,0,0,0,0,63,1,61.799,1,61.799,11.3333,14.5,211,1.5,50.2426,1,50.2426,3.49074,6.48148,47,0.5,26.2426,6,26.2426,6.33333,6.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,23.5,23,137,1,50.9706,9,50.9706,1.25,9.5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,22,2.5,9.07107,5,9.07107,22.7333,22.7333,0,0,0,0,0,0,0,129,6,0,2,0,21.0764,16.3125,159,14.5,68.9117,4,68.9117,15.9727,11.7453,11,1,6.82843,4,6.82843,1.5,23,0,0,0,0,0,0,0,92,8,54.2843,6,54.2843,4.8125,16.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,28.9706,2,28.9706,17.75,2.9375,177,7,87.598,5,87.598,8.8,2.6381,44,0,0,13,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,88,7.5,0,629,0,17.7381,11.4167,0,0,0,0,0,0,0,29,0.5,23.4142,6,23.4142,13.3333,23.3333,152,2.5,63.8995,1,63.8995,12.5,22.6667,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,171,7,78.6274,2,78.6274,9.34286,16.2984,23,0,0,2,0,0,0,0,0,0,0,0,0,0,149,2.5,21.6569,5,21.6569,19.6111,7.88889,0,0,0,0,0,0,0,118,8,0,1,0,21.4766,16.5202,142,8,53.4558,5,53.4558,11.1,7.43333,15,1,8.82843,2,8.82843,1.5,22,0,0,0,0,0,0,0,69,3.5,13.8995,6,13.8995,4.27143,16.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,7.5,50.8701,590,50.8701,19.0051,14.404,142,6.5,54.0416,2,54.0416,16.2265,17.3974,47,7,27.799,4,27.799,3.75,5.85714,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,124,6.5,39.5563,2,39.5563,11.6027,4.78451,0,0,0,0,0,0,0,52,2,25.6569,7,25.6569,6.5,7.75,212,1.5,61.0711,2,61.0711,4.84444,14.6667,44,1,49.3137,2,49.3137,11.6667,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,1,0,22,22,151,9.5,87.8406,8,87.8406,3.90936,11.076,79,0,0,6,0,0,0,0,0,0,0,0,0,0,160,54,87.0538,1,87.0538,12.1667,8.90741,0,0,0,0,0,0,0,109,6,57.1127,1,57.1127,17.0417,11.375,99,9,46.2843,1,46.2843,20.25,9.27778,24,5.5,27.5563,1,27.5563,3,20.1818,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7.5,42.0416,2,42.0416,18.6361,9.27222,156,14,58.4264,2,58.4264,12.6931,13.5995,116,0,0,4,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,59,8,35.4558,20,35.4558,21.25,16.2917,0,0,0,0,0,0,0,38,1.5,24.7279,3,24.7279,17.4444,22.7778,203,2,70.1421,2,70.1421,3.47917,10,16,1,9.41421,2,9.41421,2.5,10.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,161,3,50.1421,6,50.1421,7.58333,20.1667,98,0,0,4,0,0,0,0,0,0,0,0,0,0,107,7.5,52.8701,17,52.8701,7.51111,7.95219,0,0,0,0,0,0,0,107,22.5,105.296,2,105.296,17.3852,11.0815,129,10,61.9411,1,61.9411,12.2296,8.2537,86,0,0,5,0,0,0,0,0,0,0,0,0,0,103,8,0,1,0,5.24444,8.88889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,6.5,51.6985,577,51.6985,20.007,15.7203,146,11.5,77.8406,3,77.8406,11.0873,11.2813,64,10,34.2843,7,34.2843,4.75,6.55,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,221,4.5,43.8995,5,43.8995,11.5667,10.0667,83,1,79.799,1,79.799,18.6667,17,28,0,0,5,0,0,0,0,0,0,0,0,0,0,96,9,47.1127,6,47.1127,18.9722,16.4722,110,8.5,90.1838,6,90.1838,3.11275,19.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,13,56.4264,2,56.4264,17.9069,13.1501,19,1.5,17.0711,1,17.0711,23.1111,19.5556,97,13,49.598,4,49.598,6.73077,9.42735,109,26.5,96.9533,4,96.9533,13.1384,9.25786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,30.5,84.4264,3,84.4264,15.6768,13.0152,16,0,0,4,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,167,9,61.4558,2,61.4558,17.9691,16.8102,99,14.5,53.0122,2,53.0122,10.2123,7.15249,31,0,0,1,0,0,0,person
0,0,0,0,0,0,0,127,3.5,40.1421,2,40.1421,20.9722,13,0,0,0,0,0,0,0,52,5,0,2,0,19.7778,9.5,265,1.5,41.8995,4,41.8995,4.74074,6.53704,79,2,62.9706,4,62.9706,14.3333,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,0,4,0,18,16.5,205,5,52.6274,2,52.6274,6.72222,14.9741,169,0,0,2,0,0,0,0,0,0,0,0,0,0,173,11,12.2426,2,12.2426,16.2583,12.275,0,0,0,0,0,0,0,53,2,0,1,0,13.5,4.58333,145,10.5,55.3553,2,55.3553,19.6341,12.0444,9,1,0,4,0,1.5,22,0,0,0,0,0,0,0,94,4,0,4,0,2.73333,4.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4.5,16.7279,2,16.7279,21.2593,3.85185,232,6,58.0416,1,58.0416,4.7103,4.40939,5,0,0,6,0,0,0,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,101,5,0,3,0,22.5,10.7,0,0,0,0,0,0,0,32,3.5,0,2,0,20.0476,7.61905,251,3.5,46.7279,13,46.7279,11.5571,10.4179,70,2,31.3137,19,31.3137,8.77778,17.1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7.5,0,616,0,11.2593,16.8148,122,5,94.2843,1,94.2843,5.1,16.4333,134,0,0,1,0,0,0,0,0,0,0,0,0,0,246,6.5,21.5563,6,21.5563,12.0544,5.4312,0,0,0,0,0,0,0,141,9.5,53.0122,5,53.0122,8.96374,6.93713,159,11.5,59.3553,6,59.3553,8.97685,9.81911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,34.1421,2,34.1421,2.25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,7,38.6274,3,38.6274,22,10.6429,238,6.5,43.3137,4,43.3137,11.807,16.3937,41,2,0,6,0,2.5,7,0,0,0,0,0,0,0,person
0,0,0,0,0,0,0,90,4,0,4,0,22.75,9.5,0,0,0,0,0,0,0,29,4,6.82843,2,6.82843,20.5,6.25,225,2.5,68.7279,5,68.7279,6.16667,4.70833,52,1.5,0,6,0,5.11111,1.88889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,2,0,22,22.5,172,6,61.4558,8,61.4558,5.14815,19.7593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,4,0,1,0,7.71111,4.82222,0,0,0,0,0,0,0,141,10.5,45.3553,1,45.3553,16.5882,14.5724,117,9.5,52.5269,6,52.5269,11.4395,8.7987,3,0,0,4,0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,24.9706,1,24.9706,22.25,5.15,198,11,61.9411,3,61.9411,8.93712,8.06667,208,0,0,2,0,0,0,0,0,0,0,0,0,0,person
