%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
77,0,23,355,197,156,0,2,167,injury
286,358,172,340,555,400,377,550,205,paramedics
69,174,198,160,608,320,291,597,277,paramedics
143,237,152,247,710,392,196,475,187,paramedics
172,205,122,299,724,213,129,238,93,paramedics
117,90,137,265,625,179,180,295,82,paramedics
162,52,169,181,335,199,232,223,234,paramedics
199,128,172,153,404,303,232,250,290,paramedics
218,155,150,121,351,182,202,212,196,paramedics
259,77,248,253,366,262,264,193,294,paramedics
212,210,261,116,352,141,276,164,222,paramedics
302,235,220,177,296,148,66,196,253,paramedics
221,195,195,161,309,197,142,253,231,paramedics
188,219,182,94,301,176,87,203,193,paramedics
186,188,172,182,255,190,122,230,158,paramedics
272,211,258,197,281,219,280,197,198,paramedics
218,180,218,125,370,229,220,235,254,paramedics
253,193,254,202,330,290,304,248,221,paramedics
198,215,298,205,351,233,341,240,261,paramedics
294,207,297,499,308,212,298,218,343,paramedics
243,185,251,226,272,195,286,241,293,paramedics
299,245,282,210,362,243,288,220,254,paramedics
326,258,220,285,370,97,337,240,310,paramedics
209,273,271,227,297,203,329,248,263,paramedics
345,322,350,219,404,257,242,249,194,paramedics
143,188,314,173,309,242,361,208,210,paramedics
289,205,274,192,312,203,269,260,241,paramedics
244,196,255,186,257,193,266,289,259,paramedics
229,84,260,248,216,235,215,199,269,paramedics
351,197,234,231,334,199,328,301,283,paramedics
265,262,154,264,392,284,201,251,213,paramedics
144,129,152,125,247,132,186,187,164,paramedics
181,176,164,186,286,152,281,240,204,paramedics
142,149,148,196,292,162,252,239,155,paramedics
120,201,23,196,248,153,159,344,157,paramedics
373,198,248,308,458,296,364,306,281,paramedics
197,497,404,163,406,423,439,399,494,paramedics
251,612,433,565,561,506,638,481,476,paramedics
281,344,347,464,399,449,514,450,153,paramedics
194,130,216,651,237,369,408,391,180,paramedics
330,386,381,668,320,427,502,568,446,paramedics
170,149,191,129,200,165,147,85,147,paramedics
149,170,156,150,197,56,133,54,22,paramedics
194,160,133,172,225,143,181,156,171,paramedics
134,99,144,120,196,134,140,154,94,paramedics
179,180,131,144,221,192,153,81,109,paramedics
175,162,162,135,230,121,24,71,1,paramedics
164,93,165,129,139,135,127,29,186,paramedics
171,146,162,126,206,132,150,21,150,paramedics
196,151,149,179,194,9,129,27,165,paramedics
165,135,166,153,196,125,154,26,191,paramedics
550,604,246,344,474,475,33,276,441,paramedics
432,359,244,390,406,363,319,170,405,paramedics
613,554,321,609,628,454,304,432,592,paramedics
472,472,458,439,569,282,486,406,414,paramedics
531,385,289,606,267,430,378,433,592,paramedics
162,154,159,142,244,105,164,167,160,paramedics
173,217,180,82,272,176,172,205,155,paramedics
187,148,163,132,312,94,238,265,235,paramedics
118,260,68,17,293,192,258,270,116,paramedics
206,240,160,274,358,233,250,232,166,paramedics
380,217,225,194,346,236,271,232,214,paramedics
209,216,239,208,396,219,322,375,156,paramedics
247,154,172,231,355,236,167,295,72,paramedics
169,246,279,161,392,263,316,276,102,paramedics
245,279,298,142,454,341,380,357,16,paramedics
317,348,363,284,459,170,306,219,449,paramedics
214,201,281,232,303,207,298,216,317,paramedics
247,302,313,184,343,214,335,277,286,paramedics
124,230,289,303,318,105,299,209,254,paramedics
137,214,229,208,361,242,183,185,303,paramedics
141,132,90,139,197,138,186,152,88,paramedics
182,117,196,163,277,229,252,275,202,paramedics
166,265,50,190,253,194,207,252,72,paramedics
189,189,209,217,302,183,227,245,128,paramedics
230,227,156,229,316,199,320,245,191,paramedics
179,181,187,177,284,177,254,203,131,paramedics
224,196,197,169,273,96,188,234,225,paramedics
235,160,176,181,296,177,210,153,214,paramedics
231,188,207,186,347,185,248,276,191,paramedics
227,246,240,206,375,146,279,313,238,paramedics
190,145,161,120,221,115,186,152,168,paramedics
140,190,49,169,248,166,189,217,94,paramedics
264,134,261,284,287,345,291,327,15,paramedics
182,283,73,110,416,279,266,343,238,paramedics
339,244,370,631,395,412,373,407,9,paramedics
137,143,120,172,223,126,162,158,120,paramedics
51,110,116,121,190,27,105,121,126,paramedics
111,144,145,79,151,8,126,96,122,paramedics
98,108,76,112,201,49,183,159,107,paramedics
104,124,179,130,184,75,157,182,79,paramedics
177,205,259,187,290,203,296,285,356,paramedics
179,165,126,232,237,183,185,177,213,paramedics
195,201,52,262,296,197,227,239,225,paramedics
200,203,160,220,312,251,188,236,238,paramedics
113,53,85,131,267,170,155,197,222,paramedics
8,131,97,273,162,212,120,231,316,paramedics
164,148,132,127,259,186,133,210,225,paramedics
256,206,191,249,320,242,183,204,263,paramedics
166,187,191,231,312,205,190,226,234,paramedics
183,172,267,251,330,240,258,294,264,paramedics
155,145,164,187,171,183,189,174,255,paramedics
218,129,168,243,243,142,228,181,227,paramedics
188,212,183,185,300,237,173,123,264,paramedics
195,186,164,216,281,157,204,182,195,paramedics
152,201,144,192,293,243,166,213,230,paramedics
79,163,219,234,315,187,229,221,230,paramedics
69,131,109,349,134,134,173,183,150,paramedics
129,195,151,220,280,162,169,187,174,paramedics
185,260,232,230,325,241,168,201,212,paramedics
15,126,137,140,286,229,121,171,186,paramedics
101,122,149,142,196,56,120,131,124,paramedics
198,191,166,127,275,145,225,205,190,paramedics
185,152,170,162,276,203,203,258,165,paramedics
242,175,241,151,277,94,299,192,241,paramedics
158,165,243,66,306,193,159,259,268,paramedics
168,220,123,265,367,304,232,216,99,paramedics
143,232,233,245,297,193,217,203,159,paramedics
107,184,155,193,299,252,353,300,158,paramedics
154,252,195,160,421,328,231,129,292,paramedics
127,244,131,227,334,250,211,281,295,paramedics
147,143,156,141,212,144,132,68,137,paramedics
204,136,171,162,200,128,131,92,156,paramedics
148,124,177,107,219,149,188,199,221,paramedics
147,105,139,125,175,117,114,99,136,paramedics
104,153,126,115,209,127,119,81,151,paramedics
0,306,24,35,228,30,0,151,0,person
8,296,0,50,275,48,4,230,0,person
100,170,0,28,322,26,61,196,26,person
112,266,0,45,285,42,36,189,26,person
76,336,168,22,351,25,78,189,38,person
0,283,81,5,322,17,27,204,62,person
69,245,85,15,264,57,30,238,31,person
19,166,0,20,238,0,36,245,37,person
67,159,0,22,216,0,51,351,17,person
117,212,45,25,281,29,8,276,48,person
0,304,7,0,236,5,0,245,0,person
0,352,7,0,223,0,0,268,15,person
0,342,0,8,224,0,6,293,3,person
0,358,9,3,312,17,5,328,11,person
33,344,0,34,283,18,70,291,60,person
42,249,37,8,218,14,0,179,0,person
0,227,61,0,174,4,27,187,21,person
125,230,89,47,247,42,7,211,0,person
69,261,83,23,253,12,29,192,0,person
71,206,0,7,270,48,74,172,0,person
79,270,46,24,367,16,20,367,55,person
95,319,16,19,403,12,15,351,30,person
104,351,0,19,365,14,55,312,0,person
33,328,79,8,406,174,52,309,45,person
0,309,211,0,376,44,139,252,0,person
43,442,188,18,417,131,32,557,26,person
138,481,19,207,358,0,178,457,77,person
243,445,14,76,433,174,118,342,134,person
144,595,16,68,428,53,108,373,135,person
231,400,459,43,609,259,10,582,114,person
59,376,143,12,270,36,24,330,11,person
9,421,35,3,260,0,16,263,4,person
56,361,60,24,316,28,110,226,52,person
0,363,27,19,341,8,28,329,10,person
0,404,8,0,335,12,35,304,20,person
56,262,342,5,221,112,83,198,50,person
111,232,0,36,437,189,332,571,189,person
163,364,17,54,377,40,10,243,235,person
169,365,23,9,246,434,0,188,201,person
163,253,0,75,286,253,0,243,98,person
7,514,113,5,458,31,93,339,58,person
12,639,288,252,472,28,143,281,14,person
214,529,25,138,377,17,71,342,8,person
132,409,10,28,482,44,83,294,11,person
52,402,195,1,395,24,62,312,47,person
67,280,16,3,259,17,2,227,7,person
34,271,66,12,271,5,15,153,0,person
85,267,83,15,322,22,55,249,22,person
88,249,126,85,373,51,92,285,20,person
8,301,129,3,416,43,87,294,57,person
54,161,41,14,204,6,33,165,24,person
101,181,0,22,223,12,62,194,37,person
86,153,0,27,157,21,7,140,37,person
54,168,0,9,175,0,36,176,9,person
59,188,0,14,162,0,5,190,18,person
132,263,159,76,296,24,244,270,7,person
82,482,17,51,193,78,6,360,31,person
101,290,199,8,350,27,321,360,58,person
0,191,0,0,282,0,0,263,0,person
130,195,0,175,235,140,24,244,96,person
88,269,257,30,368,27,131,402,75,person
121,284,88,47,246,34,332,268,109,person
117,233,0,27,314,0,16,286,94,person
142,261,0,77,275,0,115,232,110,person
86,348,0,11,298,15,0,268,49,person
6,391,6,11,458,8,10,315,0,person
148,573,0,71,599,37,45,557,61,person
9,498,133,8,527,272,112,325,0,person
81,557,187,35,552,13,46,476,18,person
15,585,137,283,645,24,72,372,155,person
11,412,41,5,406,3,6,519,3,person
69,430,5,26,300,40,63,302,36,person
164,393,57,88,395,12,369,372,141,person
122,312,5,39,276,105,28,307,42,person
49,277,198,11,393,24,156,313,38,person
50,392,171,41,257,12,59,301,15,person
0,361,0,0,262,0,0,234,0,person
0,416,34,0,251,6,22,231,0,person
0,213,69,23,305,33,51,191,0,person
97,341,99,160,446,62,94,324,37,person
86,253,122,34,348,26,183,309,56,person
83,235,3,16,347,18,246,303,51,person
79,211,34,6,309,20,0,277,39,person
120,331,143,47,282,11,19,295,17,person
0,264,0,0,181,0,0,265,0,person
0,142,50,0,138,38,29,201,49,person
96,187,28,0,192,12,15,171,26,person
13,186,28,0,156,5,16,187,13,person
64,316,7,13,197,0,46,227,46,person
55,136,24,5,262,13,20,280,6,person
139,351,37,14,282,17,5,249,44,person
53,238,60,16,316,11,8,301,0,person
68,236,61,5,307,13,23,297,4,person
64,236,88,25,287,29,6,275,34,person
57,281,32,43,368,11,7,247,0,person
104,270,16,70,292,4,206,333,74,person
99,247,162,96,468,8,138,197,136,person
78,324,20,9,402,12,172,305,31,person
107,278,0,45,283,103,45,203,101,person
140,49,182,10,359,19,10,175,62,person
0,343,0,0,231,0,0,336,0,person
0,318,0,0,209,0,0,274,0,person
80,377,24,22,318,2,5,407,3,person
0,450,0,96,304,10,29,259,0,person
0,387,107,0,284,27,72,250,4,person
117,242,14,50,328,27,52,507,31,person
108,404,209,78,475,34,0,445,31,person
38,353,111,55,409,31,25,370,19,person
57,286,0,46,426,10,24,390,24,person
81,249,3,64,395,16,52,286,19,person
91,406,165,6,335,21,77,307,0,person
45,350,61,70,305,11,60,254,0,person
0,273,121,54,428,54,79,306,49,person
90,341,160,44,443,12,69,235,0,person
20,394,130,91,440,29,102,319,0,person
217,589,77,108,683,75,240,448,92,person
206,111,253,49,624,10,65,335,91,person
128,296,362,134,271,297,87,350,76,person
119,428,491,20,508,240,76,745,120,person
244,343,247,324,414,10,84,368,225,person
143,180,50,145,294,151,124,189,123,police
128,159,45,128,255,142,151,148,144,police
75,231,1,156,314,142,127,136,173,police
138,189,41,148,255,152,174,121,157,police
126,173,39,150,318,163,146,64,157,police
157,348,63,149,223,202,85,214,134,police
110,357,115,124,254,217,196,183,106,police
117,391,121,165,359,230,165,240,147,police
119,386,83,119,314,204,157,266,105,police
87,319,124,210,276,184,80,279,183,police
140,220,106,178,357,212,202,285,117,police
179,400,129,275,377,321,139,383,90,police
117,404,131,249,327,227,143,304,54,police
166,391,37,278,159,286,58,250,116,police
72,301,78,228,241,164,80,220,33,police
89,123,104,136,268,102,68,137,104,police
74,87,23,120,203,137,110,75,94,police
70,175,68,248,209,129,220,195,161,police
78,174,63,151,266,215,224,209,161,police
18,227,16,162,239,247,246,326,152,police
177,137,67,235,240,142,185,96,164,police
67,110,73,146,317,184,154,76,136,police
46,148,53,171,292,190,201,219,181,police
132,258,127,139,287,190,196,158,101,police
35,266,158,167,353,250,188,311,88,police
108,385,87,149,235,162,109,210,118,police
108,446,123,258,287,191,117,289,173,police
70,432,65,195,295,180,106,187,208,police
129,476,61,314,229,252,149,266,145,police
117,487,164,87,410,249,130,274,88,police
93,187,117,172,332,214,222,212,163,police
121,198,77,205,397,242,109,246,66,police
177,428,117,280,296,262,81,280,137,police
161,295,85,291,293,273,137,264,110,police
103,342,168,275,306,234,119,262,120,police
154,201,174,167,309,180,192,230,138,police
132,419,326,361,433,304,185,394,113,police
104,403,169,398,529,441,297,392,110,police
283,621,284,364,477,494,288,341,146,police
85,597,248,382,592,450,303,565,73,police
118,313,86,221,299,181,63,269,109,police
181,433,190,239,371,233,220,233,160,police
182,396,276,324,324,227,49,333,175,police
278,308,292,253,350,232,244,285,209,police
148,466,256,322,245,255,79,391,11,police
299,341,151,285,149,233,242,256,185,police
289,322,211,377,333,252,34,439,40,police
172,298,115,216,372,187,89,290,118,police
121,349,184,242,372,215,115,391,12,police
224,368,202,219,320,199,105,388,9,police
112,179,144,22,231,140,114,122,39,police
87,178,134,132,229,108,81,154,60,police
41,232,115,148,250,73,108,137,103,police
203,421,234,330,164,205,328,189,138,police
188,363,66,297,210,192,158,316,87,police
229,339,51,518,218,191,190,245,100,police
64,214,56,173,320,157,144,251,50,police
63,304,106,188,433,192,169,317,47,police
91,127,108,58,124,189,106,45,161,police
143,109,47,138,157,140,133,43,157,police
100,211,104,175,316,122,151,124,149,police
97,155,81,203,177,147,168,79,96,police
125,136,46,168,254,125,137,117,149,police
63,347,71,158,269,284,205,245,165,police
10,425,202,164,242,307,180,344,100,police
60,443,76,141,235,258,106,263,54,police
13,459,63,336,252,331,154,413,42,police
69,431,3,272,186,240,259,272,273,police
129,421,44,182,265,222,145,274,42,police
204,421,66,229,131,233,96,285,117,police
157,341,6,225,70,210,114,223,67,police
188,331,31,300,81,205,177,204,21,police
125,398,6,201,199,219,30,300,44,police
32,409,47,155,204,230,94,251,69,police
72,417,37,189,229,201,150,186,2,police
149,321,146,173,57,144,28,253,67,police
26,404,113,166,223,231,98,282,124,police
71,383,20,117,228,202,130,236,38,police
110,196,94,119,217,179,34,203,33,police
132,191,174,42,179,39,62,113,127,police
100,217,82,81,212,187,80,124,98,police
205,350,195,108,416,110,197,245,215,police
130,361,257,157,423,217,82,338,37,police
135,351,116,205,396,194,127,274,126,police
140,269,126,180,451,170,204,178,193,police
65,396,222,197,236,247,249,202,183,police
543,746,140,416,180,437,286,513,210,police
197,481,14,560,438,418,418,304,186,police
202,500,105,241,261,229,174,396,217,police
28,677,81,294,328,303,25,335,328,police
5,722,18,279,438,315,84,166,366,police
114,217,116,152,318,110,139,200,138,police
127,147,131,140,299,127,197,89,155,police
96,219,125,178,322,134,194,188,117,police
3,245,145,160,397,153,177,267,149,police
186,186,166,184,501,171,228,223,135,police
153,203,177,171,450,212,222,349,168,police
191,186,124,150,408,201,170,309,148,police
233,294,180,183,445,212,233,309,172,police
239,330,29,446,236,235,170,288,78,police
91,325,203,178,315,198,179,205,123,police
160,212,154,180,365,243,244,257,207,police
208,214,60,199,519,259,199,392,120,police
125,257,22,175,393,186,151,304,163,police
141,223,46,207,387,227,187,346,119,police
129,209,110,166,279,146,137,256,85,police
72,274,182,211,446,220,219,336,85,police
169,305,191,264,585,252,256,400,241,police
133,339,309,256,418,302,354,404,86,police
99,454,269,292,384,238,224,390,169,police
106,311,61,199,536,225,184,333,309,police
236,325,89,272,131,236,249,215,169,police
69,306,96,134,193,193,187,304,232,police
72,391,75,95,163,184,145,134,215,police
218,376,24,431,87,263,343,179,272,police
159,372,57,252,220,238,100,248,204,police
144,318,128,282,108,221,219,182,178,police
288,278,44,358,220,240,211,158,248,police
201,457,5,250,252,304,193,372,256,police
3,359,43,177,205,188,97,208,94,police
75,342,71,125,220,159,47,250,14,police
108,750,65,597,378,415,541,316,480,police
167,673,4,477,271,347,259,325,154,police
149,439,82,180,308,308,176,278,263,police
53,452,71,266,388,388,271,354,242,police
190,416,135,172,297,276,249,293,242,police
122,140,227,157,159,177,200,137,127,road-block
162,136,217,182,171,224,241,187,148,road-block
122,174,202,208,158,174,192,171,157,road-block
108,182,183,178,150,199,203,162,117,road-block
204,240,259,288,217,290,326,237,183,road-block
38,282,43,126,151,178,74,27,58,road-block
137,108,109,186,168,259,205,179,21,road-block
138,22,160,132,135,160,187,144,160,road-block
39,1,51,272,135,197,71,149,29,road-block
91,182,172,189,387,241,107,195,30,road-block
224,277,50,187,164,211,200,202,115,road-block
179,281,199,265,202,360,271,256,154,road-block
350,428,334,420,243,655,307,351,252,road-block
268,325,358,284,246,378,246,317,161,road-block
167,359,161,370,213,434,396,321,52,road-block
104,111,133,124,117,97,121,12,145,road-block
110,179,107,75,126,145,84,37,160,road-block
128,174,161,123,92,120,168,138,138,road-block
126,154,164,169,122,156,167,76,143,road-block
109,203,171,138,98,143,156,26,148,road-block
424,680,298,296,229,390,465,363,153,road-block
459,453,616,158,332,301,313,344,471,road-block
186,182,264,328,281,451,280,231,173,road-block
202,426,229,320,145,403,391,292,184,road-block
320,403,244,373,250,517,402,375,271,road-block
111,151,174,118,147,194,173,125,108,road-block
134,190,165,136,125,177,199,163,136,road-block
181,193,226,160,73,207,235,192,177,road-block
204,208,237,185,97,198,253,192,215,road-block
136,294,229,241,176,179,279,184,199,road-block
186,203,279,250,187,289,269,245,152,road-block
183,284,402,247,462,276,181,367,337,road-block
255,433,337,266,201,261,262,261,224,road-block
217,399,364,223,63,352,137,344,309,road-block
85,273,273,241,220,256,219,138,205,road-block
291,137,342,259,227,257,319,107,273,road-block
227,395,257,328,214,303,250,256,240,road-block
221,226,212,246,232,298,203,265,104,road-block
297,410,312,153,240,326,344,156,244,road-block
234,139,185,297,109,214,245,220,253,road-block
190,176,258,103,174,245,273,229,133,road-block
172,25,175,258,180,294,221,216,159,road-block
243,6,227,154,232,349,224,229,156,road-block
249,243,199,322,230,333,302,256,192,road-block
225,154,203,323,229,310,328,202,169,road-block
289,286,159,338,236,294,288,217,206,road-block
141,122,64,268,132,196,150,172,127,road-block
49,140,64,196,402,208,64,163,32,road-block
153,75,164,213,179,234,145,200,153,road-block
18,88,43,184,96,210,95,170,21,road-block
68,64,66,159,117,136,79,27,75,road-block
144,0,47,254,115,215,190,68,129,road-block
163,429,78,85,144,228,219,201,65,road-block
248,105,169,261,220,207,250,42,273,road-block
210,37,112,294,62,197,231,191,88,road-block
99,292,273,685,481,481,454,474,446,road-block
0,0,0,125,104,82,0,0,0,road-block
618,399,303,522,364,407,583,385,385,road-block
447,306,407,574,384,421,583,435,447,road-block
417,170,369,298,283,438,491,440,329,road-block
240,79,336,392,235,363,385,399,266,road-block
103,502,192,372,264,328,264,371,247,road-block
263,1020,64,483,333,536,374,424,227,road-block
93,13,90,465,126,348,33,299,65,road-block
239,195,159,379,581,303,163,328,227,road-block
87,190,260,176,151,194,215,168,124,road-block
148,301,167,206,152,272,226,212,147,road-block
135,143,206,201,172,219,226,190,91,road-block
234,220,243,329,206,315,288,238,169,road-block
123,220,208,229,164,163,230,205,157,road-block
199,298,194,228,178,167,240,195,137,road-block
307,219,196,250,170,224,252,218,198,road-block
197,251,193,182,108,302,241,196,126,road-block
155,211,216,226,159,244,221,198,180,road-block
174,249,182,261,190,219,262,217,172,road-block
154,92,217,258,204,256,233,193,130,road-block
129,42,117,208,181,295,202,200,11,road-block
154,85,108,273,170,255,178,193,144,road-block
222,48,223,129,201,187,131,179,165,road-block
133,106,88,173,181,303,93,147,49,road-block
46,42,73,77,151,274,152,142,5,road-block
73,84,98,215,169,261,134,172,76,road-block
185,120,229,92,191,404,222,222,189,road-block
127,70,123,167,63,271,137,184,131,road-block
143,403,161,188,140,208,144,160,143,road-block
116,69,148,92,99,81,144,118,124,road-block
169,189,152,144,89,147,162,145,188,road-block
156,209,164,210,96,140,184,47,165,road-block
99,230,227,222,72,147,179,136,112,road-block
211,234,207,233,185,201,230,145,191,road-block
207,41,151,29,108,200,242,215,94,road-block
290,99,332,149,221,296,339,271,196,road-block
200,131,249,78,101,210,217,138,177,road-block
206,295,269,82,166,271,263,230,176,road-block
241,275,315,207,207,197,366,257,257,road-block
151,61,146,164,130,186,224,147,141,road-block
214,275,270,281,220,258,300,269,159,road-block
320,244,363,127,179,331,323,328,116,road-block
128,343,360,267,287,445,243,150,301,road-block
278,325,528,469,253,394,368,301,321,road-block
85,199,245,186,160,267,239,168,139,road-block
211,253,338,253,233,365,314,249,213,road-block
265,290,149,276,196,336,298,230,168,road-block
238,271,232,266,216,322,276,223,173,road-block
135,192,105,205,279,209,211,161,0,road-block
709,297,468,316,379,586,454,55,427,road-block
377,468,149,345,168,433,436,540,288,road-block
280,356,347,456,244,303,413,306,163,road-block
450,285,399,353,199,334,429,386,190,road-block
528,224,449,285,366,437,459,332,378,road-block
114,182,215,248,162,226,262,200,102,road-block
269,117,328,177,237,280,244,156,236,road-block
185,246,292,296,254,316,324,264,171,road-block
215,114,230,79,181,265,197,254,99,road-block
237,229,303,372,264,391,343,254,198,road-block
92,49,153,206,267,345,189,161,74,road-block
199,140,209,168,93,208,227,54,230,road-block
191,3,331,385,180,246,191,233,219,road-block
70,122,78,146,118,192,70,146,125,road-block
249,172,165,231,14,244,87,194,143,road-block
127,0,54,58,87,115,5,23,79,road-block
92,69,111,17,107,182,0,0,117,road-block
17,0,50,96,88,175,106,108,53,road-block
127,2,125,76,84,157,136,115,49,road-block
46,92,83,72,85,31,107,42,100,road-block
105,34,27,76,96,51,50,5,91,road-block
76,0,87,15,104,203,74,16,94,road-block
92,38,77,6,57,121,96,0,103,road-block
52,35,142,84,99,82,21,0,59,road-block
116,82,93,94,4,131,131,115,65,road-block
