%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
91.2132,93.2548,89.6396,83.3137,139.841,92.4264,83.3137,100.711,48.4264,fire-brigade
41.3137,92.4264,84.9117,128.326,55.3137,107.439,88.1838,101.296,41.3553,fire-brigade
53.3137,145.924,0,83.3137,98.0416,79.2132,80.8284,104.368,28.6274,fire-brigade
61.4558,105.054,11.6569,82.4853,145.213,88.9117,105.213,92.4264,59.8406,fire-brigade
56.6274,110.853,0,83.3137,202.225,87.2548,86.3848,90.7696,69.0122,fire-brigade
92.8701,90.7696,28.9706,99.3553,63.5563,58.1838,59.3137,25.0711,136.752,fire-brigade
155.841,97.1543,34.8701,82.4853,122.77,95.7401,121.983,36.9706,116.527,fire-brigade
111.74,89.9411,72.0833,82.4853,166.468,76.4264,136.669,112.627,105.983,fire-brigade
96.8701,89.9411,100.811,84.8701,112.669,30.4853,132.184,84.9706,105.983,fire-brigade
128.711,97.397,75.4975,85.799,180.811,73.397,90.7696,93.2548,31.799,fire-brigade
127.497,59.9411,86.0833,99.3553,116.083,75.4975,0,0,0,fire-brigade
159.439,65.3553,0,87.4558,50.0416,108.569,81.9411,0,31.799,fire-brigade
135.539,96.5685,18.4853,91.8406,60.2843,110.267,194.61,0,0,fire-brigade
129.841,95.4975,115.355,89.1127,86.0416,107.539,94.4264,0,0,fire-brigade
122.912,158.184,127.841,78.7696,92.7696,81.7401,96.4264,0,0,fire-brigade
169.439,90.7696,39.799,122.184,74.0416,69.7401,66.4853,37.6569,113.095,fire-brigade
104.828,87.5391,0,83.3137,140.77,104.61,88.2843,23.3137,90.5685,fire-brigade
101.071,92.4264,72.669,122.284,54.1421,93.2548,57.799,50.8701,77.2548,fire-brigade
80.1421,95.7401,63.0122,86.1421,55.3137,97.1543,105.355,102.953,33.4558,fire-brigade
97.4975,58.1838,66.7696,84.1421,130.627,89.1127,84.1421,89.397,51.3553,fire-brigade
107.841,101.296,47.0122,84.9706,147.355,93.8406,98.8701,93.0122,74.8112,fire-brigade
100.142,95.4975,34.0416,85.799,181.983,92.4264,93.8406,106.284,45.598,fire-brigade
66.1421,101.296,0,85.799,130.284,0,90.0416,89.1127,85.1543,fire-brigade
110.627,211.238,0,83.3137,109.213,90.4264,87.1127,124.024,0,fire-brigade
127.456,98.5685,47.9411,84.9706,149.355,228.877,117.154,110.167,0,fire-brigade
222.995,91.598,101.355,105.74,0,71.7401,53.3137,105.924,0,fire-brigade
146.527,85.799,156.125,96.9117,57.799,0,110.024,71.9828,0,fire-brigade
125.698,159.456,111.054,95.598,77.4558,51.2548,94.468,69.7401,0,fire-brigade
132.87,123.113,84.9706,97.9411,84.7279,81.0538,163.037,29.799,0,fire-brigade
155.74,89.5563,91.6985,104.912,149.841,81.0538,125.581,61.8406,0,fire-brigade
150.669,77.9411,12.8284,131.941,0,142.267,151.255,91.598,47.799,fire-brigade
94.8701,96.2254,0,85.799,40.1421,114.752,131.841,85.799,95.1127,fire-brigade
118.184,92.4264,99.9828,87.4558,83.7401,98.468,111.095,30.1421,0,fire-brigade
85.0122,87.799,114.426,116.326,77.397,70.5685,109.681,37.6985,0,fire-brigade
133.213,90.7696,94.1838,137.154,59.5563,98.8112,44.4853,98.8112,32.0416,fire-brigade
67.4558,222.953,5.41421,125.255,43.799,123.439,114.527,84.9706,83.5563,fire-brigade
123.983,171.497,0,154.326,40.9706,193.338,136.468,72.4264,0,fire-brigade
65.5563,82.4853,0,97.598,59.3137,93.2965,94.0833,91.5563,75.4558,fire-brigade
78.0416,94.0416,0,143.012,173.924,54.4264,111.698,81.6569,174.953,fire-brigade
66.1421,88.2843,31.3137,93.0122,72.0833,90.7696,74.8701,34.6274,0,fire-brigade
78.1838,103.782,49.1127,114.284,84.1421,50.2843,152.87,90.5269,89.6396,fire-brigade
89.8995,87.4558,0,132.77,122.971,99.8822,153.497,86.6274,87.4558,fire-brigade
95.2132,92.1838,91.598,200.811,73.9411,99.1543,152.125,26.1421,0,fire-brigade
72.3848,65.6569,71.2548,87.4558,44.8284,94.9117,106.811,75.9411,0,fire-brigade
48.7279,166.971,54.4264,86.6274,68.8284,93.2548,134.326,89.9411,0,fire-brigade
136.426,160.569,105.296,85.799,81.5563,102.953,84.8701,99.0538,44.7696,fire-brigade
135.012,180.569,88.3259,89.1127,104.527,87.4558,117.355,93.8406,65.9828,fire-brigade
123.698,89.7401,100.811,84.9706,117.255,96.669,72.6274,111.782,46.1838,fire-brigade
153.355,102.368,3.41421,85.799,166.326,75.9828,89.1127,154.711,133.439,fire-brigade
92.4853,93.2548,43.1127,110.184,88.2843,101.983,100.184,94.0833,70.8112,fire-brigade
131.355,100.711,37.4558,100.042,57.2132,122.024,138.627,95.7401,55.9411,fire-brigade
143.012,174.912,99.9828,107.74,85.1127,0,137.012,89.1127,99.6396,fire-brigade
131.012,93.2548,103.154,84.2843,89.2132,113.338,179.74,106.752,0,fire-brigade
120.426,174.083,90.7107,117.113,87.4558,103.782,137.841,97.397,31.4558,fire-brigade
174.912,92.4264,91.7401,142.669,140.77,107.539,81.598,99.8822,34.6274,fire-brigade
126.083,93.0122,32.3848,97.7401,93.8406,136.652,102.527,110.752,6.24264,fire-brigade
140.669,94.0833,42.1421,82.4853,85.3553,132.61,53.4558,77.8823,0,fire-brigade
144.426,86.6274,97.6985,86.6274,74.9706,118.752,36.9706,106.024,0,fire-brigade
155.497,84.9706,89.1127,83.3137,90.5269,118.167,119.799,104.024,0,fire-brigade
126.527,94.9117,169.196,88.2843,65.6569,108.51,67.2132,101.296,7.65685,fire-brigade
220.083,180.083,93.1543,81.6569,103.213,82.4853,101.556,90.7696,90.468,fire-brigade
87.0122,91.598,38.6274,82.4853,63.8995,111.296,144.042,87.4558,93.8822,fire-brigade
139.497,94.0833,30.1421,180.024,76.9706,121.983,138.184,84.1421,99.6396,fire-brigade
130.284,93.2548,76.4264,84.1421,218.284,118.225,124.77,96.5685,32.9706,fire-brigade
79.9411,171.941,58.4264,83.3137,110.042,87.4558,98.0416,87.4558,59.8406,fire-brigade
152.853,100.225,0,94.9117,90.7696,181.338,84.4264,64.1838,0,fire-brigade
142.811,92.1838,73.9411,85.8406,89.9411,155.238,78.0416,0,36.1421,fire-brigade
89.2548,169.924,34.3848,87.2132,159.012,108.083,190.593,72.669,0,fire-brigade
101.841,89.9411,68.6274,92.4264,64.1421,121.782,78.9706,0,0,fire-brigade
206.752,85.799,90.3848,90.5685,175.054,91.397,186.693,25.5563,0,fire-brigade
50.0416,112.752,9.65685,84.9706,59.799,90.7696,50.1421,95.7401,54.4264,fire-brigade
119.154,119.338,0,118.669,60.4853,104.267,62.9706,84.1421,146.125,fire-brigade
139.841,104.61,2,89.1127,114.669,179.522,73.6985,96.5685,63.598,fire-brigade
70.2843,132.995,0,86.6274,160.569,105.539,169.355,87.4558,81.0122,fire-brigade
116.669,111.095,16.7279,145.154,65.799,104.024,114.184,92.1838,141.196,fire-brigade
103.355,94.0833,41.4558,96.0833,156.426,128.51,157.054,88.2843,58.2843,fire-brigade
217.48,96.3259,50.7696,103.841,115.255,119.439,153.296,0,32.6274,fire-brigade
92.9117,202.468,115.64,47.6569,182.912,84.9533,111.941,62.3259,0,fire-brigade
169.054,133.456,100.468,234.894,55.0122,100.368,129.196,67.7401,0,fire-brigade
121.355,89.6985,59.4558,84.1421,72.9706,134.024,109.598,71.9411,0,fire-brigade
87.2132,91.598,24.9706,125.456,58.1421,84.9533,152.284,90.2254,89.6985,fire-brigade
76.0416,80.8284,140.828,100.184,0,205.782,141.841,99.0538,146.485,fire-brigade
105.355,93.7401,63.2548,94.5269,0,110.752,134.184,89.1127,91.7401,fire-brigade
100.87,80.8284,0,152.426,48.8284,109.338,133.012,88.2843,82.4853,fire-brigade
85.2132,80,81.0538,118.669,0,70.7696,119.456,91.2548,88.2843,fire-brigade
43.2132,172.125,157.782,84.9706,45.4558,203.279,32.1421,82.3259,97.598,fire
100.426,124.083,21.8995,108.811,92.2843,109.255,0,93.1543,82.9706,fire
26.9706,121.941,34.3848,153.238,76.7696,101.539,41.4558,74.669,89.1127,fire
17.8995,155.74,29.6569,93.2548,87.9411,113.841,59.3137,28.9706,87.9411,fire
37.6569,94.669,102.669,152.51,33.8995,97.9411,39.6569,103.154,93.3553,fire
30.3848,164.711,16.4853,178.51,0,114.225,152.711,86.8701,0,fire
83.8406,143.539,39.3137,84.9706,0,56.7279,86.0833,54.5269,75.2548,fire
0,92.7696,26.2426,166.711,19.0711,78.1838,98.669,150.51,45.9411,fire
32.1421,159.296,82.1838,147.054,0,73.8406,94.468,111.539,32.9706,fire
78.7696,82.7696,50.2843,145.882,0,139.397,96.669,99.397,74.2254,fire
93.0122,102.468,89.2132,85.799,108.125,146.125,98.1838,102.125,41.3553,fire
65.4558,123.983,139.681,225.907,25.8995,127.966,101.296,181.723,51.0122,fire
31.5563,146.51,131.296,97.397,0,109.296,91.1127,93.2548,44.2843,fire
49.4558,70.4264,56.9706,91.598,23.6569,106.468,74.3259,110.811,30.3848,fire
83.9411,117.681,86.6274,161.095,9.07107,107.823,92.2254,128.995,0,fire
103.598,88.2843,126.61,46.5269,39.6985,170.77,48.8701,96.3675,82.4853,fire
6.82843,48.9706,105.255,117.941,83.2132,160.368,65.1127,0,89.9411,fire
11.6569,111.113,72.4264,119.054,67.598,132.083,111.698,0,84.1421,fire
60.9706,102.627,49.4558,89.1127,64.2843,113.456,71.3553,56.5269,84.9706,fire
67.1127,92.4264,0,159.698,76.0833,139.497,65.8995,94.468,83.3137,fire
80.6274,110.711,36.0416,88.2843,0,41.4558,76.669,53.799,81.799,fire
84.1421,95.397,16.7279,81.6569,0,90.5269,38.0416,0,143.154,fire
68.1838,111.154,64.2843,44.2843,0,83.3137,0,39.6985,87.0711,fire
59.4558,131.154,165.196,94.669,47.4558,0,158.184,73.9828,104.87,fire
108.083,185.095,35.3137,44.6274,76.6274,22.7279,0,105.782,0,fire
59.2132,115.054,54.5269,142.711,0,128.912,92.8112,3.41421,110.024,fire
124.912,113.983,102.426,93.2548,0,90.2843,94.669,81.0122,99.6396,fire
169.924,40.9706,144.125,89.9411,0,92.7696,103.054,89.598,84.9533,fire
75.3553,10.4853,270.492,80.8284,0,92.4264,115.054,59.6985,84.2254,fire
94.4264,0,133.296,87.2132,0,85.799,103.64,81.598,114.125,fire
119.841,153.64,109.64,81.1127,0,111.882,93.9828,71.9411,79.8823,fire
135.64,0,141.255,42.6274,0,97.9411,103.782,74.4264,84.7107,fire
164.569,0,96.8112,0,0,26.7279,92.3259,0,92.3675,fire
108.77,0,139.598,0,0,90.2843,117.296,0,113.095,fire
127.397,3.41421,168.953,92.2843,0,75.799,97.4975,148.125,102.125,fire
93.2548,207.924,46.9706,29.5563,62.2843,111.598,70.4264,105.054,58.2843,fire
88.2843,118.083,164.51,134.853,36.8701,98.2254,32.3848,171.966,17.3137,fire
104.184,157.681,141.882,164.066,2,94.9117,0,173.823,23.3137,fire
303.238,157.238,254.593,82.4853,0,96.5685,97.8406,115.338,3.41421,fire
302.208,109.681,118.125,86.6274,16,94.9117,45.1127,114.267,0,fire
66.4853,142.711,80.9706,77.8406,0,87.4558,54.4264,84.9117,87.4558,fire
72.4264,157.782,129.598,116.527,21.5563,85.799,68.1838,0,81.6569,fire
37.3137,199.439,30.4853,81.4558,0,87.4558,62.7279,0,166.225,fire
0,196.024,45.799,63.8406,163.113,88.2843,64.1838,75.8406,82.4853,fire
63.5563,149.238,303.522,90.2843,37.4558,82.4853,25.799,102.953,84.9706,fire
145.397,104.225,87.4558,90.9706,0,94.7696,101.983,89.1127,83.8995,fire
10.8284,111.941,119.397,163.539,81.9411,172.024,90.7696,30.9706,189.296,fire
106.083,89.4558,91.598,44.6274,42.3848,84.1421,70.0833,78.7696,205.439,fire
86.0833,96.3259,143.782,96.9706,19.8995,90.7696,99.2548,43.3137,56.6274,fire
0,177.196,0,153.983,121.397,256.936,68.2843,76.6274,99.0122,fire
0,166.51,94.8701,115.74,40.4853,91.598,92.4264,27.5563,84.1421,fire
69.5563,155.338,128.569,63.9411,0,80.8284,173.48,46.8701,81.6569,fire
0,192.853,87.4558,113.397,44.3848,83.3137,33.3137,96.6102,71.6569,fire
26.7279,122.77,17.6569,82.4853,113.397,89.1127,157.74,0,85.799,fire
105.598,239.38,125.397,81.6569,32.1421,82.4853,98.2254,31.799,89.8406,fire
70.8701,124.468,16,91.3553,0,110.811,73.4975,86.1249,31.4558,fire
98.3259,146.853,63.6985,94.669,0,95.7401,114.368,167.823,50.1838,fire
179.924,95.2548,103.456,84.1421,0,85.799,114.326,138.61,81.0538,fire
96.3259,116.468,131.154,70.3259,0,88.2843,109.154,101.497,64.3259,fire
142.811,114.225,154.853,80.5685,0,88.2843,115.64,175.38,96.468,fire
33.8995,138.024,172.953,110.953,72.1421,80.8284,141.296,36.3848,124.468,fire
91.598,171.882,142.811,85.799,35.799,153.012,157.238,92.4264,84.1421,fire
0,89.9411,118.083,132.853,85.799,93.598,63.3553,90.2254,109.64,fire
12.8284,188.51,64.6274,133.841,36.9706,131.598,72.3259,94.6102,94.6274,fire
0,222.51,85.799,177.497,54.6274,88.1421,75.2548,79.7401,98.5269,fire
53.6985,172.024,93.9828,84.9706,0,90.7696,68.1838,120.711,78.468,fire
107.598,115.497,151.196,100.569,0,84.1421,114.125,121.296,115.296,fire
87.4558,115.882,167.681,66.3259,0,94.669,144.711,101.296,55.4975,fire
31.799,134.711,0,101.74,0,95.2132,69.0122,156.167,62.9117,fire
110.569,149.338,39.799,109.698,0,101.74,115.296,99.2548,116.125,fire
89.2548,163.196,78.1838,84.1421,0,87.4558,94.1838,61.0122,78.9117,fire
142.083,148.267,26.9706,96.8701,0,92.4264,105.355,63.2132,81.8406,fire
118.811,147.983,81.3553,91.3553,0,85.799,101.983,52.0416,104.811,fire
99.598,156.652,34.1421,83.3137,0,96.4264,86.669,50.2843,100.326,fire
128.083,160.51,60.9706,87.4558,0,103.054,113.64,64.3259,114.811,fire
70.2843,91.3553,91.6985,84.1421,23.8995,82.4853,46.6274,75.4975,94.3848,fire
67.4558,241.681,0,91.598,44.4853,53.3137,51.4558,89.4975,85.799,fire
48.6274,145.255,84.1421,87.4558,75.3553,86.6274,93.7401,88.2843,108.042,fire
10.2426,186.368,89.1127,161.64,78.8701,80.8284,162.752,86.0833,84.7279,fire
16.4853,147.74,96.7696,89.1127,101.113,84.1421,101.941,66.669,87.4558,fire
0,179.338,101.882,101.054,21.0711,94.9117,97.8406,64.5269,89.6396,fire
110.669,331.321,42.6274,96.5685,0,81.2548,107.497,86.4264,77.7401,fire
160.024,183.539,79.1543,91.9411,0,87.2132,121.355,76.4264,73.397,fire
67.8406,187.924,92.4264,94.9117,0,150.125,115.154,0,101.054,fire
107.054,168.853,75.9411,87.4558,0,89.1127,128.125,195.48,72.3259,fire
28.7279,181.196,169.64,94.669,54.6274,90.6274,134.024,0,84.1421,fire
54.2843,228.368,84.6274,86.6274,73.6985,84.9706,112.426,109.983,82.4853,fire
0,118.426,58.9706,318.534,74.9706,89.6985,0,99.8822,0,fire
49.3137,126.912,178.225,133.941,100.225,0,91.8406,0,82.4853,fire
21.3137,151.154,46.1421,74.7696,81.5563,141.782,54.4264,0,85.799,fire
123.439,146.225,126.569,98.3259,0,21.8995,130.309,0,94.8112,fire
145.681,140.225,97.397,85.799,0,83.3137,79.1543,93.1127,99.6396,fire
127.782,127.296,58.669,77.6396,0,89.6985,137.154,84.4264,106.468,fire
20.9706,156.61,99.2548,98.5685,0,87.4558,71.8406,97.1543,59.2548,fire
26.4853,156.853,154.853,114.426,20.4853,94.0833,95.2965,109.439,37.6985,fire
38.9706,84.1421,89.9411,56.8701,81.8406,82.4853,75.1127,13.8995,82.4853,fire
68.6274,82.4853,166.184,81.6569,119.397,80.8284,160.569,89.9411,33.8995,fire
23.6569,76.9706,61.3137,85.598,85.5563,307.907,95.0122,0,80,fire
5.41421,87.4558,78.7696,84.1421,101.941,80.8284,121.113,73.4975,96.1838,fire
25.3137,179.355,64.8701,61.6985,84.9706,82.4853,96.2843,122.468,94.8701,fire
102.77,102.225,41.3137,81.4558,0,87.4558,67.2548,95.7401,93.6985,fire
118.468,154.752,84.9706,144.61,11.6569,84.9706,79.598,83.9411,294.167,fire
0,166.711,75.2132,49.6985,28.1421,84.1421,26.9706,64.669,92.7279,fire
0,156.953,77.0122,141.497,60.8701,84.1421,100.142,64.6274,104.627,fire
51.0711,160.468,102.527,84.9706,46.8701,83.3137,45.1127,92.0833,84.7279,fire
143.397,117.882,58.0416,87.4558,0,92.4264,100.669,90.7696,79.1543,fire
147.48,127.882,128.225,102.811,0,93.2548,98.468,142.024,63.7401,fire
61.0122,167.196,111.64,89.9411,0,84.9706,115.497,115.154,86.468,fire
85.799,123.154,135.983,131.598,0,89.1127,101.782,91.4975,102.125,fire
90.7696,85.799,119.64,116.912,24.8284,0,117.012,49.2132,113.497,fire
124.61,153.539,57.4558,161.539,54.2843,117.196,141.681,0,0,fire
65.598,106.912,116.711,113.196,73.3553,36.2843,35.5563,75.598,53.0122,fire
85.799,148.024,56.2843,87.4558,0,90.1838,83.9828,51.9411,159.154,fire
106.426,117.983,87.4975,97.397,35.799,89.1127,119.054,59.799,0,fire
0,187.196,103.154,120.912,33.5563,0,86.0833,63.0122,83.0538,fire
32.8284,197.439,0,66.1421,58.5269,57.598,62.9706,40.3848,0,fire
85.1543,84.669,99.0538,90.5269,53.4558,0,65.9411,86.669,0,fire
53.1127,97.0122,82.3848,88.2843,48.6274,182.711,47.4558,73.7401,64.0833,fire
96.7696,157.296,0,84.1421,13.6569,102.184,0,0,69.6985,fire
107.397,121.497,0,84.9706,12.4853,115.255,95.0122,86.2843,46.7279,fire
43.9411,0,32.3848,190.007,131.196,105.539,34.8701,48.5269,39.4558,flood
0,0,60.4264,100.953,152.853,164.35,74.8112,109.296,4.82843,flood
22.9706,0,73.9828,177.664,124.953,100.167,68.4264,21.6569,0,flood
31.2132,26.3848,18.4853,128.024,122.468,106.125,24.9706,0,0,flood
0,0,37.6985,146.995,132.711,100.225,62.0416,61.9411,0,flood
162.309,67.598,57.6985,99.2965,99.7401,107.397,51.6985,75.1127,39.1127,flood
119.782,99.7401,143.539,42.9706,51.4558,75.598,130.61,189.681,86.9117,flood
146.368,153.196,196.451,85.4975,102.083,94.0833,107.983,114.811,70.5269,flood
130.569,118.225,91.3553,72.1838,78.0833,162.368,197.037,167.095,92.9117,flood
78.7696,86.4264,92.669,64.5269,110.225,69.2548,98.3675,215.723,119.681,flood
0,40.6274,0,220.593,100.468,93.2548,36.9706,23.3137,0,flood
45.8406,71.1127,107.296,61.3553,82.0833,0,120.368,50.3848,84.6274,flood
132.468,34.6274,91.397,62.2843,78.0833,116.811,96.5685,69.8406,13.6569,flood
62.4853,39.2132,79.9828,97.1543,100.912,86.6274,89.9828,84.1838,15.6569,flood
30.7279,32.3848,4.82843,139.196,113.983,162.711,36.6274,42.9706,0,flood
107.054,59.598,60.1838,57.8406,104.711,131.782,118.853,123.882,82.4264,flood
141.539,101.74,69.4558,77.0122,98.9117,121.882,163.882,152.711,112.225,flood
130.853,110.225,109.598,48.5269,51.4558,58.2843,58.9706,116.711,126.368,flood
93.2548,41.799,46.1421,61.6985,134.61,96.3259,118.711,45.1127,37.2132,flood
76.9117,63.9411,133.539,85.9828,181.782,96.5685,127.882,85.8406,101.64,flood
35.9411,41.2132,43.3553,90.1249,192.995,106.51,32.2843,15.6569,0,flood
11.0711,10,116.267,118.752,154.024,90.6102,65.9828,89.7401,30.9706,flood
0,0,70.2843,169.823,157.095,102.61,85.0538,83.6396,61.4975,flood
17.3137,40.1421,34.3848,109.924,135.539,150.409,69.0122,62.7696,14.7279,flood
14.7279,10.8284,143.338,108.51,146.024,86.8112,104.326,88.5269,58.3259,flood
145.782,51.9411,61.799,115.882,55.8406,94.9117,113.012,117.054,72.4264,flood
131.054,65.3553,145.539,156.267,137.74,95.2548,119.497,95.397,77.4975,flood
262.794,72.669,92.1838,93.7401,89.2548,41.2132,97.1543,125.882,134.125,flood
138.225,85.2548,141.196,97.598,77.2548,48.6274,97.7401,81.7401,99.7401,flood
202.652,97.598,153.054,99.1543,65.4558,71.2548,160.024,165.681,74.9117,flood
0,25.5563,0,102.125,116.811,145.539,22.4853,25.6569,0,flood
49.598,30.4853,0,67.9411,245.924,98.7107,78.669,89.1543,77.598,flood
78.2254,72.8701,89.2548,66.0833,125.882,123.782,83.8822,87.397,0,flood
84.9117,57.1127,14.4853,101.054,97.397,116.711,50.5269,62.5269,70.669,flood
48.7696,29.3137,67.4558,74.468,109.882,162.752,109.095,69.8406,0,flood
44.2843,44.3848,0,75.0538,118.61,97.1543,55.598,0,0,flood
68.5685,121.296,81.9828,113.196,81.8406,110.61,103.095,68.7696,29.4558,flood
93.8822,84.8701,0,166.024,89.598,97.397,31.6569,109.64,45.6985,flood
0,106.225,17.6569,112.225,71.6985,151.296,70.9117,69.4558,0,flood
20.1421,130.125,0,93.7401,84.669,92.8701,130.752,47.4558,26.1421,flood
70.0833,75.598,100.669,102.953,102.569,91.598,107.74,100.912,72.0833,flood
101.397,51.4558,51.9411,56.1838,121.539,76.7696,112.326,92.8112,97.0538,flood
122.569,102.569,51.1127,95.397,79.0122,82.4264,116.326,97.7401,115.882,flood
129.539,96.9117,140.61,63.1127,93.2548,99.397,106.083,142.368,103.397,flood
144.125,51.1127,120.61,87.2548,110.811,102.811,60.5269,64.1838,26.9706,flood
145.196,97.397,62.8701,74.7696,72.7696,63.6985,62.6274,109.154,139.196,flood
135.882,96.0833,88.2843,73.9411,157.782,76.1421,89.9411,109.397,95.7401,flood
156.61,121.397,91.598,89.2548,84.9117,78.9117,96.9117,172.51,151.681,flood
145.882,118.811,68.0416,121.782,54.1838,54.6274,142.811,118.225,133.782,flood
165.196,110.569,64.5269,55.799,66.2843,61.0122,176.409,214.066,146.167,flood
25.799,0,48.5269,104.853,173.095,186.652,71.8406,77.7401,62.1838,flood
47.598,25.3137,24.7279,150.267,175.037,114.953,20.9706,59.1127,65.2548,flood
48.8701,0,44.6274,164.024,132.51,102.368,20.7279,61.3553,57.3553,flood
69.8406,18.4853,35.1127,115.882,93.2965,108.853,32.3848,34.2843,0,flood
0,26.7279,53.3553,165.037,119.882,119.338,2,44.8701,0,flood
156.024,33.3137,52.1421,86.3259,156.51,103.882,140.125,113.054,107.054,flood
158.024,125.054,141.255,111.64,77.9411,83.1543,116.225,124.225,116.711,flood
121.296,53.799,87.3553,66.4264,137.539,104.669,139.196,165.681,98.9117,flood
180.995,120.468,95.9828,34.9706,44.8701,57.9411,198.108,169.681,83.7401,flood
143.882,137.054,94.0833,63.9411,46.0416,59.9411,84.4264,97.4975,94.9117,flood
38.2843,29.5563,36.8701,73.397,138.51,116.953,59.3553,19.6569,0,flood
16.7279,69.8406,78.0833,160.108,67.598,136.024,74.0833,44.6274,0,flood
41.3553,32.7279,57.598,109.397,160.267,78.5685,55.0122,67.598,42.8701,flood
0,88.5685,24.3848,84.9533,127.439,100.468,72.669,0,0,flood
16.1421,47.4558,83.6396,109.338,337.664,141.924,83.6396,71.2548,0,flood
154.853,70.5269,42.1421,129.539,117.054,156.024,71.9411,117.054,95.9828,flood
122.811,101.397,85.0122,66.0833,100.426,83.1543,102.912,117.882,117.882,flood
124.368,128.569,140.468,104.225,130.711,77.2548,111.74,103.255,143.539,flood
143.539,69.9411,160.711,69.4558,75.7401,67.0122,161.196,74.7696,117.539,flood
90.9117,86.9117,169.48,67.8406,84.9117,85.4975,127.74,106.426,93.7401,flood
18.9706,24.7279,28.3848,105.338,139.782,223.664,45.4558,45.2132,0,flood
55.2548,81.1127,91.1127,132.652,109.255,97.6396,69.7401,44.8701,0,flood
40.1838,79.9411,100.426,131.581,176.368,95.7401,61.598,81.598,19.5563,flood
49.0122,74.2843,41.3553,89.2965,103.397,77.1543,70.3259,75.8406,31.3137,flood
77.397,62.7279,76.468,101.397,130.468,100.953,52.6274,37.4558,0,flood
98.0833,86.3259,43.4558,72.4264,116.125,63.1127,85.9411,162.995,94.8112,flood
251.522,167.681,156.569,101.054,36.0416,38.8701,101.154,143.882,119.539,flood
159.196,182.995,82.2843,69.7401,24.9706,51.1127,90.5685,162.711,132.61,flood
141.882,127.397,83.598,49.5563,52.3848,37.799,97.0538,133.581,115.64,flood
315.806,126.125,95.2548,38.6274,89.9411,33.799,204.836,79.4975,116.953,flood
26.6274,21.5563,35.2132,164.492,130.267,172.794,71.2548,63.9411,41.2132,flood
0,31.2132,11.6569,109.439,82.3259,137.238,74.2843,66.8701,0,flood
0,87.2548,0,73.7401,82.1838,105.296,170.066,77.2548,52.8701,flood
14.7279,61.4558,34.2843,70.8112,110.569,93.6396,55.8406,37.5563,30.7279,flood
0,46.0416,41.6985,89.196,135.64,95.397,64.4264,84.5685,35.2132,flood
0,6.82843,61.1127,178.551,155.924,90.7696,33.799,48.2843,90.5685,flood
0,0,99.8822,173.681,285.179,87.4558,111.983,82.9117,105.054,flood
20.9706,34.1421,72.0833,114.51,142.368,94.0833,83.9828,76.9117,20.1421,flood
3.41421,60.2843,50.7696,114.167,108.225,98.2254,73.7401,80.9117,54.1838,flood
22.1421,20.4853,81.2548,92.2254,97.8822,94.9117,103.296,61.0122,46.5269,flood
129.539,50.2843,39.799,30.0416,30.0416,108.912,98.2254,110.468,112.811,flood
172.853,75.8406,0,44.8701,89.1543,38.8701,187.622,108.811,77.1543,flood
98.4264,54.2843,150.853,30.9706,94.669,47.3553,206.007,111.497,82.669,flood
146.711,76.0833,76.1838,53.1127,63.598,68.7696,70.669,108.468,90.9117,flood
110.225,107.054,18.4853,42.8701,0,0,118.711,132.368,120.953,flood
63.4975,40.1421,71.598,111.054,153.439,124.61,50.7696,73.8406,0,flood
20.3848,123.296,110.468,105.397,51.6985,122.167,79.397,48.9706,0,flood
0,144.61,51.6985,145.622,167.924,120.752,104.811,21.6569,0,flood
38.0416,147.054,69.9828,146.652,92.4264,114.368,98.7107,80.0833,0,flood
54.669,144.569,128.51,81.5391,67.1543,125.681,100.468,62.1838,0,flood
41.1127,42.3848,117.882,101.296,105.74,99.0538,169.238,60.7696,63.0122,flood
0,63.598,42.6274,166.25,122.225,120.368,61.0122,76.0833,70.0833,flood
28.8701,62.2843,110.225,166.735,137.983,94.9117,81.1543,71.598,38.6274,flood
46.1838,43.8995,58.9117,133.882,120.125,97.1543,80.2254,43.9411,26.4853,flood
25.2132,71.3553,144.066,125.539,99.397,102.953,128.811,43.6985,25.3137,flood
105.983,61.3553,33.5563,70.8701,97.397,91.9411,62.7696,93.8823,91.8406,flood
88.669,89.9411,157.054,61.9411,73.9411,121.882,99.6396,56.2843,81.1543,flood
89.6985,124.468,105.698,26.7279,30.6274,34.2843,206.007,105.539,93.1543,flood
188.61,52.8701,134.61,34.6274,107.882,55.799,90.1249,80.669,101.983,flood
121.782,105.539,119.882,48.0416,0,0,112.953,142.995,160.225,flood
99.4975,135.095,48.1421,105.983,32.0416,83.598,17.8995,86.3848,149.196,flood
95.7401,110.912,151.681,88.2843,46.0416,51.799,92.9117,96.669,100.225,flood
