%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
10.6944,27.8557,0,4.1875,11.9651,36.6996,13.2444,15.955,4.57407,fire-brigade
9.375,28.007,0,0,13.3333,16.351,39.1519,22.8333,13.0067,fire-brigade
18.2321,23.8617,0,0,19.8278,10.0556,38.4444,28.004,18.9206,fire-brigade
8.09524,34.5011,39,8.1,13.9222,7.94985,13.5,26.9306,26.9264,fire-brigade
2.25,22.1696,35.8175,3.0625,4.93939,12.6765,14.0887,3.125,22.2691,fire-brigade
9.29167,30.75,33.9778,6.5,13.7176,4.8463,32.619,12.0556,21.1766,fire-brigade
8.06296,25.6475,29.7605,13.9987,22.7778,16.5,33.2546,0,12.7302,fire-brigade
20.1632,25.8647,32.7559,1.4,5.69883,21.4018,19.25,11.9556,3.68333,fire-brigade
12.8438,23.1658,35.6393,18.5212,23.3782,11.1776,0,0,0,fire-brigade
21.2484,35.9286,0,13.3125,9,22.2177,14.2917,0,6.125,fire-brigade
24.7044,28.0294,40.5,22.6818,32.9167,24.4499,10.2222,0,0,fire-brigade
22.9011,21.6674,30.5861,17.6078,12,13.4683,13.8333,0,0,fire-brigade
11.6727,5.82292,12.1863,12.0675,9.40741,12.7778,23.7407,0,0,fire-brigade
9.87698,25.6667,39,10.0715,1.88333,16.0855,14.9559,0,18.0728,fire-brigade
10.6302,28.8741,0,11.7556,6.50577,21.5711,18.5,4.16667,21.0759,fire-brigade
2.33333,9.75,32.8929,6.66963,0,28.6875,15.4444,36.9926,16.2167,fire-brigade
13.7684,17.2839,34.6975,11.8,13.8333,25.5754,22.306,26.9727,6.4596,fire-brigade
8.11111,4.18095,22.0821,7.27778,12.5694,12.5,38.8333,20.8088,11.5118,fire-brigade
13.3947,22.2685,36.2675,0,10.6593,28.5,35.1582,25.4206,13.8883,fire-brigade
15.4432,20.995,35.1429,11.0463,21.3412,21.4333,30.4754,25.9437,8.21178,fire-brigade
12.2889,19.0386,0,10.1667,24.0456,0,35.8667,30.1099,21.3271,fire-brigade
12.0333,11.1581,0,0,19.2444,29.4167,31.75,17.5118,0,fire-brigade
14.7643,17.05,40.2222,6.30222,22.4259,22.5,23.6367,18.13,0,fire-brigade
10.246,8.17857,35.9282,25.3836,0,12.4509,29.0309,22.2893,0,fire-brigade
11.1222,0,17.1279,14.0526,0,0,10.3357,9.82883,0,fire-brigade
15.0965,10.6607,28.0849,27.7563,19,7.17753,21.2762,9.27771,0,fire-brigade
8.56667,20.75,37.1667,19.2222,13.7506,9.07527,16.3147,3.5,0,fire-brigade
16.4864,8.93333,34.0528,18.3735,21.4943,11.3563,18.7541,4.83569,0,fire-brigade
14.7406,23.7875,40.5,13.5309,0,16.5538,19.1196,12.5,2.66667,fire-brigade
15.9222,23.375,0,11.1905,8.72917,25.058,14.2321,0,7.86667,fire-brigade
14.9352,11.0417,31.1537,11.4352,15.7856,6.5,19.4921,3.9,0,fire-brigade
12.8173,12.375,36.4893,8.83268,17.9347,3.33333,21.4197,4.87879,0,fire-brigade
14.0741,12.0625,23.5324,12.9927,16.5,29.5138,29.7738,19.5294,3.87745,fire-brigade
28.837,19.8389,40.6667,23.2857,12.5,14.4602,9.55556,0,1.36667,fire-brigade
10.8214,18.6008,0,9.83248,14.0417,10.2961,24.0403,7.75,0,fire-brigade
25.8472,0,0,14.1049,0,33.8963,13.2714,2.61111,2,fire-brigade
27.4222,18.7519,0,15.1333,13.8404,34.5357,9.80423,0,3.75214,fire-brigade
27.4082,16,0,17.7875,16.875,12.9252,9.43165,4,0,fire-brigade
19.0778,24.5385,37.3333,25.4667,0,22.2917,30.5926,26.1119,11.3481,fire-brigade
29.8333,17,0,11.0222,0,20.0909,21.8161,0,0,fire-brigade
15.3889,8.62963,20.25,23.8667,19.4375,16.336,17.8688,2.75,0,fire-brigade
30.2778,0,35.25,0,10.125,15.347,21.6306,4.83333,0,fire-brigade
35.2667,16.25,36.9167,9.25,0,16.1235,19.8551,0.75,0,fire-brigade
20.7011,13.3968,29.7576,4.47619,10.6667,28.3201,16.543,23.9191,6.37745,fire-brigade
15.4525,20.0909,21.2941,2.08333,15.625,37.8333,19.0411,19.2431,11.3225,fire-brigade
9.15,20.2163,29.4196,0,31.3281,18.3169,16,28.6183,9.19753,fire-brigade
6.87873,33.1039,40.6667,3.66667,18.3261,16.109,33.775,24.2456,19.195,fire-brigade
19.3422,23.9306,36.5556,6.60606,21.7611,15.5455,23.8643,27.1905,13.7893,fire-brigade
11.2361,19.0625,37.4375,7.54568,11.7917,19.0503,29.6877,21.2256,5.38636,fire-brigade
21.4586,14,29.0451,11.9254,21.4583,0,22.13,15.25,10.0089,fire-brigade
18.1911,12.85,34.422,5.55556,5.18518,21.3209,28.7654,10.1095,0,fire-brigade
16.5372,5.25,29.0341,16.8556,14.25,29.2878,17.0661,16.0863,4.25,fire-brigade
20.6656,17.9325,32.9093,15.6303,15.75,19.9912,16.49,15.2354,3.63333,fire-brigade
17.4003,18.4188,31.1389,14.409,18.7917,16.8519,37.5506,21.3383,1.77778,fire-brigade
24.3844,22.0125,20.25,12.7868,27.9938,10.6373,26.4578,11.6261,0,fire-brigade
21.2524,0,35.2884,7.75,13.7619,17.025,22.1852,14.25,0,fire-brigade
15.258,17.5556,40,15.6667,21.9221,15.7537,26.6,14.0777,0,fire-brigade
24.2698,19.2639,30.9853,12.0185,1.5,22.744,10.3682,15.3533,2,fire-brigade
1.44444,10.7639,14.4859,0,9.59259,0,38.4778,30,13.8817,fire-brigade
11.2712,20.2667,34.1746,0,3.55556,24.573,24.9852,9.16667,12.8488,fire-brigade
10.9574,30.6876,39.25,6.93556,19.3746,19.9288,23.6587,0.5,13.9311,fire-brigade
5.19841,16.0938,35.1667,0,16.0333,21.7986,27.7125,16.7815,2.625,fire-brigade
18.5172,12.3001,15.3766,0,9.96296,10.5,21.8173,23.5,13.6896,fire-brigade
27.553,35.2237,0,16.9802,14.4333,24.5792,24.1515,4.73333,0,fire-brigade
23.6717,30.9148,34.3757,18.0612,20.6481,19.8772,21.1111,0,2.44444,fire-brigade
14.2533,24.1825,37.4242,21.7685,15.7889,10.2618,27.9976,9.36667,0,fire-brigade
19.4366,23.7812,39.5,20.1667,0,11.3784,19.7669,0,0,fire-brigade
22.8835,29.2778,35.7778,18.5877,11.4754,9.75,20.9767,2,0,fire-brigade
23.6595,19.0362,38.5,22.5185,0,9.47222,11.5,20.1131,13.11,fire-brigade
19.0639,27.9888,0,12.8,1.67937,24.5499,15.6467,9.61111,16.414,fire-brigade
14.1054,26.4198,0,4.68095,9.16667,23.7733,17.811,15.2242,7,fire-brigade
22.5,12.933,0,0,21.1002,21.7477,9.625,0,12.6552,fire-brigade
8.63951,19.3125,37.8519,15.4043,9.05556,17.1935,15.1667,19.8333,6.3125,fire-brigade
17.7824,27.0606,38.369,8.44689,15.6944,22.1559,12.0426,12.1111,3.9537,fire-brigade
13.8124,25.8393,35.1875,20.5545,12.8241,22.1431,16.5695,0,5.5,fire-brigade
8.82341,16.4239,31.5939,0,20.1812,10.8952,17.9429,10.3063,0,fire-brigade
16.3121,16.1364,18.2933,9.4588,17.6231,11.2468,18.0504,8.67029,0,fire-brigade
23.8699,21.0926,38.3542,4.20952,24.4943,12.7602,19.8333,4.22222,0,fire-brigade
15.2159,27.481,39,33.3685,0,13.1238,12,31.5,8.27778,fire-brigade
33.7597,5.68889,22.0272,24.534,0,15.7815,24.0542,15.0238,19.25,fire-brigade
15.9259,11.4333,31.9259,15.7148,0,19.2822,23.6458,9.25,8.25275,fire-brigade
20.763,11.5952,0,28.031,0,22.0484,17.858,0,0,fire-brigade
29.4593,0,30.9553,10.2444,0,8.98611,21.6667,20.75,0,fire-brigade
19.0476,19.7034,26.7731,7.16759,8.45,18.3885,5,28.0717,21.975,fire
20.2083,21.8011,25.3333,6.56863,11.6481,22.8,0,32.991,0,fire
38.7619,6.73333,37.5152,16.5246,13.5663,16.5114,10.7143,21.216,22.5,fire
39.3333,18.9124,0,8.31577,24.3661,28.3056,13.75,5.39583,20.9136,fire
27.3333,23.4278,16.0181,22.2917,9.8254,14.8364,0,28.6355,35.5971,fire
35.2593,19.9263,38,10.8517,0,18.4048,23.3056,33.1238,0,fire
22.8812,12.0978,21.2222,2.5,0,12.3704,25.6429,35.9041,16.1611,fire
0,23.0296,33.0556,14.7824,8.22222,12.8323,30.8986,30.5171,9.15972,fire
35.5,14.6729,21.6389,12.219,0,9.29167,25.8508,23.4168,7.91667,fire
32.8758,14.9164,37.3796,14.9167,0,8.54545,27.3072,16.8299,14.1865,fire
6.66358,10.8116,7.17407,5.77778,12.7302,25.4552,28.3902,25.7276,7.75362,fire
22.0278,25.2831,13.2406,5.58951,2.46667,20.8905,26.2351,26.2488,10.1212,fire
35.3667,23.9038,16.8356,4.92125,0,23.2249,20.9394,17.6883,5.12821,fire
38.872,34.1815,31.9067,16.0586,1.5,16.6908,9.26241,12.5333,3.62879,fire
18.1979,26.6004,14.1806,20.4813,39.7333,13.6417,9.09416,17.3028,0,fire
28.5602,18.3254,12.8361,10.6643,8.44608,11.5,12,23.8146,0,fire
40.3333,36.3615,25.6061,19.3444,15.5302,10.648,21.6667,0,34.8333,fire
39.6667,16.2158,16.3567,13.9643,4.06145,4.97727,29.75,0,0,fire
12.5556,15.6956,7.49074,0,11.4624,12.4611,11.2279,34.8726,0,fire
24.8773,15,0,20.3333,5.8563,19.4691,13.4444,23.4276,0,fire
16.7667,21.9149,37.5114,11.9167,0,6.27381,17.2051,39.7333,17.3667,fire
10.35,27.4963,38.2963,0,0,4.01515,6.90476,0,33.582,fire
24.5857,14.8516,33,28.2262,0,3.5,0,37.5333,38.9815,fire
32.8667,35.0473,9.825,11.7294,8.43056,0,30.2424,4.66667,27.8856,fire
19,12.1551,18.8333,23.125,10.6042,2.73333,0,18.1217,0,fire
25.2778,12.6953,5.59118,8.94416,0,22.3625,28.4312,40.6667,24.8958,fire
24.9306,9.04012,18.3079,10.0625,0,21.875,30.8296,0,28.9323,fire
24.4896,8,11.8781,10,0,20.422,29.6742,32.6226,13.9983,fire
9.75429,2.5,15.4772,0,0,20.0889,16.7119,37.2148,19.4181,fire
11.16,0,18.0598,3.73333,0,0,19.319,26.0833,27.5856,fire
21.7055,16.5024,35.8254,7,0,18.9744,22.1667,33.5,14.3408,fire
15.9986,0,26.5495,3.98333,0,23.263,18.4425,32.9968,13.8059,fire
25.7227,0,25.6074,0,0,5,22.4603,0,22.9464,fire
19.39,0,24.8229,0,0,14.25,30.9556,0,23.1093,fire
14.3213,1.33333,23.5246,9.125,0,0,25.4911,27.7546,22.5457,fire
21.75,16.4305,16.0417,9.09087,4.46667,19.3333,16.8982,34.7993,14,fire
15.2619,28.6265,18.1161,9.52597,2.30556,23.1143,5.51282,28.7254,3.04167,fire
21.0787,26.0498,14.0018,14.4317,0,12.8813,0,26.7507,3.16667,fire
10.6178,20.9992,17.214,0,0,24.0667,23.3951,22.9087,1.33333,fire
22.7669,28.1442,13.6186,0,20,24.6515,34.1007,22.8273,0,fire
7.66667,22.8179,0,26.3687,0,5.46032,8.73333,24.1754,0,fire
38.1118,23.5221,19.3125,4.00848,4.59848,0,7.15734,0,19.5556,fire
39,18.4216,0,13.3205,0,0,19.4444,0,37.5028,fire
0,12.8017,15.5,27.3804,38.6667,6.41667,17.2302,30.6846,0,fire
15.7037,23.2706,27.8188,19.7391,8.975,0,4.06349,17.7605,13.2222,fire
14.2467,8.69769,12.9372,5.5,0,22.2905,29.8187,35,19.7778,fire
37,17.4771,7.625,13.5067,12.0913,22.4833,17.6,5.40278,38.0444,fire
26.6756,21.8856,5.44009,22.8917,13.8611,12.6667,15.1827,21.9074,33.7083,fire
26.7775,21.099,9.27075,11.4444,2.09524,12.5,26.727,35.5,10.5,fire
0,10.6722,0,23.0418,14.217,27.6976,24.2608,31.5,31.8968,fire
0,24.9443,11.1939,19.5446,0,8.02525,29,39,19.5,fire
22.7037,15.1642,25.629,3.56399,0,0,14.2189,40,0,fire
0,17.1131,6,15.1349,16.2778,0,11,28.5841,19.8889,fire
32.8889,15.7278,0,0,16.6319,14.7917,19.8667,0,0,fire
32.3333,8.34732,10.9704,7.09744,6.75,0,20.1387,38.5,15.4872,fire
30.5957,15.2223,0,17.5,0,21.8282,17.9234,26.7683,5.63889,fire
26.8261,16.9694,20.3875,34.0031,0,19.9,24.0878,30.0384,7.67833,fire
18.8303,20.4361,20.84,0,0,19.5,33.6667,21.9222,15.3162,fire
14.7917,16.5018,14.4946,9.52874,0,31.8333,29.2441,32.1,12.5216,fire
12.0096,16.3362,22.6252,13.1089,0,0,27.1926,24.995,17.3762,fire
13.3333,32.5742,19.5193,25.0794,29.25,0,18.6213,38.7475,16.631,fire
28.0605,20.0208,18.876,21.9571,3.04762,7.93518,9.63384,19.6667,13.5,fire
0,10.5729,21.5102,30.5911,10.8542,6.31919,10.7535,30.6732,30.5457,fire
39.3333,16.9203,2.33333,21.8448,20.3194,8.83333,7.03549,25.0472,19.625,fire
0,21.1804,7.91667,20.0167,23.5417,1.375,9.55556,27.6263,39.8889,fire
29.2176,18.0211,25.3866,0.666667,0,22,7.78431,35.0562,13.8433,fire
7.2924,21.4455,18.4111,9.90751,0,0,24.8193,30.1972,28.8895,fire
20.981,9.87012,24.6954,10.8349,0,37.0663,28.0433,28.5824,8.37619,fire
37.5,17.7319,0,29.5,0,3.81667,13.6951,27.0394,12.2164,fire
21.5185,13.7752,35.9222,11.9025,0,29.046,28.5065,25.7222,26.567,fire
23.2117,10.6566,32.9292,0,0,22,27.1481,37.5015,18.1417,fire
17.8614,12.3606,39.0486,5.86111,0,13.1111,34.1987,17.6204,26.2047,fire
31.1164,24.9329,18.6658,34.6891,0,0,27.4025,31.3524,27.3692,fire
33.1975,9.80143,0,1.53333,0,26.493,24.5614,20.3667,18.6837,fire
25.9663,11.9958,17.6667,35.8333,0,18.7222,30.0656,36.0422,27.2429,fire
31.4286,28.0485,18.2381,0,2.09524,0,3.66667,30.6579,19.3333,fire
27.3333,16.8837,0,21.381,2.58025,0,16.5667,26.9189,0,fire
24.037,20.5836,4,4.4,24.164,0,12.4669,17.75,38.9,fire
40.4444,3.97547,13.8,11.6744,21.1304,4.40741,12.7298,32.8692,38.5,fire
39.7778,13.8333,4.21212,11.0139,17.6895,0.666667,12,33.7248,0,fire
0,19.374,29.3616,13.8453,4.36667,16.709,22.6441,20.1111,20.0159,fire
32.6377,25.2385,33.6468,24.7946,0,5.86282,31.4603,35.0785,17.7395,fire
31.7875,12.0394,38.2755,14.25,0,26.0926,35.7838,30.2546,12.2571,fire
32.466,20.3958,13.8451,25.2738,0,25.7126,30.2,0,29.7787,fire
23.3605,21.5198,33.7083,5,0,4,19.1105,29.9886,14.9266,fire
19.8333,21.0958,6.5,6.95535,19.8333,31.2125,27.1995,0,0,fire
35.0278,28.1818,12.3722,8.58333,25.7259,0,22.0432,32.7,0,fire
0,6.89021,2,19.5775,8.78889,5.53148,0,27.2917,0,fire
10,17.4038,16.1722,11.1667,6.66964,0,20.9587,0,26.4444,fire
39.0833,19.582,0,19.5198,21.9471,17.9733,20.5943,0,0,fire
18.9291,20.7804,22.9904,17.0026,0,2.26667,14.8707,0,30.5534,fire
24.5417,18.4936,18.373,18.5,0,4.5,17.7771,35.4378,24.6375,fire
17.098,8.57798,32.4396,12.5748,0,6.79924,16.2821,32.4161,28.2569,fire
38.3333,12.8827,17.7993,9.46782,0,39.5,23.624,20.8503,11.7976,fire
9,6.47401,15.2873,17.45,0,32.7778,15.443,28.9937,6.31818,fire
17.7917,0,37.4,21.0576,14.5978,1,21.7475,38.7619,0,fire
30.1667,1.35556,7.0119,5.625,16.476,1.81019,23.8968,15.75,40.1111,fire
36.3333,22.6667,0,22.2417,17.8946,20.6808,34.1966,0,0,fire
40.6667,22.9868,12.0312,11.2778,26.0476,0,20.8889,32.717,34.3105,fire
36.6667,26.073,2.75,30.141,13.8467,0,9,35.1749,24.9769,fire
10.9619,16.0685,0,28.9667,0,0,10.3231,31.0541,35.4418,fire
27.4464,15.1155,7.75858,19.7654,3,7.5,6.71111,20.25,26.9907,fire
0,6.82639,9.86667,3.91228,7,3,9.66667,27.5141,25.1852,fire
0,7.4029,28.5068,19.2063,20.244,0,15.6856,34,13.2444,fire
30.1111,15.8457,29.6061,22.5556,12.5035,0,7.34091,27.1089,20.3333,fire
34.0659,26.0554,28.7523,14,0,2.92063,18.7556,36.1085,19.1403,fire
26.8436,21.3389,26.5256,10.1992,0,29.5083,20.0016,25.9035,11.1111,fire
35.6622,14.8584,20.7738,14.875,0,14,32.8982,27.4231,13.7323,fire
5.66667,22.996,16.0218,8.43056,0,1.5,20.4601,28.1932,18.9099,fire
9.8125,7.55556,16.4164,20.7482,0,0,27.4987,33.5,33.9319,fire
28.219,24.2243,31.0139,16.3874,8.61728,16.8064,17.5638,0,0,fire
29.4815,32.0628,29.796,18.5705,6.98889,22.15,31.0333,20.5,3,fire
18.2081,23.8044,31.125,19.2521,0,20.5111,12.2797,22,28.8667,fire
32.179,33.5251,31.343,21.0208,3.2381,15.437,23.4128,32,0,fire
0,25.2141,27.1513,11.3264,7.13333,0,12.5558,34.553,16.1812,fire
12.4691,21.0918,0,3.73889,3.95833,10.5444,16.6154,37.5,0,fire
35.0167,16.1389,17.174,12,15.7778,0,21.25,39.5556,0,fire
35.5758,20.2556,0,6.87037,9.66667,22.0835,5.8125,32.8333,15.6989,fire
20.3556,21.3845,0,8.86111,2.66667,8.66554,0,0,10.4556,fire
30.3665,19.5321,0,1,2.73333,22.9018,19.7407,30.3333,5.66667,fire
37.9167,0,18.7333,18.5085,19.4883,21.3161,4.60526,5.56808,4.375,flood
0,0,30.6682,22.7043,21.8997,22.5906,10.562,8.20129,2,flood
18.3333,0,33.5432,15.9844,21.9945,13.0155,8.27576,0.75,0,flood
37.6278,37.3926,39.5833,16.1446,19.0035,17.21,4.33333,0,0,flood
0,0,34.4636,27.6936,33.4389,24.2833,7.61568,4.78815,0,flood
33.1881,34.0337,25.8333,24.5732,21.7832,19.2026,5.55588,10.0523,6.9697,flood
29.5992,30.0768,25.3039,17.2119,19.7623,20.4574,10.7781,11.0458,11.6274,flood
23.9482,27.3958,31.852,15.1442,13.1063,16.1162,11.4379,15.0269,13.462,flood
19.0423,27.0903,18.6465,22.0488,25.4535,14.0278,13.3259,14.0091,17.2847,flood
29.2634,15.6458,26.4151,27.5362,13.6755,12.6188,16.8173,11.0484,17.6472,flood
0,38.2639,0,19.8243,22.3608,17.9085,3.2,0.75,0,flood
23.9998,21.2639,28.4837,27.0297,18.917,0,11.4969,5.68519,3.25,flood
34.3048,36.543,32.7333,28.78,19.3423,21.1484,6.31386,6.47718,3,flood
33.7778,37.9707,35.4991,22.165,25.039,15.4417,6.698,5.80171,1.5,flood
37.8571,38.3114,40.5,28.4897,24.5609,21.2845,4.85185,1.15,0,flood
23.6111,31.2843,31.341,15.0144,23.2714,21.8665,12.7612,11.1198,11.481,flood
19.7111,29.2509,29.8333,25.4745,15.3226,23.8771,23.8704,16.7036,22.9303,flood
28.7553,30.7694,28.9167,16.9489,19.518,21.7587,9,12.6812,11.3589,flood
31.743,18.5167,17.3333,19.3688,23.6213,31.3262,13.693,3.12121,1.30303,flood
19.2778,23.4903,28.6519,23.9079,17.9154,27.4151,12.8333,14.55,10.0971,flood
35.8726,33.0515,38.283,15.7277,21.5153,8.51456,7.2,1.5,0,flood
39.7333,0,31.6538,21.361,17.9699,17.1353,7.35349,6.1919,2.5,flood
0,0,39,30.3131,24.109,24.4146,14.2765,11.703,10.8071,flood
38,9.55556,36.4424,26.3684,21.1316,21.0352,6.75463,5.72784,1.62963,flood
19.1296,0,24.2821,21.1076,32.3532,17.9121,20.9552,14.2216,10.4054,flood
28.6943,37.8611,20,17.172,15.2789,19.6472,9.24444,11.4464,8.4133,flood
27.0207,33.084,37.6287,20.9978,28.5778,15.1037,17.6061,11.7814,8.94248,flood
18.0216,35.6442,32.6222,22.066,15.9284,10.4359,16.2326,15.044,22.4182,flood
9.93376,23.2063,32.7517,13.8467,19.7901,17,19.4365,7.19833,18.3667,flood
24.1619,33.7639,29.1212,20.1956,13.2252,17.993,15.5833,11.1534,9.10792,flood
0,39.463,0,24.809,29.9208,23.449,1.77778,0,0,flood
34.75,28.5,0,21.5083,24.8564,33.4654,8.61111,6.91515,3.11944,flood
25.6919,14.3556,31.75,18.2183,29.8251,22.2601,16.715,7.40607,0,flood
34.1472,24.5139,39,20.5924,23.6403,20.547,7.57639,4.08586,4.57663,flood
35.5,25.9924,22.8074,22.2643,19.8937,21.8028,9.97884,4.64064,0,flood
38.1143,34.2698,0,23.1245,18.3979,17.4235,7.21795,0,0,flood
31.6254,24.26,23.375,22.7952,20.2035,22.3677,14.882,9.34167,4.41667,flood
30.9333,22.4667,0,12.1765,18.7307,25.9056,14,12.1029,3.80392,flood
0,31.8037,37,20.2281,22.3888,16.0502,9.13608,3.3,0,flood
38.5,28.1297,0,22.7623,20.8805,22.8405,8.40476,3.58333,3.5,flood
35.4464,33.8857,26.1667,17.4756,20.3412,26.6561,13.3889,12.4744,6.07991,flood
23.5515,36.2222,29.6111,14.6309,22.0836,31.4528,17.3137,10.3337,9.60252,flood
23.9556,29.3244,31.3333,13.2661,19.1151,25.4733,8.54167,10.7519,11.5136,flood
26.6,28.5046,21.7444,18.0739,14.691,24.1423,8.95833,18.0672,11.5414,flood
24.4386,32.7338,28.4954,19.2638,25.5029,18.54,8.4399,11.2007,4.8,flood
26.1953,31.8987,33.0167,15.4897,14.9868,14.2713,10.2222,15.1968,19.306,flood
14.1972,17.9,35.6636,20.5324,16.3967,7.20529,22,20.4167,10.8954,flood
15.7456,25.9489,31.1,16.984,21.4776,6.94094,15.4681,18.6235,26.4062,flood
28.0529,28.5232,33,14.7066,15.2583,14.7098,6.61111,18.754,17.0169,flood
16.5802,29.947,30,22.6187,22.6457,26.8616,16.0567,15.6041,18.1773,flood
37.8952,0,32.4339,25.5512,24.5537,20.1452,8.12821,11.0208,11.0113,flood
35.1151,0,38.9405,18.6444,26.9982,20.2881,3.5,4.875,7.62992,flood
38.4784,0,37.872,18.6123,29.0869,13.528,2.11667,4.09524,4.32357,flood
33.7403,40.0833,36.25,13.0459,21.1255,16.3673,6.56734,5.25,0,flood
0,39.8889,37.9513,24.0494,24.66,17.0818,0,4.09942,0,flood
24.2158,27,17.375,20.2117,27.7661,12.2999,10.0593,14.1556,11.5064,flood
21.3627,26.5902,30.5,16.9744,14.07,5.76973,12.2222,16.6058,17.6376,flood
24.2556,15.3333,26.4524,22.6581,11.9155,13.337,16.3333,17.3504,16.6278,flood
24.129,30.0073,30.8105,18.0833,18.4968,20.8778,21.3188,19.7042,8.06443,flood
25.9947,19.8272,19.9577,25.0051,13.9648,6.76667,12.5592,17.6861,21.4428,flood
36.325,27.1103,34.295,20.1244,21.2667,14.5902,8.92222,1.5,0,flood
19.037,30.3018,36.6127,25.8834,24.3842,14.6676,9.82723,2.25,0,flood
34.4711,13.8889,32.3179,22.3631,31.4892,24.1047,7.63992,5.75518,5.68552,flood
0,32.9747,37.7778,24.1443,15.9707,14.6142,9.57692,0,0,flood
39.3333,32.5357,26.8749,25.2047,27.0237,15.4013,15.9233,5.76429,0,flood
22.1174,20.5404,6.375,16.8892,23.5692,20.1416,13.9375,16.6519,10.0693,flood
29.7588,30.733,28.5,19.0764,16.3306,24.5597,17.5333,14.1657,13.594,flood
27.4234,24.8426,31.8333,13.1277,13.5472,23.0209,9.97222,19.1096,20.9846,flood
27.0031,33.2611,18.8667,14.8727,21.1155,25.0787,15.4583,13.7922,18.6912,flood
29.9259,31.5714,22.1204,22.0374,18.8173,15.0605,10.1846,16.9626,18.6083,flood
39,37.7926,36.4744,25.8313,25.8669,21.985,9.53333,2.05303,0,flood
31.5833,26.1619,18.7242,21.4286,15.903,11.571,13.3421,3.2549,0,flood
35.2463,24.0667,27.6854,17.6718,16.2126,20.8253,13.9,7.61389,3.25455,flood
34.2701,22.3848,34.8918,16.5703,18.6106,25.0451,13.124,5.29863,1.83333,flood
31.5,21.0143,29.5191,17.0983,23.8794,16.5213,5.39286,4.54762,0,flood
30.1742,32.3176,37.9583,15.878,22.0396,23.6601,8.33333,10.9148,7.75513,flood
11.604,24.034,20.2917,18.1816,17.7254,6.4037,10.935,15.3958,13.4823,flood
8.14453,18.7609,8.66667,20.5532,21.1767,16.4432,15.8571,15.9167,12.022,flood
7.33489,25.0417,29.75,25.4709,19.2164,26.2467,15.2138,22.0003,3.02047,flood
27.4192,30.8747,26.2857,18.0929,22.7597,24.2881,22.9534,6.5447,10.7855,flood
38.119,37.1296,35.6795,27.6142,22.9313,29.3475,7.06884,3.4,0.868687,flood
0,38.8889,40.5,25.3464,21.7805,21.2007,2.14286,2.55556,0,flood
0,33.655,0,34.8853,16.8468,23.7385,7.90303,10.1944,2.78611,flood
19.3704,31.6518,35.6,17.9297,21.8674,21.3404,8.6516,1.24691,1.36667,flood
0,25.8399,33.9956,27.7531,24.5673,21.8867,7.86364,6.20418,1.30303,flood
0,40,31.122,30.3217,17.7602,17.8392,6.01713,4.8355,9.63534,flood
0,0,12.4257,13.0405,15.6413,0,13.2934,10.3802,18.5392,flood
38.2833,34.237,30.4286,30.1633,17.6901,19.8986,15.0365,10.8746,3.4,flood
40.6667,34.4902,35.0648,28.125,17.2019,15.0564,10.1369,9.05345,8.23515,flood
38.4667,37.6667,18.2033,19.7496,21.1879,22.8795,9.79224,10.8333,7.73231,flood
18.2414,37.7619,35.6,20.3426,36.0556,10.2858,13.6131,20.2447,12.9461,flood
12.4034,24.7333,0,31.7111,29.4065,36.2263,17.6852,14.9583,8.19124,flood
23.4937,39,28.6469,17.1595,21.7333,38.9278,19.7468,14.1449,6.37778,flood
34.3111,23.5347,32.4679,16.546,13.9086,10.3106,13.7264,14.8004,7.08979,flood
24.1636,20.4663,19,38.3889,0,0,8.83517,22.5831,10.5946,flood
30.7464,8,17.3788,18.6277,22.7278,17.6142,10.4703,5.72466,0,flood
37.7436,26.2441,35.7389,22.011,26.564,13.4376,15.1336,1.5,0,flood
0,27.7564,31.5609,17.4042,14.3068,16.775,14.5462,0.75,0,flood
35.8431,14.6204,31.6065,25.7124,21.0869,16.6168,17.7573,4.76597,0,flood
33.31,17.3728,21.5324,22.7618,18.7736,18.192,18.8792,3.61232,0,flood
33.4465,32.1936,30.1316,18.9028,20.7999,24.6948,16.3919,4.35069,4.87346,flood
0,35.2926,33.7083,24.3466,24.2974,27.8853,13.2645,6.56162,5.90947,flood
37.1466,29.3056,31.0185,25.9479,17.5788,25.5881,13.1293,7.79815,2.14286,flood
34.3877,32.0088,36.0524,20.1381,22.1367,21.1223,11.041,8.60417,2,flood
37.9746,23.4718,20.3665,18.2556,13.845,19.5836,5.41071,6.39048,2,flood
25.5818,35.5333,32.1333,14.8287,22.8728,12.0144,15.2633,12.3266,4.95238,flood
19.0866,26.8852,20.2071,28.8182,26.5556,32.3824,19.3097,10.9711,10.7719,flood
