%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.187831,0.342352,0.48569,0.201058,0.50761,0.582211,0.174603,0.64589,0.600206,0.177249,0.593832,0.384154,0.230159,0.404053,0.313448,0.232804,0.40611,0.290888,0.146825,0.604806,0.253041,0.175926,0.426721,0.384259,0.103175,0.193665,0.324295,flood
0.174667,0.591111,0.630093,0.130667,0.792667,0.537778,0.197333,0.240762,0.564444,0.189333,0.475,0.380864,0.188,0.573131,0.59718,0.162667,0.26,0.133519,0.164,0.219342,0.271742,0.189333,0.300593,0.319753,0.166667,0.383893,0.314452,flood
0.111437,0.487423,0.441229,0.14565,0.370265,0.349126,0.116325,0.676136,0.627016,0.0840665,0.713337,0.656312,0.172043,0.414133,0.292883,0.124145,0.586357,0.485029,0.13001,0.361773,0.416191,0.229717,0.410317,0.355785,0.159335,0.413743,0.474093,flood
0.0574866,0.583258,0.694734,0.137255,0.508767,0.501351,0.125223,0.523773,0.718013,0.149287,0.461239,0.54608,0.126114,0.476747,0.41863,0.0953654,0.347818,0.705423,0.131016,0.395805,0.286269,0.101159,0.446483,0.217852,0.0155971,0.0265152,0.0588235,flood
0.154545,0.535476,0.649935,0.155024,0.534725,0.516732,0.132536,0.308813,0.314876,0.0205742,0.30303,0.0482456,0.0980861,0.290432,0.432471,0.0129187,0,0,0.170335,0.424293,0.351474,0.100957,0.341386,0.235539,0.091866,0.433333,0.20614,flood
0.160457,0.558065,0.408551,0.165264,0.468145,0.632501,0.171274,0.496026,0.376875,0.0402644,0.186889,0.850694,0.0799279,0.22849,0.304745,0.129808,0.542796,0.727927,0.20012,0.392527,0.343008,0.167067,0.414644,0.323793,0.0865385,0.387203,0.235339,flood
0.122807,0.433873,0.393939,0.0877193,0.440531,0.663841,0.17278,0.408883,0.549345,0.082403,0.557622,0.162492,0.139288,0.482184,0.21455,0.0116959,0.00779727,0.013468,0.187666,0.527383,0.468628,0.188729,0.480736,0.516823,0.136629,0.328947,0.25,flood
0.113648,0.664326,0.535752,0.167742,0.417621,0.495304,0.129529,0.460209,0.68364,0.137469,0.543577,0.371462,0.0813896,0.429889,0.215826,0.0828784,0.24359,0.494624,0.176675,0.223297,0.495267,0.187593,0.372098,0.253731,0.0997519,0.324024,0.132341,flood
0.197628,0.579143,0.549423,0.15415,0.80251,0.499059,0.121212,0.484032,0.614405,0.139657,0.560572,0.434299,0.233202,0.284005,0.476075,0.221344,0.372656,0.482381,0.0922266,0.427273,0.486232,0.251647,0.525199,0.517139,0.13834,0.252709,0.544203,flood
0.251812,0.586668,0.316698,0.181159,0.669643,0.523119,0.123188,0,0,0.182971,0.432677,0.561997,0.211957,0.239583,0.275362,0.269928,0.360749,0.297605,0.13587,0.479167,0.632246,0.268116,0.405165,0.400211,0.175725,0.292692,0.623948,flood
0.185455,0.488742,0.512037,0.155152,0.502077,0.601611,0.0981818,0.0841751,0.191111,0.10303,0.560859,0.394,0.198788,0.237724,0.277685,0.105455,0.43729,0.562222,0.0836364,0.386364,0.06,0.178182,0.374309,0.458889,0.186667,0.384054,0.522692,flood
0.147913,0.291467,0.360987,0.151543,0.289824,0.553001,0.0399274,0.465789,0.481609,0.131579,0.564679,0.364393,0.259528,0.479855,0.530961,0.156987,0.386769,0.681992,0.0916515,0.730678,0.473128,0.0753176,0.709965,0.159774,0.0653358,0.343567,0.114304,flood
0.146939,0.731613,0.466948,0.12551,0.438776,0.447846,0.0989796,0.612381,0.497024,0.109184,0.582011,0.667725,0.308163,0.5671,0.608369,0.178571,0.254222,0.491799,0.0938776,0.821429,0.345982,0.156122,0.39317,0.317199,0.132653,0.413615,0.296329,flood
0.0412277,0.841082,0.739833,0.0613834,0.561406,0.718794,0.103527,0.440674,0.672958,0.110399,0.514818,0.515283,0.190105,0.483729,0.447035,0.0705451,0.241552,0.435545,0.0641319,0.269557,0.465553,0.0508475,0.443448,0.0910823,0.0545121,0,0,flood
0.0206319,0.932624,0.881313,0.0186976,0.035461,0.676768,0.0805932,0.676158,0.590285,0.144423,0.582935,0.504263,0.194713,0.49456,0.434551,0.135397,0.517467,0.38458,0.132818,0.254377,0.268448,0.177305,0.715224,0.413841,0.0651193,0.304407,0.212121,flood
0.00878049,0.773333,0.910569,0,0,0,0.0741463,0.558333,0.772358,0.173171,0.68872,0.69112,0.170732,0.332018,0.431323,0.128293,0.419647,0.460407,0.143415,0.42129,0.369546,0.12878,0.417569,0.343769,0.04,0.162473,0.214857,flood
0.0261538,0.91,0.833333,0.0271795,0.435,0.444444,0.054359,0.685877,0.679166,0.132821,0.582833,0.643403,0.191795,0.712558,0.552337,0.154872,0.359046,0.497935,0.125641,0.45617,0.339345,0.12359,0.601567,0.304399,0.00871795,0.04,0.0897436,flood
0.0263158,0.888177,0.895224,0.0561741,0,0,0.0728745,0.38159,0.357253,0.109312,0.353569,0.333149,0.101721,0.434053,0.756781,0.0966599,0.340619,0.351059,0.119939,0.492596,0.502549,0.165486,0.4499,0.671794,0.0632591,0.210877,0.336579,flood
0.199346,0.40094,0.470336,0.0816993,0.296705,0.53738,0.0925926,0.213235,0.296296,0.214597,0.518776,0.349789,0.164488,0.503825,0.355892,0.198257,0.516313,0.385665,0.122004,0.617647,0.368313,0.234205,0.574681,0.401455,0.124183,0.397987,0.323561,flood
0.148148,0.387731,0.570437,0.181658,0.58299,0.465432,0.197531,0.595336,0.635273,0.324515,0.59585,0.54321,0.283951,0.285565,0.436874,0.141093,0.305556,0.357143,0.188713,0.447531,0.269841,0.21164,0.551265,0.389042,0.153439,0.434041,0.285881,flood
0.179063,0.401927,0.388454,0.0587695,0.625947,0.837121,0.108356,0.450758,0.715909,0.177227,0.496735,0.595228,0.151515,0.589495,0.391688,0.0762167,0.570006,0.447531,0.140496,0.45229,0.378451,0.187328,0.391639,0.301756,0.162534,0.407378,0.49857,flood
0.213166,0.545493,0.339015,0.0971787,0.767929,0.540325,0.183908,0.471703,0.730542,0.165099,0.47069,0.372054,0.132706,0.442193,0.470194,0.0679206,0.252874,0.212121,0.131661,0.443432,0.449747,0.128527,0.539081,0.16532,0.14838,0.311474,0.427068,flood
0.148213,0.205277,0.169141,0.115083,0.187098,0.460765,0.100262,0.169595,0.547581,0.205754,0.614087,0.439153,0.170881,0.457195,0.255795,0.105493,0.45132,0.37297,0.104621,0.673734,0.265109,0.181343,0.598939,0.362872,0.0767219,0.282845,0.214558,flood
0.0681481,0.821601,0.64,0.122963,0.210678,0.230805,0.0688889,0.280539,0.805263,0.117778,0.658444,0.60142,0.16963,0.472028,0.586476,0.148148,0.355556,0.642867,0.0577778,0.786214,0.418667,0.100741,0.549634,0.218547,0.02,0,0,flood
0.0986207,0.637462,0.492555,0.0917241,0.418,0.43046,0.00827586,0,0,0.106207,0.529883,0.50773,0.237241,0.368376,0.438022,0.105517,0.568944,0.662223,0.0944828,0.600341,0.527704,0.204138,0.275413,0.220471,0.157931,0.44353,0.326951,flood
0.0802721,0.688031,0.523949,0.092517,0.380688,0.370794,0.112925,0.194401,0.586368,0.0816327,0.568788,0.410055,0.202041,0.475018,0.525258,0.188435,0.453012,0.560237,0.0802721,0.345956,0.498108,0.101361,0.567937,0.237062,0.17415,0,0,flood
0.126207,0.48625,0.540948,0.0937931,0.675556,0.620051,0.0627586,0.731548,0.594828,0.151724,0.57058,0.476194,0.186207,0.660598,0.550454,0.124828,0.362654,0.406556,0.125517,0.629944,0.449861,0.151034,0.701846,0.352252,0.0917241,0.345282,0.389493,flood
0.0735294,0.710067,0.628938,0.112745,0.455152,0.478812,0.133578,0.403511,0.370311,0.108456,0.562242,0.611492,0.20098,0.426497,0.475332,0.129289,0.285951,0.562035,0.0857843,0.511438,0.447917,0.108456,0.57683,0.278773,0.0202206,0.235294,0.046875,flood
0.134034,0.490317,0.350598,0.107143,0.251454,0.589729,0.0642857,0.482049,0.815185,0.12479,0.392974,0.373311,0.0852941,0.664255,0.516412,0.0558824,0.401333,0.182272,0.0911765,0.441204,0.343226,0.163866,0.538901,0.563732,0.136975,0.610758,0.302936,flood
0.106926,0.626921,0.488994,0.0753247,0.541667,0.505331,0.052381,0.198626,0.750058,0.017316,0.311278,0.156831,0.129004,0.364055,0.472569,0.0424242,0.446032,0.0673401,0.160173,0.422313,0.441581,0.135931,0.468109,0.48581,0.135931,0.384515,0.548341,flood
0.0756824,0.657587,0.45679,0.0744417,0.239247,0.236182,0.0707196,0.338144,0.815565,0.038048,0.175687,0.885945,0.118693,0.564375,0.513205,0.0194376,0.685484,0.0448718,0.110422,0.633211,0.707501,0.11952,0.552125,0.437852,0.102564,0.562943,0.333646,flood
0.0722008,0.774552,0.515395,0.0926641,0.190344,0.217968,0.0521236,0.0602041,0.433398,0.0227799,0.329894,0.574575,0.107722,0.437457,0.461679,0.0675676,0.0597619,0.449324,0.142085,0.331647,0.273766,0.15251,0.594029,0.496666,0.104247,0.305582,0.298571,flood
0.0422078,0.8423,0.739375,0.150325,0.334463,0.58354,0.0503247,0.424339,0.733165,0.0237013,0.602976,0.0795455,0.0038961,0,0,0.0525974,0.252604,0.133412,0.124351,0.6096,0.443166,0.146753,0.62109,0.512772,0.127273,0.363752,0.39112,flood
0.133127,0.659473,0.565789,0.187307,0.416278,0.439293,0.100619,0.481197,0.653531,0.119195,0.550791,0.548061,0.263158,0.375336,0.405615,0.210526,0.251245,0.482317,0.0913313,0.676471,0.320175,0.0789474,0.676471,0.131579,0.00464396,0,0,flood
0.0804598,0.758467,0.740576,0.265645,0.394974,0.524638,0.0868455,0.362787,0.462963,0.153257,0.728371,0.592154,0.228608,0.39791,0.462848,0.219668,0.383642,0.497832,0.16092,0.473605,0.46794,0.0868455,0.642018,0.222771,0.0485313,0.108238,0.120885,flood
0.172414,0.577281,0.58517,0.18652,0.236398,0.197643,0.0141066,0,0,0.189655,0.49455,0.427586,0.242947,0.436822,0.322914,0.224138,0.352714,0.467041,0.0846395,0,0,0.257053,0.571094,0.443322,0.0799373,0.470498,0.162626,flood
0.0475382,0.83871,0.815789,0.263158,0.469565,0.415238,0.0237691,0.0430108,0.877193,0.113752,0.472481,0.307732,0.0848896,0.046595,0.248538,0.225806,0.367184,0.308317,0.178268,0.458769,0.461948,0.196944,0.424392,0.230979,0.0271647,0.0806452,0.105263,flood
0.0617143,0.843492,0.824889,0.246857,0.499197,0.373581,0.0297143,0,0,0.141714,0.593254,0.398333,0.126857,0.444925,0.481347,0.132571,0.244444,0.0444444,0.133714,0.488531,0.403005,0.107429,0.633333,0.241778,0.088,0.142593,0.175185,flood
0.07,0.40173,0.70522,0.0790909,0.518523,0.624304,0.0724242,0.532828,0.375833,0.119394,0.492472,0.344412,0.16,0.409097,0.520395,0.122424,0.518212,0.520323,0.0557576,0.444188,0.413446,0.118485,0.629117,0.298862,0.080303,0.379324,0.315885,flood
0.104482,0.368492,0.434205,0.0745098,0.289214,0.458889,0.045098,0.14934,0.341279,0.0837535,0.688542,0.427789,0.166387,0.332876,0.456203,0.0596639,0.539078,0.438713,0.0616246,0.621429,0.689543,0.103641,0.402708,0.48246,0.0997199,0.367581,0.428916,flood
0.109163,0.515891,0.498785,0.0879525,0.530761,0.537681,0.0489253,0.601428,0.54386,0.115385,0.61731,0.477134,0.0936086,0.504619,0.358317,0.0738122,0.122988,0.31383,0.0774887,0.58546,0.31473,0.10379,0.604064,0.330918,0.10888,0.420244,0.493913,flood
0.108308,0.469671,0.492637,0.0766154,0.408737,0.503973,0.0621538,0.500186,0.415056,0.100615,0.582308,0.401611,0.122154,0.443409,0.396177,0.0941538,0.479446,0.409687,0.0535385,0.386218,0.331389,0.128923,0.404462,0.730418,0.0950769,0.305259,0.469357,flood
0.0763575,0.562021,0.706049,0.0613688,0.191015,0.604598,0.0582579,0.339017,0.446953,0.111991,0.457244,0.479114,0.0851244,0.500438,0.54676,0.0735294,0.428535,0.612344,0.0967195,0.524092,0.331932,0.112839,0.389268,0.559952,0.0548643,0.237255,0.21875,flood
0.142628,0.525788,0.516045,0.10016,0.632051,0.689468,0.0705128,0.25,0.34375,0.113782,0.547354,0.376736,0.167468,0.458005,0.317826,0.103365,0.283864,0.214331,0.0488782,0.625641,0.254167,0.111378,0.198638,0.327344,0.149038,0.414225,0.657862,flood
0.138158,0.433849,0.261028,0.115954,0.825521,0.473319,0.153783,0.254979,0.632353,0.114309,0.470011,0.420443,0.166941,0.190634,0.40161,0.184211,0.292857,0.150794,0.0871711,0.516493,0.209064,0.0970395,0.652541,0.409667,0.0995066,0.460669,0.219126,flood
0.170875,0.493149,0.392123,0.124579,0.803998,0.571952,0.101852,0.523148,0.721836,0.121212,0.413636,0.410648,0.117003,0.420034,0.514683,0.0942761,0.331845,0.14604,0.0875421,0.358766,0.427331,0.15404,0.584481,0.469388,0.145623,0.410859,0.503292,flood
0.15595,0.503807,0.48559,0.138211,0.414357,0.566253,0.0731707,0.103659,0.358586,0.107169,0.678242,0.319324,0.158167,0.490913,0.423231,0.105691,0.216667,0.316162,0.075388,0.530488,0.492424,0.115299,0.508304,0.6671,0.133777,0.384146,0.443855,flood
0.152477,0.437078,0.366092,0.0982972,0.472368,0.695098,0.0665635,0.334586,0.77521,0.115325,0.55924,0.50866,0.145511,0.454297,0.577176,0.0990712,0.450081,0.504837,0.0897833,0.57154,0.398475,0.149381,0.42755,0.294743,0.125387,0.306976,0.508878,flood
0.0823245,0.705815,0.51568,0.123487,0.45161,0.533435,0.0755448,0.264797,0.602289,0.0387409,0.189967,0.317403,0.08523,0.363541,0.468744,0.120581,0.480791,0.466667,0.130266,0.344672,0.400917,0.129298,0.399307,0.271837,0.0401937,0.484921,0.098458,flood
0.0909091,0.648773,0.652074,0.16129,0.427527,0.381373,0.12434,0.400659,0.568022,0.00821114,0,0,0.0645161,0.225325,0.787442,0.108504,0.482417,0.762827,0.164223,0.55829,0.479048,0.123167,0.443001,0.324103,0.055132,0.480716,0.118719,flood
0.130307,0.406122,0.567361,0.162146,0.480351,0.421303,0.0418632,0.106918,0.302083,0.0182783,0.282951,0.827123,0.0271226,0.421384,0.887311,0.117335,0,0,0.122052,0.624618,0.536709,0.145637,0.404797,0.281724,0.136203,0.434151,0.311041,flood
0.152367,0.386782,0.417953,0.142012,0.355963,0.755633,0.0843195,0,0,0.035503,0.415598,0.301282,0.125,0.327217,0.419912,0.0110947,0,0,0.123521,0.628807,0.470179,0.118343,0.534438,0.310769,0.153846,0.394712,0.603754,flood
0.191961,0.033543,0.200483,0.120591,0.450918,0.501062,0.131255,0.339483,0.744163,0.0812141,0.145954,0.574554,0.293683,0.530691,0.443734,0.0369155,0.620126,0.107039,0.180476,0.562618,0.557231,0.0910582,0.383857,0.214976,0.1895,0.398871,0.545824,flood
0.0410798,0.842436,0.752113,0.0152582,0,0,0.0525235,0.790771,0.568214,0.148768,0.591563,0.667226,0.111796,0.234299,0.291488,0.131749,0.542154,0.497782,0.0695423,0.378949,0.175275,0.193369,0.514398,0.319681,0.0842136,0.186016,0.295112,flood
0.0902853,0.617981,0.50554,0.0462261,0.424883,0.470085,0.0570603,0.787155,0.744034,0.146623,0.380798,0.398796,0.213796,0.748842,0.620781,0.137595,0.579042,0.452612,0.0855905,0.559656,0.398499,0.110509,0.348907,0.281719,0.123871,0.302006,0.656042,flood
0.116327,0.474833,0.564105,0.0791837,0,0,0.120816,0.732348,0.641696,0.144898,0.307372,0.32206,0.159184,0.676779,0.676879,0.133061,0.524304,0.513936,0.097551,0.502613,0.415487,0.149796,0.391412,0.359897,0.126939,0.404116,0.514987,flood
0.103039,0.633802,0.406653,0.0578206,0.756693,0.663514,0.114529,0.383148,0.683798,0.113417,0.340351,0.281552,0.150111,0.51767,0.533223,0.0978503,0.421049,0.273625,0.0744996,0.436316,0.388754,0.0815419,0.503322,0.341847,0.0637509,0.275494,0.159339,flood
0.0345238,0.854273,0.791667,0.0619048,0.511848,0.715314,0.138492,0.477409,0.472336,0.140873,0.524721,0.580354,0.153175,0.672068,0.631465,0.0646825,0.74626,0.536222,0.093254,0.547639,0.354552,0.114286,0.666497,0.287539,0.0698413,0.296327,0.267413,flood
0.188586,0.55735,0.322326,0.0628619,0.888177,0.786738,0.110008,0.192308,0.564516,0.123242,0.503917,0.622859,0.243176,0.336892,0.475679,0.158809,0.413992,0.227922,0.108354,0.544872,0.290323,0.181969,0.386768,0.326745,0.145575,0.370807,0.368324,flood
0.175481,0.482965,0.337787,0.139423,0.54683,0.506221,0.0849359,0.298077,0.328125,0.15625,0.534366,0.322097,0.144231,0.511266,0.33485,0.182692,0.413238,0.150211,0.100962,0.605617,0.366071,0.194712,0.586301,0.434875,0.155449,0.326522,0.595616,flood
0.129501,0.531147,0.567808,0.0408587,0.776316,0.732456,0.0955679,0.802632,0.618421,0.112188,0.425396,0.508532,0.183518,0.630514,0.388341,0.141274,0.39461,0.290022,0.0907202,0.635025,0.225042,0.201524,0.412633,0.429544,0.112188,0.387909,0.431851,flood
0.150559,0.581149,0.584716,0.111111,0.598914,0.688467,0.100592,0.662517,0.732286,0.0657462,0.464862,0.345204,0.0802104,0.52703,0.368874,0.0940171,0.404689,0.332601,0.0946746,0.498988,0.526091,0.166995,0.411074,0.510412,0.0887574,0.332626,0.18537,flood
0.134316,0.434204,0.57652,0.180999,0.489139,0.408259,0.104013,0.680653,0.664241,0.128583,0.40334,0.278605,0.117117,0.280993,0.346305,0.0999181,0.296164,0.244959,0.127764,0.542821,0.416023,0.111384,0.498355,0.338239,0.0843571,0.304545,0.263882,flood
0.0683871,0.730061,0.637175,0.11871,0.437939,0.674214,0.0819355,0.33655,0.516968,0.135484,0.582425,0.442519,0.189032,0.450265,0.592083,0.142581,0.349582,0.496868,0.10129,0.4225,0.612186,0.0967742,0.447692,0.199163,0.0129032,0,0,flood
0.0564626,0.834154,0.716252,0.113605,0.233147,0.376329,0.172789,0.450064,0.527892,0.116327,0.73909,0.583489,0.187075,0.558373,0.482974,0.153741,0.305301,0.55392,0.116327,0.483627,0.512075,0.101361,0.475967,0.245614,0.00340136,0,0,flood
0.0475,0.807467,0.752598,0.048,0.0895555,0.508889,0.0705,0.679178,0.618832,0.149,0.570483,0.570662,0.194,0.538497,0.559465,0.107,0.355421,0.485721,0.0755,0.256757,0.373311,0.1175,0.625703,0.176257,0.0455,0.232234,0.170863,flood
0.0194766,0.93239,0.866667,0.133901,0.222414,0.415069,0.13025,0.430315,0.706753,0.13451,0.74136,0.589469,0.194157,0.566913,0.521447,0.08521,0.155182,0.41003,0.116859,0.330501,0.361005,0.0614729,0.452541,0.090549,0.0115642,0,0,flood
0.0102222,0.915,0.922222,0.0373333,0.124359,0.810684,0.0755556,0.673261,0.555072,0.139556,0.671158,0.614306,0.213778,0.515899,0.552219,0.168444,0.346166,0.427893,0.0924444,0.243407,0.339344,0.0946667,0.565135,0.1606,0.0168889,0,0,flood
0.0995025,0.559308,0.414816,0.064953,0.896186,0.295816,0.0638474,0.244403,0.354167,0.112493,0.531711,0.441251,0.139856,0.565914,0.527882,0.144831,0.300854,0.582505,0.0588723,0.505251,0.263374,0.108071,0.271429,0.50517,0.0812604,0.335216,0.319793,flood
0.0997442,0.574273,0.471502,0.0915033,0.437797,0.385403,0.0417732,0.578185,0.510836,0.0838306,0.586492,0.452778,0.103723,0.63683,0.345621,0.0974709,0.487708,0.46104,0.0568343,0.698641,0.244951,0.118784,0.472393,0.274925,0.108269,0.252697,0.544123,flood
0.0820312,0.487448,0.616731,0.0848214,0.411086,0.598427,0.0560826,0.605382,0.676389,0.126674,0.498509,0.402571,0.167411,0.580573,0.485754,0.101004,0.568068,0.533262,0.0764509,0.559309,0.27594,0.0887277,0.171375,0.704052,0.125558,0.399577,0.676794,flood
0.082975,0.46365,0.533663,0.0432583,0.384173,0.752707,0.0607134,0.40032,0.499092,0.0946117,0.531201,0.455994,0.133822,0.436177,0.551613,0.0720971,0.422382,0.54393,0.091576,0.549066,0.40903,0.10043,0.451936,0.450102,0.0786744,0.345637,0.49915,flood
0.049425,0.377546,0.725204,0.0557866,0.402985,0.728893,0.0641057,0.460797,0.479526,0.0937118,0.425554,0.540839,0.131392,0.4758,0.550306,0.0907756,0.405667,0.359526,0.0863714,0.60093,0.267921,0.108392,0.517032,0.487239,0.0760949,0.216107,0.543992,flood
0.055,0.827529,0.667693,0.117857,0.488136,0.578208,0.0928571,0.521806,0.720847,0.113571,0.67626,0.653436,0.198571,0.350326,0.549024,0.222857,0.432275,0.569332,0.107857,0.394402,0.289358,0.115714,0.624211,0.355107,0.075,0.395852,0.102513,flood
0.0653021,0.774391,0.563823,0.143762,0.39776,0.27317,0.133528,0.349223,0.414414,0.115984,0.645074,0.47155,0.209552,0.455723,0.402666,0.08577,0.376637,0.355811,0.0760234,0.301875,0.499914,0.0623782,0.370212,0.194801,0,0,0,flood
0.030303,0.849439,0.809571,0.0674747,0.175758,0.517078,0.11596,0.70202,0.689321,0.107071,0.63429,0.513392,0.18303,0.325445,0.420865,0.126869,0.297399,0.560166,0.0638384,0.255372,0.501515,0.123636,0.630906,0.368918,0.0347475,0.114195,0.241837,flood
0.0554511,0.765969,0.689137,0.0709586,0.112801,0.269424,0.0671992,0.634223,0.635073,0.081297,0.629177,0.393679,0.200188,0.624756,0.524036,0.112782,0.479127,0.360778,0.0906955,0.396099,0.539393,0.112312,0.636332,0.238901,0.0615602,0.259077,0.160183,flood
0.0638298,0.530454,0.751387,0.0359768,0.0248485,0.258156,0.073501,0.595512,0.559067,0.0820116,0.292019,0.460223,0.175629,0.48416,0.67211,0.073501,0.246122,0.43663,0.108317,0.31444,0.354567,0.0789168,0.447783,0.169085,0.0185687,0.0862049,0.0902398,flood
0.137931,0.546772,0.443779,0.141139,0.46116,0.512692,0.0649559,0.301163,0.545402,0.141941,0.548586,0.334533,0.164395,0.564944,0.341687,0.10826,0.473062,0.402011,0.0769848,0.584718,0.47619,0.150762,0.500303,0.292056,0.159583,0.346258,0.449756,flood
0.12782,0.319132,0.432578,0.148872,0.442724,0.497199,0.087218,0.154057,0.207143,0.146617,0.618314,0.444103,0.0721805,0.58751,0.336281,0.0601504,0.10848,0.20754,0.0669173,0.307866,0.318587,0.187218,0.584373,0.41393,0.133083,0.443186,0.434805,flood
0.157183,0.562629,0.442998,0.167141,0.563722,0.47692,0.0789474,0.476974,0.326577,0.117354,0.606665,0.476633,0.06899,0.338398,0.493565,0.0938834,0.263221,0.346804,0.0917496,0.229613,0.375618,0.168563,0.592105,0.687387,0.124467,0.393782,0.273641,flood
0.165079,0.452673,0.204025,0.119048,0.39246,0.609116,0.081746,0.117725,0.216327,0.115873,0.401901,0.463925,0.113492,0.514095,0.448519,0.0706349,0.211265,0.40254,0.153175,0.563856,0.362287,0.129365,0.452027,0.488688,0.0674603,0.348251,0.0470899,flood
0.130736,0.47587,0.67284,0.0839827,0.526247,0.820202,0.103896,0.464646,0.688095,0.109957,0.706876,0.421062,0.222511,0.427297,0.459337,0.0857143,0.323962,0.306561,0.116017,0.55138,0.503873,0.0909091,0.473002,0.194771,0.144589,0.40072,0.272879,flood
0.0725624,0.813087,0.6893,0.0589569,0.0716175,0.500686,0.0801209,0.798701,0.563733,0.108088,0.563639,0.593101,0.265306,0.511674,0.499023,0.155707,0.36291,0.549249,0.114135,0.675769,0.508634,0.153439,0.484886,0.517356,0.1678,0.306577,0.337976,flood
0.0018018,0,0,0.201802,0.252445,0.490714,0.241441,0.473841,0.693004,0.124324,0.801829,0.553603,0.264865,0.38861,0.34418,0.145946,0.112613,0.333333,0.347748,0.595405,0.523233,0.241441,0.478608,0.52466,0.254054,0.342112,0.255739,flood
0.0178891,0,0,0.194097,0.477692,0.502124,0.0742397,0.754108,0.75641,0.0599284,0.833857,0.665974,0.221825,0.386948,0.48146,0.126118,0.280896,0.532791,0.170841,0.356181,0.57726,0.18068,0.459055,0.463243,0.169052,0.352266,0.248082,flood
0.0585938,0.822537,0.719182,0.111607,0.176473,0.177713,0.0837054,0.735918,0.538872,0.0965402,0.726558,0.459362,0.265067,0.537142,0.459827,0.161272,0.464522,0.492852,0.109375,0.403407,0.515974,0.148438,0.669297,0.293167,0.0758929,0.318198,0.250134,flood
0.00136054,0,0,0.104762,0.119984,0.449678,0.0863946,0.775452,0.57219,0.136054,0.575366,0.478583,0.244898,0.358721,0.447857,0.120408,0.386381,0.364637,0.153061,0.486521,0.33762,0.217007,0.387664,0.337561,0.070068,0.235719,0.379357,flood
0.0284091,0.275758,0.893889,0.0689394,0.536006,0.798563,0.12803,0.398944,0.452617,0.179167,0.368325,0.494333,0.203409,0.419956,0.281792,0.0590909,0.505556,0.485,0.142045,0.560576,0.283913,0.0753788,0.571251,0.280631,0.125758,0.375568,0.593646,flood
0.0594923,0,0,0.00951877,0,0,0.0988895,0.373167,0.355986,0.156002,0.402574,0.288222,0.194077,0.335347,0.303579,0.0682179,0.330645,0.434426,0.124008,0.162149,0.307317,0.0846113,0.619528,0.287975,0.0761502,0.324535,0.425404,flood
0.0197256,0.912879,0.850943,0.0594626,0.490436,0.75812,0.0751858,0.498036,0.707633,0.104345,0.63188,0.69229,0.109491,0.527933,0.589883,0.115495,0.290462,0.413148,0.114637,0.422036,0.43153,0.124929,0.468115,0.421748,0.0288736,0.0925325,0.190139,flood
0.0114322,0.464496,0.443585,0.080343,0.427923,0.697252,0.107336,0.4009,0.759957,0.0898698,0.770483,0.681064,0.101302,0.398266,0.541425,0.107653,0.522477,0.309017,0.105113,0.400488,0.272956,0.143855,0.563822,0.397684,0.0717688,0.348232,0.402179,flood
0.0220588,0.855699,0.904398,0.0181373,0.416667,0.425397,0.0772059,0.546639,0.507579,0.0901961,0.576021,0.454975,0.135049,0.656012,0.578433,0.112255,0.413,0.51929,0.105147,0.371715,0.291694,0.0879902,0.557139,0.340545,0.0421569,0.227924,0.230672,flood
0.362245,0.403912,0.437075,0.0561224,0.714286,0.821429,0.0561224,0.753968,0.81746,0.0867347,0.464286,0.464286,0.326531,0.32967,0.47606,0.265306,0.578231,0.190476,0.27551,0.533883,0.531135,0.372449,0.506764,0.559524,0.127551,0.107143,0.5,flood
