%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
16.5,2,0.636358,0.301607,1,3,0.36982,0.314363,14,16,0.523539,0.468562,41.5,40,0.187238,0.435248,65,18,0.211013,0.36459,5,4,0.597373,0.799363,2.5,32,0.789099,0.616066,0,25,0.294207,0.214506,0,4,0.867628,0.0626263,gas
90,17,0.394511,0.12455,50,4,0.366815,0.633175,4.5,7,0.752723,0.47517,5,1435,0.570312,0.525,10.5,44,0.404514,0.693232,6.5,11,0.714844,0.39,11.5,18,0.755208,0.145,47.5,11,0.480431,0.644468,15.5,1559,0.427083,0.23,gas
0,10,0.440498,0.352908,252.5,12,0.354283,0.475823,9.5,10,0.33512,0.478695,-1,1,0.526254,0.736842,0,11,0.439668,0.564533,212,7,0.311737,0.641212,20.5,4,0.675494,0.228629,66.5,13,0.289284,0.437961,0,79,0.352448,0.286987,gas
42,13,0.718595,0.384769,34,3,0.239326,0.428395,104,1,0.838116,0.558351,0,2,0.67905,0.711971,156,2,0.363621,0.329283,46,13,0.315089,0.453264,373.5,3028,0.446969,0.216797,137,3257,0.344851,0.451152,0,19,0.339358,0.392265,gas
52,2,0.63511,0.33548,82,7,0.255775,0.29542,4,3,0.430693,0.457394,0,3670,0.580432,0.617829,0,93,0.276593,0.37066,-1,3791,0.197262,0.832175,192.5,3621,0.376319,0.246034,67,34,0.219208,0.497842,116.5,5,0.257174,0.354916,gas
19.5,13,0.677866,0.540526,16,12,0.411061,0.51546,180.5,4,0.410249,0.479491,40,12,0.653284,0.504429,48.5,4,0.625768,0.667906,58.5,2,0.172044,0.592526,76,6,0.675329,0.253067,49.5,8,0.441799,0.460373,0,6,0.279521,0.644219,gas
58,3,0.701529,0.458586,208.5,14,0.567269,0.281505,44,7,0.680769,0.356795,-1,9,0.555786,0.706308,0,8,0.178232,0.584579,0,4062,0.461911,0.579645,271,7,0.639997,0.246088,84.5,8,0.358879,0.440403,112.5,4002,0.497469,0.566409,gas
4,6,0.70625,0.459186,4.5,25,0.501657,0.502803,0,2,0.357809,0.308524,24,38,0.320482,0.283507,53.5,1310,0.500496,0.470297,36.5,1177,0.694801,0.159194,-1,0,0,0,0,1358,0,0,0,8,0.519231,0.300752,gas
0,11,0.377103,0.326428,0,14,0.422414,0.313953,0,18,0.17921,0.273656,19,4,0.217114,0.330547,16.5,7,0.62484,0.280792,6,999,0.679774,0.616538,0,2,0.885057,0.849612,7,21,0.155172,0.325581,1,1081,0.36486,0.518715,gas
48,9,0.346209,0.268689,16.5,8,0.342995,0.354005,2,12,0.441233,0.590806,0,12,0.831522,0.34593,39,3,0.520273,0.329916,45,7,0.388567,0.6118,0,941,0.445652,0.0232558,-1,4,0,0,0,2,0.612319,0.670543,gas
190.5,19,0.748541,0.446129,0,12,0,0,13,924,0.48,0.64292,13,2,0.277153,0.325316,0,979,0.325037,0.756261,0,903,0,0,0,3,0.418519,0.352734,0,8,0.173333,0.331349,94,59,0.497692,0.635455,gas
97.5,1283,0.226046,0.25276,11,9,0.104466,0.311448,6,10,0.244754,0.427974,37.5,22,0.811345,0.449461,0,25,0.83208,0.892526,15.5,6,0.715414,0.197354,-1,0,0,0,117.5,3,0.737517,0.567664,7,1257,0.825946,0.756823,gas
-1,4,0.103292,0.402694,266.5,2,0.385789,0.505365,8.5,2,0.0954733,0.598653,93.5,29,0.430193,0.450088,9.5,9,0.324027,0.536827,58,38,0.264257,0.506126,0,4,0.895062,0.646465,0,8,0.27284,0.409217,0,3,0.231367,0.227647,gas
79.5,8,0.519881,0.501621,57.5,26,0.348112,0.493942,-1,1010,0.349504,0.532508,6.5,6,0.349432,0.170045,16,30,0.583636,0.429318,26.5,902,0.512457,0.333333,0,6,0.455357,0.324324,130.5,16,0.225676,0.687576,49,5,0.5625,0.181757,gas
3,2,0.342029,0.353351,-1,35,0.515556,0.565359,-1,15,0.575333,0.636275,0,6,0.556667,0.132353,73,6,0.410649,0.356167,1.5,7,0.418307,0.453434,0,1,0,0,-1,4,0.373333,0.503994,-1,17,0.511752,0.532161,gas
34.5,12,0.150369,0.326102,30,625,0.312052,0.25856,72,16,0.630435,0.344828,3,2,0.574879,0.227826,18.5,10,0.254403,0.321149,63.5,12,0.387578,0.598029,0,4,0.714047,0.515031,49.5,4,0.371041,0.354832,27.5,1,0.280998,0.272989,gas
1,3,0.196495,0.427458,49.5,1,0.38465,0.248148,0.5,2,0.136574,0.540376,16.5,4,0.685757,0.229885,23,6,0.461449,0.351851,17,10,0.415736,0.176098,-1,21,0.731447,0.437157,0,6,0.415179,0.473921,0,2,0.477555,0.490969,gas
4.5,5,0.290833,0.385811,119.5,7,0.393951,0.711511,36,4,0.284392,0.779958,0,6,0.244444,0.0810811,4,22,0.335735,0.224313,31.5,13,0.768827,0.149149,-1,8,0.818357,0.676263,8.5,5,0.254982,0.329115,11.5,2,0.35463,0.353854,gas
53.5,5,0.132375,0.499777,8,9,0.537712,0.500422,0,15,0.112069,0.84375,0,6,0.681035,0.356771,98.5,25,0.586617,0.372371,11.5,49,0.518582,0.101736,0,3,0.888752,0.651042,7.5,1,0.336207,0.701389,0,2,0.472906,0.529762,gas
104.5,3,0.598888,0.527513,0,9,0.0319535,0.288956,14,5,0.145845,0.509738,103.5,6,0.809919,0.436607,58,62,0.189477,0.258035,17.5,10,0.639259,0.315356,22.5,6,0.472222,0.269269,0.5,16,0.10049,0.346096,87.5,4,0.596405,0.408837,gas
1,13,0.248066,0.512557,0.5,5,0.445649,0.593168,45.5,4,0.200982,0.658685,292,2,0.517451,0.397736,114,7,0.374288,0.397463,2,8,0.648814,0.470767,72.5,5,0.713797,0.415019,56.5,13,0.451277,0.491471,54.5,16,0.217184,0.221197,gas
42.5,3,0.40327,0.412236,79.5,8,0.522955,0.280624,0,6,0.17328,0.844517,13.5,4,0.720196,0.376221,22,6,0.57963,0.536448,54,8,0.672862,0.405057,0,3,0.836667,0.843434,35,3,0.583165,0.344965,0,3,0.292172,0.360882,gas
0,6,0.259401,0.46037,175,2,0.636967,0.390103,0,15,0.479485,0.590896,0,5,0.508354,0.51716,41.5,4,0.509342,0.347835,75.5,3,0.690862,0.660669,7,20,0.569413,0.274973,0,10,0.415921,0.379327,28.5,45,0.285908,0.377054,gas
18,8,0.508469,0.302574,13.5,9,0.842314,0.617321,46,4,0.352632,0.582302,0,1215,0.386963,0.55676,132,1237,0.545991,0.326999,-1,15,0.684211,0.378503,34,1221,0.441011,0.554752,83,1253,0.315097,0.25533,0,27,0.719865,0.363946,gas
58,12,0.641061,0.437226,16.5,3,0.723214,0.502186,14.5,1401,0.459788,0.492284,84.5,30,0.420419,0.329729,0,16,0.453781,0.541495,0,1451,0.443661,0.342126,0,27,0.460928,0.573124,63,3,0.449014,0.481236,81.5,16,0.474708,0.217629,gas
9,9,0.377417,0.154779,73,3,0.761368,0.356663,61.5,7,0.472441,0.548187,0,23,0.519912,0.518164,0,8,0.318242,0.325621,0,1167,0.639099,0.783269,24,38,0.467699,0.662188,36.5,41,0.306799,0.499787,5,4,0.565449,0.602541,gas
52,1,0.487474,0.188211,66.5,21,0.541589,0.568026,21,7,0.587977,0.520324,-1,11,0.385985,0.34523,-1,9,0.474284,0.420681,0,1333,0.555908,0.53038,45,1334,0.373264,0.512156,6.5,1352,0.444376,0.442173,34,59,0.487374,0.65502,gas
16.5,17,0.716675,0.411143,2.5,25,0.779455,0.538908,223,11,0.444618,0.48064,47,17,0.482396,0.396049,18.5,46,0.49748,0.43784,26,15,0.618376,0.29429,0,1958,0.510417,0.595455,0,14,0.535615,0.635678,0,3,0.529487,0.395338,gas
3.5,10,0.588123,0.530169,93,10,0.691239,0.501452,0,8,0.0347222,0.252033,18.5,18,0.375035,0.464939,77.5,22,0.424356,0.318571,119.5,38,0.47428,0.492773,8.5,2,0.70544,0.615346,0,39,0.76713,0.304065,0,1321,0.680093,0.266667,gas
106,5,0.735069,0.452152,62,9,0.349703,0.715866,35,7,0.563235,0.348476,245,5,0.524574,0.48468,135,12,0.780408,0.440875,47,4,0.500724,0.26206,76,15,0.640974,0.403701,4,6,0.311765,0.236275,0,1220,0.546569,0.49187,gas
44,10,0.42184,0.573278,32,10,0.826802,0.600052,39,8,0.355359,0.41009,65.5,1303,0.632756,0.521104,29,28,0.621236,0.48021,2,15,0.68984,0.479278,0,19,0.573553,0.410293,0,4,0.49697,0.334848,6,12,0.656566,0.717172,gas
84.5,3,0.664299,0.40038,16.5,10,0.300658,0.353187,15.5,8,0.835271,0.677778,94.5,1791,0.238227,0.317878,73.5,4,0.429103,0.425114,58,1701,0.605373,0.495666,0,2,0.492248,0.411934,0,8,0.464496,0.194667,0,5,0.645349,0.547222,gas
125,5,0.253139,0.51966,1.5,7,0.528596,0.262676,168,11,0.34278,0.337031,0,10,0.580988,0.109295,102.5,2458,0.0995796,0.182315,1.5,2513,0,0,-1,0,0,0,210,2099,0,0,4.5,12,0,0,gas
90,4,0.404097,0.381186,233.5,2,0.304026,0.412181,16,2482,0.513291,0.435611,0,10,0.52574,0.208295,93.5,8,0.0581395,0.268215,110.5,2485,0.348837,0.393443,-1,2,0,0,616,20,0.613953,0.585738,143.5,9,0.260207,0.616473,gas
200,8,0.317194,0.319361,97,2,0.812351,0.36494,24.5,2855,0.420473,0.197643,9.5,37,0.798077,0.553606,0.5,2770,0.578671,0.255981,0,4,0.430449,0.938012,18.5,2793,0.658769,0.78343,1028,7,0.236586,0.310625,139.5,4,0.831608,0.58894,gas
9.5,1,0.486422,0.521943,529,5,0.606116,0.493691,175.5,24,0.401184,0.173943,0,2628,0.703544,0.434323,0,2747,0.753086,0.290309,0,2680,0.674691,0.540977,31,2714,0.338277,0.340287,634.5,8,0.483041,0.534404,33.5,5,0.551505,0.653302,gas
8.5,13,0.426812,0.673466,98.5,6,0.581166,0.516432,107.5,42,0.376114,0.262112,0,53,0.820652,0.720149,67.5,10,0.293665,0.27062,0,2790,0.634755,0.561137,51.5,16,0.824731,0.391887,95.5,12,0.398765,0.663074,168,109,0.603557,0.629138,gas
28,40,0.691168,0.452995,1,11,0.712056,0.470432,2,27,0.851813,0.684859,0,2,0.505708,0.456676,0,17,0.457373,0.53893,-1,8,0.786181,0.438239,86.5,50,0.140688,0.477232,83,1179,0.213314,0.407609,19,1165,0.670871,0.750081,gas
-1,9,0.685591,0.38646,78.5,3,0.574086,0.167698,28,1126,0.618871,0.379309,-1,3,0.40696,0.652246,-1,18,0.361038,0.549294,0,1277,0.310795,0.367695,2,1233,0.228226,0.479739,115,6,0.421315,0.440236,0,1245,0.662513,0.326367,gas
6,6,0.280877,0.120803,155.5,11,0.40855,0.361437,4,3,0.770563,0.477517,-1,7,0.629654,0.469746,0,924,0.59648,0.305633,-1,993,0.442857,0.388441,21,9,0.391765,0.640019,28.5,1020,0.506793,0.298331,85,8,0.62575,0.49781,gas
44,11,0.647051,0.305046,16.5,914,0.397815,0.287102,17.5,977,0.413942,0.378285,86,4,0.495004,0.259273,-1,1037,0.18125,0.154321,0,1005,0.547917,0.646296,7.5,991,0.467358,0.528413,25.5,30,0.563795,0.672453,34,13,0.488194,0.627984,gas
25.5,31,0.616026,0.446176,15.5,4,0.524797,0.379762,124,8,0.516886,0.573718,-1,11,0.489973,0.230258,0,51,0.643293,0.205357,-1,5,0.569919,0.304989,0,15,0.502502,0.194826,0,1100,0.619241,0.105159,93,1,0.584697,0.692238,gas
42,4,0.315747,0.559669,38,17,0.60073,0.279552,133,6,0.16399,0.330096,0,4,0.554167,0.145946,35,10,0.468562,0.383147,34.5,8,0.42607,0.474651,-1,2,0,0,6,4,0.46918,0.694938,28.5,1,0.265523,0.405052,gas
0,8,0.476793,0.492922,121,46,0.371752,0.449351,0,4,0.456285,0.577232,0,6,0.437198,0.24935,24,18,0.531298,0.330459,126,6,0.320651,0.462298,-1,2,0,0,0,2,0.269676,0.691477,85.5,1126,0.374336,0.290662,gas
34,6,0.350771,0.403176,17.5,3,0.105235,0.336712,55,861,0.247053,0.4307,18,6,0.500253,0.254382,58.5,18,0.668896,0.418723,0,1,0.221154,0.351351,3.5,3,0.735577,0.686937,12,3,0.530769,0.589189,60,37,0.685636,0.690924,gas
1,12,0.380071,0.319577,66.5,9,0.503867,0.37288,0,805,0.571023,0.645942,0,29,0.354451,0.216563,20,4,0.44693,0.387354,25.5,8,0.231818,0.131954,-1,4,0.910714,0.8,266,5,0.29,0.511238,20,31,0.21994,0.520952,gas
65.5,17,0.319048,0.360025,133.5,4,0.308352,0.497285,0,6,0.500563,0.527024,62.5,9,0.490926,0.402021,38.5,9,0.837979,0.447368,18,48,0.743902,0.729167,0,2,0.823035,0.566082,42,9,0.608818,0.428475,38,1449,0.597561,0.473684,gas
118.5,14,0.461396,0.484023,20.5,3,0.454882,0.420188,79,12,0.298314,0.691128,4.5,9,0.838557,0.110896,123.5,10,0.37889,0.159272,97,12,0.748433,0.152196,-1,1,0,0,8.5,5,0.715812,0.501034,135.5,1497,0.461538,0.573643,gas
46.5,1,0.471617,0.166263,53.5,8,0.285654,0.26118,46,2,0.204739,0.453308,229.5,10,0.568243,0.504971,224.5,6,0.574796,0.4497,44,6,0.484337,0.336971,17.5,8,0.632143,0.344974,0.5,2,0.437434,0.370958,10,10,0.24537,0.341481,gas
105,8,0.479926,0.359314,183,2,0.390076,0.322059,111.5,16,0.429688,0.56595,56.5,5,0.712759,0.74925,107,11,0.276476,0.292316,175.5,6,0.424237,0.639688,27,1301,0.310101,0.242696,0.5,3,0.804878,0.347432,0,1524,0.316341,0.802175,gas
60,25,0.403259,0.484414,257.5,12,0.460569,0.414125,3,28,0.189435,0.385607,127,32,0.343997,0.51211,42.5,2,0.709298,0.302222,34.5,4,0.401096,0.372423,19,2,0.482253,0.357253,6.5,2,0.492521,0.406517,1.5,2,0.421349,0.400223,gas
534,10,0.533645,0.379892,134,69,0.818018,0.324603,-1,1484,0.216216,0.0892857,29,6,0.708234,0.203707,331,22,0.478399,0.316544,24,9,0.404541,0.591654,0,11,0.614702,0.332873,58.5,1384,0.437516,0.326058,17.5,12,0.246957,0.185533,gas
77.5,21,0.338721,0.0646786,142,2,0.509381,0.372579,75,171,0.367197,0.324505,58.5,21,0.755026,0.355738,109.5,10,0.304213,0.0863292,221,13,0.389144,0.364128,10.5,19,0.664541,0.813388,0,1,0.552964,0.591725,0,2885,0.341837,0.45082,gas
251.5,2,0.545219,0.327359,210.5,19,0.585903,0.83592,746,5,0.465875,0.833981,22.5,35,0.475167,0.265064,726.5,7,0.354358,0.309171,87.5,3658,0.347129,0.503476,-1,20,0,0,46,12,0.561309,0.357837,2,3914,0.760595,0.860586,gas
7,5,0.389037,0.28919,66,77,0.226543,0.263083,23.5,24,0.447569,0.315878,51.5,2,0.474422,0.291715,0.5,22,0.62393,0.381383,5,43,0.757748,0.762393,0,3662,0.801952,0.735597,22.5,3586,0.378264,0.516393,0,16,0.776563,0.625987,gas
2.5,11,0.222655,0.309909,203,6,0.252308,0.322283,46.5,13,0.508405,0.468333,49,15,0.698656,0.48254,992,18,0.292827,0.430914,56.5,59,0.601019,0.311417,6,3178,0.777891,0.571604,88,3,0.747532,0.32524,2,3316,0.366935,0.455357,gas
106,36,0.323116,0.26175,4,3,0.248871,0.391548,18.5,3470,0.465402,0.278257,6,10,0.413818,0.388512,60,3497,0.48738,0.475133,65.5,36,0.790084,0.688831,19.5,3522,0.471936,0.619014,102,2,0.626065,0.275601,28.5,54,0.506322,0.350007,gas
0,1,0.111111,0.224359,9,14,0.234491,0.220299,50.5,20,0.565356,0.42278,10.5,4,0.371509,0.620197,25,1316,0.418744,0.426681,9,1287,0.597964,0.287813,0,11,0.892232,0.0788224,38.5,74,0.238154,0.285579,0,10,0.566488,0.238607,gas
14.5,4,0.863564,0.438136,-1,2,0.573971,0.473968,90,1062,0.551076,0.434104,-1,7,0.466901,0.685529,-1,1225,0.333333,0.225,24,1181,0.553895,0.672733,71.5,2,0.152547,0.511824,-1,14,0.160185,0.46381,33.5,26,0.333417,0.331846,gas
39,2,0.4898,0.629386,60,4,0.513982,0.339881,2.5,8,0.584833,0.45769,-1,5,0.525286,0.363747,-1,12,0.477747,0.391985,0,1,0.724385,0.445672,27,14,0.378295,0.673512,31,1093,0.370226,0.418615,96,1072,0.64081,0.650627,gas
103,16,0.703082,0.549476,20,4,0.544661,0.626682,81,9,0.638559,0.608733,-1,20,0.169122,0.554177,-1,5,0.388889,0.275986,0,2,0.622931,0.3976,28,9,0.135945,0.479584,8.5,3,0.403944,0.33698,49,1287,0.604539,0.551183,gas
13,6,0.720756,0.469599,-1,3,0.56089,0.418645,-1,21,0.8625,0.78,0,2,0.381911,0.409824,-1,1092,0.413604,0.387654,-1,14,0.568659,0.466339,16.5,1091,0.285341,0.395228,69.5,23,0.31557,0.443275,72.5,7,0.549641,0.587419,gas
45.5,16,0.364791,0.365845,0,3,0.445988,0.630875,0,6,0.565972,0.812091,-1,6,0,0,-1,5,0.490079,0.229692,0,2,0.607744,0.485443,0,38,0.375097,0.493567,0,10,0.393308,0.278075,-1,4,0.798611,0.120915,gas
25.5,9,0.785507,0.539394,-1,7,0.541408,0.640693,10.5,7,0.508696,0.3,-1,4,0.695652,0.227273,-1,230,0,0,-1,6,0,0,-1,4,0.637681,0.448485,-1,14,0.585507,0.624242,-1,8,0.552335,0.612795,gas
0,3,0.373016,0.615079,0,4,0.480726,0.386054,1,2,0.838624,0.259921,-1,2,0,0,-1,6,0,0,-1,6,0,0,-1,4,0.470194,0.359788,-1,6,0,0,-1,2,0.649093,0.696003,gas
8.5,35,0.711279,0.366382,63,9,0.635354,0.232479,0,7,0.652116,0.462352,-1,5,0.784848,0.174359,-1,15,0,0,-1,6,0,0,-1,8,0.566667,0.594872,-1,3,0.60303,0.441026,-1,6,0,0,gas
1,11,0.735254,0.542907,8,8,0.64335,0.335802,0,4,0.589899,0.485185,-1,5,0,0,-1,10,0,0,-1,218,0,0,0,8,0.615112,0.338203,-1,3,0,0,-1,6,0.672559,0.624118,gas
43,8,0.401777,0.122234,97.5,7,0.709218,0.747795,17,6,0.482892,0.327003,66.5,11,0.566667,0.378968,14.5,1613,0.426514,0.340451,80,13,0.461046,0.519004,-1,0,0,0,-1,19,0.111111,0.315476,38,137,0.428654,0.60029,gas
3.5,32,0.239215,0.288293,32,5,0.38733,0.34727,27.5,6,0.466448,0.215545,10.5,35,0.625399,0.363725,9,1643,0.443734,0.486504,41.5,63,0.624063,0.432685,89,5,0.410594,0.424167,0,28,0.30814,0.4625,0,1677,0.4354,0.277778,gas
79.5,6,0.677254,0.446927,10,117,0.784031,0.379708,13,5,0.594506,0.398179,13,25,0.442709,0.389713,113,3,0.263304,0.426663,13,2,0.696613,0.498236,-1,1,0.932432,0.771429,27.5,6,0.349647,0.117376,13,8,0.783398,0.077551,gas
69.5,3,0.837716,0.551941,20,7,0.864358,0.211598,204.5,5,0.678748,0.532633,123,1298,0.490425,0.397451,83,2,0.422348,0.746329,56,10,0.437519,0.284681,-1,3,0,0,58,7,0.380562,0.57663,10.5,1220,0.605884,0.463616,gas
12,8,0.337243,0.384196,5.5,12,0.861389,0.678929,15,14,0.431785,0.459222,137.5,1679,0.609771,0.442455,10,2,0.55931,0.465462,0,10,0.784167,0.533655,0,4,0.795,0.541667,12.5,1,0.625,0.172297,4,1756,0.72,0.246059,gas
38,8,0.349439,0.509426,109,1,0.545002,0.161219,78,2,0.320783,0.58616,64.5,6,0.209954,0.278631,24.5,8,0.338181,0.400731,83,14,0.420289,0.371134,-1,2,0,0,61.5,3405,0.318452,0.312821,869.5,13,0.239551,0.448451,gas
200,7,0.728568,0.383683,108.5,5,0.361262,0.266316,2,7,0.25453,0.59031,38.5,2573,0.39665,0.450015,19.5,9,0.387049,0.48971,37.5,16,0.295102,0.218459,-1,24,0,0,0.5,18,0.298309,0.460685,0,2681,0.442633,0.193996,gas
178,5,0.228579,0.174223,39,3,0.44395,0.314056,-1,16,0.261203,0.093488,32.5,10,0.443677,0.585324,696,4,0.471573,0.497925,150,12,0.469851,0.567529,0,22,0.416667,0.474576,79,1814,0.365385,0.273305,13.5,11,0.597985,0.651754,gas
128,7,0.566977,0.643211,156.5,2,0.476262,0.535671,-1,4,0.125,0.0961538,39.5,9,0.44576,0.592214,923,16,0.338567,0.331963,70,6,0.316579,0.286075,-1,9,0.920455,0.788462,269.5,26,0.45461,0.5788,0,2107,0.372114,0.397334,gas
5,19,0.498397,0.37609,100,1701,0.534234,0.399551,-1,4,0.133383,0.106446,146,9,0.560761,0.413564,22.5,4,0.510381,0.253545,1,4,0.279011,0.215107,63.5,37,0.765571,0.588591,0,9,0.28285,0.528199,164.5,5,0.39916,0.626543,gas
104.5,4,0.443672,0.511871,53,5,0.570482,0.474276,0,7,0.263853,0.788554,0,12,0.404412,0.0384615,34.5,11,0.4624,0.241535,97,15,0.346771,0.464091,-1,0,0,0,4.5,5,0.245098,0.837607,86,3,0.38212,0.435436,gas
-1,5,0.148126,0.80242,54,9,0.412778,0.525783,54.5,4,0.110096,0.338497,118,7,0.519956,0.466911,16.5,23,0.385576,0.606326,127.5,11,0.251842,0.407115,0,7,0.884868,0.882479,3.5,4,0.578687,0.329788,92.5,4,0.327466,0.314187,gas
80,41,0.478775,0.371583,62.5,2,0.323663,0.499817,49,14,0.122228,0.355983,0.5,9,0.250754,0.257022,44.5,72,0.389656,0.407536,26.5,12,0.293443,0.224612,0,4,0.750377,0.40726,19,3,0.261008,0.139685,0,3,0.465565,0.401998,gas
70,12,0.597163,0.450139,0,19,0.22159,0.386418,104,6,0.224025,0.606765,3,9,0.631524,0.288194,15,4,0.468484,0.464536,2,6,0.735301,0.482224,21.5,1,0.653378,0.599274,19,8,0.525448,0.514518,1,4,0.306452,0.30997,gas
47,8,0.599921,0.532154,54.5,12,0.387517,0.496156,0,8,0.311921,0.709302,38,70,0.638982,0.537237,0,16,0.560532,0.356098,3.5,28,0.282544,0.584897,76.5,6,0.625771,0.444777,117,1,0.3096,0.265612,-1,8,0.136787,0.153203,gas
28.5,23,0.463861,0.276014,22.5,3,0.467071,0.433689,13.5,7,0.618971,0.432674,0,57,0.452177,0.46277,0,2,0.200048,0.531504,63,2,0.339475,0.453881,-1,82,0.427309,0.606311,104,8,0.29591,0.160594,0,19,0.620078,0.148616,gas
0,2,0.504874,0.451482,28,5,0.637032,0.352941,2.5,9,0.723324,0.401022,0,9,0.458234,0.363099,-1,5,0.585185,0.562197,-1,7,0.890151,0.819048,9.5,23,0.189125,0.362668,37,86,0.228734,0.474732,-1,21,0.753788,0.411905,gas
41.5,7,0.81666,0.442168,24,29,0.575135,0.582693,-1,7,0.540381,0.638928,-1,1,0.546834,0.488985,0,1644,0.231733,0.236497,0,55,0.488828,0.413194,28.5,28,0.298299,0.654589,0,1561,0.535735,0.337122,0,1558,0.585407,0.375993,gas
84.5,4,0.74839,0.531054,74.5,9,0.621803,0.231622,3,41,0.64411,0.280702,6,1641,0.376343,0.351653,15.5,1625,0.552658,0.34931,-1,30,0.552823,0.282674,29.5,10,0.612684,0.577123,0,1628,0.857608,0.166625,113.5,21,0.344828,0.271721,gas
87.5,2,0.576588,0.373024,60.5,2,0.693419,0.214984,41,24,0.480376,0.393268,-1,4,0.463533,0.4869,37.5,12,0.332156,0.611412,-1,1513,0.476373,0.415385,53.5,1610,0.186765,0.402067,0,15,0.391405,0.131473,41.5,4,0.426238,0.645464,gas
0,8,0.632249,0.195359,108.5,94,0.344964,0.551124,244,10,0.469587,0.492041,64.5,3,0.310172,0.352999,116.5,2,0.584748,0.544977,260.5,5,0.67763,0.514775,187.5,8,0.673901,0.26471,61,9,0.597974,0.344375,299,11,0.205978,0.609353,gas
102.5,7,0.449658,0.39587,276.5,15,0.457783,0.53188,32,9,0.37994,0.50023,191.5,48,0.575864,0.512759,22.5,5,0.641813,0.489394,45,6,0.229947,0.45682,0,3357,0.591375,0.345025,217.5,37,0.268326,0.560524,142.5,3222,0.325585,0.47535,gas
94,9,0.708939,0.297552,630,2,0.417922,0.590247,2.5,6,0.185781,0.774456,128.5,7,0.643593,0.508407,471.5,7,0.492907,0.474459,21,6,0.271373,0.534288,0,11,0.694903,0.192321,208.5,8,0.632309,0.267393,39,50,0.243931,0.45437,gas
69.5,5,0.732819,0.253412,134,1,0.572061,0.594625,-1,4,0,0,151.5,3717,0.653867,0.620507,549.5,13,0.437272,0.345835,4.5,10,0.0964207,0.902256,0,19,0.696212,0.311742,3.5,50,0.344991,0.492634,23,9,0.415447,0.120736,gas
5.5,55,0.590335,0.486964,430.5,13,0.388734,0.524814,13,13,0.373035,0.41137,94.5,2,0.741355,0.728818,761,8,0.458748,0.391663,3.5,7,0.232037,0.282321,543,37,0.507386,0.358157,33.5,13,0.403286,0.301606,108.5,41,0.272172,0.581669,gas
115.5,4,0.47737,0.280934,19,2,0.671045,0.283018,65,6,0.291933,0.727281,19.5,22,0.24827,0.259094,23,5,0.477863,0.381647,50.5,11,0.499799,0.43029,0,2,0.888278,0.644841,52,1,0.364998,0.447817,1.5,48,0.56917,0.61121,gas
27,8,0.283562,0.188804,150.5,11,0.341952,0.437736,10,6,0.106878,0.576599,0,12,0.329146,0.146426,10,1422,0.395616,0.432059,38.5,12,0.426482,0.273751,-1,0,0,0,109.5,5,0.628968,0.461806,85,10,0.416837,0.261905,gas
173,14,0.355246,0.333333,25,10,0.517673,0.678765,26.5,4,0.230639,0.654198,0,10,0.389731,0.343833,232.5,8,0.436686,0.409278,4,8,0.654106,0.213234,0,31,0.458333,0.236842,78.5,55,0.185417,0.278783,0,1046,0.627143,0.508271,gas
