@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_2_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Black_Pixel_0 numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_1_X_0 numeric
@attribute Airs_Contours_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Mass_Center_Y_0 numeric
@attribute Hough_Lines_Vertical_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_DiagonalPos_0 numeric
@attribute Hough_Lines_DiagonalNeg_0 numeric
@attribute Airs_Center_X_1 numeric
@attribute Airs_Center_Y_1 numeric
@attribute Airs_Triangle_1_X_1 numeric
@attribute Airs_Triangle_1_Y_1 numeric
@attribute Mass_Center_X_1 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_Vertical_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Hough_Lines_DiagonalPos_1 numeric
@attribute Hough_Lines_DiagonalNeg_1 numeric
@attribute Hough_Circles_Radius_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Airs_Triangle_1_X_2 numeric
@attribute Airs_Triangle_1_Y_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_Horizontal_2 numeric
@attribute Hough_Lines_DiagonalPos_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Hough_Lines_Nb_2 numeric
@attribute Hough_Circles_Radius_2 numeric
@attribute Black_Pixel_3 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Triangle_1_X_3 numeric
@attribute Airs_Triangle_1_Y_3 numeric
@attribute Mass_Center_X_3 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_Horizontal_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Hough_Circles_Radius_3 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
53.5345,61.5874,78.927,0.561546,0.609607,65.3846,3.84615,11.5385,19.2308,48.5625,42.9665,21.1005,0,14.0866,49.1379,46.06,446.003,5.17241,0.682404,0.735674,50,0,16.6667,33.3333,49.3644,96.6216,-1.04122,51.3747,0.316628,0.677962,10,10,50,30,34.0426,69.9775,32.0043,141.75,0.70965,0.41388,57.1429,0,0,42.8571,7,12.766,13.6097,49.1379,60.8519,330.466,0.364206,0.43388,37.5,0,25,37.5,17.0213,flood
52.0833,-4.93594,61.3653,0.446012,0.511659,70.9677,0,12.9032,16.129,61.0677,59.009,20.7207,1,14.5455,49.8151,114.144,435.671,91.6667,0.621687,0.776278,22.2222,0,22.2222,55.5556,55.2595,90.3989,-62.5,134.57,0.464657,0.456367,30.7692,23.0769,0,46.1538,13.6364,50,-0.245092,200.681,0.650043,0.254684,33.3333,0,33.3333,33.3333,6,44.5455,14.2803,47.9167,72.5564,-85.4705,0.385313,0.545708,72.7273,0,0,27.2727,25.4545,flood
50.9901,-1.53283,54.5539,0.424944,0.495806,72,0,12,16,55.198,50.5556,19.8413,1,14.1154,47.7219,145.973,493.164,45.3333,0.597467,0.680342,37.5,0,25,37.5,50.5833,68.109,105.644,-1.1953,0.492495,0.585614,33.3333,0,22.2222,44.4444,15.3846,50.2769,58.4473,-43.0722,0.640092,0.581027,14.2857,0,57.1429,28.5714,7,27.5641,13.0769,48,40.4643,266.074,0.380053,0.621383,33.3333,8.33333,25,33.3333,23.0769,flood
45.5818,25.6534,62.9001,0.448932,0.48675,58.9744,2.5641,15.3846,23.0769,44.7619,53.9359,19.4363,0,16.6667,46.804,17.1667,647.036,83.3333,0.421125,0.457408,41.1765,0,17.6471,41.1765,51.0417,129.807,-35.2899,173.388,0.236006,0.726362,33.3333,33.3333,11.1111,22.2222,23.4694,57.1036,9.68992,197.302,0.478205,0.362659,44.4444,0,11.1111,44.4444,9,46.9388,14.4898,47.5,1.66667,9.61138,0.477313,0.528392,41.6667,0,16.6667,41.6667,22.449,flood
47.3684,-37.3838,65.1505,0.460232,0.471628,70.2703,2.7027,24.3243,2.7027,44.7786,56.0333,18.0767,0,14.1383,49.1228,47.3684,429.684,45.0292,0.604025,0.544483,50,0,25,25,46.7013,89.0773,34.2523,234.708,0.355657,0.719102,37.5,0,37.5,25,28.4314,49.1228,144.528,3.84468,0.452419,0.198893,28.5714,0,42.8571,28.5714,7,0,12.7279,48.2456,12.2807,3.84468,0.314562,0.387166,33.3333,0,44.4444,22.2222,20.5882,flood
52.5581,41.9977,52.3553,0.400496,0.623865,49.0196,3.92157,47.0588,0,44.1639,45.9175,26.4317,0,4.83489,63.5514,62.8708,456.416,66.3551,0.644506,0.767608,55.5556,0,44.4444,0,50,72.8889,91.2328,129.778,0.444155,0.745792,28.5714,14.2857,57.1429,0,52.7407,52.7209,80.3738,-99.5555,0.493308,0.317615,24.1379,27.5862,41.3793,6.89655,29,31.3333,12.4486,41.5888,87.4766,1.77778,0.29771,0.380624,22.5806,22.5806,45.1613,9.67742,27.5152,flood
48.5915,-15.1769,71.7214,0.495048,0.473935,26.3158,15.7895,57.8947,0,50.4343,53.1405,22.7789,0,11.3522,36.3208,-2.72536,841.284,50.3145,0.436033,0.543761,23.8095,9.52381,61.9048,4.7619,48.1132,81.9445,98.1132,161.111,0.597642,0.743509,11.1111,38.8889,50,0,40.2381,49.5283,-20.7547,131.652,0.583307,0.406006,10,45,30,15,20,36.1111,12.783,44.8113,31.9706,225,0.327686,0.33146,21.0526,10.5263,52.6316,15.7895,25.4167,flood
49.7641,57.6718,57.5046,0.628253,0.511226,13.3333,11.1111,75.5556,0,51.9193,42.4649,31.3857,0,8.78756,49.5283,47.1754,597.488,55.6604,0.586561,0.798149,42.8571,14.2857,42.8571,0,49.5283,125.171,-20.6527,178.326,0.639835,0.671854,33.3333,33.3333,25,8.33333,33.3333,49.5283,-20.7547,140.053,0.593245,0.443977,19.0476,52.381,28.5714,0,21,50,14.1509,46.2264,21.6981,284.637,0.354803,0.286259,18.1818,4.54545,59.0909,18.1818,25,flood
49.7664,65.4902,41.4541,0.529555,0.458748,27.027,5.40541,64.8649,2.7027,51.5693,50.7964,24.8464,0,7.68256,55.1402,51.1953,713.362,41.1215,0.666036,0.800247,10,20,50,20,49.5327,70.3821,-45.7944,123.032,0.706146,0.647535,5.55556,16.6667,61.1111,16.6667,30.5085,49.5327,116.288,2.87274,0.568748,0.310943,14.2857,38.0952,33.3333,14.2857,21,36.2712,7.88848,42.9907,47.2482,123.528,0.341915,0.23541,12.5,18.75,37.5,31.25,42.615,flood
49.5261,51.3687,56.7599,0.514014,0.545581,13.8889,27.7778,55.5556,2.77778,53.8243,44.497,24.6302,0,8.02198,49.1887,-35.9864,642.416,75.2381,0.494242,0.720879,25,12.5,62.5,0,49.5238,94.3047,98.0952,-147.929,0.694977,0.617919,6.25,12.5,56.25,25,39.4231,49.5238,45.4762,306.953,0.563824,0.316452,0,45,25,30,20,35.0962,8.93773,42.381,90.7563,3.69823,0.295949,0.239231,10.5263,36.8421,21.0526,31.5789,50.641,flood
50,-2.27425,54.8422,0.468986,0.489792,54.5455,18.1818,3.0303,24.2424,55.1453,54.0816,20.8399,0,11.8644,42.6696,-2.9707,414.304,2.25989,0.441508,0.425457,57.1429,0,0,42.8571,51.6949,114.168,-42.3729,212.346,0.438193,0.641437,54.5455,27.2727,0,18.1818,22.2222,50,-2.65487,215.361,0.72216,0.291406,40,0,20,40,10,22.2222,17.1751,47.4576,1.69492,4.93827,0.223253,0.37203,27.2727,9.09091,18.1818,45.4545,33.3333,flood
46.6102,-48.063,43.9004,0.520496,0.533023,61.2903,0,16.129,22.5806,50.2119,46.1735,19.7066,0,15.3926,49.1525,1.69492,636.031,30.5085,0.488727,0.472108,27.2727,0,36.3636,36.3636,49.2042,112.437,87.9685,337.711,0.429353,0.574638,40,20,20,20,22.449,52.4593,58.5265,-72.5888,0.625141,0.545727,37.5,12.5,25,25,8,20.4082,15.7039,46.6102,157.627,-3.97562,0.291993,0.638821,22.2222,11.1111,22.2222,44.4444,37.7551,flood
51.7094,110.855,55.7678,0.464051,0.536021,66.6667,10,20,3.33333,49.8484,48.6396,20.4208,0,9.58863,38.7931,-0.630782,290.807,53.4483,0.307312,0.454895,66.6667,0,33.3333,0,50.8621,86.1804,64.8768,189.069,0.356372,0.803105,23.0769,7.69231,38.4615,30.7692,41.2281,49.1379,96.5517,3.07787,0.562484,0.20953,15.3846,23.0769,30.7692,30.7692,13,8.77193,12.9764,45.6897,125.862,3.07787,0.271734,0.51324,18.1818,18.1818,45.4545,18.1818,33.3333,flood
53.3333,14.7173,52.8028,0.432552,0.417271,61.7647,2.94118,26.4706,8.82353,48.0093,55.2682,21.3841,0,12.5862,49.1667,-9.90059,482.435,41.6667,0.498793,0.494967,20,0,50,30,51.5411,49.8632,130.694,-14.1014,0.521896,0.543522,30,20,20,30,28.2759,54.6823,14.7653,164.335,0.539411,0.567847,40,0,20,40,10,28.2759,10.4598,44.1667,40.4545,2.97265,0.435933,0.48974,44.4444,11.1111,33.3333,11.1111,29.3103,flood
49.505,0.980296,71.5936,0.39381,0.392122,79.1667,0,12.5,8.33333,49.505,58.3784,19.8799,1,13.8545,49,41.7705,450.949,68,0.533869,0.55917,54.5455,0,9.09091,36.3636,51,58.7528,-13.68,3.30578,0.35477,0.373432,41.6667,8.33333,16.6667,33.3333,21.8182,41.7325,-17.375,183.058,0.454133,0.405976,50,10,30,10,10,26.3636,9.67273,44,86,3.30578,0.401066,0.389405,60,0,20,20,25.4545,flood
50.4322,72.3175,51.0541,0.38712,0.526142,17.2414,37.931,41.3793,3.44828,53.4354,55.2885,28.5714,0,12.237,49.3333,1.33333,474.418,93.3333,0.523451,0.681857,8.33333,33.3333,41.6667,16.6667,48.695,165.806,-35.1111,212.346,0.592851,0.708349,45.4545,27.2727,27.2727,0,25.9259,49.5698,0.97561,4.93827,0.501622,0.34405,6.66667,26.6667,46.6667,20,15,22.7778,9.27407,46,25.3333,4.93827,0.394336,0.237864,0,57.1429,28.5714,14.2857,48.8889,flood
49.6552,7.96595,41.7931,0.487971,0.480543,14.8148,29.6296,44.4444,11.1111,53.4253,55.0827,28.5106,0,11.1111,52.7778,86.3657,428.989,75,0.561697,0.502886,18.1818,9.09091,63.6364,9.09091,49.3056,83.7483,78.0297,282.982,0.432263,0.562948,45.4545,31.8182,18.1818,4.54545,28.0142,47.0018,14.2772,-69.7051,0.616004,0.410884,25,16.6667,41.6667,16.6667,12,24.8227,7.23995,40.9722,25,4.52694,0.415351,0.213582,0,87.5,12.5,0,63.1206,flood
50,-33.5189,51.0257,0.442398,0.565086,33.3333,20.8333,45.8333,0,51.1781,56.9699,27.9164,0,9.97204,49.3243,76.6135,486.036,70.7207,0.494993,0.715108,26.6667,13.3333,60,0,54.7297,84.7206,-7.19503,166.468,0.565283,0.631007,25,43.75,25,6.25,39.3678,49.0145,0.389615,169.365,0.574151,0.279686,0,50,35.7143,14.2857,14,24.1379,8.87698,35.8108,14.8649,163.496,0.20527,0.216899,33.3333,0,16.6667,50,32.1121,flood
49.6815,-22.9052,46.1035,0.477375,0.424283,20,20,55,5,53.3174,61.3946,31.909,0,9.57614,66.6667,97.4359,496.715,91.0256,0.722708,0.561978,25,12.5,62.5,0,49.359,85.3811,144.872,4.27599,0.350407,0.341581,33.3333,23.8095,28.5714,14.2857,38.2653,49.359,23.7192,-26.2142,0.536364,0.240677,12.5,56.25,31.25,0,16,46.5986,7.01204,36.5385,-6.06061,129.113,0.33191,0.171563,0,90,10,0,54.0816,flood
49.6711,-31.1634,49.1776,0.544559,0.496187,29.6296,3.7037,66.6667,0,49.7712,57.23,25.5857,0,6.69856,61.1842,80.8933,401.728,75.8772,0.618408,0.783384,25,12.5,50,12.5,55.9211,74.6097,48.9474,146.924,0.432378,0.799281,25,33.3333,41.6667,0,34.4156,46.7105,-16.3274,158.922,0.629613,0.369797,52.381,4.7619,42.8571,0,21,47.2727,9.42982,44.7368,1.31579,2.29568,0.349812,0.224043,6.66667,53.3333,40,0,57.2727,flood
50.4975,81.5703,70.1277,0.266619,0.381778,55.3571,1.78571,16.0714,26.7857,53.5594,51.8967,18.1893,0,7.68293,42,-0.390244,708.957,37.25,0.440368,0.657628,25,12.5,25,37.5,50.5,73.6169,21.8097,10.8105,0.480238,0.61862,57.1429,7.14286,28.5714,7.14286,28.6585,48.3497,-2.44037,-64.2775,0.622256,0.319142,11.1111,38.8889,22.2222,27.7778,18,29.1574,12.1951,43,1,1.48721,0.29678,0.243683,25,35.7143,7.14286,32.1429,26.5244,flood
50,-6.74265,66.0542,0.503185,0.479322,60.7143,0,12.5,26.7857,51.6137,52.5545,17.6112,0,9.70874,50.4854,44.1958,632.127,34.9515,0.50325,0.569699,47.3684,5.26316,10.5263,36.8421,49.5146,61.5618,0.970874,-82.6446,0.604215,0.837112,37.5,25,6.25,31.25,20.2922,49.5146,2.09822,116.413,0.33395,0.278605,0,16.6667,16.6667,66.6667,12,31.3312,11.2722,46.6019,7.52427,244.561,0.278733,0.460209,38.8889,0,27.7778,33.3333,23.5622,flood
48.1959,28.3038,66.096,0.48977,0.57968,50.8772,5.26316,29.8246,14.0351,50.9691,46.4131,20.7771,0,11.4802,49.4845,-42.268,1047.09,86.1856,0.435786,0.515926,33.3333,5.55556,33.3333,27.7778,48.5279,66.7597,-79.4372,120.408,0.407431,0.804303,35,40,10,15,27.2727,48.5199,162.957,20.8676,0.455455,0.339094,30.7692,0,46.1538,23.0769,13,31.1728,10.0547,49.796,58.6343,137.663,0.41655,0.282878,27.7778,33.3333,16.6667,22.2222,24.9657,flood
45.4082,-20.1102,60.0437,0.488398,0.544861,51.8519,0,24.0741,24.0741,51.5134,50.1111,20.1358,0,9.33442,48.6313,-2.21828,1007.43,76.5306,0.631702,0.548,41.1765,0,23.5294,35.2941,46.4286,56.1725,80.0103,-5.68022,0.322543,0.72461,58.3333,0,25,16.6667,28.8961,45.8117,-0.448361,1.29132,0.319721,0.188546,46.6667,13.3333,26.6667,13.3333,15,22.7273,9.1025,52.185,46.197,120.987,0.398285,0.266876,28.5714,14.2857,33.3333,23.8095,22.1074,flood
46.5,20.2173,54.9381,0.41575,0.408648,55.7692,3.84615,17.3077,23.0769,48.8171,48.8738,19.0057,0,8.31868,49,12.0451,1077.82,26,0.54362,0.564859,8.33333,25,41.6667,25,53.0082,55.9907,81.6852,-0.455318,0.515667,0.690485,15.3846,15.3846,53.8462,15.3846,24.9451,46.0505,118.778,1.20758,0.435694,0.160627,16.6667,12.5,12.5,58.3333,24,26.6733,8.18681,42.8163,49.2747,103.37,0.334671,0.313808,7.69231,7.69231,38.4615,46.1538,30.7692,flood
49.3421,-11.5173,75.346,0.60522,0.529827,20.8333,20.8333,50,8.33333,47.4172,42.7015,23.3551,0,9.42982,57.8947,72.3561,379.273,71.0526,0.522083,0.578298,33.3333,11.1111,55.5556,0,48.6842,116.213,-60.8359,226.757,0.493506,0.627484,14.2857,21.4286,42.8571,21.4286,50,50.4776,-29.9342,5.66893,0.482972,0.261707,14.2857,28.5714,35.7143,21.4286,14,30.9524,12.312,49.3421,151.316,5.66893,0.411109,0.305902,0,61.5385,23.0769,15.3846,50.5952,flood
49.6875,6.11733,60.9495,0.419543,0.490283,31.0345,20.6897,48.2759,0,51.352,60.9454,30.1238,0,12.9957,55.1203,79.4196,755.042,72.9167,0.559334,0.670765,21.4286,14.2857,64.2857,0,49.375,84.7206,-52.5,166.468,0.454607,0.700639,33.3333,25.9259,33.3333,7.40741,8.62069,49.375,11.7968,-29.9912,0.642962,0.388208,28.5714,14.2857,42.8571,14.2857,7,38.2184,4.50431,37.5,12.1875,2.97265,0.346875,0.146974,33.3333,66.6667,0,0,45.977,flood
49.3976,50.4613,64.224,0.545424,0.517366,56.7568,2.7027,40.5405,0,46.9425,49.5353,27.3022,0,9.62057,57.7423,92.2401,708.984,65.0602,0.55152,0.717851,20,20,53.3333,6.66667,55.4217,73.513,6.0241,144.798,0.543263,0.69143,41.1765,17.6471,41.1765,0,30.3483,49.3976,25.4823,-74.4575,0.409813,0.387904,42.1053,0,26.3158,31.5789,19,35.3234,8.86531,30.7229,7.46988,153.709,0.179453,0.19608,35.7143,14.2857,14.2857,35.7143,41.791,flood
49.6894,-22.7501,37.5983,0.534469,0.433139,41.9355,25.8065,32.2581,0,48.2402,55.3792,20.2381,0,11.7593,59.0974,99.3052,539.817,67.1875,0.632908,0.640074,38.4615,30.7692,30.7692,0,49.375,89.1632,-24.875,178.326,0.578306,0.674371,35.2941,23.5294,41.1765,0,30.5556,49.375,-38.4404,210.326,0.568767,0.550521,23.0769,38.4615,38.4615,0,13,31.4815,8.7963,43.125,116.25,3.42936,0.367562,0.358213,7.14286,21.4286,50,21.4286,25.9259,flood
52.8902,75.5172,44.9615,0.293252,0.589699,21.6216,27.027,48.6486,2.7027,54.9658,52.6746,24.866,0,7.66459,41.8605,-24.6208,578.997,76.7442,0.315588,0.623977,40,10,50,0,49.4186,67.4469,88.7404,104.864,0.540889,0.575101,0,43.75,56.25,0,32.5352,54.6512,3.07909,12.0376,0.665707,0.314295,27.2727,27.2727,31.8182,13.6364,22,23.2394,5.19161,36.0465,72.093,1.98373,0.257834,0.170669,20,0,40,40,43.5055,flood
49.6183,-13.8515,57.5655,0.525247,0.525281,53.3333,3.33333,33.3333,10,52.4809,54.5977,20.4023,0,14.5259,52.3077,3.63636,369.26,66.1538,0.66198,0.552956,18.1818,0,63.6364,18.1818,48.4615,127.096,-34.2308,221.741,0.47618,0.645288,63.6364,0,18.1818,18.1818,13.9535,49.2308,-5.51724,5.40833,0.544305,0.32577,33.3333,0,16.6667,50,6,0,15.7066,47.6923,66.3475,-168.566,0.283544,0.386572,9.09091,18.1818,36.3636,36.3636,34.8837,flood
45.4589,-37.3866,70.7424,0.389871,0.443065,83.3333,0,10,6.66667,49.1097,49.7959,21.9048,0,14.5412,47.3684,20.1904,547.893,87.7193,0.460506,0.37505,55.5556,0,27.7778,16.6667,44.5509,85.2018,67.3191,-1.80327,0.288582,0.694639,42.8571,0,14.2857,42.8571,30.7692,58.3379,108.432,194.129,0.517126,0.42328,44.4444,0,11.1111,44.4444,9,13.4615,12.3482,49.1228,28.4228,269.041,0.459757,0.529799,53.8462,15.3846,0,30.7692,40.3846,flood
44.2478,-4.3968,69.3291,0.426374,0.530301,65.7895,10.5263,7.89474,15.7895,52.1267,51.2097,19.2684,0,14.2219,51.7857,149.504,425.661,39.2857,0.526465,0.355061,75,0,8.33333,16.6667,38.6352,66.3293,86.0784,12.0843,0.450492,0.511514,60,0,10,30,19.6429,50.8949,-9.69388,161.716,0.427222,0.338504,18.1818,9.09091,36.3636,36.3636,11,23.2143,13.1378,49.1071,96.4286,-96.7262,0.49479,0.482877,33.3333,8.33333,25,33.3333,21.4286,flood
40.566,13.0002,44.7992,0.42002,0.370989,57.6923,7.69231,23.0769,11.5385,43.3962,58.4656,24.6914,1,16.6317,47.6054,151.078,694.081,94.3396,0.5648,0.343536,50,0,30,20,42.4528,87.4486,74.6533,-6.40422,0.224569,0.669059,57.1429,0,28.5714,14.2857,31.4815,44.1384,63.0867,-42.322,0.539506,0.388519,30,0,30,40,10,16.6667,9.81831,49.0566,126.379,48.4962,0.392724,0.401687,25,50,25,0,38.8889,flood
50,80.9758,67.3473,0.434562,0.435192,51.7241,3.44828,27.5862,17.2414,50.6734,53.5714,21.3095,1,14.9137,48.9796,-16.3265,476.075,6.12245,0.597556,0.714839,44.4444,0,33.3333,22.2222,54.4898,83.2101,93.2724,-10.9313,0.32718,0.660308,50,0,0,50,23.0769,48.9796,75,-21.2648,0.7139,0.487988,50,0,50,0,8,25.9615,11.5777,48.9796,-59.1837,102.318,0.486301,0.444192,30,20,10,40,15.3846,flood
49.3197,-19.1872,73.6108,0.539731,0.548773,19.0476,38.0952,33.3333,9.52381,50.3401,49.3064,27.7447,0,11.9465,54.7945,68.6524,446.122,67.1233,0.585683,0.709061,25,0,37.5,37.5,50.6849,113.575,-24.6575,221.741,0.442663,0.732586,20,50,30,0,45.7364,49.3151,11.7112,-102.524,0.583283,0.294585,13.3333,46.6667,33.3333,6.66667,15,33.1395,14.2721,46.4142,1.36986,-100.407,0.411489,0.229558,13.3333,46.6667,20,20,27.3256,flood
49.5413,88.9868,61.6322,0.542469,0.532964,0,61.5385,38.4615,0,49.5413,55.2448,35.6643,0,12.8917,71.2963,96.2963,203.689,92.5926,0.730811,0.616199,0,0,100,0,47.8758,155.325,1.85185,572.421,0.425534,0.61492,0,87.5,12.5,0,46.1538,49.0741,103.98,344.096,0.607735,0.380965,0,54.5455,18.1818,27.2727,11,0,18.8746,49.0741,51.6675,-37.9287,0.439206,0.377587,0,70,30,0,38.4615,flood
49.2248,73.1864,65.6664,0.553276,0.543151,23.0769,46.1538,30.7692,0,40.5972,45,26.6667,0,5.9375,77.3438,102.344,165.656,87.5,0.825962,0.742774,0,0,100,0,48.5656,84.6872,-18.7463,-35.2001,0.294965,0.392727,50,20,30,0,40,49.2188,81.25,-143.75,0.526068,0.479314,7.14286,28.5714,57.1429,7.14286,14,28.75,15.5469,49.2188,24.4725,-31.1903,0.335957,0.282876,0,50,28.5714,21.4286,30,flood
49.6988,54.52,60.3795,0.449921,0.548361,30.7692,26.9231,42.3077,0,50.6275,51.431,29.2088,0,11.8761,63.566,98.0449,706.879,81.9277,0.615232,0.650603,25,16.6667,58.3333,0,53.6145,110.371,82.2601,195.752,0.498947,0.819988,18.1818,54.5455,27.2727,0,40.1361,49.3976,91.9291,-120.276,0.663649,0.44327,17.6471,47.0588,35.2941,0,17,31.3776,14.507,40.3614,87.9518,4.16493,0.220454,0.148452,0,26.6667,46.6667,26.6667,33.4694,flood
49.3243,-17.7589,55.9285,0.468807,0.444655,18.1818,40.9091,40.9091,0,54.9969,54.4339,28.2392,0,9.06907,67.5676,95.3836,336.222,84.2342,0.538689,0.478916,42.8571,0,57.1429,0,54.7297,108.642,-0.810811,212.346,0.450584,0.718066,11.1111,44.4444,44.4444,0,29.6296,49.3243,83.0169,-95.9561,0.63456,0.409266,8,36,52,4,25,28.8889,12.7027,28.3784,1.35135,4.93827,0.259756,0.194158,0,35.7143,28.5714,35.7143,20,flood
49.4949,37.6871,49.7412,0.649537,0.416965,47.5,20,15,17.5,46.4646,46.6583,26.4817,0,8.74317,49.4949,-24.2424,779.235,19.1919,0.512888,0.698071,20,20,13.3333,46.6667,53.0303,104.811,1.1544,158.56,0.509292,0.534826,43.4783,17.3913,26.087,13.0435,13.6612,48.4848,164.646,2.68745,0.571789,0.298925,13.6364,27.2727,22.7273,36.3636,22,32.2404,10.0348,44.4444,-36.3276,2.68745,0.271435,0.338782,23.0769,0,46.1538,30.7692,33.0601,flood
49.7326,45.5671,38.2883,0.454694,0.545064,61.3636,4.54545,31.8182,2.27273,46.9295,42.471,21.188,0,5.01403,58.6021,-29.0323,638.7,92.4731,0.62202,0.775371,30,20,40,10,49.4624,64.9811,97.8495,-43.5143,0.454781,0.4298,35.7143,0,64.2857,0,28.9855,38.7097,114.806,61.1734,0.365086,0.383845,54.2857,5.71429,28.5714,11.4286,35,17.3913,8.91772,45.6989,60.1084,91.6797,0.328439,0.381436,65,5,10,20,24.3659,flood
51.0152,63.1175,19.341,0.504106,0.525714,39.5349,6.97674,51.1628,2.32558,51.8746,52.387,24.6465,0,5.41314,60.2041,75.2704,487.6,72.449,0.554338,0.656056,28.5714,0,71.4286,0,51.5306,61.7192,107.842,-3.79967,0.544922,0.64527,29.4118,11.7647,47.0588,11.7647,30.9313,50,1.02041,1.48721,0.583778,0.296978,21.875,34.375,34.375,9.375,32,34.3681,5.7989,30.561,4.59184,132.362,0.168735,0.263441,30,0,50,20,43.0894,flood
51.25,-15,53.3765,0.575806,0.472166,18.9189,13.5135,64.8649,2.7027,45.7326,46.6611,21.5864,0,6.6,67.5,87.5917,453.014,86,0.639659,0.606912,28.5714,0,71.4286,0,48.5,69.3878,-26,138.776,0.593098,0.79941,16.6667,25,50,8.33333,27.9592,48.0659,-26.0412,148.895,0.32823,0.354773,20,36,32,12,25,24.6939,9.22857,43.5,96.7619,2.04082,0.327047,0.353043,15.3846,0,61.5385,23.0769,33.0357,flood
49.2754,-23.5308,38.4426,0.472251,0.604971,35.8974,5.12821,56.4103,2.5641,49.978,45.0276,27.8629,0,3.75405,66.1135,57.8723,438.576,60.6796,0.663475,0.83388,33.3333,0,33.3333,33.3333,49.0291,55.5556,82.2438,108.642,0.458478,0.6301,63.6364,0,36.3636,0,49.2593,49.5146,170.227,1.23457,0.495063,0.409233,28.5714,10.7143,53.5714,7.14286,28,19.1358,7.33549,40.9559,-21.0637,1.23457,0.38771,0.201877,21.4286,35.7143,35.7143,7.14286,32.6389,flood
49.6835,4.84364,56.2032,0.526596,0.499314,24.2424,12.1212,54.5455,9.09091,60.0978,61.2999,28.9082,0,12.9687,53.9784,61.7329,555.303,37.2152,0.490081,0.735895,37.5,18.75,25,18.75,49.3671,110.36,108.174,3.21319,0.58744,0.671918,29.4118,23.5294,47.0588,0,30.7278,47.8597,51.135,-55.9233,0.504587,0.488203,23.0769,0,38.4615,38.4615,13,33.5849,8.64581,38.6076,25.4315,3.55999,0.29542,0.3085,7.69231,61.5385,30.7692,0,46.0377,flood
45.7944,92.1548,64.6567,0.453342,0.553924,23.5294,17.6471,58.8235,0,64.9958,59.6452,29.49,0,13.2075,54.717,102.737,244.33,64.1509,0.611928,0.601985,25,0,75,0,43.3962,118.977,-52.4883,-7.46599,0.569514,0.763429,23.0769,15.3846,23.0769,38.4615,46.3415,43.0338,4.209,-46.2179,0.458553,0.351747,18.1818,9.09091,45.4545,27.2727,11,26.8293,7.54717,49.0566,58.0278,-44.5602,0.572293,0.16831,0,40,60,0,51.2195,flood
50,-29.3097,71.1744,0.444549,0.54947,25,20,55,0,47.6667,54.7673,26.0995,0,8.97727,70,96.6667,270.2,91.6667,0.58562,0.498864,0,0,100,0,48.1322,84.1586,59.482,354.526,0.49822,0.609556,25,16.6667,41.6667,16.6667,38.6364,47.5,30.2381,5.16529,0.503958,0.459055,10,20,70,0,10,44.3182,8.71212,46.6667,1.66667,5.16529,0.496187,0.224107,16.6667,50,33.3333,0,56.8182,flood
50,0.811623,53.4356,0.544398,0.450033,27.5862,24.1379,48.2759,0,48.8811,52.2333,25.1551,0,12.0629,61.8182,96.3636,393.659,98.1818,0.488348,0.470184,25,12.5,62.5,0,43.0758,91.0304,1.81818,303.254,0.396974,0.553937,16.6667,8.33333,75,0,28.2051,41.8182,29.7851,-61.4037,0.535564,0.351371,11.1111,22.2222,44.4444,22.2222,9,43.5897,8.04196,49.0909,134.685,3.69823,0.335138,0.144984,0,70,30,0,51.9231,flood
