@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_2_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_2_X_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Vertical_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_DiagonalPos_0 numeric
@attribute Hough_Lines_DiagonalNeg_0 numeric
@attribute Hough_Circles_Radius_0 numeric
@attribute Black_Pixel_1 numeric
@attribute Airs_Center_X_1 numeric
@attribute Airs_Center_Y_1 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_Vertical_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Hough_Lines_DiagonalNeg_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Airs_Triangle_1_Y_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_DiagonalPos_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Black_Pixel_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Triangle_1_X_3 numeric
@attribute Mass_Center_X_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Hough_Lines_Nb_3 numeric
@attribute Black_Pixel_4 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Triangle_1_X_4 numeric
@attribute Airs_Triangle_1_Y_4 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Hough_Lines_DiagonalPos_4 numeric
@attribute Hough_Lines_Nb_4 numeric
@attribute Airs_Center_X_5 numeric
@attribute Airs_Triangle_1_Y_5 numeric
@attribute Mass_Center_Y_5 numeric
@attribute Hough_Lines_Vertical_5 numeric
@attribute Hough_Lines_Horizontal_5 numeric
@attribute Hough_Lines_DiagonalPos_5 numeric
@attribute Hough_Lines_DiagonalNeg_5 numeric
@attribute Black_Pixel_6 numeric
@attribute Airs_Triangle_1_Y_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Mass_Center_Y_6 numeric
@attribute Hough_Lines_Vertical_6 numeric
@attribute Hough_Lines_DiagonalPos_6 numeric
@attribute Hough_Lines_DiagonalNeg_6 numeric
@attribute Hough_Circles_Radius_6 numeric
@attribute Black_Pixel_7 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Airs_Triangle_2_X_7 numeric
@attribute Airs_Contours_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_Vertical_7 numeric
@attribute Hough_Lines_Horizontal_7 numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Mass_Center_X_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Hough_Lines_Vertical_8 numeric
@attribute Hough_Lines_Horizontal_8 numeric
@attribute Hough_Lines_DiagonalPos_8 numeric
@attribute Hough_Lines_DiagonalNeg_8 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.6,-53.9086,9.95556,0.384847,0.429772,36.8421,21.0526,15.7895,26.3158,46.8364,26.1364,0,46.7719,-29.5684,97.561,0.508273,75,25,0,0,51.5152,11.6778,43.9024,174.472,0.556704,0,25,75,48.7805,64.2792,0.500871,0,0,75,10.4213,146.924,7.31707,0.391562,0,100,0,4,11.3821,57.3171,6.34146,356.29,0.413526,20,0,80,5,67.0732,9.18274,0.527778,0,0,100,0,12.8603,339.289,0.391472,0.512156,0,0,80,45.4545,10.1996,59.7561,119.376,209.042,112.328,118.296,0.514834,0.441255,0,25,75,65.8537,238.314,0.57052,0.644488,20,0,0,80,gas
59.1912,-9.22623,1.73418,0.413904,0.142528,75.6757,5.40541,8.10811,10.8108,54.6628,18.2793,1,51.1111,-49.3827,17.7778,0.341484,25,0,62.5,12.5,30.5556,8,54.4444,98.6111,0.361984,100,0,0,45.5556,-15.3846,0.383677,33.3333,0,66.6667,4.77778,26.3889,-24.4444,0.547719,0,0,75,4,12.963,56.6667,89.1069,-5.84838,0.262151,66.6667,0,0,9,78.8889,-65.6907,0,100,0,0,0,0,0,0,0,0,0,0,0,18.2222,41.1111,81.9445,161.111,-49.3827,516.316,0,0,87.5,0,0,82.2222,-150,0,0,100,0,0,0,gas
54.9782,-6.09715,16.7742,0.48348,0.331466,48.7179,7.69231,12.8205,30.7692,42.5253,19.5899,1,52.2222,-34.5679,55.5556,0.645613,9.09091,45.4545,45.4545,0,40.9836,9.72678,57.9778,79.3439,0.328129,12.5,0,87.5,46.6667,102.135,0.45484,18.1818,0,63.6364,7.03097,41.6555,44.4444,0.540159,0,0,100,3,13.0783,53.3333,99.4393,-20.0696,0.273907,80,0,0,5,71.1111,-28.487,0.92623,50,0,50,0,0.801457,158.56,0,0,0,0,0,0,15.4827,45.5556,80.6235,158.56,-13.2554,515.557,0.629365,0.509709,90,0,0,54.4444,-4.68105,0.269421,0.669469,100,0,0,0,gas
49.6835,67.7772,48.798,0.478133,0.369305,59.4595,24.3243,10.8108,5.40541,49.4415,15.9156,1,54.219,-40.0965,40.3846,0.405157,10,80,10,0,15.7895,11.9433,47.1154,86.1804,0.293675,66.6667,33.3333,0,29.8077,-1.71948,0.18943,71.4286,0,14.2857,6.81511,86.1804,96.1538,0.833333,100,0,0,4,9.14305,41.3462,-7.41758,3.07787,0.172249,40,0,60,5,53.8462,-104.81,0.94347,100,0,0,0,9.07557,-45.6181,0.69723,0.800974,57.1429,0,42.8571,30.7018,11.3698,49.0385,100.031,-107.725,113.72,484.412,0.414387,0.366537,57.1429,28.5714,14.2857,54.5394,48.3377,0.824528,0.487244,75,0,0,25,gas
49.0665,-34.4346,37.2104,0.612927,0.393602,56.25,21.875,18.75,3.125,50.9209,19.2384,0,56.669,178.326,5.55556,0.382194,0,50,50,0,47.2222,12.2771,49.0741,101.166,0.467789,36.3636,45.4545,9.09091,48.1481,-109.739,0.253579,53.8462,0,23.0769,8.29904,90.8779,35.5792,0.720155,25,75,0,4,8.33333,70.3704,78.8633,3.42936,0.37977,33.3333,0,66.6667,3,67.5926,75.8006,0.577433,75,0,25,0,9.5679,85.3382,0.316313,0.345225,50,0,16.6667,25.9259,14.7119,43.5185,105.402,178.326,-61.7284,544.878,0.52976,0.546252,50,25,25,61.1111,-34.7118,0.522801,0.606713,42.8571,14.2857,0,42.8571,gas
61.3139,66.0572,58.1161,0.550807,0.529248,58.5366,9.7561,14.6341,17.0732,52.8026,15.3932,1,52.6558,212.346,2.22222,0.522495,20,60,0,20,30.8458,12.8027,50,76.8545,0.476506,72.7273,0,27.2727,47.7778,122.522,0.392392,50,0,37.5,7.36318,73.513,95.5556,0.81821,100,0,0,6,12.0398,50,1.26984,2.22767,0.306317,28.5714,0,71.4286,7,61.1111,80.196,0.589138,0,0,100,0,6.89884,40.9891,0.77984,0.406147,75,0,25,38.0597,14.8922,51.1111,72.3992,-93.1462,48.8541,537.574,0.358185,0.684656,61.5385,23.0769,15.3846,57.7778,-16.0506,0.575806,0.633456,0,0,0,100,gas
51.7011,11.7747,30.2798,0.47445,0.481704,33.3333,33.3333,25.9259,7.40741,50.7035,29.2386,0,60.2273,217.803,88.6364,0.755965,40,20,0,40,40,15.303,46.4795,115.666,0.352614,33.3333,0,66.6667,46.5909,88.8889,0.553984,0,0,25,10.4545,161.111,2.17803,0.464169,0,100,0,3,9.39394,39.7727,5.62771,311.111,0.503484,0,25,75,4,70.4545,311.111,0.437407,50,0,50,0,13.7879,-46.3602,0.147225,0.485911,50,0,16.6667,56.6667,11.2879,46.5909,127.778,241.637,226.675,139.953,0.28323,0.554733,0,40,60,71.5909,340.972,0.643516,0.754351,33.3333,33.3333,0,33.3333,gas
49.6063,-1.01336,49.9847,0.539539,0.465154,50,15,15,20,52.7901,25.4181,0,44.0476,-36.1732,9.52381,0.696393,33.3333,33.3333,0,33.3333,56.6667,12.8571,51.6667,123.333,0.135278,25,50,25,39.2857,-6.83761,0.383987,20,0,60,9.68254,161.111,30.9524,0.445199,33.3333,66.6667,0,3,9.84127,44.0476,40.6926,74.7475,0.480888,0,0,100,3,55.9524,-52.5253,0.339583,66.6667,0,33.3333,0,8.80952,-76.8889,0.228151,0.53664,40,0,60,46.6667,11.0317,50,161.111,193.651,63.5731,181.027,0.449515,0.522807,0,0,100,69.0476,255.556,0.682396,0.360633,0,0,0,100,gas
49.5327,3.35593,95.9456,0.463296,0.406806,30.4348,30.4348,26.087,13.0435,51.986,23.3553,0,48.5714,-35.4458,21.4286,0.723464,50,0,0,50,29.0323,17.6959,44.2857,166.493,0.357249,50,25,25,47.1429,23.3428,0.56834,25,0,0,11.8894,156.087,10.119,0.556601,0,100,0,3,11.3364,51.4286,23.1229,377.272,0.29317,66.6667,0,33.3333,3,58.5714,141.519,0.373272,66.6667,0,33.3333,0,15.7604,-38.6783,0.352127,0.612202,20,0,60,45.1613,7.00461,57.1429,72.8408,-19.9445,63.2653,107.255,0.458889,0.267025,0,33.3333,66.6667,62.8571,161.29,0.569458,0.464694,0,0,0,100,gas
49.5868,0.683013,28.8092,0.392566,0.518707,22.2222,55.5556,22.2222,0,48.4425,32.2004,0,49.3693,189.773,29.1667,0.625703,0,50,0,50,28.5714,11.875,49.6221,91.2138,0.390693,0,66.6667,33.3333,36.25,-0.784929,0.434369,25,0,50,8.92857,172.194,20,0.473087,0,100,0,3,8.83929,42.5,24.9242,176.252,0.291667,100,0,0,2,57.5,-76.7544,0.642857,50,0,50,0,10.4464,291.753,0.454562,0.523907,0,0,80,0,12.0536,62.5,153.061,331.633,103.409,129.811,0.557265,0.678266,0,33.3333,66.6667,66.25,-96.2037,0.491414,0.589971,0,50,0,50,gas
49.5798,86.0969,18.7366,0.563906,0.525876,46.6667,40,6.66667,6.66667,52.2059,24.0441,0,48.7179,287.092,8.97436,0.646789,0,60,20,20,50,12.4542,42.3077,248.725,0.388199,66.6667,33.3333,0,41.0256,82.3117,0.558571,0,0,33.3333,9.34066,184.949,2.5641,0.476923,50,50,0,2,6.41026,65.3846,39.3574,303.356,0.361225,100,0,0,3,58.9744,331.633,0.337992,66.6667,0,33.3333,0,9.70696,-32.7988,0.512779,0.233889,0,0,50,0,5.67766,48.7179,108.418,4.2517,146.833,143.674,0.704823,0.13818,0,100,0,69.2308,354.684,0.661136,0.723039,50,25,0,25,gas
45.989,-14.7294,22.0882,0.411931,0.306573,54.5455,13.6364,4.54545,27.2727,36.2655,25.1722,1,48.6111,7.71605,1.38889,0.298051,25,0,75,0,29.7297,10.7357,54.1667,135.135,0.264358,100,0,0,33.3333,312.933,0.343402,25,0,50,7.35736,51.1322,69.4444,0.579167,0,0,0,3,13.964,45.6262,103.697,172.477,0.373381,40,0,0,5,47.2222,-51.1322,0.443956,66.6667,0,0,33.3333,16.5916,0,0,0,0,0,0,0,11.036,47.4034,112.586,231.842,15.4321,187.675,0.42134,0.647962,100,0,0,45.8333,7.3046,0.242102,0.369882,100,0,0,0,gas
55.2007,-14.828,2.69608,0.579905,0.34181,45.1613,9.67742,22.5806,22.5806,41.4566,23.2849,1,48.5294,276.817,97.0588,0.623217,25,0,75,0,43.5897,15.0075,53.4926,114.645,0.449702,0,85.7143,14.2857,42.6471,-53.4021,0.586922,0,0,100,9.87934,75.6082,167.206,0.424339,0,0,33.3333,3,9.50226,60.2941,-16.6374,50.5363,0.344775,50,0,0,2,50,-8.93474,0.531441,100,0,0,0,0.452489,0,0,0,0,0,0,0,18.4766,48.5294,121.631,6.57462,8.65052,279.567,0.356621,0.47457,83.3333,0,0,36.302,-37.74,0.260181,0.263971,100,0,0,0,gas
53.4091,-42.3862,25.2622,0.474537,0.314837,66.6667,4.16667,0,29.1667,50.5245,16.3636,1,53.4483,-130.797,46.8966,0.520671,66.6667,0,33.3333,0,44.4444,11.8774,27.7888,130.3,0.648449,50,50,0,41.3793,30.8642,0.516204,20,0,80,8.33333,131.173,8.04598,0.637634,0,0,100,2,22.5096,48.2759,-44.2971,262.346,0.431658,60,20,20,5,54.6453,288.752,0.375,100,0,0,0,9.38697,114.54,0.896552,0.475926,100,0,0,0,11.4943,41.2125,114.87,-190.161,45.5621,184.317,0.246743,0.461111,66.6667,0,33.3333,68.9655,-43.64,0.73634,0.721954,50,0,0,50,gas
57.3034,105.088,3.80969,0.426189,0.267458,52.9412,11.7647,11.7647,23.5294,42.4601,22.3436,1,46.5517,41.6171,77.5862,0.413595,25,0,75,0,25.7143,15.2709,60.3448,138.776,0.57391,40,20,40,41.3793,-236.735,0.645942,0,0,100,10.5419,73.4694,44.0613,0.380543,0,0,33.3333,3,9.95074,51.7241,103.321,-19.35,0.392116,50,0,0,2,43.1034,8.16327,0.212968,100,0,0,0,3.5468,179.592,0.913793,0.8,0,0,0,0,16.9458,48.2759,138.776,-167.467,205.638,217.132,0.327331,0.495265,100,0,0,43.1034,-236.735,0.234483,0.439762,100,0,0,0,gas
48.5388,57.7492,2.96479,0.477046,0.25122,40,24,12,24,48.5828,22.8571,0,41.6667,5.66893,57.1429,0.324984,14.2857,57.1429,28.5714,0,0,11.2782,47.619,145.429,0.580093,0,50,50,46.4286,6.92521,0.533401,0,0,100,15.1003,128.116,-61.9048,0.494969,0,0,50,6,10.5263,77.381,73.1183,-79.0814,0.5,100,0,0,2,73.8095,125.283,0.711936,100,0,0,0,10.0877,400.403,0.838549,0.506767,66.6667,33.3333,0,50,9.08521,63.0952,110.803,235.169,154.715,172.581,0.594322,0.428475,75,0,0,59.5238,101.434,0.583333,0.473684,100,0,0,0,gas
49.5763,83.3094,4.31674,0.547564,0.297845,51.6129,16.129,0,32.2581,45.6497,24.1667,1,53.1039,120.775,47.4359,0.22015,0,14.2857,42.8571,42.8571,37.5,14.2774,55.422,101.692,0.390454,8.33333,58.3333,33.3333,33.3333,216.942,0.705799,0,0,100,4.77855,30.9917,83.5897,0.774725,0,0,0,2,16.317,53.8902,94.8718,357.744,0.215113,75,0,0,4,55.9908,229.002,0.107691,66.6667,0,0,33.3333,0,0,0,0,0,0,0,0,12.296,55.1282,69.898,5.16529,375.949,249.782,0.72705,0.477132,100,0,0,62.8205,219.521,0.32456,0.472567,75,25,0,0,gas
48.6157,-6.44502,2.65,0.411601,0.252813,37.5,18.75,21.875,21.875,50.55,19.4853,1,45.1219,7.71741,70.7317,0.527756,16.6667,33.3333,50,0,17.7778,13.6043,46.0677,111.485,0.384575,12.5,37.5,37.5,40.2023,100,0.693406,0,0,71.4286,8.88889,108.642,1.98675,0.495301,0,0,66.6667,3,14.7967,45.1219,95.1219,-41.7508,0.487008,71.4286,14.2857,0,7,47.6327,59.9183,0.325271,40,0,40,20,8.61789,209.214,0.698133,0.35775,75,25,0,30,10.1897,56.0976,108.642,168.519,36.4366,122.782,0.487843,0.373423,100,0,0,31.7073,88.8889,0.263509,0.369332,100,0,0,0,gas
44.9495,2.93948,8.70358,0.400855,0.332009,45.2381,2.38095,21.4286,30.9524,44.7231,15.0612,1,50,284.665,18.1818,0.389219,0,0,0,100,27.451,21.628,50,96.1169,0.335902,57.1429,0,42.8571,45.4545,188.389,0.576989,0,0,100,14.9138,109.573,9.89305,0.706412,33.3333,66.6667,0,6,14.082,50,-81.8182,128.925,0.406098,25,0,75,4,46.9697,-29.723,0.633821,66.6667,0,33.3333,0,21.628,3.84468,0.516271,0.357785,88.8889,0,11.1111,19.6078,10.4575,86.3636,69.2042,79.0666,118.976,170.137,0.774805,0.346947,25,0,50,33.3333,111.496,0.300546,0.815096,0,0,0,100,gas
49.0617,25.5307,63.631,0.521386,0.337354,68.9655,13.7931,10.3448,6.89655,53.0612,16.2779,1,48.6487,134.405,9.45946,0.454177,0,0,100,0,27.2109,15.9404,52.7027,99.9584,0.235425,75,8.33333,0,44.5946,37.7716,0.424416,20,40,0,13.679,102.041,51.3513,0.41189,20,0,80,5,15.1131,56.7568,127.497,4.16493,0.34702,28.5714,0,14.2857,7,45.9459,132.365,0.368112,16.6667,0,0,83.3333,10.4247,93.8576,0.577669,0.279942,100,0,0,0,7.72201,62.1622,60.3915,-29.4232,141.851,154.296,0.561776,0.375607,33.3333,33.3333,33.3333,50,130.501,0.461897,0.396479,60,0,40,0,gas
50.6613,32.9552,77.3729,0.442669,0.402112,31.0345,27.5862,24.1379,17.2414,50.4723,19.8718,1,50,249.307,51.9737,0.498283,60,20,20,0,40.4762,14.4737,57.1155,128.652,0.328144,50,25,0,42.1053,-19.8413,0.089286,0,0,0,12.2807,110.326,15.7895,0.725194,25,0,50,4,22.807,47.3684,2.63158,5.66893,0.31447,36.3636,18.1818,27.2727,11,43.4211,174.036,0.591654,0,40,0,60,8.64662,141.723,0.655424,0.324167,50,50,0,30.9524,14.599,70.5989,105.168,143.171,-15.4712,219.693,0.446065,0.33173,28.5714,42.8571,0,42.1053,231.715,0.346927,0.517219,50,0,50,0,gas
47.4264,88.0113,25.7372,0.51906,0.39502,23.0769,30.7692,38.4615,7.69231,48.9632,22.4879,0,47.3684,249.307,7.89474,0.427318,25,75,0,0,0,12.5889,51.462,142.846,0.410171,40,20,40,46.2341,-139.067,0.450751,33.3333,0,50,13.7269,131.483,92.823,0.411347,0,75,0,4,10.8108,40.7895,36.8421,7.3046,0.40301,0,0,100,4,40.7895,7.3046,0.348867,0,0,100,0,11.9488,7.3046,0.766082,0.1997,60,0,0,35.1351,9.8862,48.6842,113.221,238.694,291.295,187.581,0.242954,0.568062,33.3333,16.6667,50,50,201.069,0.375133,0.352186,0,0,0,100,gas
49.5327,0.873439,4.19522,0.445232,0.469262,31.25,25,37.5,6.25,47.263,23.3491,0,48.5714,-25.2319,10,0.726407,25,75,0,0,51.4286,12.3265,37.6429,138.776,0.600849,60,40,0,55.7143,63.7512,0.456085,0,0,100,10.2857,138.776,103.35,0.519681,0,100,0,5,9.79592,31.4286,-9.96139,460.011,0.197857,66.6667,0,33.3333,3,57.1429,338.535,0.689636,0,0,100,0,13.9592,269.388,0.166522,0.518951,60,0,0,42.8571,5.38776,22.8571,89.7959,204.872,125.477,91.7696,0.196599,0.467687,50,0,50,54.2857,-32.6531,0.384332,0.435951,0,50,0,50,gas
49.2126,-60.7378,96.9836,0.498139,0.414189,45,25,25,5,47.4803,29.2442,0,48.8095,242.058,96.4286,0.570723,0,66.6667,0,33.3333,0,14.7109,48.8095,114.796,0.255537,33.3333,33.3333,16.6667,47.619,365.306,0.393149,20,0,20,7.56803,172.194,41.4021,0.375351,66.6667,33.3333,0,3,8.92857,40.4762,40.4762,12.7551,0.396769,33.3333,0,66.6667,3,66.6667,316.043,0.456633,0,0,100,0,11.1395,-62.2749,0.264353,0.690952,33.3333,0,66.6667,50,10.9694,54.7619,146.684,317.861,275.16,181.61,0.340659,0.486722,0,75,25,67.8571,-49.0064,0.589221,0.690819,20,40,0,40,gas
50.3704,2.88868,79.7395,0.446903,0.512983,37.5,29.1667,20.8333,12.5,52.5926,27.8212,0,44.6154,-36.8254,57.7778,0.692404,0,33.3333,16.6667,50,34.375,8.40278,48.8889,126.953,0.483757,25,0,75,47.7778,157.691,0.596644,0,0,66.6667,6.94444,151.367,16.1981,0.23153,0,100,0,3,7.77778,37.7778,26.6667,146.484,0.162879,100,0,0,3,68.8889,130.58,0.28151,66.6667,0,33.3333,0,10.1389,-18.4849,0.20334,0.678954,16.6667,0,16.6667,0,5.97222,50,83.0078,188.143,183.091,75.9117,0.451852,0.298246,0,25,75,71.1111,167.643,0.698074,0.502708,0,0,0,100,gas
46.3153,79.7909,12.6719,0.496995,0.479745,20.8333,33.3333,33.3333,12.5,48.9481,23.5749,0,46.3415,220.107,3.25203,0.68171,33.3333,33.3333,0,33.3333,30,9.6748,74.3902,166.667,0.278322,40,40,0,44.554,11.1111,0.43819,40,0,20,11.1382,161.111,26.8293,0.352309,0,100,0,3,8.45528,34.1463,23.6934,136.508,0.410256,33.3333,0,66.6667,3,52.439,92.9293,0.470635,0,0,100,0,9.02439,244.444,0.254839,0.426658,0,0,66.6667,0,8.94309,43.9024,122.222,259.285,43.4754,249.894,0.275149,0.486369,0,40,60,47.561,-36.5079,0.492788,0.658917,0,0,0,100,gas
49.3056,1.92901,23.2085,0.490678,0.51309,54.5455,45.4545,0,0,53.7037,32.0513,0,27.0833,234.886,12.5,0.367415,0,100,0,0,0,12.7451,37.5,397.924,0.630875,0,100,0,45.8333,519.031,0.812091,0,0,0,13.2353,276.817,4.16667,0,100,0,0,1,13.9706,41.6667,14.881,726.644,0.229692,100,0,0,1,60.4167,-133.085,0.48366,100,0,0,0,18.6275,-268.166,0.378704,0.551634,0,0,100,0,9.80392,47.9167,207.612,-145.105,-20.1613,47.8701,0.439236,0.368464,0,100,0,72.9167,34.6021,0.388889,0.084967,0,0,0,0,gas
49.1936,-12.3952,9.63134,0.508232,0.568706,28.5714,57.1429,0,14.2857,45.1613,20.2703,0,40,487.5,2.5,0.288095,0,100,0,0,0,13.75,37.5,694.444,0.738889,0,100,0,37.8846,452.899,0.608333,0,0,0,17.0833,381.944,37.5,0.4625,100,0,0,1,15,60,55,694.444,0,0,0,0,0,0,0,0,0,0,0,0,17.5,-198.413,0.514537,0.614198,0,0,0,0,9.16667,62.5,381.944,694.444,187.5,41.898,0.612963,0.626543,0,0,0,67.5,962.302,0.66994,0.614087,0,0,0,0,gas
50.1882,156.087,88.186,0.541995,0.410836,50,50,0,0,44.086,50.7937,0,27.5,250,45,0.291667,0,0,0,0,0,19.2857,35,306.122,0.314626,0,100,0,51.9118,141.287,0.173469,0,0,0,13.9286,0,0,0,0,0,0,0,16.4286,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,12.8571,-204.082,0.482456,0.382206,0,0,0,0,2.85714,37.5,76.5306,51.0204,150,7.24264,0,0,0,0,0,62.5,612.245,0.632672,0.642101,0,0,0,0,gas
46.9231,-95.858,69.7166,0.45554,0.335553,60,40,0,0,57.6923,29.4872,0,47.619,430.839,80.9524,0.708113,0,100,0,0,0,22.3443,40.4762,325.444,0.342308,0,100,0,47.619,59.1716,0.425926,0,0,0,15.7509,355.03,61.9048,0.694084,0,0,0,0,15.3846,0,0,0,0,0,0,0,0,69.0476,-177.515,0.384615,0,0,0,0,14.2857,-129.102,0.546032,0.594872,0,0,0,0,11.7216,61.9048,325.444,422.654,181.406,49.2843,0.650794,0.461538,0,0,0,66.6667,59.1716,0,0,0,0,0,0,gas
49.2308,151.669,94.4444,0.544594,0.468199,0,100,0,0,42.0513,45.3704,0,47.619,430.839,84.5238,0.723104,0,100,0,0,0,20.2381,47.619,416.667,0.327161,0,100,0,52.381,-101.01,0.414683,0,0,0,14.6825,381.944,41.9048,0,0,0,0,0,15.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9048,456.349,0.62482,0.378788,0,0,0,0,10.3175,0,0,0,0,0,0,0,0,0,0,71.4286,69.4445,0.713404,0.561728,0,0,0,0,gas
53.8752,47.7446,54.0426,0.481104,0.26187,37.2093,32.5581,18.6047,11.6279,46.5015,20.16,1,49.1071,92.8878,2.23214,0.366557,0,12.5,87.5,0,29.798,8.14394,53.5714,75.7576,0.14081,41.6667,25,0,34.8214,87.236,0.611911,44.4444,0,33.3333,6.16883,48.2094,136.683,0.209954,0,0,25,4,9.2803,39.1797,8.09437,174.686,0.394659,60,0,0,5,42.3943,-34.0204,0.365511,72.7273,9.09091,9.09091,9.09091,0.081169,0,0,0,0,0,0,0,9.68615,53.5714,81.0049,146.924,15.8714,430.978,0.318452,0.308081,100,0,0,39.2857,149.164,0.160435,0.389718,81.8182,9.09091,0,9.09091,gas
52.8777,44.7072,27.6537,0.555545,0.263604,37.8378,24.3243,16.2162,21.6216,51.685,18.6899,1,47.8261,-56.7108,78.2609,0.680716,44.4444,5.55556,38.8889,11.1111,0,2.9453,41.8882,98.6296,0.549766,0,100,0,29.3478,180.65,0.746438,16.6667,0,66.6667,8.48527,57.2321,110.792,0.414952,14.2857,0,71.4286,7,9.57223,34.2065,2.17391,-5.20291,0.474711,20,0,0,5,42.8127,151.136,0.21914,60,0,0,40,4.48808,0,0,0,0,0,0,0,16.9004,48.913,85.8481,-124.87,108.535,518.654,0.071357,0.435671,83.3333,0,0,46.7391,176.357,0.466184,0.175627,33.3333,0,66.6667,0,gas
54.661,-16.7046,42.8599,0.480811,0.323974,64.1026,5.12821,7.69231,23.0769,51.6008,15.6183,1,47.4359,-87.3485,78.2051,0.679323,30,20,50,0,18.6441,11.6471,48.7179,104.855,0.297375,50,16.6667,16.6667,33.0887,-15.4221,0.120357,75,25,0,10.8214,76.1275,94.8718,0.29697,28.5714,0,42.8571,7,17.9922,48.7179,24.359,-126.4,0.42502,66.6667,0,0,9,46.1538,169.492,0.582289,0,20,0,80,3.91134,163.746,0.403846,0.474576,100,0,0,0,18.0791,47.4359,76.5379,2.87274,247.206,424.417,0.352564,0.273305,83.3333,0,0,56.4103,230.734,0.582112,0.641903,50,0,50,0,gas
55.0725,92.4641,67.9032,0.460468,0.438485,44.7368,23.6842,5.26316,26.3158,49.211,20.2222,1,48.913,-55.9231,97.8261,0.136803,40,60,0,0,26.4151,12.1001,52.1739,108.58,0.4679,27.2727,27.2727,27.2727,21.7391,3.55999,0.100162,0,0,0,11.1977,88.9996,14.7956,0.467419,0,0,100,9,14.233,46.7391,20.2899,352.439,0.50583,0,0,0,5,46.7391,120.236,0.433036,0,20,0,80,1.80476,158.419,0.934783,0.811321,0,0,0,0,15.8737,47.8261,81.8797,316.839,61.4367,447.774,0.451183,0.575467,62.5,0,0,45.6522,3.55999,0.352536,0.408316,60,0,40,0,gas
51.8519,132.765,29.9178,0.499658,0.437975,60,0,17.1429,22.8571,52.4884,16.066,1,47.2222,262.346,97.2222,0.645712,57.1429,0,28.5714,14.2857,0,8.95062,47.2222,102.881,0.304938,50,0,50,29.1667,3.42936,0.083552,0,100,0,14.4033,83.4813,95.6916,0.56963,50,0,50,4,13.2202,50,-4.16667,3.42936,0.201644,14.2857,0,0,7,50,-41.9892,0.301178,37.5,0,0,62.5,8.53909,-22.1653,0.806327,0.402244,100,0,0,38.8889,18.6214,41.6667,90.8779,-28.325,275.709,341.366,0.262034,0.500545,80,0,0,51.3889,-62.5696,0.432749,0.657139,40,0,60,0,gas
