@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Lines_Nb_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_2_X_0 numeric
@attribute Airs_Contours_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Nb_0 numeric
@attribute Airs_Center_X_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Airs_Triangle_2_X_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Black_Pixel_4 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Center_Y_4 numeric
@attribute Airs_Triangle_2_X_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Airs_Center_X_5 numeric
@attribute Mass_Center_X_5 numeric
@attribute Airs_Center_X_6 numeric
@attribute Airs_Triangle_1_X_6 numeric
@attribute Airs_Triangle_1_Y_6 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Airs_Triangle_1_X_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Hough_Lines_Vertical_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Contours_8 numeric
@attribute Harris_Corners_X_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Black_Pixel_9 numeric
@attribute Airs_Center_X_9 numeric
@attribute Airs_Center_Y_9 numeric
@attribute Airs_Length_Contours_9 numeric
@attribute Mass_Center_X_9 numeric
@attribute Hough_Lines_Nb_9 numeric
@attribute Airs_Center_X_10 numeric
@attribute Mass_Center_X_10 numeric
@attribute Hough_Lines_Horizontal_10 numeric
@attribute Hough_Lines_Nb_10 numeric
@attribute Airs_Center_X_11 numeric
@attribute Airs_Contours_11 numeric
@attribute Mass_Center_Y_11 numeric
@attribute Airs_Center_X_12 numeric
@attribute Airs_Triangle_1_Y_12 numeric
@attribute Hough_Lines_Horizontal_12 numeric
@attribute Airs_Center_Y_13 numeric
@attribute Harris_Corners_X_13 numeric
@attribute Mass_Center_X_13 numeric
@attribute Mass_Center_Y_13 numeric
@attribute Hough_Lines_DiagonalPos_13 numeric
@attribute Black_Pixel_14 numeric
@attribute Airs_Center_X_14 numeric
@attribute Airs_Triangle_2_X_14 numeric
@attribute Mass_Center_X_14 numeric
@attribute Hough_Lines_Vertical_14 numeric
@attribute Black_Pixel_15 numeric
@attribute Airs_Center_X_15 numeric
@attribute Airs_Center_Y_15 numeric
@attribute Airs_Triangle_1_Y_15 numeric
@attribute Mass_Center_Y_15 numeric
@attribute Airs_Center_X_16 numeric
@attribute Airs_Center_Y_16 numeric
@attribute Mass_Center_Y_16 numeric
@attribute Hough_Lines_Horizontal_16 numeric
@attribute Airs_Center_X_17 numeric
@attribute Airs_Triangle_1_X_17 numeric
@attribute Harris_Corners_X_17 numeric
@attribute Mass_Center_Y_17 numeric
@attribute Airs_Center_X_18 numeric
@attribute Airs_Center_Y_18 numeric
@attribute Harris_Corners_X_18 numeric
@attribute Hough_Lines_Vertical_18 numeric
@attribute Airs_Center_X_19 numeric
@attribute Airs_Center_Y_19 numeric
@attribute Harris_Corners_X_19 numeric
@attribute Airs_Center_X_20 numeric
@attribute Mass_Center_X_20 numeric
@attribute Hough_Lines_Horizontal_20 numeric
@attribute Airs_Triangle_2_X_21 numeric
@attribute Airs_Contours_21 numeric
@attribute Mass_Center_X_21 numeric
@attribute Airs_Center_Y_22 numeric
@attribute Airs_Triangle_1_Y_22 numeric
@attribute Mass_Center_X_22 numeric
@attribute Hough_Lines_Vertical_22 numeric
@attribute Hough_Lines_Horizontal_22 numeric
@attribute Airs_Center_X_23 numeric
@attribute Airs_Center_Y_23 numeric
@attribute Mass_Center_Y_23 numeric
@attribute Black_Pixel_24 numeric
@attribute Airs_Center_X_24 numeric
@attribute Airs_Center_Y_24 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.6063,49.9847,0.539539,0.465154,50,15,15,20,20,52.7901,25.4181,0,48,250.667,96.3553,16,0.035556,2,49.0909,50,70,192,0.759769,0,0,0,0,0,0,0,17.1111,44,246.914,55.1111,0,50,0,0,22,8,30.8642,36,262.346,12,0.345348,100,90,25.4853,96,0.444444,7.55556,14,266.461,1.5,0.065185,0,0,0,0,0,28,77.074,0.592593,46,30.8642,33.3333,262.346,28,0.399556,0.37284,0,0.666667,0,0,0,0,16.6667,52,231.481,-104.938,0.353535,0,0,0,0,68,36,72,0.246528,52,108.025,28,0,36,277.778,53.6,0,0,0,213.818,74.3553,0.286667,262.346,493.827,0,0,0,4,154.321,0,14.4444,48,262.346,gas
49.5327,95.9456,0.463296,0.406806,30.4348,30.4348,26.087,13.0435,23,51.986,23.3553,0,47.619,430.839,85.4264,35.7143,0.607143,2,49.3261,50,69.0476,430.839,0,100,0,21.4286,231.764,0,0,0,19.5489,42.8571,249.307,176.871,50,0,88.0952,0,26.1905,23.8095,27.7008,40.4762,249.307,25.0233,0.415079,100,0,0,95.2381,0,20.0501,50,249.307,13.5,0.394004,1,88.0952,0.880952,0,0,14.2857,46.3137,0.723684,47.619,283.934,100,207.756,95.2381,0.558455,0.359866,0,11.5288,47.619,605.766,0,0,2.00501,0,0,0,0,0,0,0,0,50,44.7619,53.9683,0.282726,44.9735,304.709,19.0476,0,47.619,332.41,76.1905,0,0,0,314.793,80.7211,0.42769,332.41,470.914,0.761905,0,0,11.9048,138.504,0.368421,17.5439,71.4286,249.307,gas
49.5868,28.8092,0.392566,0.518707,22.2222,55.5556,22.2222,0,9,48.4425,32.2004,0,47.9167,136.409,101.792,2.08333,0.704167,2,47.9167,100,62.5,277.778,0.560417,0,0,4.16667,34.6021,0,0,0,14.4608,31.25,276.817,-4.34028,100,0,0,0,35.4167,54.1667,-207.612,47.9167,276.817,28.125,0.484568,100,0,0,95.8333,0,16.4216,29.1667,276.817,0.5,0.138889,1,91.6667,0,0,0,18.75,48.6274,0.382353,29.1667,602.076,100,190.311,70.8333,0.765873,0.294818,0,6.37255,22.9167,260.417,0.144444,0,18.8725,58.3333,276.817,-397.924,0.472895,47.9167,259.516,0.751634,0,50,4.16667,80.5556,0.508715,50,207.612,37.5,0,14.5833,397.924,4.16667,91.6667,0,0,225.694,65.5269,0.160185,276.817,-240.44,0.28125,0,0,0,0,0,15.4412,37.5,276.817,gas
49.5798,18.7366,0.563906,0.525876,46.6667,40,6.66667,6.66667,15,52.2059,24.0441,0,47.8261,54.4868,99.5269,15.2174,0.128019,1,47.8261,100,71.7391,226.843,0.630435,100,0,0,0,0,0,0,9.20716,69.5652,276.817,307.183,0,0,0,0,28.2609,26.8116,519.031,71.7391,276.817,50.7246,0.774374,0,21.7391,17.4853,37.6812,0.823529,10.9974,76.087,207.612,1.5,0.755072,0,45.6522,0.119565,0,0,15.2174,58.8399,0.264706,47.8261,138.408,100,0,78.2609,0,0,0,8.69565,56.5217,94.518,0.855072,0,2.04604,0,0,0,0,0,0,0,0,52.1739,7.74457,56.5217,0.493099,63.0435,363.322,67.3913,0,26.087,449.827,26.087,84.7826,0.869565,0,18.9036,61.9637,0.173913,276.817,519.031,0.804348,0,0,4.34783,155.709,0,13.8107,50,276.817,gas
45.989,22.0882,0.411931,0.306573,54.5455,13.6364,4.54545,27.2727,22,36.2655,25.1722,1,47.619,317.46,85.2452,21.4286,0,2,30.9524,100,0,0,0,0,0,50,123.967,0,0,0,14.5022,47.619,216.942,22.6757,0,0,28.5714,0.255291,66.6667,87.9121,20.6612,0,0,0,0,0,88.0952,10.8284,95.2381,0,10.6061,11.9048,175.62,0,0,0,50,0.515873,0,1,47.619,119.802,0.642045,52.381,493.802,0,0,0,0,0,0,11.6883,85.7143,385.488,0.873016,0,2.38095,13.0952,278.926,247.934,0.352273,28.5714,92.9752,0.186364,0,23.8095,37.2294,21.4286,0.429113,54.7619,216.942,33.3333,100,0,0,2.38095,52.381,0.351351,50,22.6757,5,0,216.942,20.6612,0.529762,100,0,78.5714,92.9752,0.119529,15.368,35.7143,258.264,gas
55.2007,2.69608,0.579905,0.34181,45.1613,9.67742,22.5806,22.5806,31,41.4566,23.2849,1,72.5,275,33.6274,75,0.778519,0,52.6908,50,62.5,175,0.691667,0,0,47.5,189.036,0,0,0,5.65217,15,330.813,25,0,0,47.5,0.480833,62.5,93.25,-274.102,0,0,0,0,0,0,0,95,0,16.9565,22.5,207.939,0.5,0.1,1,32.5,0.308333,0,2,35,85.7211,0.518116,34.375,156.3,100,0,90,0,0,0,18.0435,80,450,0.8,100,10.8696,47.5,138.869,11.4954,0.162138,87.5,160.681,0,0,20,0.555556,10,0.800725,50,226.843,95,0,10,378.072,15,47.5,0.220299,0,450,33.0416,0.789444,217.391,37.8072,0.511458,0,100,20,349.716,0.846216,20.6522,45,207.939,gas
53.4091,25.2622,0.474537,0.314837,66.6667,4.16667,0,29.1667,24,50.5245,16.3636,1,47.0588,346.021,78.6916,88.2353,0.506723,2,56.3928,50,0,0,0,0,0,41.1765,216.942,50,0,0,7.21925,79.4118,340.909,415.225,0,0,23.5294,0.137255,41.1765,17.6471,413.223,0,0,0,0,0,64.7059,93.7696,76.4706,0.068182,21.9251,64.7059,216.942,4.5,0.294118,2,0,0,0,0,29.4118,73.3848,0,47.0588,34.4353,100,0,0,0,0,0,14.9733,61.7647,286.703,0.654412,0,12.0321,67.6471,134.298,20.6612,0.274411,5.88235,227.273,0,0,47.0588,-9.69793,88.2353,0.505439,70.5882,247.934,76.4706,100,5.88235,413.223,2.94118,41.1765,0.512166,0,281.387,72.2449,0.475616,289.256,421.17,0.25,0,100,22.0588,371.901,0.40368,22.1925,35.2941,216.942,gas
57.3034,3.80969,0.426189,0.267458,52.9412,11.7647,11.7647,23.5294,17,42.4601,22.3436,1,52.9412,537.735,68.3259,88.2353,0.595705,2,29.4118,0,52.9412,245.223,0.705882,0,0,47.0588,181.406,0,0,0,10.084,17.6471,328.798,283.737,0,0,61.7647,0.397059,67.6471,79.6791,-323.645,0,0,0,0,0,79.4118,15.4853,82.3529,0.730159,12.8852,17.6471,170.068,1,0.058824,0,38.2353,0.389706,0,1,52.9412,79.0937,0.190476,41.4438,-49.8866,50,0,0,0,0,0,20.7283,76.4706,173.01,0.685714,100,1.12045,0,0,0,0,32.3529,226.757,0.686508,0,52.9412,65.2406,76.4706,0.812698,67.6471,226.757,92.1569,100,8.82353,408.163,2.94118,35.2941,0.309586,0,0,0,0,158.73,-2.06143,0.632353,0,0,35.2941,340.136,0.77381,23.2493,50,226.757,gas
48.5388,2.96479,0.477046,0.25122,40,24,12,24,25,48.5828,22.8571,0,56,162.286,107.61,94,0.602113,2,48,0,52,496,0.353333,0,0,36,255.198,0,0,50,0.869565,92,378.072,368,0,0,16,0,68,39.2,396.975,0,0,0,0,0,52,96.8927,60,0.521739,16.3478,72,207.939,6.5,0.787778,0,4,0,0,0,36,112.64,0.266253,27.25,396.975,100,0,96,0,0,0,15.4783,36,100.267,0.372,100,13.0435,68,151.229,51.1972,0.442029,0,0,0,0,28,44,28.8,0.826087,72,179.584,80,33.3333,20,330.813,8,16,0.093333,0,368,1,0,179.584,-32.9288,0.481953,0,50,14,321.361,0.777174,19.8261,54,207.939,gas
49.5763,4.31674,0.547564,0.297845,51.6129,16.129,0,32.2581,31,45.6497,24.1667,1,50,18.9036,108.701,10.8696,0.424071,3,47.8261,33.3333,0,0,0,0,0,69.5652,184.911,100,0,0,6.52174,6.52174,266.272,18.9036,0,0,21.7391,0,71.7391,51.9346,11.6715,0,0,0,0,0,0,0,95.6522,0,13.0435,10.8696,184.911,0.5,0,0,17.3913,0,0,2,76.087,106.407,0,16.0183,184.687,100,0,0,0,0,0,19.7324,0,0,0,0,11.0368,28.2609,118.343,14.7929,0.430199,50,73.9645,0.208081,50,71.7391,55.8528,86.9565,0.824359,36.9565,184.911,23.913,50,0,0,30.4348,54.3478,0.431637,0,18.9036,46.3122,0.293478,155.325,235.591,0.534282,0,33.3333,41.3043,184.911,0.509526,13.0435,34.7826,244.083,gas
48.6157,2.65,0.411601,0.252813,37.5,18.75,21.875,21.875,32,50.55,19.4853,1,52,134.4,125.216,54.5455,0.494925,2,44,25,72,368,0.28,0,0,42,185.185,0,0,0,0.148148,0,0,0,0,0,26,0.202121,60,27.7474,439.968,0,0,0,0,0,40,121.61,20,0.466705,16.8889,62,178.326,46,0.66,2,44,0.569778,0,0,26,79.8112,0.269278,36,-25.821,100,144.033,88,0.858667,0.493827,0,3.85185,8,16,0.06,0,16,34,178.326,-197.899,0.490503,62,171.468,0.374339,0,0,0,8,0,64,260.631,56,0,24.9565,217.988,16,34,0.305573,0,368,26.4127,0.425333,192.044,412.593,0.360246,0,50,48,205.761,0.524736,14.8148,40,226.337,gas
44.9495,8.70358,0.400855,0.332009,45.2381,2.38095,21.4286,30.9524,42,44.7231,15.0612,1,50,55.4017,100.296,31.5789,0.39005,2,63.1579,50,73.6842,470.914,0.802632,0,0,67.5697,157.694,100,0,0,17.657,47.3684,130.073,858.726,0,0,44.7368,0.809011,39.4737,73.6842,-68.216,44.7368,156.087,113.876,0.516764,100,36.8421,131.368,2.63158,0.239868,9.67742,76.3158,228.928,2,0.407895,0,42.1053,0.335655,0,1,0,0,0,47.3684,366.251,0,83.2466,43.8596,0.434211,0.446237,0,21.9015,28.9474,352.724,0.374756,100,5.60272,78.9474,46.8262,10.4058,0.080645,47.3684,150.884,0.467153,0,23.6842,5.26316,2.63158,0.814272,47.3684,156.087,23.6842,40,10.5263,291.363,10.5263,0,0,0,609.418,88.5269,0.793697,104.058,10.4058,0.426901,0,0,7.89474,161.29,0.091398,22.7504,42.1053,156.087,gas
49.0617,63.631,0.521386,0.337354,68.9655,13.7931,10.3448,6.89655,29,53.0612,16.2779,1,72.7273,247.934,32.799,81.8182,0.794766,0,52.2727,100,47.7273,678.935,0.546661,0,100,18.1818,249.703,0,0,0,6.89655,70.4545,166.468,247.934,0,0,38.6364,0.39079,45.4545,86.3636,83.2342,81.8182,267.539,63.6364,0.863636,0,20.4545,81.2358,36.3636,0.465517,20.2194,56.8182,166.468,14.5,0.67803,2,0,0,0,0,45.4545,141.219,0.654693,47.7273,-17.2209,0,136.742,86.3636,0.795455,0.699713,0,22.2571,0,0,0,0,7.68025,65.9091,59.453,-40.9565,0.143081,60.8809,156.525,0.37069,0,11.3636,4.54545,2.27273,0.077586,38.6364,166.468,27.2727,66.6667,38.6364,172.414,13.6364,36.3636,0.360844,0,413.223,39.1421,0.886364,166.468,321.046,0.193827,50,0,45.4545,166.468,0.616379,8.93417,0,0,gas
50.6613,77.3729,0.442669,0.402112,31.0345,27.5862,24.1379,17.2414,29,50.4723,19.8718,1,47.7273,41.3223,105.853,2.27273,0.507082,3,45.2465,75,84.0909,351.24,0.818182,0,0,47.7273,192,0,0,100,16,47.7273,96,-0.000001,0,100,38.2576,0.337962,45.4545,4.54545,229.333,0,0,0,0,0,43.1818,128.39,28.4091,0.570938,20.7273,50,200,28,0.556818,3,11.3636,0.090909,0,0,47.7273,123.976,0.552308,47.7273,304,100,80,77.2727,0.788889,0.231111,0,2.54545,9.09091,20.6612,0.090909,0,20.5455,47.7273,160,-77.3333,0.453374,55.3828,208,0.672889,50,11.3636,4.54545,2.27273,0.133333,52.2727,232,2.27273,0,8.28877,119.529,2.27273,52.2727,0.407994,0,184.77,112.63,0.596282,352,336,0.113636,0,0,18.1818,192,0.3,1.45455,0,0,gas
47.4264,25.7372,0.51906,0.39502,23.0769,30.7692,38.4615,7.69231,26,48.9632,22.4879,0,47.8261,396.975,85.1421,13.0435,0.086957,0,43.4783,50,54.3478,71.8336,0.585404,0,0,82.6087,351.24,0,0,0,14.8221,34.7826,185.95,18.9036,0,0,71.7391,0.769022,15.2174,-12.8936,148.903,47.8261,113.636,141.71,0.197101,0,53.6128,173.761,2.17391,0.414541,35.7708,0,0,0,0,0,69.5652,0.712158,0,2,0,0,0,54.3478,20.6612,100,0,81.5217,0,0,0,19.7628,60.8696,151.229,0.538043,100,13.834,47.8261,206.612,358.364,0.458333,86.9565,30.9917,0.068182,0,30.4348,1.73913,39.1304,0.215909,53.0951,193.129,71.7391,0,45.6522,237.603,13.0435,0,0,0,321.361,104.397,0,0,0,0,0,0,23.913,154.959,0.284314,15.6126,47.8261,216.942,gas
49.5327,4.19522,0.445232,0.469262,31.25,25,37.5,6.25,16,47.263,23.3491,0,47.619,430.839,80.1127,16.6667,0.095238,1,38.0952,50,76.1905,294.785,0,0,0,90.4762,408.163,100,0,0,13.8322,21.4286,226.757,22.6757,0,0,0,0,50,94.9807,-197.953,40.4762,226.757,33.3333,0.393324,100,83.3333,56.2132,90.4762,0,0.680272,0,0,0,0,0,76.1905,0.764402,0,1,16.6667,12.8995,0.131519,52.381,22.6757,100,215.42,2.38095,0.280664,0.665224,0,6.12245,45.2381,22.6757,0.880952,0,3.40136,16.6667,90.7029,204.082,0.130159,80.9524,56.6893,0.119048,0,47.619,137.845,76.1905,0.29884,78.5714,181.406,71.4286,0,30.9524,294.785,40.4762,0,0,0,362.812,85.8927,0.511905,238.095,441.58,0.659484,50,0,0,0,0,20.1814,64.2857,226.757,gas
49.2126,96.9836,0.498139,0.414189,45,25,25,5,20,47.4803,29.2442,0,32,16,49.2132,2,0.12,1,74,0,64,80,0.658788,0,0,0,0,0,0,0,16,28,276.817,-48,100,0,0,0,42,0.571426,519.031,28,276.817,22,0.318333,100,92,19,96,0,11.0588,14,276.817,1.5,0.14,0,0,0,0,0,22,31.1421,0.176471,48,34.6021,100,276.817,80,0.452894,0.570934,0,0.235294,0,0,0,0,19.0588,48,207.612,422.51,0.211329,4,276.817,0,0,48,122.4,56,0.490761,56,346.021,30,0,46,328.72,80,66,0.784242,0,0,0,0,276.817,34.6021,0.750769,50,0,0,0,0,12.2353,74,276.817,gas
50.3704,79.7395,0.446903,0.512983,37.5,29.1667,20.8333,12.5,24,52.5926,27.8212,0,51.8519,409.999,88.9706,50,0.506173,1,24.0741,0,46.2963,96.0219,0,50,0,0,0,0,0,0,13.0604,22.2222,249.307,41.1523,100,0,0,0,40.7407,43.2099,55.4017,16.6667,249.307,9.72222,0,0,0,0,87.037,0,13.8402,31.4815,249.307,6.5,0.305556,2,0,0,0,0,25.9259,75.4465,0.403509,48.1481,508.039,50,249.307,6.48148,0.35144,0.529607,0,1.55945,0,0,0,0,7.21248,62.963,69.2521,-4.26167,0.076023,0,0,0,0,59.2593,14.2857,46.6667,0.334082,72.5589,373.961,62.963,0,35.1852,401.662,14.8148,90.7407,0,0,-17.1468,43.5269,0.166667,249.307,470.914,0.661956,100,0,38.8889,27.7008,0,13.2554,72.2222,249.307,gas
46.3153,12.6719,0.496995,0.479745,20.8333,33.3333,33.3333,12.5,24,48.9481,23.5749,0,47.9167,17.3611,96.1325,5.55556,0.15625,2,27.0833,100,54.1667,419.338,0.536389,0,0,0,0,0,0,0,14.3519,29.1667,262.346,223.214,0,0,89.5833,0,25,4.16667,30.8642,20.8333,262.346,4.16667,0.191281,100,89.5833,31.4853,92.3611,0.166667,1.15741,0,0,0,0,0,81.25,0.398148,0,1,0,0,0,49.1071,91.0494,100,154.321,52.5,0.566964,0.208333,0,3.00926,0,0,0,0,13.8889,47.9167,185.185,277.778,0.279835,87.5,77.1605,0.135802,0,27.0833,62.5,8.33333,0.617499,47.9167,92.5926,75,0,47.9167,246.914,85.4167,0,0,0,225.694,75.2455,0.261719,262.346,30.8642,0.692606,0,0,0,0,0,13.6574,68.75,231.481,gas
49.3056,23.2085,0.490678,0.51309,54.5455,45.4545,0,0,11,53.7037,32.0513,0,46.4286,-292.696,49.9346,21.4286,0.567838,1,78.5714,0,32.1429,408.163,0,0,0,0,0,0,0,0,23.5714,32.1429,450,204.082,0,0,0,0,32.1429,19.6429,100,42.8571,450,28.5714,0.392857,0,0,0,30.3571,0,22.1429,28.5714,450,2,0.37619,0,0,0,0,0,46.4286,36.9706,0.353333,25,700,0,450,80.9524,0.696429,0.354167,0,10,28.5714,85.034,0,0,12.1429,60.7143,250,100,0.15,0,0,0,0,0,0,45.2381,0,0,0,17.8571,0,0,0,3.57143,67.8571,0.571429,0,0,0,0,407.143,100,0.432143,0,0,71.4286,450,0.425,26.4286,39.2857,500,gas
49.1936,9.63134,0.508232,0.568706,28.5714,57.1429,0,14.2857,7,45.1613,20.2703,0,45.8333,69.4445,43.5273,4.16667,0,0,25,0,62.5,416.667,0,0,0,0,0,0,0,0,23.8095,70.8333,612.245,555.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3333,0,26.1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.163,91.6667,0.6875,0.357143,0,19.0476,0,0,0,0,25,58.3333,612.245,-612.245,0.428571,0,0,0,0,50,83.3333,33.3333,0.428571,66.6667,1020.41,45.8333,0,16.6667,918.367,20.8333,83.3333,0,0,69.4445,13.8284,0.125,612.245,1354.36,0.288889,0,0,41.6667,408.163,0,27.381,29.1667,612.245,gas
50.1882,88.186,0.541995,0.410836,50,50,0,0,4,44.086,50.7937,0,45.8333,69.4445,18.6569,75,0.148148,0,62.5,0,0,0,0,0,0,0,0,0,0,0,28.125,0,0,0,0,0,0,0,0,0,0,45.8333,546.875,89.5833,0.625,0,0,0,54.1667,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,37.5,-312.5,0,312.5,66.6667,0.666667,0.1875,0,10.4167,20.8333,69.4445,0.166667,0,28.125,0,0,0,0,0,0,0,0,45.8333,13.3333,52.7778,0.498677,0,0,66.6667,0,46.9697,426.136,87.5,62.5,0.592593,0,0,0,0,546.875,-625,0.354167,0,0,0,0,0,27.0833,65.2778,598.958,gas
46.9231,69.7166,0.45554,0.335553,60,40,0,0,5,57.6923,29.4872,0,46.1538,650.888,39.0711,61.5385,0,0,26.9231,0,0,0,0,0,0,0,0,0,0,0,23.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4615,0,23.0769,0,0,0,0,0,0,0,0,0,0,0,0,46.1538,204.082,0,0,84.6154,0,0,0,10.989,23.0769,59.1716,0,0,18.6813,61.5385,510.204,1156.46,0,0,0,0,0,42.3077,-15.3846,38.4615,0,0,0,53.8462,0,30.7692,714.286,50,0,0,0,236.686,22.2333,0.096154,0,0,0,0,0,0,0,0,23.0769,57.6923,612.245,gas
49.2308,94.4444,0.544594,0.468199,0,100,0,0,3,42.0513,45.3704,0,46.9231,650.888,40.4853,76.9231,0,0,23.0769,0,0,0,0,0,0,0,0,0,0,0,27.4725,0,0,0,0,0,0,0,0,0,0,80.7692,510.204,76.9231,0,0,0,0,3.84615,0,19.7802,0,0,0,0,0,0,0,0,0,0,0,0,46.1538,204.082,0,204.082,92.3077,0,0,0,18.6813,30.7692,591.716,0.173077,0,8.79121,0,0,0,0,0,0,0,0,50,92.3077,51.2821,0.445578,46.1538,612.245,3.84615,0,38.4615,918.367,69.2308,0,0,0,59.1716,16.476,0.249084,714.286,1020.41,0,0,0,7.69231,408.163,0,25.2747,61.5385,612.245,gas
53.8752,54.0426,0.481104,0.26187,37.2093,32.5581,18.6047,11.6279,43,46.5015,20.16,1,52.9412,-76.1246,343.404,61.7647,0.704418,2,48.1639,50,48.5294,68.1864,0.27451,0,33.3333,48.5294,141.354,0,0,0,7.84314,48.5294,138.067,118.395,0,50,32.3529,0.313512,72.0588,72.3183,-39.8345,0,0,0,0,0,0,0,97.0588,0,11.6139,8.82353,124.918,2,0,3,47.0588,0,0,3,44.1176,216.709,0.402564,48.5294,11.6647,33.3333,0,0,0,0,0,8.6727,88.2353,276.817,0,100,4.29864,5.88235,82.1828,-14.9423,0,42.6471,126.927,0.89707,0,36.7647,19.6869,30.8824,0.80812,64.7059,200.526,79.4118,0,5.88235,210.388,2.94118,30.8824,0.152032,0,200.434,121.721,0.882353,210.388,177.515,0.147833,0,0,64.7059,78.8955,0.37271,8.06938,39.7059,124.918,gas
52.8777,27.6537,0.555545,0.263604,37.8378,24.3243,16.2162,21.6216,37,51.685,18.6899,1,61.1111,85.3528,128.853,41.9753,0.657783,2,42.5926,20,51.8519,-36.0082,0.539895,0,66.6667,48.1481,193.572,0,0,50,1.6016,85.1852,10.9569,288.066,0,0,31.4815,0.300539,72.2222,54.3798,-8.46406,0,0,0,0,0,92.5926,0,96.2963,0,14.7147,16.6667,131.483,13.5,0.092593,2,35.1852,0.138889,0,4,59.2593,154.559,0.653153,18.5185,162.527,0,0,0,0,0,0,3.7037,85.1852,288.066,0.87037,0,15.015,51.8519,131.483,-20.5225,0.216216,12.963,124.178,0,0,27.7778,-0.974659,1.85185,0.040541,59.2593,200.877,37.037,33.3333,5.55556,222.79,7.40741,51.8519,0.240741,0,13.7174,167.007,0.410868,222.79,266.618,0.481481,0,50,61.1111,98.6121,0.29243,8.40841,35.1852,197.224,gas
54.661,42.8599,0.480811,0.323974,64.1026,5.12821,7.69231,23.0769,39,51.6008,15.6183,1,58.6956,470.489,114.539,95.6522,0.666537,2,43.4783,33.3333,47.8261,539.851,0.399915,33.3333,66.6667,47.8261,138.776,0,0,0,15.528,47.8261,126.531,775.047,0,0,24.011,0.363584,43.4783,4.34783,151.837,0,0,0,0,0,67.3913,147.231,50,0.090476,1.24224,91.3044,236.735,0,0,0,13.0435,0,0,3,76.087,131.933,0.126984,50,104.553,50,0,91.3043,0,0,0,18.7578,63.0435,436.501,0.315217,100,18.5093,71.7391,138.776,-41.2828,0.4,47.8261,138.776,0.8,0,41.3043,4.34783,2.17391,0.36619,41.3043,138.776,57.971,50,26.087,69.3878,39.1304,23.913,0.235507,0,207.939,146.792,0.76087,134.694,-24.4898,0,100,0,10.8696,175.51,0.857143,0,0,0,gas
55.0725,67.9032,0.460468,0.438485,44.7368,23.6842,5.26316,26.3158,38,49.211,20.2222,1,55.5556,188.615,81.5269,66.6667,0.453704,3,72.2222,100,50,162.16,0.518154,0,100,25.9259,258.789,0,0,0,17.3611,51.8519,151.367,2.74348,0,0,43.4951,0.49273,46.2963,-59.4492,-22.0353,0,0,0,0,0,62.963,66.2548,56.7901,0.140838,10.9954,7.40741,190.43,14.5,0.061728,2,20.3704,0.217452,0,2,64.8148,142.692,0.828125,48.1481,329.427,33.3333,0,0,0,0,0,15.9722,74.0741,342.936,0.762074,50,10.1852,40.7407,151.367,167.988,0.543519,55.5556,151.367,0.461806,0,27.7778,-13.0435,1.85185,0.324142,48.1481,131.836,34.5679,33.3333,0,0,1.85185,16.6667,0,0,266.118,145.939,0.828704,151.367,-19.5312,0.907407,0,0,29.6296,151.367,0.754583,0,0,0,gas
