@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_2_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_2_X_0 numeric
@attribute Airs_Contours_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_Nb_0 numeric
@attribute Black_Pixel_1 numeric
@attribute Airs_Center_X_1 numeric
@attribute Hough_Lines_Vertical_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Black_Pixel_2 numeric
@attribute Airs_Center_X_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Horizontal_2 numeric
@attribute Hough_Lines_Nb_2 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Contours_3 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Center_Y_4 numeric
@attribute Mass_Center_X_4 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Hough_Lines_DiagonalPos_4 numeric
@attribute Hough_Lines_DiagonalNeg_4 numeric
@attribute Black_Pixel_5 numeric
@attribute Airs_Center_X_5 numeric
@attribute Airs_Center_Y_5 numeric
@attribute Airs_Triangle_1_Y_5 numeric
@attribute Airs_Triangle_2_X_5 numeric
@attribute Mass_Center_X_5 numeric
@attribute Mass_Center_Y_5 numeric
@attribute Hough_Lines_Vertical_5 numeric
@attribute Hough_Lines_Horizontal_5 numeric
@attribute Hough_Lines_DiagonalNeg_5 numeric
@attribute Airs_Center_X_6 numeric
@attribute Airs_Triangle_1_X_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Mass_Center_Y_6 numeric
@attribute Hough_Lines_Horizontal_6 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Airs_Triangle_2_X_7 numeric
@attribute Harris_Corners_X_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Center_Y_8 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Hough_Lines_Vertical_8 numeric
@attribute Hough_Lines_Horizontal_8 numeric
@attribute Hough_Lines_DiagonalNeg_8 numeric
@attribute Airs_Center_X_9 numeric
@attribute Airs_Center_Y_9 numeric
@attribute Airs_Triangle_1_X_9 numeric
@attribute Mass_Center_Y_9 numeric
@attribute Hough_Lines_Vertical_9 numeric
@attribute Hough_Lines_DiagonalPos_9 numeric
@attribute Black_Pixel_10 numeric
@attribute Airs_Center_X_10 numeric
@attribute Airs_Triangle_2_X_10 numeric
@attribute Mass_Center_X_10 numeric
@attribute Mass_Center_Y_10 numeric
@attribute Hough_Lines_Vertical_10 numeric
@attribute Hough_Lines_DiagonalPos_10 numeric
@attribute Hough_Lines_DiagonalNeg_10 numeric
@attribute Airs_Center_X_11 numeric
@attribute Airs_Triangle_2_X_11 numeric
@attribute Airs_Length_Contours_11 numeric
@attribute Harris_Corners_X_11 numeric
@attribute Mass_Center_Y_11 numeric
@attribute Hough_Lines_Vertical_11 numeric
@attribute Hough_Lines_Horizontal_11 numeric
@attribute Airs_Center_X_12 numeric
@attribute Airs_Center_Y_12 numeric
@attribute Mass_Center_X_12 numeric
@attribute Mass_Center_Y_12 numeric
@attribute Hough_Lines_Horizontal_12 numeric
@attribute Hough_Lines_DiagonalNeg_12 numeric
@attribute Airs_Center_X_13 numeric
@attribute Airs_Triangle_1_Y_13 numeric
@attribute Airs_Triangle_2_X_13 numeric
@attribute Mass_Center_Y_13 numeric
@attribute Airs_Center_X_14 numeric
@attribute Airs_Center_Y_14 numeric
@attribute Airs_Triangle_1_X_14 numeric
@attribute Mass_Center_Y_14 numeric
@attribute Hough_Lines_Vertical_14 numeric
@attribute Hough_Lines_DiagonalPos_14 numeric
@attribute Hough_Lines_DiagonalNeg_14 numeric
@attribute Black_Pixel_15 numeric
@attribute Airs_Center_X_15 numeric
@attribute Airs_Center_Y_15 numeric
@attribute Airs_Triangle_1_Y_15 numeric
@attribute Mass_Center_X_15 numeric
@attribute Hough_Lines_Vertical_15 numeric
@attribute Hough_Lines_Horizontal_15 numeric
@attribute Hough_Lines_DiagonalNeg_15 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
38.893,-3.26626,47.5489,0.61264,0.518242,45.1613,19.3548,25.8065,9.67742,20.097,1,53.3619,285.83,201.54,75,0.357143,50,4,15.1786,48.2143,0,100,11.3839,48.2143,0.548413,0.363542,100,1,30.3571,151.367,135.018,0.533978,50,50,0,0,0,0,0,0,0,0,0,24.2188,50,141.602,419.922,291.545,0.567725,0.485359,33.3333,0,66.6667,48.2143,100.621,0.303875,0.32887,25,0,0,0,1.78571,0,0,0,38.9297,167.226,138.114,0.559028,0,100,0,39.2857,214.844,-10.1064,0.710552,0,0,14.7321,80.3571,242.347,0,0,100,0,0,75,167.868,18.5,96.4286,0.152083,100,0,60.7143,151.367,0.457061,0.207025,0,50,41.0714,279.855,-39.723,0.476957,87.5,151.367,82.1429,0,0,0,0,25.8929,44.6429,156.25,-236.816,0.561747,75,0,0,fire-brigade
33.9867,-5.19925,26.4197,0.33118,0.425415,47.0588,23.5294,8.82353,20.5882,17.6937,1,28.1037,395.038,235.5,15.3846,0.31674,20,5,13.2967,48.0769,0,0,10.2198,48.0769,0.442308,0.235714,100,1,53.8462,138.776,165.835,0.477905,75,0,25,69.2308,134.694,0.767135,0.610348,100,0,0,0,21.5385,42.3077,138.776,-85.8776,268.047,0.752449,0.57794,75,25,0,48.0769,3.84615,0.486912,0.430754,50,32.6923,8.16327,14.7929,59.6154,0.264423,0.114286,0,34.6154,236.735,212.245,0.928571,0,0,0,0,0,0,0,0,0,16.9231,40.3069,22.6615,0,0,100,0,0,43.1589,78.4667,43,19.2308,0.457875,75,25,48.0769,102.041,0.4875,0.39,60,40,26.9231,162.421,14.6229,0.818551,42.3077,138.776,33.4448,0,100,0,0,22.7473,34.6154,138.776,310.832,0.458995,66.6667,0,33.3333,fire-brigade
33.137,0.602404,21.8012,0.37847,0.418701,33.3333,43.3333,6.66667,16.6667,18.4677,1,31.7808,52.2105,211.857,28,0.242381,0,5,15.2258,48,0,100,10.3226,42,0.753333,0.266129,100,1,52,156.087,144.562,0.639247,50,50,0,58,145.682,0.600216,0.654652,66.6667,0,0,33.3333,17.2903,40.5609,164.113,264.456,409.034,0.165,0.066308,0,100,0,48,92,0.577885,0.447648,33.3333,16,10.4058,16,3.5,0.101818,0.096774,0,30,280.957,252.578,0.887097,0,0,0,0,0,0,0,0,0,23.3548,36,402.487,0.303778,0.30233,100,0,0,39.1903,16,19.5,2,0.598327,50,50,48,124.87,0.775354,0.30694,100,0,48,-50.4032,-196.5,0.494674,26,156.087,20,0,75,0,25,24.7742,36.6667,151.752,372.008,0.317493,50,50,0,fire-brigade
38.175,-0.621419,9.3578,0.21386,0.296819,47.2222,22.2222,16.6667,13.8889,17.7908,1,46.7665,10.4058,328.473,33.0645,0.181343,28.5714,7,13.2942,48.3871,0,0,4.59433,75.8064,0.709677,0.893939,0,0,48.3871,142.332,250.758,0.539997,0,100,0,54.8387,128.558,0.498848,0.713925,0,0,0,0,17.4976,43.4908,128.558,229.568,10.4058,0.334124,0.398803,0,50,0,37.0968,1.07527,0.27957,0.136364,100,0,0,0,41.9355,0,0,0,33.871,229.568,313.663,0.795936,0,100,0,0,0,0,0,0,0,30.0098,50,8.01397,0.49552,0.308754,83.3333,16.6667,0,52.7165,301.769,231,1.6129,0.219697,0,100,48.3871,64.2792,0.426747,0.092893,100,0,46.7742,340.496,322.997,0.567166,53.2258,142.332,3.22581,0,100,0,0,14.956,50,146.924,9.18274,0.048387,50,50,0,fire-brigade
45.3141,-7.93074,10.1392,0.33013,0.248321,42.8571,48.5714,2.85714,5.71429,21.1105,0,48.2143,12.7551,208.437,18.75,0.315939,66.6667,3,26.7857,48.2143,0,100,0.274725,0,0,0,0,0,58.9286,184.911,109.569,0.752206,100,0,0,62.2152,176.653,0.593651,0.834188,100,0,0,0,25.2747,42.7077,177.453,-29.2797,43.0155,0.072917,0.107906,0,66.6667,33.3333,48.2143,-19.898,0.303571,0.173077,50,21.4286,14.7929,12.7551,7.14286,0.285714,0.076923,0,43.9286,221.893,99.8521,0.465812,0,100,0,33.9286,281.065,-17.8571,0.808045,0,0,40.7967,46.7148,9.84977,0.3964,0.20986,42.8571,42.8571,14.2857,48.2143,-10.6293,98,57.1429,0.07265,0,0,48.2143,273.669,0,0,0,0,73.2143,14.7929,324.423,0.118234,48.2143,160.471,151.553,0.333654,100,0,0,26.6484,48.2143,177.515,14.7929,0.152116,50,50,0,fire-brigade
44.5584,-7.68529,28.1321,0.234253,0.277504,39.2857,28.5714,28.5714,3.57143,24.5704,0,47.9167,36.3757,184.878,22.9167,0.365952,0,3,34.375,46.0317,0,66.6667,21.0069,47.9167,0.561293,0.572808,0,3,12.5,34.7222,9.24264,0.114583,0,0,0,68.75,199.653,0.352431,0.427083,100,0,0,0,21.5278,47.9167,190.972,17.3611,208.333,0.503019,0.537238,0,50,0,10.4167,4.16667,0.094444,0.094444,0,0,0,0,0,0,0,0,47.9167,269.097,148.438,0.497396,0,100,0,20.8333,355.903,4.16667,0.854167,0,0,17.0139,43.75,121.528,0,0,0,0,0,50,57.4377,5.5,20.8333,0.481713,50,0,41.6667,321.181,0.368056,0.340278,100,0,50,12.9685,105.003,0.512255,54.1667,199.653,66.0417,0,100,0,0,23.7847,52.0833,181.465,17.3611,0.2625,100,0,0,fire-brigade
38.0108,0.826446,20.9154,0.230292,0.345619,48.4848,36.3636,9.09091,6.06061,18.7006,1,48.1481,342.936,219.481,14.8148,0.40858,50,4,30.3959,40.0463,0,100,8.81226,64.8148,0.753974,0.805537,100,1,40.7407,136.742,117.924,0.321665,0,100,0,43.8366,147.407,0.209195,0.355949,83.3333,16.6667,0,0,18.1354,47.2695,144.119,243.641,-2.42072,0.462654,0.313793,0,0,0,29.6296,8.88889,0.160494,0.13046,100,0,0,0,14.8148,0,0,0,44.4444,166.468,261.593,0.375,0,75,25,27.7778,255.648,51.8519,0.775862,0,0,19.9234,14.8148,10.5519,0,0,100,0,0,48.1481,13.7174,6.5,27.7778,0.283525,100,0,48.1481,285.375,0,0,100,0,59.2593,-116.59,122.388,0.288526,42.8241,166.468,3.7037,0.066092,80,0,0,28.2248,48.1481,156.407,11.8906,0.114247,100,0,0,fire-brigade
44.6502,-12.0457,15.7727,0.248565,0.333541,41.1765,41.1765,11.7647,5.88235,22.1605,0,51.7857,56.4798,281.412,53.5714,0.20572,20,5,19.1799,48.2143,0,100,11.6402,48.2143,0.439413,0.5,100,1,39.2857,144.033,111.917,0.377984,0,100,0,73.2143,54.8697,0.742857,0.182716,0,0,0,0,15.6085,47.0091,177.395,13.7174,255.102,0.512472,0.648148,0,33.3333,0,35.7143,-9.28571,0.26921,0.180696,100,0,0,0,10.7143,0,0,0,48.2143,226.337,102.881,0.621693,0,0,100,14.2857,322.359,3.57143,0.87037,0,0,30.0265,33.9286,183.673,0.066964,0.222222,100,0,0,46.8121,77.3025,19,25,0.246914,66.6667,33.3333,41.0714,48.011,0.589286,0.111111,100,0,46.4286,2.55749,31.7797,0.260813,58.9286,178.326,65.2709,0.434568,100,0,0,28.0423,48.4629,159.226,-28.3919,0.309063,0,40,60,fire-brigade
36.2679,0.174431,17.6606,0.461135,0.345989,52.1739,26.087,15.2174,6.52174,19.196,1,42.6963,-14.9148,356.22,45,0.266204,50,6,15.8333,48.75,40,60,1.66667,0,0,0,0,0,66.25,108.642,208.966,0.772455,33.3333,66.6667,0,60,106.173,0.39,0.795556,50,50,0,0,8.66667,48.75,170.37,105.556,357.812,0.25,0.405556,0,66.6667,0,48.75,95,0.606151,0.424868,75,25,81.4815,-34.375,32.5,0.21875,0.133333,0,44.4257,143.21,77.7778,0.213889,0,100,0,33.75,170.37,2.5,0.826179,0,0,10.3333,35,125,0,0,100,0,0,58.75,-16.1585,299.5,68.3333,0.539918,83.3333,16.6667,37.5,160.494,0.276894,0.347138,50,0,76.25,-61.7574,131.471,0.111111,30,108.642,45,0,100,0,0,4.11111,61.25,81.4815,4.93827,0,100,0,0,fire-brigade
42.7129,84.6755,35.991,0.320071,0.218684,34.2105,42.1053,13.1579,10.5263,21.7752,0,52.6316,249.307,294.306,65.7895,0.229514,25,4,23.542,48.6842,10,60,7.96586,0,0,0,0,0,63.1579,131.483,237.302,0.737684,25,75,0,60.5263,120.526,0.416667,0.799228,60,40,0,0,10.3841,48.6842,197.224,153.397,249.307,0,0,0,100,0,48.6842,107.895,0.747783,0.371325,66.6667,21.0526,7.3046,6.92521,23.6842,0.174342,0.113176,0,39.4737,204.529,160.701,0.862555,0,100,0,0,0,0,0,0,0,11.3087,21.0526,48.0691,0,0,100,0,0,56.5789,40.1411,80.5,47.3684,0.35961,40,40,48.6842,127.831,0.470551,0.26094,100,0,46.0526,-39.1792,-134.727,0.567633,26.3158,131.483,38.7719,0,100,0,0,4.55192,44.7368,84.0029,40.6659,0.258772,100,0,0,fire-brigade
39.4981,89.7761,15.6481,0.379978,0.497916,40.4255,46.8085,2.12766,10.6383,21.0139,0,53.7961,101.101,265.568,55.2632,0.72148,20,5,11.9114,48.6842,0,0,2.14681,22.3684,0.125,0.08443,0,0,67.1053,128.116,168.772,0.762493,66.6667,33.3333,0,44.0048,149.773,0.124164,0.332689,16.6667,66.6667,16.6667,0,10.5263,48.6842,162.742,200.831,-40.1662,0,0,0,100,0,48.6842,94.7368,0.862573,0.386696,100,27.6316,117.729,-30.0092,52.6316,0.285135,0.161137,0,22.3684,228.532,201.364,0.427632,0,100,0,0,0,0,0,0,0,12.3269,59.2105,83.1025,0,0,100,0,0,48.6842,6.92521,37.5,13.1579,0.515209,14.2857,28.5714,61.8421,41.5512,0.744361,0.146617,50,50,46.0526,15.0725,-87.5835,0.5622,64.4737,122.18,32.8947,0,100,0,0,13.7812,53.2895,110.226,-8.81955,0.450084,25,25,50,fire-brigade
41.0163,94.1275,17.5581,0.349833,0.32942,50,26.3158,10.5263,13.1579,19.0045,1,50,-12.9012,315.318,60.2941,0.350694,0,3,21.5126,48.5294,14.2857,57.1429,5.63025,70.5882,0.759804,0.87619,0,0,48.5294,122.449,180.189,0.500799,0,75,0,55.7714,130.689,0.341447,0.374877,83.3333,0,0,16.6667,12.605,48.5294,122.449,50.8349,106.952,0.479167,0.447619,0,100,0,27.9412,2.94118,0.273529,0.074286,100,0,0,0,20.5882,0,0,0,48.5294,220.408,269.388,0.835119,0,50,50,52.9412,261.224,26.4706,0,0,0,20.9244,30.8824,24.5563,0,0,100,0,0,51.4706,39.4237,503,51.6807,0.186667,60,40,47.0588,138.776,0.343137,0.236905,100,0,48.5294,101.02,276.817,0.305393,36.7647,138.776,55.2288,0,100,0,0,7.56303,33.8235,114.286,370.612,0.198529,100,0,0,fire-brigade
40.5,-17.15,44.454,0.28592,0.344925,48.4848,33.3333,3.0303,15.1515,19.021,1,60,112,137.539,94.6667,0.69029,0,3,16.6857,48,0,100,29.0286,0,0,0,0,0,56,138.776,157.005,0.798095,100,0,0,34,138.776,0.335794,0.48065,66.6667,0,0,33.3333,11.4286,48,159.184,119.184,368,0,0,0,100,0,48,92,0.608148,0.358995,100,23,-31.0204,121.6,4,0.175833,0.114286,0,41.1818,155.102,0,0.308129,0,0,100,12,240.816,4,0.423129,0,0,23.5429,24,162.783,0.044444,0.03746,100,0,0,52.7619,438.154,87.5,61,0.585397,40,0,48,134.694,0.4,0.580952,100,0,44,-8.78641,-9.40458,0.302597,20,140.689,12,0,100,0,0,8.8,54,110.204,8.16327,0.66,100,0,0,fire-brigade
28.6247,9.47341,25.4379,0.40875,0.3645,37.5,25,15.625,21.875,19.1456,1,50,-68.5871,244.037,70.3704,0.602151,0,5,10.0665,48.1481,0,100,4.08357,0,0,0,100,3,64.8148,124.918,202.702,0.844967,100,0,0,59.2593,124.918,0.333333,0.358974,0,0,0,0,16.6192,31.3068,127.275,249.836,13.7174,0.460905,0.623457,100,0,0,48.1481,-77.7778,0.508081,0.477739,50,31.4815,11.8343,13.7174,57.4074,0.267713,0.144184,0,46.2963,174.227,78.2978,0.711538,0,25,75,0,0,0,0,0,0,30.3894,46.2963,507.545,0.308848,0.095014,100,0,0,48.1481,-191.129,6.5,65.7407,0,0,100,48.1481,52.597,0.638889,0.176282,100,0,40.7407,243.261,326.832,0.487749,51.8519,118.343,147.407,0.185897,100,0,0,13.1054,51.8519,154.504,59.8099,0,0,100,0,fire-brigade
44.8402,13.6443,60.2378,0.282008,0.407026,47.2222,25,2.77778,25,21.1694,1,61.1111,102.741,132.468,88.8889,0.601154,66.6667,3,14.418,48.1481,0,75,3.04233,18.5185,0,0,0,0,46.2963,184.949,245.278,0.464267,0,0,100,53.7037,159.439,0.245885,0.478175,0,100,0,0,19.1799,43.3862,182.216,309.218,-6.25941,0.16358,0.102183,0,100,0,0,0,0,0,100,48.1481,-17.8571,342.936,48.1481,0.720576,0.222619,0,18.5185,267.857,200.437,0.80102,100,0,0,0,0,0,0,0,0,19.5767,55.5556,96.0219,0.416226,0.198767,100,0,0,45.3704,13.7174,10,48.1481,0.190476,33.3333,66.6667,55.5556,172.194,0.619792,0.479353,0,100,3.7037,331.633,13.7174,0,20.3704,172.194,-1.48148,0,100,0,0,23.6772,38.8548,156.907,389.406,0.211591,75,25,0,fire-brigade
41.9313,84.4525,39.7965,0.394915,0.530709,37.5,25,15.625,21.875,21.2689,0,59.6774,83.2466,163.912,74.1936,0.433599,33.3333,3,15.1279,48.3871,0,25,2.11346,12.9032,0,0,0,0,43.5484,154.578,146.823,0.501437,25,75,0,24.1935,136.742,0.201299,0.578818,100,0,0,0,15.1279,45.0872,187.204,218.904,339.786,0.307198,0.287835,0,100,0,48.3871,41.9355,0.418689,0.282129,75,0,0,0,1.6129,0,0,0,11.2903,297.265,303.751,0.870279,0,0,0,0,0,0,0,0,0,17.0189,59.6774,499.063,0.291517,0.070243,100,0,0,40.0922,356.743,257.5,1.6129,0.189655,25,75,48.3871,122.403,0.298077,0.27122,75,25,38.7097,350.923,283.581,0.76489,38.7097,166.468,32.2581,0,100,0,0,21.4683,43.8625,135.014,359.961,0.244773,75,25,0,fire-brigade
34.5026,26.3027,38.8994,0.387403,0.428547,48.7179,25.641,5.12821,20.5128,18.3562,1,89.6552,297.265,30.6569,93.1034,0,0,0,16.4751,39.8119,25,0,9.77011,44.695,0.431034,0.226852,100,2,55.1724,135.031,175.078,0.372587,100,0,0,33.2435,140.401,0.211458,0.730306,50,33.3333,16.6667,0,10.9195,48.2759,142.747,144.033,11.8906,0,0,0,100,0,48.2759,3.44828,0.724138,0.347222,100,37.931,7.71605,11.8906,51.7241,0.444828,0.087963,0,29.3103,185.185,262.346,0.691667,33.3333,0,66.6667,0,0,0,0,0,0,12.2605,74.1379,179.845,0.37069,0.319444,100,0,0,74.1379,121.879,16.5,57.4713,0.679012,100,0,49.6141,134.336,0.592646,0.333548,25,0,18.9655,262.346,29.0659,0.796939,55.1724,135.031,50.8621,0,100,0,0,12.4521,81.0345,135.031,46.2963,0.623851,100,0,0,fire-brigade
36.5932,12.3874,58.6207,0.37443,0.324904,35.2941,47.0588,2.94118,14.7059,19.1127,1,48.2143,6.37755,165.975,82.5893,0.50746,0,4,12.5,48.2143,0,100,3.23661,17.8571,0.189153,0.366898,0,0,36.4666,150.698,149.975,0.431487,20,60,20,38.5586,154.73,0.284821,0.686979,25,75,0,0,18.3036,42.6429,102.539,209.961,12.7551,0.183598,0.28287,0,100,0,48.2143,122.321,0.572421,0.144097,100,0,0,0,1.78571,0,0,0,32.1429,209.961,115.885,0.725954,0,0,100,0,0,0,0,0,0,23.1027,46.4286,12.7551,0.247076,0.218385,50,16.6667,16.6667,48.2143,12.7551,5.5,27.381,0,0,100,48.2143,131.836,0.386128,0.094712,0,100,28.5714,343.192,242.347,0.713156,48.2143,143.622,169.218,0,100,0,0,18.9732,48.2143,200.195,107.422,0.142857,33.3333,66.6667,0,fire-brigade
43.7565,0.661197,5.63937,0.306224,0.32521,40.9091,36.3636,4.54545,18.1818,21.345,0,50,271.768,200.599,2.08333,0.341143,42.8571,7,22.3684,47.9167,0,100,6.14035,47.9167,0.072917,0.063597,0,0,45.8333,235.457,117.324,0.549617,0,66.6667,0,50,180.055,0.347222,0.527151,0,100,0,0,23.0263,47.9167,221.607,410.319,-94.9436,0.229167,0.04386,0,100,0,47.9167,4.16667,0.75,0.157895,100,0,0,0,2.08333,0,0,0,47.9167,332.41,551.708,0.73002,0,100,0,0,0,0,0,0,0,28.9474,47.0833,34.7222,0.225926,0.095906,100,0,0,43.9577,48.6111,17.5,27.0833,0.22807,33.3333,66.6667,47.9167,180.055,0.559028,0.256579,0,0,43.75,-125.719,66.7735,0.504303,41.6667,249.307,40.5556,0,100,0,0,27.8509,52.8169,203.074,-1.69165,0.386863,50,50,0,fire-brigade
34.3418,2.29568,20.6552,0.237138,0.37116,38.0952,33.3333,9.52381,19.0476,18.4685,1,43.9516,22.9779,80.233,68.75,0.429398,0,2,23.2639,46.875,0,0,16.3194,53.125,0.739583,0.803241,0,0,43.9904,231.481,83.5077,0.39537,0,50,0,43.75,262.346,0.550694,0.544444,0,0,100,0,25.6944,46.875,169.753,10.2881,39.0625,0.464286,0.2694,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,46.875,385.802,274.972,0.777778,0,100,0,0,0,0,0,0,0,64.5833,46.875,291.193,0.209325,0.091711,75,25,0,46.875,1054.69,5.5,3.125,0.33179,0,0,46.875,216.049,0.517361,0.319444,0,0,46.875,123.457,390.625,0.455196,40.625,262.346,-35.4167,0.172222,50,0,50,19.0972,46.875,185.185,123.457,0,0,0,0,fire-brigade
40.0671,1.82615,44.1025,0.287476,0.302903,43.4783,30.4348,17.3913,8.69565,22.0513,1,41.6168,592.932,106.822,44.4444,0.12037,50,2,40.0585,47.2222,0,50,21.0526,47.2222,0.37614,0.296221,0,0,0,0,0,0,0,0,0,52.7778,249.307,0.576389,0.52193,0,0,0,0,17.2515,33.3333,207.756,27.7008,30.8642,0.250379,0.302452,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2593,332.41,349.03,0.438596,0,100,0,41.6667,401.662,77.7778,0.809211,0,0,26.9006,30.5556,-61.7284,0,0,100,0,0,44.4444,493.827,79,88.8889,0.618421,0,0,44.5499,232.477,0.259259,0.166667,100,0,41.6667,152.355,505.401,0.482855,33.3333,249.307,-37.5,0,100,0,0,23.9766,63.8889,249.307,470.914,0.738496,0,0,0,fire-brigade
42.2995,15.9654,12.7706,0.27832,0.371661,39.3939,33.3333,24.2424,3.0303,24.0695,1,54.5455,413.223,230.356,59.0909,0.310272,28.5714,7,33.7945,45.6938,0,100,21.5415,45.4545,0.463945,0.396672,0,1,4.54545,18.9036,1,0,0,0,0,63.6364,207.939,0.469697,0.381643,100,0,0,0,16.6008,38.6364,151.229,321.361,-23.6127,0.303143,0.271927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7799,207.939,44.6812,0.573672,0,100,0,36.3636,321.361,77.2727,0.804348,0,0,49.4071,45.4545,534.011,0.111392,0.07801,50,0,50,45.8134,20.6612,8,13.6364,0,0,0,0,0,0,0,0,0,43.1818,-72.1532,305.552,0.501777,59.0909,192.344,27.2727,0,0,0,0,16.2055,50,207.939,-92.0523,0.311448,0,0,100,fire-brigade
44.3667,-0.595771,35.169,0.307081,0.409139,40.9091,40.9091,13.6364,4.54545,30.1449,0,48,374.4,188.553,22.4,0.094921,50,2,26.5882,45.1398,0,50,23.7647,48,0.445185,0.46732,50,2,20,190.311,45.6274,0.176471,0,0,0,32,266.93,0.15,0.411765,100,0,0,0,17.4118,58,121.107,9.43693,461.091,0.619394,0.297683,0,100,0,12,4,0.14,0.117647,0,0,0,0,0,0,0,0,48,363.322,195.502,0.602941,0,100,0,10,501.73,4,0.852941,0,0,25.6471,48,368,0,0,100,0,0,47.1803,1.52381,27.5,24,0.25,0,100,21.5556,121.107,0.14,0.161765,0,0,41.9375,-180.7,-5.33333,0.548475,18,276.817,32.5,0,100,0,0,25.6471,54,190.311,0.528276,0.237556,0,100,0,fire-brigade
64.0757,83.0206,36.0729,0.465333,0.48672,45.4545,12.1212,15.1515,27.2727,18.1621,1,0,0,0,1.6129,0,0,0,10.6305,82.2581,100,0,0.659824,91.9355,0.913979,0.037879,0,0,32.2581,111.054,280.798,0.467007,50,50,0,0,0,0,0,0,0,0,0,12.1701,51.6129,98.1405,167.98,138.641,0.438124,0.51261,16.6667,0,83.3333,48.3871,3.22581,0.729647,0.866883,100,16.129,221.829,-68.3561,17.2043,0.152167,0.537374,0,56.81,108.184,0,0.707083,66.6667,16.6667,16.6667,37.0968,111.054,125.806,0.801046,42.8571,57.1429,20.2346,47.9119,-41.1503,0.467433,0.592913,12.5,0,87.5,46.2558,474.287,36,33.871,0.442758,20,10,90.3226,201.446,0,0,0,0,37.0968,-35.4853,185.112,0.364947,67.7419,111.054,51.51,0.647833,80,10,0,0.513196,3.22581,211.777,206.612,0,0,0,0,fire
56.25,121.791,33.3005,0.442336,0.374532,73.6842,7.89474,0,18.4211,16.0075,1,47.9167,218.75,166.338,33.3333,0.554503,0,4,16.8561,37.5,100,0,0,0,0,0,0,0,39.5833,111.054,281.331,0.522026,100,0,0,85.4167,33.5744,0.854167,0.159091,0,0,0,0,11.553,47.9167,111.054,30.9917,17.3611,0.450514,0.56761,0,0,100,0,0,0,0,100,25,-163.076,215.774,10,0.119599,0.852483,0,62.5,113.636,-12.2089,0.583586,50,0,50,18.75,193.698,33.3333,0.824675,0,0,23.7689,58.3333,381.944,0.579246,0.70365,50,0,50,39.5833,17.3611,161,51.3889,0.097129,0,0,75,90.3926,0.842904,0.368201,0,0,35.4167,-8.60882,17.3611,0.476069,70.8333,111.054,91.6667,0.275253,100,0,0,14.1098,0,0,0,0,0,0,0,fire
