%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
786,448,483,642,4201,4105,4094,4079,27.4255,22.5716,43.5876,18.8641,31.7299,38.6441,24.7537,23.9918,gas
673,528,325,602,4115,4203,4213,15,31.7264,21.5861,44.3979,16.4625,22.4431,36.6779,42.6522,34.771,gas
637,640,330,599,4174,4193,3,20,40.6446,20.9257,29.441,20.4343,36.2028,35.7522,19.9618,26.8444,gas
797,367,637,313,11,4156,4009,4203,35.5602,35.9852,44.4296,47.4635,22.5201,31.7432,29.0191,31.5052,gas
473,501,604,296,4006,4213,4196,4083,38.6698,24.8129,36.0234,17.1971,33.8522,38.5372,30.7946,14.1532,gas
748,528,394,744,4206,4214,37,30,30.8778,24.9182,19.4753,19.2745,27.0754,45.1755,14.2716,25.5717,gas
271,340,188,412,4197,3845,4185,4168,36.8435,9.83292,0,0,15.6361,8.72902,0,0,gas
317,313,203,411,8,4101,4189,4035,45.4095,11.5115,54.125,21.0917,19.3237,16.7516,8,53.1528,gas
354,427,354,371,5,61,3828,40,20.0529,20.6227,48.5546,29.4992,13.8942,18.9457,36.0995,32.6187,gas
366,534,399,509,3,3992,3925,3944,43.3175,38.6548,17.2805,19.1896,24.9875,31.1054,22.0755,25.396,gas
236,352,347,265,3827,3857,3726,3815,55.2854,17.2095,41.7273,13.6622,31.5701,24.5092,24.368,38.8547,gas
502,517,296,584,4179,4112,4172,4072,36.4822,14.0189,51.7597,35.5822,32.248,24.4456,49.7857,32.1129,gas
576,511,294,523,4078,4155,50,4177,39.2262,24.9202,54.098,31.8137,24.6819,29.6448,25.8039,27.1497,gas
682,469,341,541,3857,4186,3886,4166,41.112,20.6264,22.7857,23.9207,26.7217,36.2306,16.3988,38.701,gas
534,560,343,636,3961,3971,3863,4186,41.1148,21.2686,50.4167,30.843,22.9641,30.2923,31.2083,36.827,gas
474,471,338,512,4131,3794,4097,6,27.501,26.3318,41.0684,17.1287,29.3603,33.7426,27.3518,27.0285,gas
522,513,219,481,3758,3715,4160,4188,40.7227,22.7578,58.0106,38.1099,16.6273,32.7556,49.4815,51.3341,gas
554,432,376,440,34,4194,5,3879,36.4161,28.7058,48.276,23.1299,25.5933,32.8532,35.6104,21.6514,gas
380,422,459,293,4070,4121,4202,4156,45.7766,12.6252,40.8273,17.2434,20.6463,34.5666,18.7137,32.6264,gas
444,417,307,469,4075,4098,68,4024,44.3634,13.2847,48.7176,15.2483,30.5967,28.7087,29.6806,30.1784,gas
681,482,384,670,4135,4061,4155,4012,35.4558,17.3271,51.7354,20.3908,36.6195,35.0545,38.3942,34.3339,gas
346,247,188,388,16,20,4043,3929,34.6854,24.3974,53.9857,31.1364,29.6311,28.3879,3.54286,52.6977,gas
336,261,233,390,7,4201,3878,4155,34.7612,21.0994,48.3397,18,30.4291,37.1433,17.3867,17.5,gas
394,258,245,476,8,4077,3794,61,48.2221,9.70349,39.8179,18.0525,28.9462,42.5909,8.50759,21.4376,gas
306,275,317,503,4102,4138,78,3673,32.2636,16.1374,40.0455,23.9751,37.2078,33.3834,21.6288,31.6718,gas
378,277,390,386,3978,4102,3966,3897,38.1176,13.9517,47.6241,13.6969,24.027,48.0196,35.1491,30.1148,gas
486,458,299,415,4186,4191,9,4202,34.2045,16.9162,57.5833,40.3257,23.4761,30.2736,58.0278,44.8714,gas
443,441,238,514,4176,4175,4114,3885,31.1604,17.8513,40.6667,27.8926,38.9791,36.9204,28.5333,21.2599,gas
504,487,265,438,4208,4009,4134,4089,44.381,19.7571,48.2401,22.11,33.2605,35.9356,31.1615,21.2705,gas
582,328,373,479,4214,4035,13,3648,38.871,18.3088,40.3753,20.3544,34.6375,47.306,38.5097,27.0849,gas
494,402,529,389,4119,4064,3527,23,38.5281,9.01998,49.9724,11.0748,33.766,34.3764,38.7043,22.2585,gas
464,335,239,466,19,3833,3915,14,37.6531,20.3435,50.4938,29.8359,23.303,43.4965,33.4815,40.8207,gas
528,409,241,529,4162,3763,6,3529,41.5203,21.2525,51.9556,23.7361,23.1802,38.2059,46.9778,32.0796,gas
460,552,424,574,4028,4220,4031,4203,26.6993,20.778,43.3832,19.0879,24.2402,33.7997,26.9968,23.6727,gas
427,532,268,612,13,4119,55,4023,33.8224,18.9783,52.359,18.6804,27.1084,31.9948,33.5385,27.1799,gas
533,612,313,589,35,4046,4201,3984,44.1457,21.6327,51.2545,30.8599,32.7069,31.853,21.4241,41.104,gas
426,394,180,520,7,3795,4174,4042,29.4317,16.4689,56.6761,26.1,18.8712,28.367,29.8684,23.5,gas
543,466,209,435,4173,10,4198,16,29.6333,19.4627,48.6581,29.6165,29.0136,29.5844,31.2991,34.6683,gas
396,354,353,274,4159,10,31,4151,39.0798,13.4949,47.7417,9.04973,28.4195,24.2493,41.7159,20.9672,gas
523,457,211,479,4195,17,43,4123,40.73,25.0105,55.643,19.7806,28.2937,31.7126,41.0388,36.4219,gas
579,582,374,469,4055,34,80,4022,42.985,18.8526,49.1453,21.1338,26.0911,29.7864,37.2058,19.3195,gas
391,459,228,496,3,45,4178,4132,23.2693,23.7099,37.4228,18.0524,21.1712,34.198,31.279,36.2998,gas
586,525,270,552,9,11,4208,4200,34.7515,23.5404,52.9571,33.4269,23.5879,31.7604,34.5857,23.8644,gas
540,376,243,459,4199,13,4029,3853,30.9182,19.6464,46.4133,31.8197,19.849,38.8851,33.2467,26.348,gas
732,523,292,602,4116,5,4038,3970,31.1432,11.8516,25.3864,25.1166,23.3693,38.9991,14.2727,23.6876,gas
479,393,304,378,3675,12,3844,3764,49.5576,13.5333,52.1702,10.2609,39.5991,38.7656,25.2519,26.154,gas
275,244,242,127,4152,4075,4129,39,35.5584,31.6137,20.0199,27.5358,58.8173,38.4713,9.93884,9.13086,injury
221,318,161,173,4167,20,4155,7,33.1157,23.596,25.3766,27.5431,52.5509,36.0815,8.44737,12.2153,injury
215,242,227,94,4196,37,3982,4112,14.3194,31.6035,23.7313,48.2015,33.6069,28.1505,11.6514,9.12634,injury
291,280,246,84,17,4071,4130,4153,25.934,45.1141,22.9058,54.0058,43.5286,52.1369,13.3641,10.0117,injury
213,254,131,192,4218,54,4085,4039,11.2536,37.7407,18.451,34.2784,38.3888,56.4028,7.1958,14.222,injury
193,283,185,125,43,4060,37,4061,42.969,47.807,17.8724,25.734,51.8048,54.3508,9.65855,18.867,injury
233,214,258,130,4104,4023,4073,13,22.4486,30.4087,33.3957,45.0137,38.1307,28.1815,17.6497,16.1615,injury
222,209,298,107,12,6,22,8,18.6926,54.9272,26.7455,56.3768,41.9755,48.6439,11.477,14.2645,injury
186,151,252,191,4216,40,4008,4141,19.2233,24.9038,29.9297,17.6613,44.1959,25.1667,6.33854,4.69892,injury
198,189,204,132,12,4039,24,4035,21.8872,24.3731,39.1643,49.8979,39.5836,31.9872,7.38892,14.1801,injury
403,520,334,304,4206,3998,4199,31,20.8426,26.5332,17.9022,26.8483,42.1389,53.7007,23.8261,21.981,injury
575,551,263,306,4154,174,4187,4077,32.3089,41.6784,19.0782,29.1931,47.5467,55.0046,11.0431,20.0045,injury
537,433,418,179,41,37,4205,4158,28.367,36.3684,41.2924,51.8333,45.3957,47.0967,17.4136,8.54545,injury
364,387,260,305,4206,6,4210,58,30.29,26.2506,27.3681,28.7023,55.8536,49.8488,9.16129,13.1076,injury
157,332,295,195,24,74,4080,44,6.35714,31.9235,32.4589,31.6333,25.9429,55.238,9.87395,5.86667,injury
217,231,224,127,40,8,4190,4157,31.2545,21.2282,27.4617,57.891,42.7876,22.7462,13.9358,7.94872,injury
277,250,235,48,4034,8,4129,26,38.013,52.5833,25.7382,31.836,54.6364,56.822,15.5801,15.4418,injury
214,209,295,176,3964,39,4045,41,24.7928,36.1222,14.3069,23.4254,54.188,52.5533,9.94277,13.2565,injury
340,259,285,252,93,3905,3985,4108,31.7691,25.8224,20.0986,29.8988,49.5503,38.3514,11.9846,17.2088,injury
258,299,284,64,23,4099,3992,32,17.241,39.1878,24.4757,15.8333,32.1509,31.9471,12.8502,0.708333,injury
316,235,148,135,4053,15,4135,18,28.862,37.65,35.6559,51.799,50.6108,51.4381,10.7241,13.0294,injury
329,308,230,171,20,117,4185,64,44.6302,40.4365,25.3161,19.996,50.6035,52.4665,11.254,21.293,injury
363,266,231,137,134,4086,4134,39,28.2952,37.8659,10.452,30.112,45.8436,40.5553,4.90678,16.2705,injury
281,358,207,170,4145,36,4186,37,25.6933,30.1649,16.0996,33.7,47.4529,52.5443,9.15377,12.6828,injury
259,309,256,208,4176,3873,4166,50,10.8002,42.355,11.8954,18.116,25.751,47.6376,5.76202,6.91687,injury
287,245,145,158,4095,7,4154,4084,33.4917,18.029,18.5063,51.7407,54.296,22.2446,7.35938,13.7725,injury
361,234,128,173,8,4150,4170,4147,11.8399,48.6656,9.26111,46.8736,34.0372,54.0215,3.5348,14.5862,injury
397,290,115,225,4109,4150,4192,15,23.3224,60.6667,17.8584,21.3389,48.4944,53.9722,7.37319,11.3091,injury
335,64,435,277,4220,4,3924,4135,23.8807,46.037,35.1755,36.7545,52.8838,53.4815,9.32664,12.2601,injury
472,262,193,82,95,8,4172,4193,9.29585,38.0617,34.5319,46.7,37.9044,53.0123,16.416,3.5,injury
388,335,288,134,83,4210,4120,4183,21.4897,44.0873,24.1433,31.6661,45.8275,51.8825,9.435,12.4862,injury
552,381,330,78,3886,4137,4049,4192,19.8203,32.2308,38.3929,58.2407,39.524,51.8306,21.3229,11.2222,injury
344,137,370,306,4165,4166,4106,4064,34.508,36.8554,17.645,17.6775,52.1649,52.9972,9.46477,6.7029,injury
369,83,491,359,4216,4215,41,4133,12.3287,28.3128,22.3474,31.4768,35.4399,54.6718,10.1815,25.9989,injury
367,346,465,296,17,145,4071,4035,36.8672,45.7037,24.5573,15.5989,48.8383,54.6736,9.31771,12.1663,injury
320,603,294,252,4218,4051,4215,4178,33.5666,34.2648,23.4922,28.9478,59.9394,44.5033,16.9596,13.3338,injury
454,360,317,100,4145,4098,4050,4124,22.4253,47.6217,25.4665,35.119,38.6093,56.4256,6.84585,8.4,injury
139,431,444,296,4211,7,4187,4122,11.6272,39.478,27.3615,40.4554,41.5386,52.054,9.50052,8.05629,injury
250,189,372,551,3,4144,4157,4164,21.4444,29.6,21.489,35.258,49.4722,53.7611,13.0629,11.8424,injury
460,484,360,337,200,3995,4074,4092,25.0995,20.1713,32.1111,29.498,51.2017,36.909,10.9194,15.297,injury
368,283,254,170,26,2,4190,4185,22.9155,43.4433,23.2155,54.3021,43.4877,48.2067,10.4974,10,injury
314,327,353,149,26,4076,3970,4108,36.7297,36.3607,29.6902,15.9354,57.081,54.2212,9.025,12.4931,injury
345,324,440,285,15,4140,4182,54,26.0569,44.7391,30.1426,18.3135,49.2558,58.2507,10.0299,11.3631,injury
337,333,296,85,38,4035,4113,4181,40.2679,39.4228,37.4596,57.2367,58.5205,52.5367,19.4449,5.73882,injury
299,336,142,211,9,10,4216,4070,12.6142,18.2919,16.2396,31.3075,35.2661,44.4999,8.82928,10.3239,injury
242,376,187,163,4204,53,4156,4159,12.1052,29.005,19.9222,33.3153,38.5188,41.0827,14.6241,15.5167,injury
415,364,185,266,4056,39,4152,4215,13.3825,25.551,19.2805,20.1947,42.1657,55.5781,10.0371,12.942,injury
374,254,308,214,4063,2,4179,4184,22.5011,23.8758,36.5126,22.2684,53.9092,52.4346,8.62363,10.4611,injury
225,222,303,172,29,44,4156,4165,27.0625,40.8699,26.192,25.0026,47.5477,53.037,12.1885,12.8917,injury
268,204,322,139,28,6,37,4191,29.3668,35.9798,32.8845,24.3893,52.0025,52.9186,15.8485,3.61072,injury
736,567,1024,984,423,9,3893,3956,30.5039,32.6932,27.7478,20.6698,20.4722,40.5624,19.6433,21.3596,paramedics
363,438,936,926,4182,4118,3925,91,48.2589,25.3859,34.2778,16.0965,35.1696,14.1255,22.7748,21.9981,paramedics
545,495,833,885,39,46,3981,3809,37.055,25.3981,44.8748,16.162,27.1158,39.9852,24.3483,18.1215,paramedics
526,337,882,489,4193,3964,3962,4149,26.9895,30.4317,39.4281,25.6492,23.5082,17.8159,16.1831,17.4992,paramedics
362,334,792,516,3727,4213,18,215,34.4395,30.8075,35.4405,10.6021,29.984,31.6167,20.3071,18.5273,paramedics
458,384,650,566,4192,4188,22,4202,18.1627,34.8,30.4657,25.2004,10.148,13,28.7214,26.2471,paramedics
490,492,677,609,4199,4214,3950,4007,23.2667,30.0541,37.0441,25.4285,4.43333,10.7865,40.5963,25.0109,paramedics
516,491,736,615,36,4210,4198,4105,8.91171,44.1127,33.9827,23.6347,12.1091,4.98457,24.079,13.0027,paramedics
692,450,965,574,4204,4215,4035,4208,24.5256,28.4868,32.553,23.8511,18.6578,2.27513,34.87,22.5928,paramedics
549,435,748,493,4115,4166,4077,4008,23.7474,19.3522,35.3037,33.8111,26.8843,4.46852,37.3,41.3043,paramedics
367,253,493,346,4220,4164,4202,4201,20.8541,31.8712,39.2283,23.0304,14.4533,5.18561,30.4844,27.4817,paramedics
496,267,680,406,4146,4070,3840,4072,24.55,22.5,37.4226,25.0361,15.1565,7,22.2872,15.375,paramedics
388,302,660,367,4052,4214,3779,4156,26.9569,9.1746,40.0333,29.4483,28.3006,5.18254,21.6111,17.4953,paramedics
361,240,589,385,3949,4177,3685,4182,30.0315,9.87407,40.4681,18.7827,30.2075,2.41481,28.412,24.7581,paramedics
652,695,853,561,4170,23,4159,4190,18.5417,11.5831,38.0362,31.5306,18.8411,20.4141,38.852,30.4906,paramedics
404,294,242,102,4185,4086,6,4156,3.0381,18.291,33.2233,0,4.31905,7.81503,17.57,0,paramedics
309,299,302,268,4060,4183,48,3876,0,19.603,19.4847,47.5165,0,9.72856,18.7492,46.6707,paramedics
370,283,349,272,3897,4176,40,3992,16.0738,42.2047,34.5252,22.4567,12.5619,11.9585,34.2186,28.5127,paramedics
452,262,292,204,24,3985,3830,4134,20.8862,26.3671,29.2976,43.8636,16.6825,7.82521,35.625,40.7919,paramedics
379,275,364,307,18,4156,19,4089,17.3192,28.6952,40.5033,15.8838,16.7916,14.4839,33.8389,17.2699,paramedics
343,344,360,410,4078,4190,3966,31,30.4599,7.88889,33.2275,13.6803,17.422,20.8889,23.1929,15.6464,paramedics
419,357,496,357,4210,4211,3988,4196,29.4324,27.8346,43.2168,12.5637,15.4337,10.4995,30.502,22.9271,paramedics
353,283,657,520,4161,4217,25,4183,21.545,23.3205,38.64,17.7077,21.0676,26.7103,39.0379,22.3551,paramedics
388,305,550,348,4186,4214,4109,4168,43.611,15.553,42.3537,15.6687,29.9892,23.3273,43.0741,23.0203,paramedics
615,398,599,448,4200,4214,26,4159,43.3576,18.1592,45.2413,15.3228,32.7892,14.21,30.3053,26.0565,paramedics
696,481,640,536,4183,3996,4112,4001,15.2047,0,45.3815,21.2596,22.8902,0,31.3407,20.9032,paramedics
460,471,920,490,4221,4221,4214,4212,15.3148,9.96296,50.1845,15.8458,15.6667,2.75926,25.7092,13.7068,paramedics
530,428,563,372,3954,4209,4125,4140,30.1997,14.0797,49.6467,14.368,27.3709,7.29218,23.6967,23.2042,paramedics
607,585,624,358,4206,4209,4193,4152,39.9274,8.66667,36.2486,26.6469,37.6952,54.5,42.9905,26.5207,paramedics
608,656,805,432,4094,4160,4201,4103,24.4307,37.3611,37.0194,15.8782,29.129,55.4417,22.4014,12.1185,paramedics
307,256,445,223,4194,4211,3496,4156,42.4333,16.2419,21.6323,28.7029,16.9556,16.3849,20.8122,34.4728,paramedics
425,330,599,533,4213,4222,4114,4185,36.3034,29.8759,40.5605,11.3238,15.6923,15.2399,20.2892,16.0789,paramedics
480,282,597,292,3,4191,4113,4112,31.4464,12.2816,47.7117,19.3619,9.32143,21.331,27.7805,31.1105,paramedics
558,426,578,323,4195,4210,3939,4096,26.1553,20.5179,49.114,32.1835,19.5835,8.62883,39.0913,28.42,paramedics
462,472,745,431,6,3990,4177,4173,21.75,13.5257,50.3567,21.7526,24.9038,20.8056,31.1064,16.6329,paramedics
449,383,577,326,16,4218,3832,4165,15.3799,12.3737,28.9696,28.8772,12.8824,4.79747,20.5362,33.9297,paramedics
397,445,550,461,4183,4124,30,4202,1.03333,27.3333,43.9933,21.3752,9.73333,18.3556,36.0063,17.2997,paramedics
463,350,575,441,4054,4187,24,4202,36.1111,31.1287,41.3877,23.3032,28.4038,19.7111,32.9286,25.3265,paramedics
521,392,702,476,4209,4106,3857,4154,14.4121,43.7476,43.8723,19.7177,17.315,33.9428,30.5229,17.9585,paramedics
452,637,665,493,4215,4087,4198,4217,15.0909,16.4826,38.0871,21.4238,17.5481,19.4272,31.3862,23.2614,paramedics
424,310,429,301,5,4172,4205,4161,13.4574,48.9402,18.1012,25.358,17.8519,22.2695,14.0377,18.5062,paramedics
326,250,560,323,4176,4158,3764,4172,39.4528,19.488,46.5871,15.9316,16.9365,31.4601,28.0588,19.5438,paramedics
606,622,572,339,17,4212,4069,4128,32.2473,27.3125,39.8257,20.3881,34.4001,43.0625,39.1435,21.185,paramedics
477,378,752,584,4216,4212,4200,4185,28.7299,26.6812,36.918,19.57,23.0988,38.8187,34.3544,16.4518,paramedics
1054,728,919,421,4063,4212,3904,4084,22.3745,32.0474,39.83,26.8338,33.7641,42.5359,34.7789,15.9965,paramedics
288,260,358,242,28,4173,24,4127,29.2243,33.4375,41.1972,18.6389,30.7191,18.4995,30.4154,11.3472,paramedics
450,326,568,382,3891,4209,3647,4208,18.3519,22.3841,40.8679,15.4101,18.65,5.82246,24.3635,14.7672,paramedics
418,284,609,445,3777,4212,3890,4211,28.2593,25.4206,31.7483,14.4747,21.1852,10.3333,28.7489,19.2827,paramedics
438,384,694,443,23,3,3804,4014,13.4651,34.208,34.4501,21.4815,23.7508,9.81713,28.3589,21.0648,paramedics
319,413,554,535,4127,8,31,4076,13.2167,24.8311,38.7822,17.6778,11.6,4.31046,21.0833,17.6778,paramedics
329,298,406,263,63,3,3754,3911,2.2517,30.8444,27.658,20.4243,2.86054,2.63333,8.21181,21.1005,paramedics
414,280,438,274,35,4212,3998,3838,13.6592,47.5617,33.125,23.4986,10.8081,13.5679,18.3917,26.5742,paramedics
291,311,536,401,4113,4195,3791,4185,2.57778,42.7173,25.8436,15.5884,4.41111,21.5732,27.9365,14.5111,paramedics
312,240,378,238,45,4178,3655,3895,20.7157,32.7692,34.5476,14.1111,19.5278,16.0322,14.7857,18.4615,paramedics
302,243,327,326,13,4186,3982,3905,19.094,22.1167,44.5456,16.1821,12.6607,12.8169,36.5441,18.6914,paramedics
227,156,284,106,16,13,28,4123,36.1571,9.89919,58.9749,11,12.0383,10.518,41.7959,21.6667,person
270,142,289,221,4200,17,4171,4137,31.593,5.73343,54.419,11.7917,18.6268,14.3663,29.9286,25.0222,person
279,75,307,204,3914,10,86,3947,25.6443,2,46.769,15.5037,16.9463,40,23.8933,36.1915,person
347,201,292,163,4131,4173,12,31,50.2708,10.6683,49.9204,9.14895,15.9889,22.8986,20.995,32.7914,person
374,285,301,112,4097,8,51,4114,52.1555,7.02132,39.8715,4.08511,41.485,15.4729,32.9643,26.9149,person
271,176,284,28,4066,4176,4090,4207,39.4812,10.3352,55.4889,0,23.5546,17.7371,48.5732,0,person
176,184,135,226,4163,4175,23,29,36.3732,8.90708,41.3524,9.37302,13.1871,18.5503,28.9638,30.9038,person
155,234,203,288,4163,4199,4129,3815,55.3182,11.2847,45.1661,4.95988,14.2685,12.9199,36.0587,24.97,person
212,182,308,133,4198,4185,4040,4128,37.6343,6.34425,50.6542,1.95833,11.7212,33.8056,36.3814,29.0208,person
310,122,295,126,67,4220,4033,4162,45.65,3.24837,35.7246,13.1667,26.2936,15.0915,35.9155,40.75,person
364,165,482,190,7,4197,4096,4037,30.9481,13.0215,44.8816,13.0289,12.6259,21.4892,39.4355,37.4741,person
288,275,396,257,4179,4145,4093,30,29.9293,10.6382,53.4159,9.13624,22.1307,21.2739,46.5326,41.3161,person
427,156,403,248,4,4220,46,38,54.156,5.92204,52.1695,16.6806,19.1777,24.7558,25.7974,27.8944,person
341,260,421,174,23,4224,27,4046,55.8659,10.4258,46.2938,8.13399,24.5184,19.5418,22.4729,20.6863,person
157,527,446,197,4147,4167,33,4074,58.2628,12.8831,47.1594,17.2222,47.6564,28.118,38.6031,27.7361,person
537,378,366,211,22,4141,4133,4170,56.6767,9.54012,48.9864,8.09649,33.4288,20.9414,32.6475,53.0877,person
634,313,479,170,4109,4217,4089,4197,34.8541,7.47896,47.3678,10.1528,16.7712,28.8525,38.4062,31.5602,person
536,292,436,72,4021,4217,4203,26,56.1472,8.26338,50.7652,5.86667,39.8979,21.2853,44.2874,52.4444,person
504,314,507,183,13,4211,4114,4125,54.4465,7.00483,52.6208,9.61905,33.5467,27.4764,25.6592,30.9226,person
453,259,373,162,4069,9,23,4062,55.5589,9.17654,33.8148,3.58333,35.8597,18.2933,31.0815,31.1481,person
314,160,294,111,4039,4161,41,22,52.8659,8.68753,55.6521,1.93889,27.1474,16.8622,36.5425,29.5694,person
329,199,287,39,28,4126,4134,4213,57.6022,15.4823,45,0,29.2944,27.2472,30.8,0,person
381,221,336,169,3677,10,4099,3971,51.7485,17.4433,43.5525,11.6667,25.3596,23,35.4277,28.8073,person
359,345,499,152,4007,4221,65,4159,22.0929,14.1442,45.0145,1.94048,10.5598,16.8225,28.4376,29.6979,person
308,336,435,197,32,10,62,4100,55.7485,10.4715,48.9684,0.875,37.2836,14.3416,29.2715,11.4167,person
472,291,371,107,4220,4188,4181,4177,49.4537,7.4441,58.39,5.61111,42.3267,30.2304,23.5035,53.4259,person
637,345,652,393,4110,4202,52,4076,53.7517,6.59151,50.736,14.5662,33.1228,24.8814,23.8095,37.1212,person
492,428,549,152,3888,4215,318,4112,54.8733,13.9687,53.2295,6.70833,24.975,23.8449,32.7286,16.3681,person
657,326,562,275,4197,4,4152,4099,51.3561,6.52913,45.5747,10.8333,35.8991,23.554,20.5596,16.5235,person
435,584,544,251,4108,4144,4042,47,52.6061,9.57493,37.0189,15.641,31.0972,23.9934,17.1277,26.3782,person
216,362,214,262,4185,4111,4176,4129,49.3851,8.33955,45.2958,9.18552,18.6065,18.9558,43.3125,35.3606,person
214,291,273,87,12,22,4175,4147,55.9097,6.5641,54.6268,8.58461,43.3486,23.3993,54.43,40.2436,person
333,265,344,76,3818,5,4122,4196,27.0966,10.935,57.2073,1.02222,10.4257,21.7366,30.7964,20.5778,person
193,258,380,31,4083,22,3902,17,39.8877,10.0546,51.5324,2.59259,21.2626,32.7627,36.4104,26.0741,person
525,283,579,255,4048,7,3921,17,33.837,7.54287,42.7759,3.93514,23.3333,20.9451,33.7896,27.6449,person
317,202,262,202,3712,16,4,3958,51.6284,10.4349,36.2517,11.8361,22.5624,24.9272,27.9862,42.6486,person
301,217,324,164,3870,11,55,4025,45.3291,9.80556,54.225,5.58444,28.4231,23.3341,49.475,36.3673,person
330,220,351,109,3848,4193,139,4046,43.4986,8.66877,53.8752,7.94587,22.1019,22.7099,36.0303,22.463,person
211,335,252,168,4109,17,4123,31,30.4004,8.08949,43.4737,5.31992,15.9713,15.2838,29.9818,19.0374,person
237,348,265,211,4107,5,3975,20,32.0982,11.8658,38.5326,5.63841,16.3478,20.6535,26.9862,43.0899,person
273,262,307,99,28,4082,4013,11,55.6385,5.57465,57.3602,9.61481,22.4356,10.0833,40.9355,49.4296,person
209,177,278,142,15,3996,4075,4016,41.9925,5.64132,53.5749,8.1339,13.3685,29.3035,42.0765,17.0783,person
222,299,371,243,4039,14,24,3977,53.1667,5.90207,35.0482,9.92284,18.9125,23.0065,28.3456,29.8204,person
272,276,428,89,3905,4219,4005,4151,18.3827,7.9801,55.2683,8.88889,8.14462,21.5917,26.7397,23.7222,person
165,447,372,137,4030,129,58,27,58.485,9.88974,53.2571,11.4678,39.3631,31.944,32.6722,18.0439,person
389,278,419,300,41,4180,3753,4175,44.5406,14.3728,39.1365,28.6799,26.296,41.1261,29.7072,26.8708,police
336,267,414,278,4216,4210,3930,4124,25.4542,16.2275,22.3095,42.6497,30.6667,45.1889,24.65,24.757,police
419,196,436,278,3978,7,3899,4076,46.0673,11.0244,41.8244,26.263,31.5259,27.1875,22.9251,23.7133,police
334,277,465,301,4107,4205,4119,5,48.6895,12.8919,37.602,32.9408,31.0586,40.5767,29.5235,25.1117,police
409,195,413,275,59,7,47,25,43.7021,11.3117,43.9825,32.0855,36.936,51.9397,21.3955,16.9676,police
347,248,302,256,4163,4207,19,4118,31.8333,6.7803,19.4167,32.4985,24.2079,22.2879,28.7546,33.5819,police
209,187,332,186,6,4199,3608,4,45.6441,9.31825,33.0867,17.1722,40.0963,43.1341,26.5298,14.9287,police
340,252,554,312,12,4212,4023,8,44.566,16.9128,34.8518,31.3071,36.4224,42.8979,34.2977,14.7381,police
316,316,570,329,4217,12,3960,4054,48.9387,31.9879,28.4017,26.3321,31.8382,43.7656,35.4966,24.1194,police
268,323,662,345,4215,4202,4042,4125,50.3145,30.0659,27.8703,27.5158,37.4856,51.5051,24.6885,30.4702,police
462,272,447,273,9,4116,3946,3960,34.6977,20.3219,20.185,18.725,45.2752,48.4927,19.691,19.1139,police
253,345,390,270,4178,4116,3979,3961,40.0239,24.0499,25.1452,20.1882,49.1599,45.0462,26.7049,14.5783,police
246,260,585,382,4170,4199,81,7,43.1925,16.2695,24.0879,25.0963,50.6784,24.1289,22.5448,22.2175,police
446,449,453,237,4039,7,3967,11,44.7979,39.8004,27.1286,16.5724,32.6913,39.337,27.7576,46.5175,police
375,441,631,366,4204,11,4141,4062,45.4989,31.5265,35.7061,21.711,32.9148,28.8667,16.9841,24.399,police
687,476,595,410,4198,4210,4182,4183,24.8136,9.96419,32.6121,36.6715,15.8792,21.4098,32.6577,32.5278,police
858,501,574,344,4158,4136,4189,3944,24.2283,15.3619,38.3159,19.454,36.9554,36.9871,26.6746,27.5622,police
567,489,480,317,5,4193,4162,4166,33.5106,19.4008,34.6317,25.7536,34.4988,27.9065,23.4384,38.2396,police
632,498,577,299,4186,4212,3870,4071,45.3646,23.6004,37.9107,18.3992,40.2935,39.8468,30.3035,25.9159,police
728,505,463,332,4200,4194,9,4180,42.8625,19.8202,43.3075,15.8989,37.771,31.7397,29.6385,34.7997,police
674,590,546,370,4161,6,4057,4183,31.4735,28.8443,14.1558,28.7314,21.2446,28.068,33.9978,33.0809,police
591,416,528,348,4223,3960,4203,4116,35.9257,20.4501,42.0212,17.8807,21.2802,41.7792,34.7117,22.8808,police
631,416,641,347,4105,4211,4059,4062,35.8173,21.994,36.9671,27.4332,22.0705,44.9902,23.073,30.8657,police
357,297,510,265,4197,4212,4072,4046,45.1917,22.0511,44.3062,22.5522,40.9657,41.6365,26.4407,27.7216,police
