%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
359,410,230,187,39,20,4158,4157,155.598,268.551,145.983,139.74,40.137,14.0583,32.9851,23.75,22.8258,13.9716,40.7411,35.9167,fire
364,240,425,379,33,3,4065,26,350.35,132.284,180.368,182.752,33.5394,14.2037,33.6304,23.8123,26.6192,34.3565,42.0533,15.622,fire
187,257,311,155,5,4119,3752,4178,165.983,216.066,203.581,130.627,26.3342,21.7826,36.4313,43.5,15.5184,25.9944,41.3367,60.5,fire
286,298,309,172,3734,4096,4215,4177,264.794,226.853,227.966,128.142,27.3804,17.2077,19.242,0,22.2725,18.9352,25.8026,0,fire
244,239,213,173,4053,4176,4175,21,214.51,209.196,128.267,177.397,40.7591,16.625,43.6301,15.9501,44.3998,13.2658,32.4253,40.386,fire
195,298,248,190,3,66,4121,4201,168.368,171.74,203.397,158.184,39.535,14.2,20.5006,6.84889,37.8275,26.15,32.747,1.55556,fire
399,384,250,209,145,40,4180,4209,192.953,216.995,166.953,171.64,41.0635,9.40567,36.7641,26.037,40.6543,10.1669,46.1816,52.8926,fire
244,344,382,228,4153,3703,4131,3926,126.284,295.279,267.179,173.539,37.3465,17.7252,29.5718,23.9647,41.1925,19.0417,21.896,34.9451,fire
338,401,404,307,3963,22,4212,6,245.48,292.066,467.529,125.556,35.5996,9.20487,33.5938,17.6296,41.0014,8.88691,22.6973,24.9481,fire
359,527,431,296,4141,45,4116,4174,127.314,384.049,367.789,203.581,20.3137,23.569,36.4233,27.8175,11.0995,23.907,23.4515,53.6751,fire
323,319,230,253,4096,19,4126,4061,272.652,136.77,164.368,159.841,39.9018,13.6019,27.2854,16.4187,46.8157,23.0763,19.2089,56.055,fire
270,333,270,242,13,22,4155,4135,169.74,222.368,207.037,165.598,22.6736,18.4489,33.6577,19.6627,15.1361,23.3934,15.9344,40.2222,fire
267,263,232,222,4071,4128,4200,11,207.681,222.368,179.196,165.698,46.8437,8.68371,32.0291,15.0833,36.8158,14.9034,32.9907,30.5833,fire
331,236,220,255,3938,4200,4191,3944,237.196,113.941,153.439,133.941,37.0153,7.10714,43.0159,8.40741,16.544,23.4762,29.327,20.5926,fire
371,386,338,304,4100,4181,6,33,144.912,171.497,185.539,151.598,21.5417,5.46319,30.7706,26.0722,29.7014,14.3602,23.9176,45.4056,fire
318,538,365,203,3994,4112,4017,4209,129.598,250.409,357.12,129.556,34.4667,6.71749,35.9444,17.2361,23.6778,12.9313,26.2401,40.25,fire
327,560,424,280,4098,4009,4107,4169,115.255,249.581,147.598,162.184,26.4835,6.73961,25.0808,10.6111,21.4882,12.2406,20.0779,29.7778,fire
302,323,236,175,50,3875,31,3969,142.426,299.38,205.865,137.941,26.7696,6.54333,35.788,33.8583,27.9002,8.61626,32.9769,6.14167,fire
318,369,278,235,11,4197,13,6,151.397,151.882,158.569,265.255,25.8556,16.4346,41.7303,27.3889,22.5247,19.3569,34.8011,41.2222,fire
250,341,274,202,14,4169,4170,4092,150.426,158.811,97.4975,90.4853,22.1107,11.9683,32.7135,4.0404,16.0303,22.305,21.0571,37.2475,fire
324,430,418,186,30,3881,15,11,385.865,252.368,351.563,111.899,37.3032,22.761,23.7844,42.963,31.2048,16.703,22.9455,61.1111,fire
366,300,256,237,23,3803,19,8,138.284,112.77,94.5685,102.284,40.5565,10.3532,36.6493,9.36523,20.0774,21.881,30.351,3.94856,fire
186,355,229,169,9,4099,4173,4172,86.9706,276.024,143.983,127.314,30.206,11.7259,35.0582,0,35.6738,21.5025,24.1678,0,fire
177,518,322,156,16,4159,4107,4188,158.284,294.024,345.823,48.8284,37.0833,7.05445,44.544,14.8889,46.3889,11.5515,27.1963,24.4889,fire
307,356,265,202,3941,14,4148,3920,209.456,133.113,108.569,149.456,32.2392,19.6552,32.1154,28.7639,26.9136,43.8322,35.4371,2.53175,fire
304,354,425,240,13,4096,5,4195,127.314,164.267,211.74,142.669,13.9643,8.32202,43.1475,21.7847,21.881,17.5148,35.9074,36.9181,fire
295,329,275,245,21,4056,18,4149,273.983,131.64,164.61,141.113,12.4167,6.1258,38.4583,17.3536,6.51587,18.586,26.9324,47.0248,fire
388,338,284,326,3765,3894,4191,4180,210.853,137.255,127.924,184.811,29.8798,5.37698,33.6721,31.8098,14.9101,8.81349,26.6985,55.9461,fire
642,761,607,584,4059,4145,4174,4184,278.007,136.167,139.338,380.652,26.0067,27.1937,17.6317,46.2481,21.7472,12.6584,16.8069,54.9704,fire
326,313,220,258,9,4045,4134,13,306.894,184.024,125.539,337.196,52.5881,10.56,34.8262,23.0093,22.2,13.4786,23.5116,59.1481,fire
518,476,404,352,4188,4187,4150,4199,142.184,216.066,189.113,170.77,36.4528,18.2022,26.6791,12.7778,30.4181,21.5115,18.8506,20.3333,fire
440,407,300,335,4168,4108,4128,4035,273.782,229.439,135.439,170.426,47.1881,15.9547,43.925,10.0934,48.7676,24.1778,35.7987,44.024,fire
265,304,344,357,3800,55,24,4023,176.794,173.137,111.882,192.208,30.7204,35.8451,23.1301,26.6622,55.1353,55.2867,16.367,8.73439,flood
149,232,514,286,21,43,3508,110,107.64,242.434,238.25,293.546,39.2258,30.3978,38.3261,15.1148,54.2114,51.8608,18.6063,11.414,flood
262,439,450,165,3965,3812,3978,4058,177.137,204.007,114.61,109.64,40.8326,30.2379,21.2493,13.3561,57.1761,49.0185,11.8992,8.37918,flood
275,310,216,187,4069,24,4120,3956,152.208,178.208,82.7696,99.6396,34.1696,36.2056,32.9825,30.5926,51.9192,56.8316,13.2885,4.84244,flood
146,194,408,274,28,12,64,3892,98.8112,192.392,211.279,145.823,41.2817,26.1499,26.8187,24.6048,57.8564,50.9962,11.3813,11.3416,flood
314,351,269,169,4124,4168,4218,4147,178.593,167.037,92.4264,92.3259,39.1813,33.2317,29.0645,15.4685,49.1844,51.2669,13.1203,6.65146,flood
208,325,513,323,4206,3748,4093,4068,133.196,325.345,113.581,163.966,35.686,42.3791,35.0892,16.6747,55.5894,51.8597,16.2518,12.9239,flood
137,294,687,522,4115,4037,3873,3976,92.9117,254.35,270.049,218.35,28.4555,37.2607,31.7115,15.8365,54.3718,57.1044,23.8548,11.8569,flood
254,426,422,289,4030,3922,3992,4049,172.752,233.421,296.049,150.51,23.4759,35.6749,35.5987,11.8287,32.1607,54.2313,13.0892,10.2645,flood
185,239,504,349,30,30,4033,4062,136.368,257.605,407.002,161.137,30.9381,51.6462,38.1944,22.6827,50.1566,51.0029,20.9161,16.2004,flood
217,158,196,227,41,4106,4109,12,156.995,218.936,215.907,150.853,36.7225,28.2542,21.7362,19.5721,52.1787,55.05,6.79287,8.37412,flood
323,176,351,464,4171,4203,4170,4213,376.517,86.4264,128.953,156.066,14.8335,23.4758,44.7188,19.5526,29.705,45.5327,21.3962,14.8243,flood
459,453,371,337,3992,4175,4132,3796,254.25,236.593,136.652,97.2965,28.8828,32.1713,42.7361,21.139,37.4306,49.9969,21.4174,10.8369,flood
335,343,387,435,49,3881,69,141,182.894,135.296,118.61,160.167,20.2271,30.0561,25.603,22.2208,29.9493,50.6098,17.915,12.4558,flood
337,405,376,242,6,16,65,4181,193.279,245.078,222.09,142.61,36.8102,32.0818,38.3265,24.9597,52.1395,44.9915,15.6195,14.8687,flood
493,276,301,359,3938,4179,4220,4151,204.451,123.882,218.291,303.948,23.8694,26.2477,30.1269,30.596,46.662,50.5699,11.9901,9.76094,flood
709,582,612,512,4167,3811,3917,4013,304.86,157.48,196.735,171.037,40.2812,20.6482,24.4646,25.6104,37.6875,43.9342,15.5142,13.3121,flood
858,314,548,547,4201,4010,4121,4085,219.037,98.0833,134.426,281.203,29.1865,31.7546,30.5307,18.3544,40.6782,55.97,22.8148,12.8536,flood
312,453,515,310,4019,4176,4177,4119,239.806,173.924,181.179,253.723,46.6152,25.8559,39.9919,29.034,47.7007,41.3383,20.0567,15.2721,flood
407,433,419,306,4068,4198,150,4177,154.652,179.681,313.789,262.208,37.7567,22.1897,40.9364,18.079,40.8076,40.1704,13.7392,22.3993,flood
170,235,373,360,21,28,114,3577,148.125,109.196,305.99,295.262,20.047,27.8109,34.6306,21.8762,26.4173,52.4868,13.2103,18.8361,flood
281,220,274,319,14,53,4085,4186,188.794,85.2965,106.669,250.392,24.9905,38.2468,37.5583,20.1255,52.2018,55.3425,14.8798,13.1389,flood
187,215,291,302,25,35,4004,90,296.534,127.681,227.137,342.416,38.5442,35.5291,34.3811,19.9012,57.7058,55.881,11.9679,9.69259,flood
219,274,240,179,50,21,3807,4036,299.161,172.693,142.853,147.723,31.8436,45.3061,23.0031,21.2566,45.5384,50.9371,11.7356,7.18871,flood
203,247,247,210,24,13,3854,40,160.752,170.108,108.225,159.037,23.6943,45.4472,32.9209,19.0774,41.331,52.9975,11.7454,6.81573,flood
370,299,279,232,4044,4163,4105,4125,202.007,292.333,137.338,90.2254,34.1575,38.954,37.0648,26.059,51.3179,52.8621,19.402,8.75486,flood
291,457,331,242,24,3802,4207,4175,163.037,202.593,201.764,78.9117,40.3317,23.6028,35.2811,29.2216,49.6535,41.2619,15.1231,10.5751,flood
325,315,479,334,3959,4179,3998,4069,193.38,220.392,223.179,162.995,24.6707,30.3388,30.0541,13.4601,45.7644,52.2755,12.4394,13.9532,flood
254,335,328,215,15,4066,4175,4073,125.095,214.936,125.439,134.752,35.3727,32.4043,33.9289,23.6277,41.6556,47.3158,12.4117,8.24819,flood
334,378,506,352,4074,4194,3524,4159,176.894,363.487,140.309,90.468,40.215,32.4954,29.8621,22.3092,53.3594,47.309,17.5576,11.0079,flood
259,351,312,291,3903,4140,4103,4092,167.723,203.179,235.22,93.7401,22.575,32.7788,34.5136,25.9554,32.3698,50.0945,11.0176,10.2628,flood
482,474,305,169,4046,4080,24,4206,242.836,257.078,122.752,65.3553,35.1432,34.1618,42.076,11.199,47.3818,46.3075,18.6855,6.74627,flood
380,390,321,273,4049,4203,4016,3855,207.966,244.936,115.782,170.752,34.4789,39.3421,31.1161,13.2887,47.6973,44.5239,22.3009,13.8889,flood
394,316,311,302,4000,4089,4161,4068,426.558,182.007,123.095,180.693,29.6599,38.6696,36.097,28.8734,39.0057,52.2053,25.5248,15.4381,flood
370,309,358,219,3779,3754,4054,4117,223.137,358.6,116.468,137.338,34.4308,33.7024,32.7472,25.165,49.2861,40.2252,11.9924,10.576,flood
309,283,373,373,42,4026,3985,38,172.108,94.2254,184.936,237.22,38.0059,32.5061,25.982,28.2286,53.6459,53.0785,10.5639,10.1004,flood
268,386,580,398,4086,4016,4215,4196,104.267,184.451,184.167,340.759,49.8455,22.6924,36.4668,26.0659,54.0576,55.2134,14.2111,9.29252,flood
157,396,495,467,4121,4089,4018,3923,77.0538,111.941,280.233,180.108,52.5102,25.5719,32.3712,27.8603,51.0495,43.8615,13.6848,12.703,flood
313,294,320,368,4068,3946,3794,3946,179.581,98.0244,111.924,169.48,28.9005,25.9326,42.4889,21.1884,35.8066,49.0084,16.73,7.78263,flood
270,279,525,318,4164,4144,3944,4106,151.439,204.149,198.108,112.853,27.2942,19.0773,37.6936,14.2714,33.4189,40.9193,13.666,10.4633,flood
226,309,382,295,4092,7,4050,4205,90.9117,179.48,196.936,187.823,33.7876,14.463,37.3142,18.176,53.4276,29.0185,14.3269,15.0247,flood
187,385,578,422,9,4136,63,4104,89.7401,156.652,262.451,225.48,40.5873,10.3613,27.7788,19.9897,51.2588,19.5907,31.7998,25.6498,flood
204,354,463,197,7,4173,40,3888,317.948,344.475,272.049,128.853,34.1239,33.4304,36.5849,13.0528,45.3376,47.7335,17.2676,18.3043,flood
215,320,334,267,19,3922,3672,3797,169.823,377.63,199.522,173.622,39.3301,41.943,21.9818,17.326,46.8401,50.701,17.5979,17.3888,flood
151,374,389,287,4046,3663,41,3973,125.054,141.924,233.563,188.309,31.3911,15.1262,25.7499,20.3641,41.2178,26.8246,14.5101,10.7431,flood
395,413,274,257,3768,111,3989,4081,437.671,287.605,103.539,162.409,31.3396,34.3451,32.1434,17.0906,52.7231,53.3746,20.7466,12.4943,flood
481,607,504,259,4153,17,3872,4151,157.279,381.789,130.752,79.6396,37.7939,33.9962,24.0328,36.5538,44.8654,50.9178,14.6484,8.89837,flood
338,554,339,296,3977,4174,4192,4181,118.066,227.966,167.238,122.61,52.4619,44.7906,39.4062,39.025,50.8406,43.5168,14.7909,8.32037,flood
513,508,460,340,4081,4190,4118,12,159.037,216.836,153.966,173.966,25.403,26.329,31.3848,23.5486,24.9135,39.2478,23.82,10.6972,flood
536,679,544,224,3996,3655,4126,4091,177.321,210.25,244.492,62.3259,32.5093,31.1053,21.4227,26.0955,28.7789,39.3376,16.6356,6.6131,flood
305,384,354,321,3906,4141,10,4102,201.966,379.688,269.806,160.51,28.5682,20.6382,22.2357,22.1492,34.7303,41.7303,23.5913,20.3546,flood
295,310,365,442,3853,3899,3919,3950,162.995,103.882,113.782,234.007,45.6357,29.3341,33.3907,18.619,50.1853,53.7422,16.5327,11.0037,flood
353,360,359,322,3899,4047,3884,4138,204.693,320.475,133.924,212.693,38.4194,27.8362,39.2609,17.6824,51.6804,47.2138,19.9613,13.0021,flood
419,352,443,257,3741,4169,3893,4147,234.593,360.6,185.179,141.581,37.5347,27.3785,32.6363,24.1872,52.9737,34.378,22.3894,12.1981,flood
395,406,350,258,46,3875,4018,4159,247.321,362.701,237.764,167.137,30.5184,45.7181,34.3596,21.436,41.5086,48.716,20.7663,9.47968,flood
219,306,308,246,33,4085,4037,4157,150.853,141.983,141.397,142.326,52.7936,13.2662,54.2491,10.3271,27.0429,17.9479,27.2146,18.7303,gas
204,318,372,230,8,3644,4192,4118,273.948,148.024,149.338,180.894,45.6435,14.4828,36.7241,8.18125,13.0836,28.5848,28.709,26.3066,gas
160,171,289,256,13,4070,41,3946,203.823,116.569,228.25,137.196,41.2081,16.9008,49.4714,10.465,17.4248,21.5887,43.9392,27.2658,gas
328,424,476,383,4135,2,4156,4045,147.48,300.877,177.238,188.066,46.9383,14.1793,44.019,11.4014,26.0138,28.7691,32.0572,18.1915,gas
459,330,757,297,32,4171,4217,4214,334.132,252.392,204.108,145.296,50.3211,8.54241,34.1208,21.2531,38.6864,39.5576,21.2866,30.0802,gas
629,648,383,665,4198,4209,30,4180,304.877,171.823,302.049,242.693,34.2884,21.0848,49.4312,28.3111,36.0626,35.9465,24.5181,27.6913,gas
638,562,344,488,4215,7,4144,4198,194.652,143.196,138.083,152.468,42.0296,15.7885,57.5,33.08,29.4958,31.7288,55.9643,31.6137,gas
606,405,332,642,4155,4146,4213,4199,209.421,131.539,140.326,167.782,41.0128,24.3014,35.3315,33.4402,35.547,49.0243,21.7852,33.5051,gas
898,455,455,848,4203,4212,4207,53,221.664,142.569,296.492,192.108,33.8728,34.537,48.2622,22.1742,30.6587,47.2108,33.8756,41.1347,gas
786,448,483,642,4201,4105,4094,4079,188.936,169.238,248.409,308.233,27.4255,22.5716,43.5876,18.8641,31.7299,38.6441,24.7537,23.9918,gas
673,528,325,602,4115,4203,4213,15,191.095,167.338,288.693,290.25,31.7264,21.5861,44.3979,16.4625,22.4431,36.6779,42.6522,34.771,gas
637,640,330,599,4174,4193,3,20,211.037,221.48,283.966,265.48,40.6446,20.9257,29.441,20.4343,36.2028,35.7522,19.9618,26.8444,gas
797,367,637,313,11,4156,4009,4203,344.676,179.38,258.007,272.451,35.5602,35.9852,44.4296,47.4635,22.5201,31.7432,29.0191,31.5052,gas
473,501,604,296,4006,4213,4196,4083,271.948,157.823,349.747,270.96,38.6698,24.8129,36.0234,17.1971,33.8522,38.5372,30.7946,14.1532,gas
748,528,394,744,4206,4214,37,30,184.167,175.966,275.439,273.706,30.8778,24.9182,19.4753,19.2745,27.0754,45.1755,14.2716,25.5717,gas
271,340,188,412,4197,3845,4185,4168,189.865,264.108,133.941,130.627,36.8435,9.83292,0,0,15.6361,8.72902,0,0,gas
317,313,203,411,8,4101,4189,4035,507.068,175.095,134.77,141.397,45.4095,11.5115,54.125,21.0917,19.3237,16.7516,8,53.1528,gas
354,427,354,371,5,61,3828,40,218.409,157.841,158.811,153.74,20.0529,20.6227,48.5546,29.4992,13.8942,18.9457,36.0995,32.6187,gas
366,534,399,509,3,3992,3925,3944,246.208,172.125,212.853,166.711,43.3175,38.6548,17.2805,19.1896,24.9875,31.1054,22.0755,25.396,gas
236,352,347,265,3827,3857,3726,3815,280.652,342.291,148.953,146.125,55.2854,17.2095,41.7273,13.6622,31.5701,24.5092,24.368,38.8547,gas
502,517,296,584,4179,4112,4172,4072,240.978,272.818,146.669,252.007,36.4822,14.0189,51.7597,35.5822,32.248,24.4456,49.7857,32.1129,gas
576,511,294,523,4078,4155,50,4177,211.907,165.581,289.966,278.693,39.2262,24.9202,54.098,31.8137,24.6819,29.6448,25.8039,27.1497,gas
682,469,341,541,3857,4186,3886,4166,454.843,302.049,262.51,159.338,41.112,20.6264,22.7857,23.9207,26.7217,36.2306,16.3988,38.701,gas
534,560,343,636,3961,3971,3863,4186,198.409,146.368,314.978,270.368,41.1148,21.2686,50.4167,30.843,22.9641,30.2923,31.2083,36.827,gas
474,471,338,512,4131,3794,4097,6,124.468,157.238,261.681,272.409,27.501,26.3318,41.0684,17.1287,29.3603,33.7426,27.3518,27.0285,gas
522,513,219,481,3758,3715,4160,4188,204.35,161.137,121.355,270.225,40.7227,22.7578,58.0106,38.1099,16.6273,32.7556,49.4815,51.3341,gas
554,432,376,440,34,4194,5,3879,460.274,325.304,272.735,152.409,36.4161,28.7058,48.276,23.1299,25.5933,32.8532,35.6104,21.6514,gas
380,422,459,293,4070,4121,4202,4156,168.894,294.576,156.409,173.179,45.7766,12.6252,40.8273,17.2434,20.6463,34.5666,18.7137,32.6264,gas
444,417,307,469,4075,4098,68,4024,172.167,155.681,283.765,152.267,44.3634,13.2847,48.7176,15.2483,30.5967,28.7087,29.6806,30.1784,gas
681,482,384,670,4135,4061,4155,4012,196.836,164.953,231.421,186.652,35.4558,17.3271,51.7354,20.3908,36.6195,35.0545,38.3942,34.3339,gas
346,247,188,388,16,20,4043,3929,184.024,323.848,134.527,144.326,34.6854,24.3974,53.9857,31.1364,29.6311,28.3879,3.54286,52.6977,gas
336,261,233,390,7,4201,3878,4155,307.404,161.48,166.953,137.255,34.7612,21.0994,48.3397,18,30.4291,37.1433,17.3867,17.5,gas
394,258,245,476,8,4077,3794,61,293.421,205.38,161.296,161.581,48.2221,9.70349,39.8179,18.0525,28.9462,42.5909,8.50759,21.4376,gas
306,275,317,503,4102,4138,78,3673,150.51,195.522,177.581,153.095,32.2636,16.1374,40.0455,23.9751,37.2078,33.3834,21.6288,31.6718,gas
378,277,390,386,3978,4102,3966,3897,154.752,182.551,148.853,144.711,38.1176,13.9517,47.6241,13.6969,24.027,48.0196,35.1491,30.1148,gas
486,458,299,415,4186,4191,9,4202,190.066,221.907,255.539,148.669,34.2045,16.9162,57.5833,40.3257,23.4761,30.2736,58.0278,44.8714,gas
443,441,238,514,4176,4175,4114,3885,173.622,171.966,237.439,244.492,31.1604,17.8513,40.6667,27.8926,38.9791,36.9204,28.5333,21.2599,gas
504,487,265,438,4208,4009,4134,4089,193.137,150.066,124.711,108.711,44.381,19.7571,48.2401,22.11,33.2605,35.9356,31.1615,21.2705,gas
582,328,373,479,4214,4035,13,3648,171.622,328.617,242.693,152.752,38.871,18.3088,40.3753,20.3544,34.6375,47.306,38.5097,27.0849,gas
494,402,529,389,4119,4064,3527,23,118.024,287.262,302.09,142.652,38.5281,9.01998,49.9724,11.0748,33.766,34.3764,38.7043,22.2585,gas
464,335,239,466,19,3833,3915,14,218.309,332.274,273.664,254.51,37.6531,20.3435,50.4938,29.8359,23.303,43.4965,33.4815,40.8207,gas
528,409,241,529,4162,3763,6,3529,221.865,233.262,238.267,261.338,41.5203,21.2525,51.9556,23.7361,23.1802,38.2059,46.9778,32.0796,gas
460,552,424,574,4028,4220,4031,4203,114.61,395.387,184.61,138.083,26.6993,20.778,43.3832,19.0879,24.2402,33.7997,26.9968,23.6727,gas
427,532,268,612,13,4119,55,4023,123.154,199.421,249.421,148.853,33.8224,18.9783,52.359,18.6804,27.1084,31.9948,33.5385,27.1799,gas
533,612,313,589,35,4046,4201,3984,200.51,180.894,147.196,281.848,44.1457,21.6327,51.2545,30.8599,32.7069,31.853,21.4241,41.104,gas
426,394,180,520,7,3795,4174,4042,192.652,252.333,110.569,137.255,29.4317,16.4689,56.6761,26.1,18.8712,28.367,29.8684,23.5,gas
543,466,209,435,4173,10,4198,16,163.338,195.522,240.894,294.534,29.6333,19.4627,48.6581,29.6165,29.0136,29.5844,31.2991,34.6683,gas
396,354,353,274,4159,10,31,4151,97.6396,143.823,221.581,154.995,39.0798,13.4949,47.7417,9.04973,28.4195,24.2493,41.7159,20.9672,gas
523,457,211,479,4195,17,43,4123,207.078,185.723,208.208,151.924,40.73,25.0105,55.643,19.7806,28.2937,31.7126,41.0388,36.4219,gas
579,582,374,469,4055,34,80,4022,188.693,232.007,254.593,152.167,42.985,18.8526,49.1453,21.1338,26.0911,29.7864,37.2058,19.3195,gas
391,459,228,496,3,45,4178,4132,253.137,201.966,129.154,154.024,23.2693,23.7099,37.4228,18.0524,21.1712,34.198,31.279,36.2998,gas
586,525,270,552,9,11,4208,4200,246.25,398.843,139.74,141.397,34.7515,23.5404,52.9571,33.4269,23.5879,31.7604,34.5857,23.8644,gas
540,376,243,459,4199,13,4029,3853,239.421,277.546,298.25,266.652,30.9182,19.6464,46.4133,31.8197,19.849,38.8851,33.2467,26.348,gas
732,523,292,602,4116,5,4038,3970,253.764,376.617,264.735,157.095,31.1432,11.8516,25.3864,25.1166,23.3693,38.9991,14.2727,23.6876,gas
479,393,304,378,3675,12,3844,3764,488.357,251.706,198.167,156.794,49.5576,13.5333,52.1702,10.2609,39.5991,38.7656,25.2519,26.154,gas
275,244,242,127,4152,4075,4129,39,198.083,87.397,148.853,75.3553,35.5584,31.6137,20.0199,27.5358,58.8173,38.4713,9.93884,9.13086,injury
221,318,161,173,4167,20,4155,7,70.4853,197.196,117.054,130.51,33.1157,23.596,25.3766,27.5431,52.5509,36.0815,8.44737,12.2153,injury
215,242,227,94,4196,37,3982,4112,138.042,151.054,140.953,66.9117,14.3194,31.6035,23.7313,48.2015,33.6069,28.1505,11.6514,9.12634,injury
291,280,246,84,17,4071,4130,4153,128.527,126.426,110.912,97.4386,25.934,45.1141,22.9058,54.0058,43.5286,52.1369,13.3641,10.0117,injury
213,254,131,192,4218,54,4085,4039,125.782,249.338,86.0833,74.8112,11.2536,37.7407,18.451,34.2784,38.3888,56.4028,7.1958,14.222,injury
193,283,185,125,43,4060,37,4061,89.4558,146.912,89.2548,155.765,42.969,47.807,17.8724,25.734,51.8048,54.3508,9.65855,18.867,injury
233,214,258,130,4104,4023,4073,13,170.752,312.818,145.497,186.007,22.4486,30.4087,33.3957,45.0137,38.1307,28.1815,17.6497,16.1615,injury
222,209,298,107,12,6,22,8,273.907,167.74,123.74,59.0122,18.6926,54.9272,26.7455,56.3768,41.9755,48.6439,11.477,14.2645,injury
186,151,252,191,4216,40,4008,4141,133.196,185.196,227.338,215.137,19.2233,24.9038,29.9297,17.6613,44.1959,25.1667,6.33854,4.69892,injury
198,189,204,132,12,4039,24,4035,226.25,154.61,85.4975,78.8112,21.8872,24.3731,39.1643,49.8979,39.5836,31.9872,7.38892,14.1801,injury
403,520,334,304,4206,3998,4199,31,105.113,293.22,114.811,161.74,20.8426,26.5332,17.9022,26.8483,42.1389,53.7007,23.8261,21.981,injury
575,551,263,306,4154,174,4187,4077,257.622,244.208,112.711,140.953,32.3089,41.6784,19.0782,29.1931,47.5467,55.0046,11.0431,20.0045,injury
537,433,418,179,41,37,4205,4158,210.953,113.841,113.054,133.598,28.367,36.3684,41.2924,51.8333,45.3957,47.0967,17.4136,8.54545,injury
364,387,260,305,4206,6,4210,58,204.167,226.652,109.983,198.309,30.29,26.2506,27.3681,28.7023,55.8536,49.8488,9.16129,13.1076,injury
157,332,295,195,24,74,4080,44,87.1543,182.953,137.782,128.284,6.35714,31.9235,32.4589,31.6333,25.9429,55.238,9.87395,5.86667,injury
217,231,224,127,40,8,4190,4157,169.054,224.551,142.811,91.9411,31.2545,21.2282,27.4617,57.891,42.7876,22.7462,13.9358,7.94872,injury
277,250,235,48,4034,8,4129,26,112.042,347.924,135.539,18.7279,38.013,52.5833,25.7382,31.836,54.6364,56.822,15.5801,15.4418,injury
214,209,295,176,3964,39,4045,41,285.12,137.841,377.12,72.5269,24.7928,36.1222,14.3069,23.4254,54.188,52.5533,9.94277,13.2565,injury
340,259,285,252,93,3905,3985,4108,304.233,139.012,180.995,173.882,31.7691,25.8224,20.0986,29.8988,49.5503,38.3514,11.9846,17.2088,injury
258,299,284,64,23,4099,3992,32,298.877,232.711,330.291,25.8995,17.241,39.1878,24.4757,15.8333,32.1509,31.9471,12.8502,0.708333,injury
316,235,148,135,4053,15,4135,18,327.966,324.25,82.7696,174.309,28.862,37.65,35.6559,51.799,50.6108,51.4381,10.7241,13.0294,injury
329,308,230,171,20,117,4185,64,436.96,299.764,102.569,183.196,44.6302,40.4365,25.3161,19.996,50.6035,52.4665,11.254,21.293,injury
363,266,231,137,134,4086,4134,39,114.61,214.752,212.894,63.9411,28.2952,37.8659,10.452,30.112,45.8436,40.5553,4.90678,16.2705,injury
281,358,207,170,4145,36,4186,37,155.823,392.007,117.397,104.569,25.6933,30.1649,16.0996,33.7,47.4529,52.5443,9.15377,12.6828,injury
259,309,256,208,4176,3873,4166,50,91.4975,199.782,115.054,149.338,10.8002,42.355,11.8954,18.116,25.751,47.6376,5.76202,6.91687,injury
287,245,145,158,4095,7,4154,4084,255.095,124.326,61.9411,197.723,33.4917,18.029,18.5063,51.7407,54.296,22.2446,7.35938,13.7725,injury
361,234,128,173,8,4150,4170,4147,318.409,283.723,64.7696,200.652,11.8399,48.6656,9.26111,46.8736,34.0372,54.0215,3.5348,14.5862,injury
397,290,115,225,4109,4150,4192,15,326.936,140.87,64.1838,165.095,23.3224,60.6667,17.8584,21.3389,48.4944,53.9722,7.37319,11.3091,injury
335,64,435,277,4220,4,3924,4135,74.9117,85.0122,178.711,177.598,23.8807,46.037,35.1755,36.7545,52.8838,53.4815,9.32664,12.2601,injury
472,262,193,82,95,8,4172,4193,287.037,159.397,140.77,55.4558,9.29585,38.0617,34.5319,46.7,37.9044,53.0123,16.416,3.5,injury
388,335,288,134,83,4210,4120,4183,79.6569,218.309,104.083,60.8701,21.4897,44.0873,24.1433,31.6661,45.8275,51.8825,9.435,12.4862,injury
