%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,26,191,116,84,119,301,53,127,91,82,191,147,176,130,296,0,1010,1004,903,984,41,53,3,1018,8,1001,901,962,998,957,976,0,15.8995,67.1127,105.012,39.4558,0,0,0,49.2132,0,70.1838,73.7401,59.598,66.0416,53.4975,94.468,0,27.9524,20.9554,14.2051,7.64583,0,0,0,10.6178,0,23.375,15.615,24.4103,19.5093,22.6667,15.0204,0,28.2381,18.5982,8.79487,3.875,0,0,0,26.2963,0,20.75,15.2451,13.3974,19.6204,22.9892,13.694,flood
35,82,209,92,75,0,43,0,111,0,190,126,172,144,101,226,4,971,987,965,68,0,19,0,1012,0,972,978,1013,1016,959,907,0,35.4558,87.8406,91.1127,58.1838,0,0,0,49.6985,0,70.1838,53.598,68.1838,66.0416,47.598,91.7401,0,25.5873,12.9003,12.3333,10.2037,0,0,0,7.45926,0,20.5715,9.34206,19.902,19.7619,23.4072,11.9853,0,26.869,23.5283,17.2167,5.61111,0,0,0,21.5741,0,20.2888,6.87778,13.9804,17.7857,24.1225,9.65553,flood
0,57,175,105,12,36,61,12,0,25,58,101,57,146,127,190,0,1016,725,28,4,22,949,1018,0,998,11,33,14,9,20,946,0,0,146.024,71.8406,15.6569,30.9706,48.2843,7.65685,0,20.7279,47.3553,87.4558,50.9706,79.2548,72.5685,68.2843,0,0,11.4583,7.76379,8.75,23.5,19.9286,2,0,28.381,24.6233,6.39683,4.33333,18.0694,14.8282,17.801,0,0,17.2303,11.7947,3.33333,2,5.38095,2.5,0,26.3095,22.3467,7.19444,25.0185,17.9443,12.0151,15.5495,flood
32,22,193,99,9,72,16,7,0,2,119,127,76,126,88,182,4,8,1005,23,6,7,14,6,0,3,27,34,13,33,883,947,0,23.5563,136.368,74.5685,0,0,11.6569,4,0,0,81.7817,60.4853,64.1838,77.6396,77.0538,95.0122,0,7.96296,12.3929,9.27778,0,0,26,0,0,0,22.3391,0.897778,9.41137,21.1384,12.3413,18.5018,0,28.5926,10.9571,10.8352,0,0,1.5,0,0,0,22.3807,5.00889,25.2826,21.899,14.6886,17.6588,flood
0,0,208,92,0,0,0,0,0,0,91,83,47,153,97,189,0,0,82,1001,0,0,0,0,0,0,870,14,13,43,20,882,0,0,178.066,80.468,0,0,0,0,0,0,77.6396,116.527,28.1421,102.711,80.7107,219.48,0,0,14.9833,13.7677,0,0,0,0,0,0,13.7259,3.66667,11.9074,15.0302,16.0153,20.2953,0,0,12.4412,14.6979,0,0,0,0,0,0,16.3759,22.4778,27.3241,13.0595,13.1267,10.7085,flood
3,8,108,71,0,6,0,0,0,7,82,106,118,132,102,121,2,2,837,1007,0,8,0,0,0,3,34,841,10,939,28,867,0,4.82843,86.2254,54.669,0,0,0,0,0,2,123.723,66.8701,87.6396,76.2254,45.3137,91.8822,0,0,12.4127,11.3597,0,0,0,0,0,0,20.4773,19.1343,13.778,21.869,3.5226,10.8784,0,0,7.54827,8.87374,0,0,0,0,0,0,18.1872,27.2338,14.8275,18.3438,3.3136,18.2861,flood
0,0,128,82,0,0,0,0,0,0,68,121,101,134,90,149,0,0,21,971,0,0,0,0,0,0,14,31,931,18,36,767,0,0,88.468,63.7401,0,0,0,0,0,0,45.9411,100.669,77.2965,80.9117,68.5685,103.397,0,0,9.01923,13.25,0,0,0,0,0,0,24.4028,5.29727,18.0163,22.4261,12.1813,21.1861,0,0,7.26068,9.5,0,0,0,0,0,0,26.5,14.2224,18.5101,17.7941,7.65497,16.0079,flood
49,13,122,110,36,0,0,0,137,18,118,206,196,78,92,155,1022,6,982,950,5,0,0,0,4,7,8,920,992,963,974,941,0,11.6569,59.8406,67.0122,25.8995,0,0,0,0,19.8995,78.468,94.5685,93.1543,37.4558,82.5685,65.598,0,12,19.3212,16.0273,16,0,0,0,0,9.5,18.2117,11.2917,17.3652,12.4306,25.1667,11.3578,0,29.5,7.14609,6.73492,2.5,0,0,0,0,28.25,19.498,13.9748,18.5689,13.5056,20.2456,9.20146,flood
0,59,119,123,71,20,48,0,70,33,69,141,236,170,82,174,0,16,1005,989,1016,16,7,0,11,5,979,44,811,985,963,1005,0,40.8701,74.9117,76.0833,44.6274,0,0,0,0,24.7279,42.1838,48.1838,93.8822,63.598,43.3553,110.953,0,19.8578,13.0657,13.8085,12.9947,0,0,0,0,3.98148,23.8272,17.0052,17.1959,9.6,21.1452,14.1094,0,27.9575,13.7816,7.42495,3.89815,0,0,0,0,14.1296,24.3735,11.7791,18.6652,4.82222,16.3911,11.2919,flood
115,38,221,100,41,25,16,130,0,43,126,147,118,144,154,249,4,7,922,935,988,1002,1013,43,0,5,914,962,1007,998,983,850,0,29.2132,96.2254,67.598,25.5563,24.4853,16,0,0,27.5563,72.8112,61.3137,112.61,78.2254,79.6396,97.0122,0,9.07407,8.07038,5.55556,3.2037,20,0,0,0,27.1288,19.3432,1.42593,19.3592,12.3136,10.9172,14.4809,0,28.2593,13.7761,19.3333,4.78704,1.58333,0,0,0,25.1061,19.2897,1.34259,25.0603,14.8802,8.87603,12.8151,flood
0,51,150,68,68,17,0,2,1,3,24,155,178,149,120,136,0,12,922,1011,981,4,0,6,2,1,10,20,955,973,911,918,0,24.1421,79.397,47.6985,44.6274,0,0,0,0,0,13.3137,70.8112,110.225,90.2254,45.9411,48.5269,0,25.4944,18.0285,11.9389,13.2976,0,0,0,0,0,14,9.45642,16.8289,17.6488,22.8162,13.8871,0,28.2556,8.14517,6.89097,3.33333,0,0,0,0,0,13.75,16.1393,19.2851,11.6521,14.1037,8.12483,flood
0,15,225,119,83,2,4,0,0,87,67,233,131,136,176,229,0,2,762,989,971,4,1017,0,0,990,954,63,992,919,987,854,0,15.6569,80.9117,69.8406,56.4264,0,0,0,0,56.4264,39.1127,114.569,72.1838,51.8406,58.0833,67.6985,0,18,10.977,13.5333,7.65079,0,0,0,0,23.0461,25.5,5.77131,21.0746,5.97133,16.7437,14.841,0,29.5,13.6656,5.10333,10.8532,0,0,0,0,21.0598,24.1039,8.68051,22.9484,15.5529,15.0485,12.5513,flood
0,14,152,136,8,16,41,0,0,6,68,166,180,152,135,166,0,1017,953,976,9,6,13,0,0,3,940,819,756,928,1000,913,0,0,92.3259,86.0833,0,0,0,0,0,2,46.1838,105.397,102.125,89.397,45.0122,104.711,0,0,11.6252,15.5714,0,0,0,0,0,0,24.2463,9.81319,16.0885,18.9131,15.4385,18.0378,0,0,10.8179,9.61905,0,0,0,0,0,0,23.2268,9.81319,19.5543,15.0588,11.4924,6.59781,flood
124,127,102,66,60,8,16,0,66,68,112,225,165,149,114,126,6,1002,968,1011,986,1003,8,0,964,1005,874,726,844,1006,13,15,0,91.397,65.3553,45.799,40.5269,0,0,0,41.3553,39.0711,74.8112,66.7696,69.598,97.397,69.7401,68.5269,0,11.2602,4.19841,9.33333,6.12319,0,0,0,23.5663,3.72222,20.2478,3.79907,15.4637,19.3424,21.6236,17.1549,0,22.0933,10.4771,1.25,7.67754,0,0,0,23.5137,17.2778,18.0312,10.2979,18.7976,10.7104,17.8173,15.4542,flood
29,89,230,43,48,37,192,28,89,92,91,176,112,169,110,114,3,937,744,18,962,1000,7,12,1021,11,17,901,895,1016,844,1010,0,72.669,137.539,32.9706,35.4558,31.5563,0,0,0,69.1127,62.9117,60.4853,81.4975,74.0833,73.4975,60.4853,0,15.4995,12.0708,2.5,4.5,12.2424,0,0,0,24.7716,24.3177,4.00462,18.4833,12.1232,16.4579,9.66667,0,25.4763,15.2212,7,7.22222,1.75758,0,0,0,24.1698,21.7801,10.0898,22.94,18.9435,10.011,9.5,flood
70,104,168,124,66,7,69,0,0,17,97,181,142,144,97,142,6,974,901,960,997,1012,10,0,0,8,17,968,820,1014,888,944,0,73.8406,95.8822,78.669,42.5269,0,0,0,0,0,125.238,64.3848,86.5685,79.0538,63.8406,73.2132,0,13.2049,15.7741,17.5259,9.31429,0,0,0,0,0,21.8825,7.05388,18.2547,19.9669,23.1237,14.3413,0,24.4477,16.4389,12.9337,6.65238,0,0,0,0,0,14.0454,12.1053,22.8732,17.3692,18.8159,19.1905,flood
25,107,148,68,46,171,0,0,30,64,109,111,137,107,115,187,13,982,931,956,13,42,0,0,1005,988,8,4,823,962,16,988,16.7279,66.8701,86.3259,47.598,35.8995,0,0,0,0,44.7696,69.6396,60.4853,82.5685,47.8406,73.7401,83.1543,13.6481,11.6145,11.0082,7.9922,0,0,0,0,0,23.8775,17.5665,0,12.5306,8.32796,18.0076,12.3153,13.8704,22.0521,11.5366,8.2146,0,0,0,0,0,23.0723,17.2236,0,19.963,7.62634,13.1742,14.1249,flood
0,72,207,162,53,5,0,0,0,14,102,184,121,133,101,208,0,7,10,914,994,2,0,0,0,3,951,50,969,869,996,890,0,0,101.397,146.652,39.5563,0,0,0,0,9.07107,58.3259,101.64,72.9117,74.3259,42.1838,101.782,0,0,20.5201,8.40738,9.33333,0,0,0,0,27.7778,21.0994,12.065,14.6258,18.5738,18.7751,11.2559,0,0,8.98689,10.7318,2.09524,0,0,0,0,28.7778,21.5766,11.1879,24.9069,16.919,17.4626,8.05569,flood
0,0,192,196,0,0,0,0,0,0,3,244,181,182,290,275,0,0,1012,920,0,0,0,0,0,0,1,970,901,980,1015,1015,0,0,77.9828,163.137,0,0,0,0,0,0,0,84.7107,92.2254,79.8406,104.326,106.468,0,0,16.884,14.8848,0,0,0,0,0,0,0,18.0463,14.9355,15.4394,15.8749,11.9541,0,0,11.0677,11.9397,0,0,0,0,0,0,0,20.9707,25.8532,16.7917,14.9699,11.9302,flood
0,71,185,184,86,2,89,165,63,67,105,139,169,150,69,324,0,10,925,953,986,2,28,9,995,15,31,50,955,1001,38,871,0,0,53.598,80.5685,80.7696,0,41.2132,0,36.3848,0,0,71.397,62.9706,79.4975,29.2132,60.0833,0,0,18.6922,9.50182,14.2,0,5.43939,0,8.06061,0,0,20.3625,6.41919,12.8838,27.5704,14.8102,0,0,15.9289,13.5718,3.1,0,1.75758,0,27.3939,0,0,19.2125,9.25253,20.5308,21.0759,13.6898,flood
0,34,263,106,41,0,0,0,0,8,55,210,83,183,108,164,0,12,831,925,980,0,0,0,0,3,996,870,987,965,894,828,0,26.7279,102.569,62.669,26.9706,0,0,0,0,2,36.0416,61.3137,27.799,79.8822,67.1543,80.2843,0,9.7037,13.056,6.23298,6.84524,0,0,0,0,0,25.1078,4.88149,14.875,12.9214,21.3189,9.5219,0,14.2407,7.87202,8.30748,2.54762,0,0,0,0,0,20.1225,8.62967,27.0357,14.5818,18.9336,9.56762,flood
0,88,274,37,54,23,1,0,4,19,15,237,97,149,169,270,0,10,915,33,993,18,4,0,4,4,6,969,1001,987,890,34,0,0,87.8823,22.9706,30.9706,18.8284,0,0,0,13.8995,7.65685,131.054,58.2843,76.8112,52.669,87.4975,0,0,11.7297,2.53175,8.375,0,0,0,0,13.8889,29,7.25079,9.62963,15.2016,21.276,17.2647,0,0,10.4823,14.0794,2.25,0,0,0,0,13.3889,28.5,10.6751,17.3086,16.7015,14.8132,12.6617,flood
0,0,155,91,15,21,9,38,31,3,111,105,126,147,182,173,0,0,1012,940,1021,4,7,991,5,6,945,987,26,997,831,792,0,0,67.1127,70.1838,7.65685,0,6.24264,25.3137,15.8995,0,82.9117,84.0833,70.1838,72.4264,118.953,78.0833,0,0,12.7833,17.1848,2,0,29.2222,7,18.3651,0,11.7167,23.2592,16,13.1726,19.3864,10.1636,0,0,14.9,20.4837,2.5,0,1.77778,2.25,19.1429,0,21.8426,20.3804,18.7576,11.0384,11.8439,17.4278,flood
0,0,187,106,134,103,55,67,31,97,80,92,147,84,144,193,0,0,962,1020,830,980,988,994,10,909,909,9,978,998,965,44,0,0,62.9706,65.4558,86.669,81.2548,36.8701,47.6985,19.3137,55.598,56.7696,54.5269,71.8406,61.3137,66.2843,66.8701,0,0,2.61767,18.4167,15.7111,20.0859,25.4298,9.18552,28.8333,7.37681,23.6285,16.8958,13.4474,0,8.75,9.66975,0,0,6.80678,23.25,23.5444,9.09764,8.00439,9.06109,27,10.6625,19.581,22.0228,19.68,0,9.125,11.7994,flood
0,12,93,36,66,50,68,0,32,51,47,136,155,135,150,186,0,10,22,1002,974,997,966,0,7,1003,959,12,971,982,902,66,0,11.6569,51.9411,23.3137,56.1838,39.4558,49.9411,0,0,43.4558,36.8701,105.497,172.995,84.3259,57.598,66.1838,0,13.5,13.0737,2.25,9.50099,11.4015,10.125,0,0,26.2462,26.2755,4.02074,16.8615,8.38239,17.6994,17.806,0,29.5,18.7995,4.875,10.9187,3.27922,3.94444,0,0,23.9337,24.1431,4.95852,21.2604,18.0296,14.4734,11.8953,flood
0,18,103,111,51,28,53,1,8,26,33,158,125,150,125,130,0,6,31,975,952,1002,956,4,4,6,15,836,57,865,898,869,0,13.6569,62.7696,74.5685,42.0416,21.6569,38.6274,0,0,0,23.799,64.3848,91.0538,68.669,64.3259,90.3259,0,22,4.41,11.1176,11.8222,25.5,21.75,0,0,0,27.369,11.8207,19.8325,21.0264,18.7188,16.34,0,29.5,13.2067,16.4845,4.37222,1.5,2.36667,0,0,0,26.7619,12.5185,18.8038,17.756,17.5975,20.0347,flood
0,12,141,95,95,60,55,40,5,71,46,92,118,172,76,153,0,7,44,12,32,954,958,28,4,954,948,34,19,13,26,44,0,0,68.2843,72.0833,76.3259,52.5269,40.6274,0,0,54.2843,36.6274,73.1127,108.669,73.7401,76.5685,45.799,0,0,12.6211,8.75,15.5144,15.9306,10.1667,0,0,25.1458,27,9.58854,3.52105,5.17188,22.6253,13.5681,0,0,11.5079,15.6887,13.5241,4.64286,1.25,0,0,21.875,24.4375,13.9062,10.1793,8.08635,17.0292,14.6095,flood
14,69,176,77,33,2,3,0,0,27,133,164,149,215,116,124,5,975,918,1007,20,4,1021,0,0,3,16,880,911,38,1000,891,7.65685,45.4558,110.225,45.3553,22.9706,0,0,0,0,6.82843,157.037,75.3553,182.894,75.9828,73.4975,74.669,29,5.625,12.4464,9.07873,3.25,0,0,0,0,0,24.8026,12.9091,15.798,16.5523,16.3521,19.2372,28.5,24.3056,12.8577,7.66635,4.75,0,0,0,0,0,23.9222,23.3963,24.7715,19.2929,15.7359,19.7009,flood
0,117,164,90,111,59,0,0,75,67,122,207,221,235,188,201,0,969,1008,990,998,1008,0,0,19,991,26,921,994,834,909,917,0,49.0122,76.8112,43.1127,51.0122,0,0,0,35.3137,52.6274,57.8406,58.6274,88.669,54.4264,66.4264,75.0122,0,22.3808,17.3367,23.625,9.10084,0,0,0,1.5,18.5,23.1044,6.4375,11.0628,8.75058,14.875,11.8567,0,22.7719,11.4328,6.75,8.95037,0,0,0,15,27.75,23.4639,12.9472,14.9769,18.1477,10.3667,11.662,flood
0,52,189,100,127,16,117,0,124,44,22,231,154,228,46,147,0,999,969,1009,1009,10,8,0,1008,19,6,853,966,982,13,955,0,23.799,93.9828,27.2132,69.598,7.65685,0,0,56.6274,25.5563,11.8995,76.7107,75.0122,77.7401,50.7696,74.3259,0,27.6111,15.6675,13.8808,23.7955,2,0,0,4.975,25.7778,28.2381,19.4369,19.7926,13.6046,21.7333,12.5452,0,27.6111,15.3592,4.31154,9.68466,2.5,0,0,18.3444,28.4444,28.2381,19.8231,19.0898,21.8274,3.65,17.1283,flood
116,165,202,132,130,4,4,0,88,65,90,187,221,116,132,200,13,983,13,985,13,1020,1017,0,1015,963,945,958,991,998,47,899,0,73.6396,85.1543,72.669,68.669,0,0,0,60.7279,37.6985,47.9411,46.8284,122.468,55.8406,51.598,68.8701,0,19.5021,11.1448,11.5506,11.7222,0,0,0,2.66667,25.9932,25.25,5.70833,22.8326,12.3254,21.5115,14.2855,0,16.7688,11.0059,10.1645,11.6889,0,0,0,3.33333,25.5692,23.25,10.0568,21.5445,7.99667,15.7427,15.315,flood
254,241,131,94,142,228,48,0,151,183,161,74,246,88,151,238,4,967,940,972,987,25,7,0,8,1008,915,14,943,1011,64,960,0,109.882,62.3259,50.0416,72.669,0,0,0,44.6274,83.0538,78.468,30.8284,67.8406,42.5269,61.0122,109.74,0,16.5477,9.31602,11.9744,8.1929,0,0,0,19.9222,13.6604,19.0257,1.5,19.8146,17.3103,13.6219,12.2395,0,17.5022,10.9762,2.39103,14.3549,0,0,0,17.4528,22.5848,18.7077,1.75,20.9079,26.4107,11.4534,13.8571,flood
5,48,161,156,72,6,8,25,0,46,68,171,170,141,142,131,1,998,857,890,10,7,4,992,0,10,882,60,974,14,32,906,0,38.2843,72.669,97.397,116.125,0,0,0,0,61.9411,52.7696,71.4558,170.167,56.7696,54.2843,79.0122,0,11.1308,16.9137,11.0787,8.88444,0,0,0,0,16.1667,24.375,11.8796,14.0661,10.6042,18.4697,11.4725,0,27.713,15.373,25.3616,7.36523,0,0,0,0,23.5926,21.4028,19.8944,21.921,13.0625,13.3891,12.2711,flood
0,13,223,193,60,2,15,7,0,23,20,240,120,146,124,168,0,5,62,943,938,4,1013,8,0,1019,1016,34,944,757,847,838,0,11.6569,108.468,99.397,33.2132,0,10.8284,10,0,17.8995,10.4853,71.397,86.4264,73.4975,66.3259,68.7696,0,24.5,16.9981,8.10895,10.4923,0,0,0,0,13.6333,28,11.5294,20.9185,17.3852,22.6,10.6929,0,29.5,10.1636,15.7657,4.89231,0,0,0,0,13.6333,28.5,14.5356,23.3407,17.6381,13.8963,8.66071,flood
5,53,216,99,75,17,3,37,21,52,80,205,131,163,92,166,1,989,938,1005,987,6,4,5,7,4,948,777,966,24,26,907,0,40.0416,123.296,74.669,53.9411,10.8284,0,0,0,56.2843,56.3259,61.3137,89.7401,64.6274,45.9411,64.3848,0,18.7372,13.6646,13.0215,13.9444,27,0,0,0,15.1667,21.6402,6.46692,13.5556,16.2292,19.8519,13.0556,0,28.6859,12.9627,14.9022,6.95118,1.5,0,0,0,25.2222,21.7117,10.6117,18.7011,16.3194,16.5333,9.60444,flood
0,72,161,93,24,73,67,20,0,35,148,172,165,150,177,170,0,4,969,867,12,979,14,8,0,1006,885,42,905,1017,765,944,0,46.2843,80.3259,54.1838,16.4853,45.1127,0,0,0,27.799,79.6396,78.0416,90.9533,57.8406,74.3259,61.3137,0,10.4524,13.446,7.12346,4.33333,9.58333,0,0,0,26.1204,22.4515,9.30404,14.6028,10.645,16.8254,15.7487,0,26.4048,11.4218,12.1346,2.5,3.25926,0,0,0,26.5648,21.7959,12.4517,12.6364,10.165,15.7778,13.8265,flood
5,67,164,93,49,17,0,0,58,66,125,180,151,163,110,185,1,964,991,16,6,12,0,0,31,9,909,37,902,908,10,753,0,49.6985,104.811,55.2548,77.6985,13.6569,0,0,0,85.9828,75.9828,82.8701,90.8112,68.7696,73.4975,67.2132,0,7.91228,12.5034,7.87681,7,14,0,0,0,18.4274,24.7023,11.25,12.0197,14.2104,16.8762,16.9397,0,12.1754,9.72818,10.6689,4,1.5,0,0,0,22.6752,24.0966,18.1003,13.8559,14.312,14.1985,26.0868,flood
0,140,139,0,0,176,93,0,137,0,0,74,160,0,0,122,0,33,969,0,0,764,1003,0,921,0,0,925,998,0,0,849,0,80.8112,67.1127,0,0,66.8701,62.9706,0,71.8406,0,0,63.799,62.1421,0,0,68.7696,0,16.7725,11.0748,0,0,13.4394,4.75,0,13.1412,0,0,27.75,0,0,0,22.6508,0,16.0412,14.4479,0,0,12.7083,14,0,17.7683,0,0,18.25,0,0,0,19.4865,gas
16,99,104,39,77,104,122,0,142,1,0,79,95,75,3,174,8,861,919,1019,1002,951,972,0,17,2,0,898,887,975,2,911,19.8995,74.8112,74.3259,0,48.4853,74.9117,100.912,0,72.9117,0,0,65.2132,65.4558,63.799,0,72.0833,13.6875,16.514,12.9587,0,19.2222,13.9844,4.63426,0,13,0,0,20.7167,5.5,1.83333,0,17.4583,4.625,15.8134,10.2286,0,16.6667,14.1811,15.0556,0,18.9885,0,0,6.03333,24.4,14.1667,0,16.2604,gas
0,63,153,0,0,189,100,0,84,0,0,86,84,0,0,88,0,23,24,0,0,50,934,0,966,0,0,1002,991,0,0,959,0,57.2548,70.1838,0,0,145.48,69.598,0,58.0416,0,0,63.799,64.6274,0,0,66.0416,0,15.6771,14.2014,0,0,15.9127,9.075,0,15.7222,0,0,24.75,13.5,0,0,21.869,0,15.625,20.4063,0,0,14.5548,12.2667,0,19.6392,0,0,3.75,4.5,0,0,26.7905,gas
37,152,216,12,86,173,154,7,164,67,0,126,172,76,42,159,999,13,47,8,947,968,926,6,2,6,0,967,966,969,986,844,28.6274,101.196,86.2254,6.82843,54.9706,71.8406,93.0122,0,149.581,0,0,71.8406,67.1127,44.1421,28.1421,52.7696,27.75,12.8067,12.0596,1.5,28.75,10.6894,11.5046,0,9.43718,0,0,19.6626,19.825,0.75,29,15.1626,14.25,20.7115,12.3039,2,19.375,21.3605,21.3616,0,20.9888,0,0,15.0174,6.36667,5.5,25,16.8646,gas
96,142,127,89,154,110,35,136,136,15,4,187,189,0,221,263,966,13,1010,3,984,982,1005,969,962,3,2,951,984,0,934,985,125.397,148.309,67.1127,0,79.9828,41.3137,22.4853,65.4558,102.669,0,0,82.2254,72.2254,0,90.8112,103.154,24.1667,14.745,9.625,0,15.7549,12.25,0,12.8333,7.13169,0,0,15.4131,10.3307,0,11.0066,14.0866,24.9167,19.0098,25.5,0,13.8092,7.22917,0,7.33333,26.9239,0,0,19.7381,12.0741,0,7.47964,14.7903,gas
173,179,180,180,0,158,178,124,205,56,194,97,257,187,254,230,1015,1007,974,1002,0,6,977,903,22,9,1018,1014,853,1020,2,967,117.74,65.4558,68.7696,69.598,0,126.225,87.0122,49.1127,68.5269,0,77.4975,28.0416,75.4975,84.0833,0,86.3259,11.6667,20.0357,22.8333,15.6228,0,15.3333,19.9074,3.42963,13.8386,0,20.9488,19.6627,19.726,13.1282,0,18.705,12.9167,25.3571,17.5741,22.1009,0,13.125,11.8241,15.4037,16.6401,0,20.6449,12.4902,14.2061,13.0179,0,11.2924,gas
144,123,179,77,33,162,140,91,128,147,142,229,159,152,157,176,1003,966,1010,1020,976,979,1004,993,991,1016,996,957,959,5,29,1008,71.2548,44.7696,67.9411,34.9706,0,68.5269,77.6985,43.799,46.1838,117.054,61.6985,57.2132,63.3553,120.024,0,62.1421,23.5253,17.8333,13.95,15.25,0,25.3782,4.61458,6.11111,6.24359,7.30476,20.7164,21.273,12.7675,10.12,0,0,15.1364,16.2692,16.2875,25,0,23.7372,11.1354,8.16667,7.70513,13.7571,14.4548,17.8813,20.6779,16.3067,0,0,gas
140,106,180,111,53,164,192,153,121,76,116,225,170,94,11,160,1021,1012,16,1016,4,1017,976,1006,977,982,997,936,967,969,5,1002,68.9117,24.9706,76.1838,63.5563,0,67.6985,72.669,56.2843,0,0,54.5269,66.4264,48.9706,44.5269,0,65.2132,15.4179,5.96296,22.0713,7.36667,0,12.7457,17.6984,6.72894,0,0,20.7018,15.0208,16.7043,5.72487,0,8.40741,9.08599,3.74074,9.16718,1.33333,0,9.54568,11.0317,19.6264,0,0,9.58772,17.1979,19.0332,25.8386,0,0.814815,gas
