%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
244,212,219,230,33,5,201,186,220,6,6,18.5,12,0,0,8.5,3.5,10.5,1752,1756,1816,1839,1843,5,1835,1804,1839,fire
375,557,184,531,230,679,346,345,171,20.5,19,5,18,8,26,24,0,0,1832,1833,1835,1838,1846,108,1841,1838,32,fire
200,543,523,484,210,343,382,415,383,11,12,22,25,8.5,8,3.5,11,13.5,1789,1673,1846,1749,1826,2,1843,1838,6,fire
519,538,100,312,846,317,254,323,538,14,22,8,5,0,9.5,18.5,7,7.5,1821,1828,1832,1838,72,1815,1837,1833,1843,fire
268,580,298,255,65,314,286,397,378,11.5,16.5,15.5,16,7,3,20,2,0,1738,1773,1829,1845,1842,1814,1836,1828,1830,fire
512,724,264,377,131,320,241,249,286,0,15,13.5,14,4.5,0,15,11.5,21,42,1812,1827,1841,1809,1837,1845,1826,1832,fire
94,1070,18,319,128,372,303,442,409,4.5,17.5,0,8,9.5,10,6.5,4.5,0,1842,1803,9,1841,1838,1832,1835,1837,1838,fire
304,874,381,486,225,416,413,466,325,14.5,10.5,20,11,6,0,8,11.5,0,1841,1841,1840,1836,1822,1843,1833,1668,1840,fire
127,539,127,422,339,273,130,479,188,11,8,2.5,5,2,15,8,17,16,1838,1683,1813,1846,1842,1843,1834,1821,1841,fire
259,841,15,311,221,357,317,534,235,5,11.5,0,5,2,7,0,0,9.5,1821,1807,1843,1831,1738,1835,1845,1827,1843,fire
428,810,37,337,109,353,366,420,284,16,10.5,0,4,4,10.5,9.5,4,3.5,1838,1686,6,1840,1833,1820,1837,1824,1834,fire
58,142,38,315,348,272,55,109,62,10,0,2.5,47.5,24,24.5,9.5,9.5,8,11,4,4,28,62,1658,1814,1766,1778,flood
7,3,82,230,306,226,179,162,9,0,0,15,25.5,23,37.5,20.5,23.5,1,2,3,1760,36,44,1489,1624,1598,6,flood
51,65,142,328,398,217,135,35,10,6,0,19.5,46.5,23.5,34,11,2,0,12,2,1786,1573,1504,1638,24,14,1846,flood
43,42,44,245,295,281,33,49,19,7.5,6.5,4,26.5,21.5,24,6,0,0,1819,1841,1819,1684,1618,1693,21,10,10,flood
0,0,44,252,242,242,124,110,63,0,0,9.5,29.5,24,27.5,9.5,10,0,0,0,1790,24,35,1760,1785,1695,7,flood
156,125,112,291,338,242,125,259,77,32,11,5.5,20.5,15,16,8.5,7,11,4,1769,1776,1829,1703,1771,22,25,16,flood
232,199,159,192,321,317,136,314,199,25.5,11,15,7.5,12.5,10.5,20.5,18,16,1792,65,1730,1646,37,1825,1781,1775,1828,flood
353,352,307,349,441,454,264,336,200,20,16,36,14.5,9,12,12.5,15.5,10,1822,1806,1729,1816,1764,1695,12,1779,1837,flood
299,296,258,320,338,315,291,374,245,10,12,5.5,11,13,18,36.5,18.5,12,1843,1719,1821,1700,12,1792,1846,1785,1817,flood
219,274,221,180,347,238,228,389,303,13.5,12,15.5,7.5,16,15,25,30.5,26,1836,1759,1796,26,199,1836,1830,1824,1810,flood
7,51,5,252,274,243,74,31,11,0,8,0,38,20.5,24,5,2,0,1848,11,5,1733,1417,1491,1785,20,6,flood
144,152,179,137,236,94,185,93,127,15.5,7.5,20.5,12.5,13,0,22,4.5,1,1777,1739,1781,1794,1675,44,1768,1816,1826,flood
176,104,175,130,249,246,169,127,31,17.5,7,20,8,13,21.5,16,10.5,1,16,1795,1740,1715,1669,1616,1738,1761,15,flood
68,72,143,229,240,223,143,151,20,1.5,6.5,19.5,18.5,13,8.5,18.5,7.5,1,1814,1825,13,1627,12,1658,1764,1750,1838,flood
23,54,9,269,287,286,76,60,144,3.5,6.5,1,24,17.5,17.5,6,5,0,20,7,5,1565,21,1631,14,1811,23,flood
258,181,167,285,481,419,114,286,192,18,11,13.5,13.5,20,19.5,28,17,10,16,17,9,1577,1837,1824,54,1826,1843,flood
426,319,209,341,425,506,239,487,343,15,13,3,9.5,13,20,9,15,16,1846,1798,1806,1726,30,1815,1835,1774,1824,flood
269,230,130,227,380,275,115,235,236,23.5,15,2,8.5,6.5,6,2,19,22,1841,13,1794,1804,1658,17,1829,1830,1827,flood
175,147,55,269,477,307,118,77,59,13,5,1,11,20.5,14.5,19,11,5.5,1838,1825,4,1803,1614,1717,1769,1809,1823,flood
202,193,141,205,567,389,141,253,201,17,8,19,19.5,17.5,15,14,10.5,21.5,1837,1811,1822,1814,1825,1664,1829,1823,1836,flood
52,52,89,263,344,227,46,18,0,12,5.5,11.5,24,26,30,10,1,0,1800,1823,1844,1726,9,1676,8,10,0,flood
17,9,89,329,306,247,127,176,53,2.5,0,27.5,31.5,23,28.5,20.5,15,5,7,6,9,1565,1822,11,1766,1792,1783,flood
62,0,113,340,305,267,260,249,103,0,0,4,30,24.5,26.5,22,20.5,17.5,3,0,7,1764,1736,1712,1602,1692,1825,flood
26,66,84,310,320,336,96,122,25,4,2,5.5,32.5,20.5,93.5,12.5,12,4.5,1820,1807,1814,19,1754,1533,17,1727,1836,flood
30,13,96,185,249,211,167,218,100,4.5,0,26,32,24.5,21.5,13.5,12.5,18.5,3,6,7,1702,1802,1722,1760,1671,1822,flood
300,98,133,392,350,376,167,317,184,17.5,10,1.5,20,14.5,12,2.5,17.5,14,1786,1759,1833,1820,1810,1826,1790,1789,1710,flood
306,166,218,481,486,287,170,298,211,16,8.5,18,18.5,11.5,8,5.5,16,13.5,1845,7,1758,1836,1713,1815,1696,1825,1800,flood
375,134,230,343,300,152,299,379,339,29,11.5,7.5,14,15.5,6.5,13.5,23,20.5,1813,1827,1819,1766,1514,1808,1767,1685,1837,flood
383,204,319,259,256,99,219,262,252,16,12,19,8,14.5,3,11.5,16,15,1815,1752,1786,1821,1800,53,1708,1809,1806,flood
246,170,169,401,345,223,183,328,183,27,8,11,13.5,7.5,12,20,18,16,1826,1809,5,1772,1831,20,1737,1715,1818,flood
1,37,111,194,286,233,18,26,76,0,4.5,0,24.5,17.5,17,2,0,0,1,14,8,1821,1732,1668,16,12,36,flood
77,51,0,195,444,204,97,133,118,14,2,0,22,25.5,24,13.5,17.5,10,1837,1838,0,1768,1781,1767,1823,1731,1740,flood
127,132,169,173,393,351,130,150,247,20,2.5,14,17,21,21.5,23,19,0,1820,1773,1834,57,1658,1782,20,1836,2,flood
133,87,23,301,333,291,82,111,115,13,9,2,20,17,22,5.5,7.5,14.5,1672,1775,8,1689,1816,1650,1788,1774,1766,flood
79,93,132,204,366,274,88,111,161,13,5.5,7,22.5,19,24.5,31.5,14.5,0,1818,26,5,1688,1438,1753,5,1765,1819,flood
96,102,23,277,504,365,67,6,157,7,3.5,0,22,23.5,16.5,13,0,0,1839,1833,8,1639,1533,1810,1843,8,1813,flood
166,440,152,343,413,391,253,180,74,19,22.5,16.5,25,12.5,27.5,30.5,10,9,1807,1809,1844,1587,1830,1790,1783,1761,1835,flood
243,243,331,432,368,425,142,340,80,21,4.5,0,27.5,8.5,18,1,26,8.5,1756,1833,1840,1768,1810,1707,1812,1813,1831,flood
9,302,24,276,225,428,173,156,5,0,21,1,15,8.5,14.5,17,5,0,4,1836,1838,1746,40,1712,1790,1805,6,flood
40,322,456,310,242,319,154,117,52,5,19.5,0,16,10.5,5,69.5,8,5,10,1814,48,1678,1738,1829,82,1808,1812,flood
79,90,71,216,300,220,70,127,94,14,7,4.5,24.5,10.5,11.5,12,13,15,1778,12,1779,8,24,1781,6,3,1798,flood
129,51,59,156,308,109,73,116,122,12,3,10.5,10,21,8,8.5,17.5,19,6,4,1809,6,1602,1800,10,1668,1812,flood
132,112,62,223,195,130,96,128,146,9,13,10,15,13.5,12.5,5.5,15,18,17,6,1816,1620,19,1707,1769,1718,1778,flood
157,112,85,178,226,208,70,177,124,20,9,14.5,13.5,12,15,8,20,18,1615,19,5,1622,50,1768,1719,1685,1807,flood
99,73,67,216,168,163,113,137,36,19.5,9,23.5,11,13,15.5,7.5,12.5,5,22,2,1762,26,19,52,1721,27,1792,flood
240,170,108,225,317,233,63,157,222,19.5,17,5.5,9,10,9.5,3,13,20,1845,1764,1780,31,24,1820,5,1834,1835,flood
268,274,287,179,328,284,180,201,184,17,10,14.5,9,12.5,4.5,5,13,14,1812,1726,1781,8,1746,1636,1776,42,1801,flood
344,261,199,204,202,173,211,364,293,17.5,12.5,8,9,12,17,9,24,24,1813,1617,1820,1840,1819,1837,1645,1613,1810,flood
245,219,114,281,265,209,132,199,227,12,12.5,3.5,32.5,13.5,8,5.5,11,20.5,27,1684,1844,66,1662,1608,1755,1839,1811,flood
283,192,125,212,305,216,177,273,278,18,11,11.5,8,8,13.5,23.5,23.5,26,1752,1826,1829,1755,1780,22,1779,1736,1807,flood
41,9,53,280,248,239,40,152,75,7,0,11.5,29,28.5,26.5,14.5,17,12.5,14,1836,1783,1645,14,19,5,1776,1805,flood
58,29,33,238,297,235,37,74,94,13,0,4.5,25.5,37.5,23.5,6,8,14,11,1840,1833,20,35,1844,38,26,1818,flood
50,0,53,252,219,235,31,79,64,8.5,0,7,26,26,25,2.5,10.5,10.5,1806,0,15,29,29,76,18,1805,1731,flood
62,29,52,199,227,241,43,42,102,10.5,3,11,19,23.5,29,5.5,10,0,20,5,13,1530,55,1564,1840,1788,16,flood
1,32,99,257,239,206,9,63,5,0,1.5,11.5,43.5,19.5,31,0,9.5,0,1,7,13,21,35,1611,10,1800,6,flood
290,67,170,252,438,303,170,268,240,17,1,2,15.5,26,19,10.5,20,22,1840,1816,45,1710,1684,1812,1780,1800,1704,flood
277,209,128,308,290,328,147,285,251,15.5,14,4,17.5,9,15,11,16,21,1839,1761,1809,1699,1492,1746,1796,1816,1804,flood
229,86,172,241,308,264,147,372,213,23,2,3.5,14,18,14,20,23,15,1832,1838,5,1719,1711,1789,12,1795,1832,flood
292,219,184,122,163,195,188,325,178,21,13.5,16.5,6,7.5,9,46,24,17,1805,1679,1731,1811,113,20,1800,1820,1825,flood
256,354,207,209,199,174,298,334,206,14,14,12,12.5,6,10,11,12.5,13,1721,1672,1838,1842,1763,1816,48,1840,1813,flood
58,90,54,233,385,250,99,23,0,10,5.5,9.5,20,30,25.5,11.5,1,0,1790,10,1809,28,1481,1730,1836,16,0,flood
29,118,153,205,299,334,117,69,112,4.5,12.5,16,43,12,22,16,8,0,1836,22,1735,1677,1744,1576,1843,29,17,flood
71,54,86,310,341,224,103,173,81,12.5,1.5,14,26,24.5,18.5,13.5,12,8.5,1768,1827,1718,1632,1674,1575,1809,1706,1824,flood
1,139,62,215,326,269,112,81,51,0,15,6.5,24.5,26.5,21.5,14.5,0,0,1,1744,9,1623,80,1752,1835,15,23,flood
28,77,135,284,437,333,129,123,37,5,7,21.5,33,25.5,29.5,21.5,14,0,11,1802,1751,1442,1719,1616,1757,1790,14,flood
158,98,89,208,238,276,94,158,122,17,5.5,2,18,17,17,5,20,17.5,1835,8,1806,1830,1538,1795,1800,1754,1696,flood
128,112,48,174,210,193,59,150,143,12.5,17,6.5,15,5.5,16,9,20,19,34,1801,9,49,77,1735,4,1649,1725,flood
148,151,86,249,282,217,88,139,180,22,4.5,10.5,17,16,15,12,10,14,1588,26,1788,56,22,1689,8,34,1698,flood
159,86,106,186,269,153,142,152,173,18,6,5,13,14.5,11.5,11,7,22.5,10,13,1772,11,43,1815,12,48,1758,flood
95,104,114,194,246,187,145,175,140,9,14,36,12.5,14,11.5,15.5,6,15,1737,1773,1722,23,24,21,1679,1675,17,flood
29,56,47,224,343,373,66,63,137,6,2.5,6.5,33,23.5,38.5,9,5.5,0,11,15,1829,1619,1432,1738,1801,1809,22,flood
87,188,184,216,386,198,102,65,0,16,10,10,36,11.5,17.5,19,8.5,0,17,1695,1633,28,128,1751,1785,1808,0,flood
58,111,161,201,366,232,81,120,31,13.5,8,7.5,33.5,12,16,12,10,5.5,12,1790,13,1575,86,1838,1705,1831,1823,flood
77,113,61,175,325,299,107,111,47,14.5,5.5,12.5,23.5,17,19.5,17.5,11.5,3,12,1786,1820,20,1769,1601,1820,1744,12,flood
113,106,116,194,346,194,114,55,6,20,3.5,22.5,18,22.5,22.5,6,8,0,1741,1824,1764,18,31,1771,21,1771,1842,flood
153,137,71,284,321,221,83,149,171,11,13.5,6,9.5,18.5,8.5,5,24,19.5,1799,25,1823,97,1538,61,5,1821,1789,flood
272,303,165,284,145,116,110,319,255,32.5,13.5,8,19,10,7.5,14.5,16,21,1827,1841,1794,22,1780,1837,45,1738,1835,flood
320,334,160,223,127,197,185,347,260,17,23,3,17,5,9,14,10,26.5,1829,1614,1834,1588,1832,1761,1780,1758,1658,flood
342,241,169,218,201,170,298,267,148,15,12,7,7,8,6,21,32.5,12.5,1771,1656,1825,1800,1678,1767,1835,1827,1767,flood
352,275,241,194,411,159,241,163,270,33.5,17.5,8,8,7.5,5,46.5,14.5,22.5,1812,1785,1783,16,1824,1799,18,1694,1820,flood
50,40,55,216,361,313,110,114,71,8,4.5,6.5,50.5,23,39,13,8,5.5,10,8,1799,1599,1577,1766,1762,1766,1803,flood
21,50,14,334,447,527,130,106,189,0,7.5,2,27.5,12.5,32.5,7,7.5,0,14,1841,5,1696,1775,1627,1843,1834,2,flood
4,175,7,117,406,336,170,168,131,0,15,0,19,16.5,22.5,27.5,12.5,7.5,4,1805,3,1748,44,1749,1741,1705,45,flood
24,94,53,192,439,279,87,63,51,4.5,8,10,21.5,17.5,21,13.5,4.5,2.5,8,20,1805,1713,49,1714,1722,24,1809,flood
54,78,63,251,459,213,118,148,52,0,8.5,9.5,26,18.5,21.5,15,17,5.5,5,15,4,1608,108,1730,1811,1784,44,flood
0,8,95,328,332,194,86,64,112,0,1,8,32,23.5,8,7.5,7,19,0,6,7,1636,1773,1812,1743,1809,1806,flood
83,9,190,290,383,131,235,165,158,0,0,23,17,19.5,0,8.5,15,17,1848,3,1784,56,33,1791,1515,1708,1625,flood
32,72,96,221,234,222,142,173,29,6,3,14,31,23,10,18.5,17,5,1816,13,1773,25,1778,1787,10,1582,10,flood
6,77,86,204,203,225,91,161,81,0.5,8.5,12,34,18,20,18,17,12.5,5,14,1808,1489,1736,1647,1767,1766,1790,flood
23,20,124,185,253,222,172,132,71,5,2,11.5,22,22,18.5,23.5,14.5,11.5,16,5,1701,11,1457,1817,36,1833,1826,flood
693,120,108,205,600,496,570,742,255,17,6,5,8.5,9.5,12,20,17.5,17.5,1846,1839,1838,1843,1826,1828,1826,1845,1845,flood
623,661,94,138,366,150,514,496,340,25,15.5,0,8.5,11.5,8.5,33,13.5,18.5,1836,1768,1840,1793,1831,1729,1845,1830,1831,flood
777,99,282,240,547,317,434,477,347,13,7,21,6.5,5.5,13.5,45.5,17.5,10.5,23,1842,1818,1844,1837,1837,1822,1825,1836,flood
396,310,167,467,370,166,270,535,355,16,18,11.5,8.5,11,7,12.5,19,11,1831,1820,1834,1815,1774,1826,1793,1822,1734,flood
595,535,27,108,7,12,455,433,532,15,20,3,7.5,0,0,22,23,18,1844,1809,7,1756,8,4,1838,1842,1760,flood
96,65,96,238,343,325,75,101,57,16.5,1,11,25,23.5,26,13,14.5,0,1791,1777,25,74,1435,1646,1741,1792,24,flood
44,288,126,468,260,398,171,78,166,6.5,19.5,16.5,23,10.5,35.5,19,2,0,1818,1737,1830,1504,1739,1804,1816,16,14,flood
139,293,99,148,367,381,190,32,2,0,25.5,7.5,40,24.5,31.5,20,2,0,1843,1829,31,14,1709,1818,1828,1830,6,flood
76,298,160,252,374,345,179,135,226,8.5,21,19.5,35,13,23,25,15,0,1806,1763,1752,1662,1816,1793,26,1821,25,flood
115,356,296,316,314,276,200,118,87,15.5,17,30,26,18.5,29,21.5,11.5,0,1760,16,1822,1711,1557,1769,1780,1789,1845,flood
51,71,81,231,330,287,114,83,87,11,3.5,19,24.5,14,21,40.5,12,13.5,1759,17,13,20,70,1532,9,1731,1757,flood
96,92,60,226,337,370,103,104,109,0,12,6,51,16,24,13.5,15,16,9,1749,1821,1600,1618,1829,21,1794,1800,flood
43,89,116,202,409,262,117,98,50,9.5,6,18,53,13.5,12,18.5,10,7,1791,1813,4,1558,120,1686,1823,1801,1792,flood
78,117,113,320,336,226,151,82,43,12.5,5.5,17,19,21,16.5,20,12,2,1787,3,1738,1699,11,89,1682,1805,1826,flood
40,141,145,302,306,235,114,76,38,7.5,8.5,33.5,21,19,25.5,11.5,10.5,2,12,1715,1630,50,1628,1677,1660,17,1811,flood
441,151,152,571,785,636,596,523,269,15.5,10.5,3,4.5,19,13.5,13.5,21,10.5,1836,1844,1830,1840,1842,1835,1819,1697,1837,flood
688,535,381,215,344,290,609,437,393,14.5,10,13,11,9,17,16.5,12.5,16.5,5,1813,1831,1814,1837,1806,1826,1834,1811,flood
665,546,225,254,91,101,446,431,364,11.5,16.5,8.5,3.5,7,10,42.5,22,12.5,1805,1825,1820,1838,1823,1826,1821,1674,1812,flood
561,124,272,194,350,147,334,418,360,22.5,9.5,27.5,8,22,4,25,17.5,13.5,1845,1844,1818,1842,1838,1840,1812,1825,1827,flood
505,533,465,78,28,289,230,635,313,26.5,21,18,7.5,0,0,23.5,32,13,1818,1841,1819,1845,1835,27,1810,1806,1840,flood
210,324,95,495,154,298,202,377,383,8.5,25.5,3,46,7.5,12,3.5,12,20,1830,1803,1844,1792,34,1796,42,1736,1816,flood
507,320,226,516,323,132,395,482,316,14,8,23,4.5,5.5,7,12,11.5,19,5,1764,1833,1833,1794,1841,1725,1807,1807,flood
373,286,300,342,199,58,244,426,233,0,23.5,18.5,12,7,11,8,24,12.5,1845,1829,1708,1837,1836,1836,1736,1782,1822,flood
241,240,71,162,218,188,196,410,188,17.5,17.5,4.5,22.5,10,8.5,17,23,11,1807,1707,18,4,1785,1796,1765,1650,1808,flood
393,416,380,384,132,23,354,361,283,0,28.5,16,10,8.5,2.5,12,25,28,1647,1641,1712,26,1793,1837,1847,1791,1783,flood
38,244,72,40,248,91,91,266,9,8,46,5,0,10,0,0,11.5,0,1784,32,1756,7,1800,1774,1788,1646,11,gas
53,216,80,20,234,99,121,281,7,27.5,46.5,13,2,17,13,6,19.5,0,8,47,1780,1823,1494,1790,1830,1763,1844,gas
123,180,28,0,227,34,61,318,10,0,19,5.5,0,5,5,10,23,1,3,1777,23,0,1806,16,1827,1378,1844,gas
84,338,85,72,318,156,169,362,26,14.5,55.5,9,11,18,11,10.5,33,0.5,1795,2,1731,1809,1759,1823,1826,1773,1840,gas
173,339,26,279,344,90,308,182,193,29.5,32.5,2,26,29,0,22.5,5.5,6,14,1643,4,1684,1755,19,36,1769,1776,gas
172,175,201,182,205,225,166,189,94,35.5,18.5,35.5,27.5,39,15.5,23.5,14.5,13,9,14,31,1827,78,46,1792,1755,13,gas
132,108,161,187,203,167,95,144,90,5.5,14.5,19.5,14,15,3.5,17,30,31.5,1825,1790,1756,1828,22,75,1756,1800,1805,gas
209,158,107,190,214,213,112,46,140,15,12,15,29.5,36,37,10,3,18.5,19,17,1817,1817,1770,1746,1780,28,1822,gas
61,111,107,205,228,207,118,123,80,6,16,13,8,23.5,11,11.5,9,12,26,26,1748,1797,1814,1581,1830,1816,1815,gas
152,101,100,185,220,184,67,50,141,21.5,19,30,31,21.5,20.5,6,8,11.5,13,16,1730,23,22,1744,19,17,1827,gas
252,181,7,263,212,185,10,307,102,15.5,12,0,25,5.5,10.5,1,3.5,5.5,1840,1750,12,13,1758,1798,1846,1753,1825,gas
232,107,210,296,222,286,183,124,65,15,7.5,15.5,18.5,7.5,8,5.5,28,1,1743,5,1739,1798,1791,1817,1744,1793,1830,gas
234,191,218,196,204,202,43,139,150,9,7.5,9.5,8.5,7.5,3,5.5,3,7.5,1722,1620,1701,1769,1793,10,1824,1686,1800,gas
183,162,111,178,234,157,77,141,23,15.5,16,15,5.5,9,9.5,2,4.5,4.5,6,5,1830,1820,1788,1642,1823,1803,12,gas
103,237,169,155,161,157,21,228,93,7,21,9,2,10,3,2,9,1,1785,1774,1839,1822,1825,1826,1839,1715,1831,gas
112,195,222,106,196,152,214,231,192,5.5,19.5,14.5,25,37,22.5,14.5,17,25,15,19,1694,14,1689,1697,1806,1663,1790,gas
106,169,166,130,186,141,207,175,126,13,19,12.5,31.5,22.5,30,13,15,25.5,1777,1719,1743,1740,1711,1646,1766,1818,1784,gas
122,187,182,111,172,121,154,177,142,5,9,15.5,24.5,29.5,10,17.5,25.5,26.5,23,1722,1671,1829,1769,1826,1811,1788,1803,gas
180,134,232,198,169,113,214,177,150,27.5,13.5,22.5,28.5,19.5,27.5,22.5,27.5,36.5,1743,1807,31,1796,1763,1802,1751,1770,1798,gas
100,166,135,133,132,118,132,137,131,24.5,22.5,15,18,32,21.5,29.5,31.5,44,1714,28,4,1835,1740,1818,1768,1764,1771,gas
18,324,10,73,220,102,0,189,5,0,20.5,0.5,4.5,4.5,1.5,0,3,0,4,94,7,1786,1726,29,0,1683,6,gas
247,178,14,194,262,227,146,227,164,15,8,4,8.5,5.5,8.5,0,5,13.5,12,1766,27,1804,1830,1799,7,1813,1781,gas
190,149,162,18,469,22,5,187,218,19.5,5.5,11.5,0,17.5,2,0,2,4.5,23,50,1780,3,1803,1831,1844,1815,1781,gas
97,238,153,205,126,183,67,211,186,4,10.5,8,12.5,4.5,1,0,10,14,28,1752,16,1835,1824,1827,12,1773,1708,gas
295,99,266,273,184,291,6,232,234,9.5,4,8,13.5,3.5,10.5,0,9.5,7.5,26,1789,1818,1819,1788,1603,3,1772,1834,gas
215,379,196,204,270,405,7,378,277,9,13.5,15.5,20,10.5,15.5,0,13,20,1838,1712,23,1779,1690,1842,5,53,1655,gas
218,283,212,140,479,143,319,426,153,17,28,20.5,7.5,17.5,18,0,14,9.5,1830,7,1834,1759,1711,5,22,1776,1845,gas
251,205,147,112,369,293,173,384,292,25,10.5,11.5,7,19,14,0,7,11,1608,1827,1840,1761,1807,1816,11,1842,1843,gas
299,351,244,161,503,190,109,441,414,24,16.5,6,12,26,8,6.5,37.5,38.5,1840,1845,1816,20,1794,1835,1842,1831,16,gas
313,255,211,249,290,308,203,273,292,25.5,11.5,10,19.5,25,26,19,45,53.5,1826,1816,1838,25,1713,1739,1829,1821,1709,gas
299,303,184,104,426,200,87,333,208,11.5,21,20.5,3,9.5,4,8,12,10.5,1802,1805,33,13,1719,1801,34,31,7,gas
218,356,156,168,436,315,172,240,202,19,14,8,10,15.5,5.5,3,5,14,11,1754,1843,1742,1765,1726,1819,5,36,gas
420,154,172,241,266,265,181,225,203,23,7,18,18.5,16,20.5,14.5,10,24.5,14,1775,1808,24,1789,1683,1794,1782,1733,gas
159,240,168,244,299,244,298,133,112,31.5,31.5,12.5,21.5,31.5,29,17.5,22,16.5,18,1820,1755,1800,51,16,1608,1813,1793,gas
319,263,131,310,370,312,225,275,228,10,32.5,15.5,21.5,18,21,2.5,26.5,31,1782,1841,25,1791,1725,1842,1739,6,1653,gas
131,200,171,181,212,151,155,128,204,36,45,21,22.5,26,23.5,11.5,15,12,49,1785,1750,15,1839,1753,1841,1828,1839,gas
222,190,172,208,222,208,208,168,145,12.5,22.5,35,20,27,17,23.5,10.5,16.5,1817,1773,13,1803,1846,1695,1841,1828,1813,gas
221,163,163,207,205,170,186,178,116,14.5,18,8.5,23,21,12,19.5,16.5,10,1825,8,1821,1803,1830,1841,1784,1797,1759,gas
157,139,137,187,217,199,119,146,136,9.5,11,14.5,21.5,32.5,16.5,30.5,15.5,9.5,1819,1675,1815,1806,1772,1801,1832,1807,1816,gas
179,153,178,200,220,192,185,141,168,10.5,11.5,30,21,22,20,22.5,17.5,12.5,1655,1809,1696,1723,1840,1811,1825,1822,1835,gas
146,172,49,152,147,171,131,133,125,15,15.5,32.5,15,26.5,17,2,9,8,35,1713,14,1806,1801,1791,1795,1814,1783,gas
240,243,51,243,338,216,178,120,174,19,88.5,0,45.5,10,3.5,12,2.5,4,1822,1800,1834,1765,1779,1791,1838,1813,1813,gas
227,169,209,308,259,191,156,188,185,21,10.5,32,16.5,21,19,14,28.5,4,1772,1796,1766,1717,1719,1829,1813,1706,1832,gas
233,233,186,199,226,173,175,109,145,19.5,22.5,6.5,7.5,22,19.5,6,7,4,1719,1787,1820,1835,1817,1683,1834,1761,1812,gas
210,206,175,192,262,199,136,86,191,29.5,29,17,20,26,20.5,21.5,25,7,14,1686,1842,6,23,1815,1782,16,1735,gas
129,136,122,42,228,127,0,260,144,24,14,20,2,12.5,0,0,0,0,1797,1626,1724,1792,1830,1834,0,1806,1820,gas
120,190,116,72,203,108,0,266,149,46,31.5,17.5,13.5,10.5,0,0,7,4,4,11,1781,1756,1722,1819,0,1758,1721,gas
212,216,152,100,181,125,153,210,144,30.5,6.5,7.5,5,9,1,6.5,6,5.5,5,39,1823,1807,1772,1802,1818,1653,19,gas
149,252,268,164,161,154,189,277,190,5,24.5,15.5,15,9,12,5.5,6,7,33,5,1798,1789,1810,1834,1830,22,1808,gas
57,232,105,44,214,127,57,223,132,6,18,13.5,1,22,9,4,23,14,1742,1435,1785,1820,1725,1820,1792,32,1825,gas
137,180,152,190,191,160,153,127,101,10.5,8.5,5.5,30.5,27,12,10.5,13.5,7.5,1794,1807,1765,1801,1821,1728,1805,1832,1828,gas
172,155,182,196,198,191,112,132,89,8.5,23,10,24,26,12.5,8.5,19,13.5,1798,1839,10,1830,1839,5,1828,1736,1824,gas
311,313,250,239,214,228,272,126,228,20,10.5,7.5,30,17.5,13,27,8.5,15,1837,1807,1768,1814,1845,1815,1723,1841,1836,gas
192,141,125,173,165,184,106,130,152,14.5,7.5,14.5,32.5,3,9,13,12,8.5,1837,1843,1782,1832,1836,1813,1805,1826,1807,gas
219,180,149,189,149,177,116,55,145,14,12.5,8.5,11.5,10,8,6.5,1,9.5,1821,1795,1786,1736,1820,1841,1793,1844,1709,gas
223,211,199,155,278,300,318,216,351,28,54,37,8.5,16,11,0,9.5,9,1830,1781,1724,1699,1769,1775,4,1728,1795,gas
204,312,208,136,160,349,203,341,189,28.5,25,26.5,11,12.5,6,0,22,9,1843,1787,1787,1797,1721,1821,14,17,1809,gas
266,287,197,116,385,208,68,292,205,20.5,52.5,20.5,16.5,12.5,1,0,7.5,13.5,1788,1763,1829,15,1827,1760,1833,1639,1811,gas
