%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
166,239,175,160,4,168,193,175,89,12,20,5,9.5,0,12,24.5,34,12.5,32.0767,23.4551,12.0417,25.048,0,24,21.051,18.2662,10.7233,26.8261,16.9694,20.3875,34.0031,0,19.9,24.0878,30.0384,7.67833,fire
282,252,205,159,41,146,194,163,145,20.5,12,5,0,0,1,12.5,18.5,22,16.3803,24.06,12.7533,0,0,12.75,22.6733,25.5708,13.7058,18.8303,20.4361,20.84,0,0,19.5,33.6667,21.9222,15.3162,fire
242,213,218,112,14,179,188,309,128,11.5,17.5,12.5,17.5,0,2,15.5,8.5,18.5,28.4088,24.858,13.1793,18.2263,0,22.8333,19.4004,23.0417,10.1948,14.7917,16.5018,14.4946,9.52874,0,31.8333,29.2441,32.1,12.5216,fire
244,411,244,149,142,137,247,344,212,14.5,17,22.5,21,0,0,19.5,29.5,21.5,22.0314,15.5903,21.5443,18.9769,0,0,26.4884,26.5278,17.3945,12.0096,16.3362,22.6252,13.1089,0,0,27.1926,24.995,17.3762,fire
35,208,179,169,86,109,168,66,141,0.5,22,18.5,24.5,2,0,9.5,5.5,14.5,40.3333,20.0726,11.6209,23.9911,1.75,0,23.8348,16.3914,9.69345,13.3333,32.5742,19.5193,25.0794,29.25,0,18.6213,38.7475,16.631,fire
127,251,167,227,59,165,150,132,147,9,6,18.5,12,7,4.5,42.5,4,4.5,35.6482,21.1458,7.42146,15.2143,7.25,6.03704,28.0272,12.2778,4,28.0605,20.0208,18.876,21.9571,3.04762,7.93518,9.63384,19.6667,13.5,fire
92,265,269,235,165,216,137,132,173,0,8,9,29,4,11,7.5,19,17.5,0,12.9208,17.5556,24.327,14.5938,12.1742,22.9569,15.7059,17.8112,0,10.5729,21.5102,30.5911,10.8542,6.31919,10.7535,30.6732,30.5457,fire
11,218,137,204,68,151,47,134,157,1,19,4,10.5,4.5,6,15.5,28.5,2,23.5,19.3262,1,29.2567,2.69444,8.125,35.7052,23.9711,1.875,39.3333,16.9203,2.33333,21.8448,20.3194,8.83333,7.03549,25.0472,19.625,fire
39,261,151,150,87,130,87,115,141,0,15,3,5,3,2,11,17,4.5,0,21.3439,3.33333,28.2533,1.97917,4.875,37.5063,14.0614,6.39815,0,21.1804,7.91667,20.0167,23.5417,1.375,9.55556,27.6263,39.8889,fire
102,337,173,205,4,180,126,236,161,8.5,17,14.5,2,0,5,10.5,21,21.5,22.3995,25.0596,9.82835,10.6667,0,25.8333,8.58333,23.5168,12.4641,29.2176,18.0211,25.3866,0.666667,0,22,7.78431,35.0562,13.8433,fire
318,408,282,219,182,164,229,323,267,10,15,18.5,16.5,0,0,22.5,16.5,20.5,24.0175,17.3131,16.0056,19.8687,0,0,23.2153,20.3625,18.4713,7.2924,21.4455,18.4111,9.90751,0,0,24.8193,30.1972,28.8895,fire
292,256,276,119,0,189,239,239,108,6,20,24,18.5,0,12.5,16.5,21.5,17.5,33.0714,19.3757,12.8882,16.7543,0,24.0458,20.6077,17.0508,9.46071,20.981,9.87012,24.6954,10.8349,0,37.0663,28.0433,28.5824,8.37619,fire
44,267,90,145,0,150,96,210,106,6,19,0,15,0,2.5,10.5,31,17,36.25,20.8608,0,31.2333,0,13.1833,28.0568,13.0373,10.3142,37.5,17.7319,0,29.5,0,3.81667,13.6951,27.0394,12.2164,fire
199,283,67,259,0,191,206,157,217,9,24,3,5,0,16,19.5,5,20.5,34.6667,23.746,8.97778,14.3877,0,25.4885,23.7652,12.7778,18.7509,21.5185,13.7752,35.9222,11.9025,0,29.046,28.5065,25.7222,26.567,fire
206,274,126,134,71,147,129,162,137,12,22,10.5,0,0,3,6.5,12.5,15,27.2697,28.3468,10.0397,0,0,20,29.3122,31.8455,8.31667,23.2117,10.6566,32.9292,0,0,22,27.1481,37.5015,18.1417,fire
237,261,46,155,85,163,158,183,148,8,20.5,5,3,0,3,5.5,4.5,9.5,34.0699,14.7698,3.45139,23.5556,0,12.5556,30.2054,12.3519,6.74503,17.8614,12.3606,39.0486,5.86111,0,13.1111,34.1987,17.6204,26.2047,fire
169,323,134,144,137,144,151,150,171,15.5,14.5,9,8,0,0,16.5,5.5,16.5,31.7041,20.2528,8.16835,22.8718,0,0,28.6012,19.819,14.716,31.1164,24.9329,18.6658,34.6891,0,0,27.4025,31.3524,27.3692,fire
153,301,50,185,117,150,134,138,154,9,32,3,2,0,13,13.5,9,13.5,28.8827,14.7376,0,10.5667,0,13.222,31.272,12.9333,8.03023,33.1975,9.80143,0,1.53333,0,26.493,24.5614,20.3667,18.6837,fire
221,279,83,168,190,178,216,130,201,12,27,3,4,0,18,18.5,18.5,14.5,34.4696,19.0783,2.5,19.875,0,13.1944,22.7524,14.3293,19.7422,25.9663,11.9958,17.6667,35.8333,0,18.7222,30.0656,36.0422,27.2429,fire
86,211,82,134,31,115,77,128,136,7,7.5,6.5,0,3.5,0,2,14.5,2.5,36.9729,20.5328,1.63492,0,6.19048,0,12.8333,6.1517,3.83333,31.4286,28.0485,18.2381,0,2.09524,0,3.66667,30.6579,19.3333,fire
64,320,0,147,91,73,71,109,142,3,9,0,3.5,4.5,0,6,12.5,0.5,31.5,16.2155,0,38.5524,2.98765,0,37.7917,9.15865,0,27.3333,16.8837,0,21.381,2.58025,0,16.5667,26.9189,0,fire
68,307,126,203,112,147,142,130,179,3,9,1,1,4.5,0,21,1,2.5,19.7778,24.8691,0.833333,8.1,6.07672,0,26.5795,6.5,15.0333,24.037,20.5836,4,4.4,24.164,0,12.4669,17.75,38.9,fire
11,264,229,248,164,155,119,132,98,1.5,11,3,10.5,4,4.5,19.5,13,2.5,21.1111,11.9288,4.4,21.1173,21.4012,1.93519,23.2229,16.7346,23,40.4444,3.97547,13.8,11.6744,21.1304,4.40741,12.7298,32.8692,38.5,fire
23,214,248,217,260,178,152,142,152,3,6,5.5,4,7,1,3,17.5,0,38,23.0833,3.92172,35.5903,17.4295,0.833333,17.75,8.39734,0,39.7778,13.8333,4.21212,11.0139,17.6895,0.666667,12,33.7248,0,fire
50,315,137,190,35,150,151,131,151,0,21.5,20,18,2.5,13,10.5,6.5,22.5,0,22.044,13.6098,32.2172,1.36667,15.1479,23.4457,7.72222,13.9563,0,19.374,29.3616,13.8453,4.36667,16.709,22.6441,20.1111,20.0159,fire
187,371,78,167,105,204,179,200,142,11.5,36.5,7,16,0,7,13.5,14,17,35.3744,27.0378,6.33333,25.8125,0,19.8705,24.6967,27.6959,8.93277,32.6377,25.2385,33.6468,24.7946,0,5.86282,31.4603,35.0785,17.7395,fire
240,353,101,162,64,154,203,231,132,24,22,15.5,6,0,2.5,7.5,12,21,31.1624,18.4903,11.9543,19.625,0,26.2407,18.3496,24.4238,13.069,31.7875,12.0394,38.2755,14.25,0,26.0926,35.7838,30.2546,12.2571,fire
147,389,192,174,5,128,201,132,169,13.5,26.5,11,14,0,14.5,14.5,0,22,36.4448,23.1136,6.89931,27.7917,0,24.8851,25.1862,0,18.8029,32.466,20.3958,13.8451,25.2738,0,25.7126,30.2,0,29.7787,fire
259,359,109,160,67,148,212,223,130,15,21,8,2,0,3,17.5,25,18.5,23.4874,20.9582,15.4432,24.25,0,27.5,20.6341,20.3598,9.49116,23.3605,21.5198,33.7083,5,0,4,19.1105,29.9886,14.9266,fire
31,210,182,180,61,109,140,8,110,2.5,18,11.5,20,3,5,15,0,0,6.43333,25.6752,4.9625,13.4776,2.25,29.6875,33.5537,0,0,19.8333,21.0958,6.5,6.95535,19.8333,31.2125,27.1995,0,0,fire
57,223,193,164,86,114,106,127,125,6,13,5,3,5,0,10,14.5,0,26.325,27.6875,5.91111,18.6667,6.02037,0,27.0394,19.4,0,35.0278,28.1818,12.3722,8.58333,25.7259,0,22.0432,32.7,0,fire
21,213,112,163,133,150,86,109,85,0,6,2,61,6,7.5,0,23,0,0,4.16468,0.75,16.607,10.56,11.6481,0,16.2111,0,0,6.89021,2,19.5775,8.78889,5.53148,0,27.2917,0,fire
71,236,208,318,65,71,176,96,114,1,5,10,6,15,0,10.5,0,3.5,20.25,21.7276,11.5324,10.8155,17,0,23.9587,0,14.7222,10,17.4038,16.1722,11.1667,6.66964,0,20.9587,0,26.4444,fire
27,329,82,181,142,146,120,25,116,4,12.5,1,5,3.5,16.5,10,0,0,27.125,17.2636,0,20.0373,3.07937,8.49333,33.2795,0,0,39.0833,19.582,0,19.5198,21.9471,17.9733,20.5943,0,0,fire
135,290,234,177,310,59,126,45,186,25.5,13.5,13,17.5,0,2.5,37,0,19.5,18.64,16.939,15.9989,24.1382,0,25.7333,19.577,0,17.4144,18.9291,20.7804,22.9904,17.0026,0,2.26667,14.8707,0,30.5534,fire
246,295,224,179,5,132,154,272,227,24,12,14,1,0,1,17.5,6,19.5,31.6806,13.1816,8.2209,11.75,0,23.9167,32.3029,18.0341,12.8077,24.5417,18.4936,18.373,18.5,0,4.5,17.7771,35.4378,24.6375,fire
174,222,97,110,50,164,102,193,197,21.5,15.5,16.5,21.5,0,5.5,6.5,13,19.5,29.0743,17.099,8.47606,23.4356,0,21.678,15.3333,15.0618,13.8939,17.098,8.57798,32.4396,12.5748,0,6.79924,16.2821,32.4161,28.2569,fire
33,296,159,165,51,159,155,221,107,6,22.5,12,15,0,1,11.5,15.5,14,39,21.5938,14.4375,25.9264,0,17.5,32.7521,17.8906,8.07143,38.3333,12.8827,17.7993,9.46782,0,39.5,23.624,20.8503,11.7976,fire
37,381,270,196,34,184,219,275,75,1,27,16,10,0,12,22.5,28.5,9.5,40.5,10.332,9.79286,27.4375,0,17.3333,23.9933,16.8772,4.75598,9,6.47401,15.2873,17.45,0,32.7778,15.443,28.9937,6.31818,fire
35,167,70,148,134,130,109,19,117,4,0,7,6,9.5,3,7,3.5,0,14.4375,0,8.58333,37.8288,21.9024,0.625,24.7763,3.38095,0,17.7917,0,37.4,21.0576,14.5978,1,21.7475,38.7619,0,fire
63,190,149,162,196,128,119,111,56,2,1.5,4.5,2,15,4.5,5,1,2.5,32.75,6.15556,2.53571,19.625,24.5208,1.43519,29.746,3.5,10.2222,30.1667,1.35556,7.0119,5.625,16.476,1.81019,23.8968,15.75,40.1111,fire
22,202,64,163,250,192,116,85,113,1,3,0,10,13,39,9.5,0,0,21,18.1333,0,20.9083,10.8173,9.04103,27.2786,0,0,36.3333,22.6667,0,22.2417,17.8946,20.6808,34.1966,0,0,fire
5,231,184,218,168,119,133,114,139,0.5,4.5,8,3,7,0,3,16.5,8.5,30.6667,21.5344,2.1875,18.1667,16.8571,0,34.5,10.2532,11.6771,40.6667,22.9868,12.0312,11.2778,26.0476,0,20.8889,32.717,34.3105,fire
20,228,182,94,162,125,43,159,119,2,6.5,1.5,6.5,3,0,5,9.5,7.5,28.25,23.161,1.875,37.6782,7.64667,0,14.25,21.7461,8.82407,36.6667,26.073,2.75,30.141,13.8467,0,9,35.1749,24.9769,fire
195,297,56,141,42,159,127,177,177,11,19,0,3,0,0,12,13,7.5,24.1453,27.7708,0,25.6167,0,0,22.8214,10.9621,10.4775,10.9619,16.0685,0,28.9667,0,0,10.3231,31.0541,35.4418,fire
207,420,438,403,25,268,245,236,379,18.5,30.5,20,24.5,2,1,7,5,14,22.4673,23.1144,13.7279,18.2303,2.75,14.6667,17.2722,20.625,19.8241,27.4464,15.1155,7.75858,19.7654,3,7.5,6.71111,20.25,26.9907,fire
145,356,102,87,54,163,61,171,141,0,16,2.5,9.5,1,1,3,16.5,2.5,0,17.8961,2,11.9357,1.5,3.75,39.5,23.6453,3.07407,0,6.82639,9.86667,3.91228,7,3,9.66667,27.5141,25.1852,fire
179,427,198,282,135,152,150,146,237,0,19.5,9.5,7.5,4,0,9.5,2,3,0,17.8245,8.47661,31.8117,3.11905,0,18.8258,3,5.91111,0,7.4029,28.5068,19.2063,20.244,0,15.6856,34,13.2444,fire
58,347,144,237,84,180,112,193,160,1.5,12.5,5.5,2,6.5,0,11,13,0.5,31.1111,28.5006,5.38636,34.963,5.49301,0,37.75,17.8465,0.833333,30.1111,15.8457,29.6061,22.5556,12.5035,0,7.34091,27.1089,20.3333,fire
249,333,144,166,0,209,181,232,176,11,19,4.5,1,0,7,8.5,9,16.5,28.9849,21.927,5.47685,11.25,0,11.9603,22.619,21.9101,10.8086,34.0659,26.0554,28.7523,14,0,2.92063,18.7556,36.1085,19.1403,fire
173,391,243,190,101,196,199,292,132,34,19,13,18.5,0,15,21.5,21,18,35.2836,17.2203,10.6368,20.1931,0,26.2111,24.9114,18.2248,9.25,26.8436,21.3389,26.5256,10.1992,0,29.5083,20.0016,25.9035,11.1111,fire
105,387,209,178,9,125,225,249,179,12.5,19,11.5,4,0,1,12.5,12,22.5,32.6651,21.9331,14.6638,18.875,0,20,20.8396,24.2273,16.4846,35.6622,14.8584,20.7738,14.875,0,14,32.8982,27.4231,13.7323,fire
192,398,283,227,4,231,212,266,240,1,15.5,10.5,6,0,2,26.5,14.5,23.5,37.9167,14.5675,9.79762,18.85,0,12.5,25.3912,18.8283,18.132,5.66667,22.996,16.0218,8.43056,0,1.5,20.4601,28.1932,18.9099,fire
244,212,219,230,33,5,201,186,220,6,6,18.5,12,0,0,8.5,3.5,10.5,35.3125,19.7222,19.2219,24.8886,0,0,18.9974,12,20.2226,9.8125,7.55556,16.4164,20.7482,0,0,27.4987,33.5,33.9319,fire
375,557,184,531,230,679,346,345,171,20.5,19,5,18,8,26,24,0,0,20.6063,16.1532,10.8264,17.9057,25.2346,18.1302,6.42095,0,0,28.219,24.2243,31.0139,16.3874,8.61728,16.8064,17.5638,0,0,fire
200,543,523,484,210,343,382,415,383,11,12,22,25,8.5,8,3.5,11,13.5,34.2222,22.6369,13.5976,24.4636,10.9111,29.9,34.3,35.75,18.6667,29.4815,32.0628,29.796,18.5705,6.98889,22.15,31.0333,20.5,3,fire
519,538,100,312,846,317,254,323,538,14,22,8,5,0,9.5,18.5,7,7.5,19.3859,20.3786,5.5,16.6417,0,13.7579,25.3718,21.5,21.0667,18.2081,23.8044,31.125,19.2521,0,20.5111,12.2797,22,28.8667,fire
268,580,298,255,65,314,286,397,378,11.5,16.5,15.5,16,7,3,20,2,0,33.8611,16.539,12.3033,14.2396,33,20.2741,20.1628,32,0,32.179,33.5251,31.343,21.0208,3.2381,15.437,23.4128,32,0,fire
512,724,264,377,131,320,241,249,286,0,15,13.5,14,4.5,0,15,11.5,21,0,22.9294,8.17544,27.5,7.53333,0,24.6826,32.6212,10.9842,0,25.2141,27.1513,11.3264,7.13333,0,12.5558,34.553,16.1812,fire
94,1070,18,319,128,372,303,442,409,4.5,17.5,0,8,9.5,10,6.5,4.5,0,9.08642,16.6336,0,20.9519,16.3333,6.38889,28.1859,25,0,12.4691,21.0918,0,3.73889,3.95833,10.5444,16.6154,37.5,0,fire
304,874,381,486,225,416,413,466,325,14.5,10.5,20,11,6,0,8,11.5,0,22.0867,20.0539,7.75733,20.825,3.22222,0,23,4.88889,0,35.0167,16.1389,17.174,12,15.7778,0,21.25,39.5556,0,fire
127,539,127,422,339,273,130,479,188,11,8,2.5,5,2,15,8,17,16,31.3182,26.463,0,24.9769,26.6667,12.4601,18.4375,30.5022,9.24731,35.5758,20.2556,0,6.87037,9.66667,22.0835,5.8125,32.8333,15.6989,fire
259,841,15,311,221,357,317,534,235,5,11.5,0,5,2,7,0,0,9.5,20.7,18.3585,0,21.0556,24.6667,4.53648,0,0,6.12222,20.3556,21.3845,0,8.86111,2.66667,8.66554,0,0,10.4556,fire
428,810,37,337,109,353,366,420,284,16,10.5,0,4,4,10.5,9.5,4,3.5,32.762,17.8966,0,11.5833,38.2667,16.2148,16.4074,19.3333,7.83333,30.3665,19.5321,0,1,2.73333,22.9018,19.7407,30.3333,5.66667,fire
58,142,38,315,348,272,55,109,62,10,0,2.5,47.5,24,24.5,9.5,9.5,8,33.7833,0,17.9333,14.1506,21.4275,24.8675,3.4152,24.6756,10.4375,37.9167,0,18.7333,18.5085,19.4883,21.3161,4.60526,5.56808,4.375,flood
7,3,82,230,306,226,179,162,9,0,0,15,25.5,23,37.5,20.5,23.5,1,0,0,34.25,25.1631,17.581,14.9328,17.6217,27.0538,1.5,0,0,30.6682,22.7043,21.8997,22.5906,10.562,8.20129,2,flood
51,65,142,328,398,217,135,35,10,6,0,19.5,46.5,23.5,34,11,2,0,18.75,0,34.6226,13.1029,23.7646,14.8518,4.86364,15,0,18.3333,0,33.5432,15.9844,21.9945,13.0155,8.27576,0.75,0,flood
43,42,44,245,295,281,33,49,19,7.5,6.5,4,26.5,21.5,24,6,0,0,35.4444,5.62179,23,21.8384,24.7585,22.0571,4.25,0,0,37.6278,37.3926,39.5833,16.1446,19.0035,17.21,4.33333,0,0,flood
0,0,44,252,242,242,124,110,63,0,0,9.5,29.5,24,27.5,9.5,10,0,0,0,36.201,16.2193,24.808,19.0315,17.3402,17.1891,0,0,0,34.4636,27.6936,33.4389,24.2833,7.61568,4.78815,0,flood
156,125,112,291,338,242,125,259,77,32,11,5.5,20.5,15,16,8.5,7,11,21.494,27.3173,37.9015,16.3845,23.0655,11.7698,12.8554,14.9556,5.12879,33.1881,34.0337,25.8333,24.5732,21.7832,19.2026,5.55588,10.0523,6.9697,flood
232,199,159,192,321,317,136,314,199,25.5,11,15,7.5,12.5,10.5,20.5,18,16,18.8476,18.952,27.2892,20.231,18.5579,22.2819,17.4275,14.3363,15.2781,29.5992,30.0768,25.3039,17.2119,19.7623,20.4574,10.7781,11.0458,11.6274,flood
353,352,307,349,441,454,264,336,200,20,16,36,14.5,9,12,12.5,15.5,10,15.279,22.3993,34.6183,21.4683,17.5287,17.4697,22.1643,18.3799,10.8704,23.9482,27.3958,31.852,15.1442,13.1063,16.1162,11.4379,15.0269,13.462,flood
299,296,258,320,338,315,291,374,245,10,12,5.5,11,13,18,36.5,18.5,12,16.2812,32.2073,6.69192,30.4324,21.4558,18.375,29.2232,17.5833,9.44574,19.0423,27.0903,18.6465,22.0488,25.4535,14.0278,13.3259,14.0091,17.2847,flood
219,274,221,180,347,238,228,389,303,13.5,12,15.5,7.5,16,15,25,30.5,26,33.9362,16.0833,31.5942,29.4379,21.5867,15.4507,13.59,17.2414,18.3358,29.2634,15.6458,26.4151,27.5362,13.6755,12.6188,16.8173,11.0484,17.6472,flood
7,51,5,252,274,243,74,31,11,0,8,0,38,20.5,24,5,2,0,0,8.15625,0,17.7395,22.7169,15.5163,23.2333,18,0,0,38.2639,0,19.8243,22.3608,17.9085,3.2,0.75,0,flood
144,152,179,137,236,94,185,93,127,15.5,7.5,20.5,12.5,13,0,22,4.5,1,17.4998,13.8194,13.3008,13.7418,18.6657,0,27.3402,26.8704,18.5,23.9998,21.2639,28.4837,27.0297,18.917,0,11.4969,5.68519,3.25,flood
176,104,175,130,249,246,169,127,31,17.5,7,20,8,13,21.5,16,10.5,1,25.575,20.8686,19.1556,11.7617,13.6091,24.1373,19.4537,32.1032,20.25,34.3048,36.543,32.7333,28.78,19.3423,21.1484,6.31386,6.47718,3,flood
68,72,143,229,240,223,143,151,20,1.5,6.5,19.5,18.5,13,8.5,18.5,7.5,1,25.8611,7.69963,20.8111,23.1555,18.0039,21.5139,21.6075,20.247,4,33.7778,37.9707,35.4991,22.165,25.039,15.4417,6.698,5.80171,1.5,flood
23,54,9,269,287,286,76,60,144,3.5,6.5,1,24,17.5,17.5,6,5,0,9.80952,5.85897,40,26.9988,18.7976,19.1833,19.537,7.9,0,37.8571,38.3114,40.5,28.4897,24.5609,21.2845,4.85185,1.15,0,flood
258,181,167,285,481,419,114,286,192,18,11,13.5,13.5,20,19.5,28,17,10,18.418,36.4943,18.8966,25.632,13.3532,22.1402,14.8767,20.9542,11.6,23.6111,31.2843,31.341,15.0144,23.2714,21.8665,12.7612,11.1198,11.481,flood
426,319,209,341,425,506,239,487,343,15,13,3,9.5,13,20,9,15,16,28.1167,30.8179,25.4444,20.8576,16.6,24.8084,22.5648,23.9917,15.5778,19.7111,29.2509,29.8333,25.4745,15.3226,23.8771,23.8704,16.7036,22.9303,flood
269,230,130,227,380,275,115,235,236,23.5,15,2,8.5,6.5,6,2,19,22,19.3524,20.8806,9.5,30.4413,19.7858,15.3553,25.5,17.291,17.9117,28.7553,30.7694,28.9167,16.9489,19.518,21.7587,9,12.6812,11.3589,flood
175,147,55,269,477,307,118,77,59,13,5,1,11,20.5,14.5,19,11,5.5,21.7952,2.7,3,27.8071,21.0143,18.6497,29.7544,30.25,8.83333,31.743,18.5167,17.3333,19.3688,23.6213,31.3262,13.693,3.12121,1.30303,flood
202,193,141,205,567,389,141,253,201,17,8,19,19.5,17.5,15,14,10.5,21.5,19.9118,20.7194,32.0185,20.9678,14.8694,22.2503,34.9861,24.2278,23.6662,19.2778,23.4903,28.6519,23.9079,17.9154,27.4151,12.8333,14.55,10.0971,flood
52,52,89,263,344,227,46,18,0,12,5.5,11.5,24,26,30,10,1,0,35.6226,7.82121,24.9759,16.4132,17.3572,13.6881,6,3,0,35.8726,33.0515,38.283,15.7277,21.5153,8.51456,7.2,1.5,0,flood
17,9,89,329,306,247,127,176,53,2.5,0,27.5,31.5,23,28.5,20.5,15,5,39.7333,0,31.8269,21.6869,22.7318,21.5943,8.66929,29.6238,8.6,39.7333,0,31.6538,21.361,17.9699,17.1353,7.35349,6.1919,2.5,flood
62,0,113,340,305,267,260,249,103,0,0,4,30,24.5,26.5,22,20.5,17.5,0,0,31.5,24.7686,20.0796,24.6379,17.0163,15.9445,11.469,0,0,39,30.3131,24.109,24.4146,14.2765,11.703,10.8071,flood
26,66,84,310,320,336,96,122,25,4,2,5.5,32.5,20.5,93.5,12.5,12,4.5,39,0.833333,26.4152,23.5148,22.9688,14.7541,17.0463,27.6898,1.62963,38,9.55556,36.4424,26.3684,21.1316,21.0352,6.75463,5.72784,1.62963,flood
30,13,96,185,249,211,167,218,100,4.5,0,26,32,24.5,21.5,13.5,12.5,18.5,19.1296,0,22.0769,19.8404,20.0978,18.8398,28.7338,16.7993,10.3198,19.1296,0,24.2821,21.1076,32.3532,17.9121,20.9552,14.2216,10.4054,flood
300,98,133,392,350,376,167,317,184,17.5,10,1.5,20,14.5,12,2.5,17.5,14,15.8926,18.125,8.75,26.1106,21.2478,22.775,16.8778,25.5013,15.7596,28.6943,37.8611,20,17.172,15.2789,19.6472,9.24444,11.4464,8.4133,flood
306,166,218,481,486,287,170,298,211,16,8.5,18,18.5,11.5,8,5.5,16,13.5,12.6121,29.5,19.0035,24.3144,25.174,28.8815,10.7273,20.2889,16.1479,27.0207,33.084,37.6287,20.9978,28.5778,15.1037,17.6061,11.7814,8.94248,flood
375,134,230,343,300,152,299,379,339,29,11.5,7.5,14,15.5,6.5,13.5,23,20.5,28.1912,28.6522,20.0389,16.8222,26.2482,15.4808,24.4422,17.7625,18.1102,18.0216,35.6442,32.6222,22.066,15.9284,10.4359,16.2326,15.044,22.4182,flood
383,204,319,259,256,99,219,262,252,16,12,19,8,14.5,3,11.5,16,15,11.4729,31.129,16.5369,15.7608,17.7441,13,22.3041,27.4368,11.9333,9.93376,23.2063,32.7517,13.8467,19.7901,17,19.4365,7.19833,18.3667,flood
246,170,169,401,345,223,183,328,183,27,8,11,13.5,7.5,12,20,18,16,30.8889,17.5486,13.6364,26.791,22.0922,19.2342,17.45,18.4596,16.6117,24.1619,33.7639,29.1212,20.1956,13.2252,17.993,15.5833,11.1534,9.10792,flood
1,37,111,194,286,233,18,26,76,0,4.5,0,24.5,17.5,17,2,0,0,0,5.48148,0,30.183,24.5548,20.7373,14.8889,0,0,0,39.463,0,24.809,29.9208,23.449,1.77778,0,0,flood
77,51,0,195,444,204,97,133,118,14,2,0,22,25.5,24,13.5,17.5,10,31.3831,2,0,23.5167,21.0863,23.443,22.4429,21.3433,21.4333,34.75,28.5,0,21.5083,24.8564,33.4654,8.61111,6.91515,3.11944,flood
127,132,169,173,393,351,130,150,247,20,2.5,14,17,21,21.5,23,19,0,31.0691,3.97778,8.78571,23.5,24.8736,19.7534,12.5103,24.0285,0,25.6919,14.3556,31.75,18.2183,29.8251,22.2601,16.715,7.40607,0,flood
133,87,23,301,333,291,82,111,115,13,9,2,20,17,22,5.5,7.5,14.5,22.8707,22.9097,39,25.7776,30.897,21.6985,18.9167,16.4646,13.9152,34.1472,24.5139,39,20.5924,23.6403,20.547,7.57639,4.08586,4.57663,flood
79,93,132,204,366,274,88,111,161,13,5.5,7,22.5,19,24.5,31.5,14.5,0,31.1068,19.4621,12.3766,22.326,18.071,16.9705,15.3545,19.7488,0,35.5,25.9924,22.8074,22.2643,19.8937,21.8028,9.97884,4.64064,0,flood
96,102,23,277,504,365,67,6,157,7,3.5,0,22,23.5,16.5,13,0,0,32.2714,10.3968,0,24.0396,13.0575,17.5385,21.75,0,0,38.1143,34.2698,0,23.1245,18.3979,17.4235,7.21795,0,0,flood
166,440,152,343,413,391,253,180,74,19,22.5,16.5,25,12.5,27.5,30.5,10,9,32.0051,14.7223,14.875,31.0278,15.972,16.0473,20.1984,28.375,4,31.6254,24.26,23.375,22.7952,20.2035,22.3677,14.882,9.34167,4.41667,flood
243,243,331,432,368,425,142,340,80,21,4.5,0,27.5,8.5,18,1,26,8.5,26.0491,12.3037,0,20.8856,22.418,16.2667,40.5,24.1287,24.8627,30.9333,22.4667,0,12.1765,18.7307,25.9056,14,12.1029,3.80392,flood
9,302,24,276,225,428,173,156,5,0,21,1,15,8.5,14.5,17,5,0,0,20.4192,1.5,32.9371,11.218,14.5547,14.6631,23.4,0,0,31.8037,37,20.2281,22.3888,16.0502,9.13608,3.3,0,flood
